"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Business Studies Teacher"	"35k Annual 00 GBP"	"Sevenoaks, Kent"	"Unspecified"	"Business Studies Teacher"	"Sevenoaks, Kent - 35k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Business Studies Teacher in Sevenoaks, KentRikama Education are currently looking for a Business Studies Teacher to work in Sevenoaks on a permanent basis from January/February 2019 your day to day duties will include: Classroom management Compiling and updating individual learning plans for students Teaching Business Studies to KS3, KS4.KS5, GCSE, A-Level, BTEC Marking and planning for all lessons Lead a strong and supportive team Maintaining and improving the academic results of their studentsTo be considered for this exciting Business Studies Teacher role, you will need the following experience: Hold qualified teaching status -QTS Have previous experience teaching the UK curriculum Have strong classroom management skills Have strong knowledge of the KS3, KS4 and KS5 curriculum Must work well with staff and pupils alike Experience teaching Business Studies up to BTEC Or A LevelOur client is looking for a Business Studies Teacher to join a busy team to support and develop students.They are a creative school where all students flourish and make exceptional progress resulting in an Very Good' ofsted report. The staff are dedicated and passionate to inspire the students to be the best they can be. The school helps students develop a range of transferable skills such as teamwork, leadership, independence, communication, and time management. The SLT team within the school is supportive of the staff and operates an open-door' policy, looking to staff to contribute towards ideas.If you are interested in applying to this Business Studies opportunity, please click apply now below "	"Sevenoaks, Kent, UK"	"Education"	NA	"35k Annual 00 GBP"	"Rikama Education Ltd"	"Rikama Education Ltd"	"JS3561_36314543/598331950"	"07/12/2018 09:05:16"	"http://www.jobserve.com/Gl2lR"	NA
"Dynamic Class Teacher"	"664.00 - 40372.00 Annual 00 GBP"	"London"	"Unspecified"	"Dynamic Class Teacher"	"London - 664.00 - 40372.00 Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Dynamic Class Teacher *January 2019 *Permanent contract *Wandsworth  Do you have the skills to teach the next generation?  We are working with a dynamic and thriving primary school that has a creative approach to education.  Are you an experienced teacher with a proven record of raising achievement?   Are you a NQT with a passion for teaching and learning?   Do you feel you can make a significant contribution to this school's on-going success?  We are looking for a dynamic class teacher to join this school's ever increasing team. The successful dynamic class teacher will:  Be innovative and creative in their teaching strategies Be open to work collaboratively Recognise the varying needs of the children The school can offer:  A caring and supportive whole school communityA supportive, warm and welcoming atmosphereHappy, enthusiastic and well behaved childrenA commitment to your on-going professional development We welcome applications from prospective dynamic class teachers. To express your interest, please contact Nurani by emailing  "	"London, UK"	"Education"	NA	"664.00 - 40372.00 Annual 00 GBP"	"REESON EDUCATION"	"REESON EDUCATION"	"JS3561_36546717/598325801"	"07/12/2018 09:05:02"	"http://www.jobserve.com/Gl2lB"	NA
"NQT - Secondary Teacher - Outstanding School - North London"	"GBP"	"Enfield, Middlesex"	"Unspecified"	"NQT - Secondary Teacher - Outstanding School - North London"	"Enfield, Middlesex - GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"NQT Secondary Teacher - Enfield  Are you looking to relocate to London in September 2019 and would like to secure a role before Christmas? We are recruiting for an extraordinary expanding secondary school that are seeking NQT Teachers in all subjects!  *NQT Teacher position in North London*Excellent CPD/weekly coaching*Position starting in September 2019!*Competitive salary + Benefits The School- Outstanding in all features!- History of supporting NQTs through induction and RQT year- Excellent behaviour policy- CPD, weekly coaching and fast progression into management  The NQT Role- Successful School, great GCSE and A-Level results- Opportunities to assist A-Level classes to prepare you for sixth form teaching- Lots of extra-curricular! Have a passion for something? Create your own club! The Ideal NQT- Desire to be an outstanding teacher- Keen to go the extra mile for both pupils and colleagues - A desire to contribute to extra-curricular with your own club!- Passion for high standards of education If you are looking for an exciting, trend-setting secondary school in Enfield where you can hone your teaching skills and move your career in the right direction, this Science Teacher NQT post is the position you have been waiting for. Click 'Apply now' to send your CV to Sophie Kelly at EduStaff. Please note: due to the volume of applications, only successful applicants will be contacted "	"Enfield, Middlesex, UK"	"Education"	NA	"GBP"	"Edustaff"	"Edustaff"	"JS3561_36783233/599522291"	"07/12/2018 09:04:45"	"http://www.jobserve.com/Gl2kw"	NA
"Food Technology Teacher - North London"	"42k Annual 00 GBP"	"Barnet, Hertfordshire"	"Unspecified"	"Food Technology Teacher - North London"	"Barnet, Hertfordshire - 42k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Food Technology Teacher Janaury or ASAP Start! Academics is searching for a Food Technology Teacher required to start ASAP at a secondary school based in North London. The role will be start ASAP or in January 2019 What we need from you Qualified teacher Status (QTS) or a UK recognised equivalent teaching qualificationBe passionate and energeticNQTs are welcome to applyA valid DBSThe right to work in the UKApply Today! Call Ben Email  "	"Barnet, Hertfordshire, UK"	"Education"	NA	"42k Annual 00 GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36777474/599120063"	"07/12/2018 07:03:26"	"http://www.jobserve.com/Gl2Fp"	NA
"Science Teacher required for All-boys faith school in NW London"	"38k Annual 00 GBP"	"Barnet, Hertfordshire"	"Unspecified"	"Science Teacher required for All-boys faith school in NW London"	"Barnet, Hertfordshire - 38k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"We are looking for an Science Teacher to work at an all-boys Faith (within the SEN department) school located in North West London to start in ASAP on a perm basis. Science is an intriguing and fascinating subject. If you have the knowledge and are keen to share this with young people then this teaching role in a popular secondary school will be of great interest. The role itself is will involve teaching Small classes of around ten students. All classrooms are equipped with brand new equipment. You will be required to keep up-to-date with new trends and educational developments in the world of Science which should be used as a basis for your teaching. Your passion, enthusiasm and knowledge of the subject will help you lead the next generation of Science experts. You must demonstrate: QTS or QTLS ideally but unqualified will be consideredExperience of teaching general Science successfully at secondary levelExcellent subject knowledge and a passion for ScienceAble to teach Chemistry, Physics and Biology to KS4Flexibility, resilience and excellent organisational skillsAn ability to be a strong team playerOpen To working with small classes of around 10 students with different SEN needsTo apply for this position, please send your CV ASAP to the following email address: or register on-line at . We are currently working with numerous vacancies so if this position is not quite for you please do send us your CV to discuss other opportunities more suitable to your requirements. ASQ Education partners with a number of exceptional secondary schools across London and the Home Counties to offer you the latest and best selection of educational positions. "	"Barnet, Hertfordshire, UK"	"Education"	NA	"38k Annual 00 GBP"	"ASQ EDUCATION"	"ASQ EDUCATION"	"JS3561_36523950/596918244"	"06/12/2018 07:02:27"	"http://www.jobserve.com/GlvD2"	NA
"PE Teacher"	"GBP"	"Walton-on-thames, Surrey"	"Permanent"	"PE Teacher"	"Walton-on-thames, Surrey - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Are you a strong Physical Education Teacher looking for a new role?Can you teach KS3-KS4 Physical Education?Do you have experience supporting those with social, emotional and mental health difficulties?Teaching Personnel are looking to appoint a Physical Education Teacher on behalf of a client school in Walton-On-Thames. The school provides education for children and young people aged between 11-16 years who have a diagnosis of social, emotional and mental health difficulties and associated disorders.They are looking to appoint a Secondary Teacher of Physical Education with an excellent knowledge of the KS3 and KS4 PE curriculum. Experience teaching students at GCSE level is essential and knowledge of SEN would be desirable.The ideal candidate would also be:Trustworthy and reliableCalm, patient and empatheticWell organised and efficientCompetent in classroom practice and delivery to ensure all pupils are engaged and learningAble to work as a member of a team, providing motivation and support for colleaguesThis post offers either a newly qualified teacher or an experienced teacher the opportunity to develop their professional expertise.All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Walton-on-thames, Surrey, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSD6B95020/592977564"	"05/12/2018 10:56:42"	"http://www.jobserve.com/GlmPd"	NA
"Science Teacher - 2IC Science - January start - East London"	""	"Tower Hamlets, London"	"Permanent"	"Science Teacher - 2IC Science - January start - East London"	"Tower Hamlets, London"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Job Description Are you an experienced Science Teacher with a passion for your subject? Are you looking to progress in your career and take on new challenges? Have you considered becoming the second in charge of Science? Second in Charge of Science Experienced Science TeacherImproving School MPS or UPS Inner London This vibrant school, located in East London, has improved significantly in recent years, and is now rated as 'good' across the board. The dedication and commitment of the staff, especially in the Science Department, have directly contributed to the consistent improvements in results. A strong community atmosphere and an aim to achieve 95% good or outstanding lessons make this school one of the most progressive in the borough.The Head of Science is seeking an experienced Science Teacher to join him in further progressing the Science Department. The successful candidate will:*Be passionate about teaching and learning*Have experience teaching Science at KS3 and KS4*Employ a variety of teaching strategies to support, engage, and challenge studentsThe school is holding immediate interviews. Apply today with your most up to date CV.  "	"Tower Hamlets, London, UK"	"Science, Education"	NA	NA	"Academics Ltd"	"Academics Ltd"	"JS1A1E92C4/572846815"	"04/12/2018 12:43:27"	"http://www.jobserve.com/GlaXL"	NA
"ICT Teacher - 3 days a week"	"GBP"	"City Of Westminster, London"	"Permanent"	"ICT Teacher - 3 days a week"	"City Of Westminster, London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description REESON Education is looking for an ICT teacher to teach within a high-achieving all-girls school on a part-time basis (3 days a week) from January 2019. This is a part-time post teaching ICT across key stages 3 & 4 until the end of the academic year in the first instance. The school has a longstanding history of academic excellence (87% A*- C at GCSE including English & Maths) in addition to an Outstanding Ofsted report. This school has an extremely prestigious reputation and is an excellent place to work both in terms of students and staff members. To be considered for this opportunity, or find out more, please forward a CV as soon as possible.School InformationThis is an outstanding all-girls school based in the heart of London. The school has an academic history of excellence (87% A*- C at GCSE including English & Maths) in addition to state of the art facilities. This over-subscribed school has four applicants for ever space available and boasts a brilliant reputation within the local community. All in all this is an excellent school to work within both in terms of students and staff members.The School was judged to be 'outstanding' by OFSTED in March 2009 and November 2005. We are proud of our ethos of continual self-improvement, which characterises every aspect of our rich and culturally diverse school. In 2012 the school was named amongst the top 100 non-selective schools, in recognition of excellent attainment and progress of our students at KS4. In March 2008 the school was designated a High Performing Specialist School and our Training School initiative was launched in September 2008, building on our passion for excellent teaching and learning as well as our commitment to our language specialism and international ethos.Required Skills and expertiseBe an excellent, inspiring teacherHave a proven track record of improvementBe able to creatively contribute to the development of the students and the curriculumCompany InformationREESON Education is London's Premier Recruitment Agency. Established in 2006 by experienced teachers, education professionals and recruitment specialists, we have built our business and reputation on the cores values of honesty, integrity and excellence.We care about education and the provision of education and have established an excellent reputation with schools and teachers alike.At REESON Education we work closely with a large network of Nurseries, Primary Schools, Secondary Schools and Colleges across London. Our client base provides us with an abundance of available daily supply, long term and permanent opportunities across all age groups in all areas of London.SalaryMPS/UPSApplicationTo be considered for this opportunity, or find out more, please forward a CV as soon as possible. "	"City Of Westminster, London, UK"	"Education"	NA	"GBP"	"Reeson Education"	"Reeson Education"	"JS92E7846D/599178653"	"07/12/2018 07:06:19"	"http://www.jobserve.com/Gl2JA"	NA
"English Teacher Required For A Good School In Dorking"	"GBP"	"Dorking, Surrey"	"Permanent"	"English Teacher Required For A Good School In Dorking"	"Dorking, Surrey - GBP"	"Permanent"	"Posted: Sunday, 9 December 2018"	""	"Job Description An Ofsted 'Good' School in the Dorking area require a full time English Teacher to join there already successful team. The role will include planning and preparation and you would be required to teach across KS3-KS4, with the potential of having to teach at KS5 as well. The school are looking for someone to start ASAP - all applications are welcome. Our mission: educating for life in all its fullnessAt our School we strive to inspire, guide and support every member of our community towards being the best person they can be. We challenge ourselves daily to improve who we are and what we do, acknowledging that we will need to work hard together to achieve this. We are committed to creating a happy, secure and purposeful school environment in which everyone can develop and grow intellectually, academically, socially and spiritually. We want to enrich the lives of all members of our school by providing a wealth of stimulating opportunities that allow us to flourish through our levels of confidence, self-belief and self-worth so that we are fully equipped to deal practically and emotionally with whatever our future holds, both in school and beyond its gates.Requirements:Relevant Teaching QualificationExperience teaching English from KS3-KS4, KS5 desirableHigh expectations for all students and a willingness to help them succeedEffective team working to support all teachers, support staff and outside agenciesWhat Teaching Personnel can offer:Excellent pay ratesWeekly payDedicated consultantCPD development and trainingCash rewards for referralsIf you feel you are suited for the above role then please call me today to discuss this further- Matthew Handcock  Teaching Personnel is committed to safeguarding and welfare of children. All candidates applying to jobs through Teaching Personnel must undertake or have undertaken an Enhanced Disclosure via DBS-Full assistance provided (AGY) All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Dorking, Surrey, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSFEEB84D1/600698628"	"09/12/2018 13:02:43"	"http://www.jobserve.com/GmT3H"	NA
"MFL - French Teacher - Birmingham- January 2019!"	"110.00 - 170.00 Annual GBP"	"City, Birmingham"	"Unspecified"	"MFL - French Teacher - Birmingham- January 2019!"	"City, Birmingham - 110.00 - 170.00 Annual GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"MFL - French Language Teacher - Birmingham- January 2019! Are you looking for a position to start in January 2019? Academics Ltd (one of the top 10 education Agencies nationwide) is supporting a 'good' secondary school in Birmingham with recruiting enthusiastic French teachers. We are looking for qualified & experienced French teachers to fill these positions urgently. This position requires organisation and confidence when working day to day, on a short term basis and long term roles. If you are a graduate who is also looking to get into teaching, this would be a great opportunity to gain some work experience in a mainstream secondary environment. It would also be good to see if teaching is the right career for you. The school itself is well known and would offer great support for new employees when working there. This is a brilliant opportunity to experience a secondary education setting. You will be looking to be teaching French to a KS3 & 4. Job Role Supervising young people in KS3 & KS4 in the classroomRegistrationsLead French classes when the teacher is not presentResponding to student queries about the work setDealing with any student emergencies (in accordance to the school policy) that may occurDeveloping and encouraging, supporting students' academic learning Job Requirements Reliability and flexibilityExcellent time-managementLeadership skillsValid DBSA French degree or in a relevant subjectQualification (QTS/PGCE) is desirableAvailable to start in January 2019Be able to travel around BirminghamAt least 1 year experience in a UK secondary schoolWe are expecting our staff to work between 3-5 days a week on a competitive rate of salary. All candidates are welcome for this role. It involves varied work which could be very rewarding as you would be working with the younger generation and helping them achieve their very best. This may be your perfect opportunity you. Please send your CV to OR CALL for an immediate interview! "	"City, Birmingham, UK"	"Education"	NA	"110.00 - 170.00 Annual GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36766157/598101604"	"06/12/2018 07:03:24"	"http://www.jobserve.com/GlvFO"	"Graduate"
"History teacher - Twickenham £150 - £200 a day"	"150.00 - 200.00 Annual GBP"	"Twickenham, London"	"Unspecified"	"History teacher - Twickenham £150 - £200 a day"	"Twickenham, London - 150.00 - 200.00 Annual GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Location: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 Are you a qualified History Teacher looking for a new opportunity? Teaching Personnel are seeking an established History teacher who is looking for a great career opportunity with a chance to excel within an excellent Humanities department. The College offer an exceptional support network for the suitable candidate. Can you deliver History to students that have a strong interest in learning? We are looking for a Geography teacher with experience of teaching the full age range from KS3-KS5 to start in January 2019. You will be joining a thriving Humanities department, where students all achieve high results at GCSE. The successful candidate will have the ability to teach Geography across the full age range, preferably including AS and A Level. You will be passionate about your subject with excellent curriculum knowledge and able to motivate and inspire your pupils. If you are a proactive and enthusiastic History teacherlooking for a new role in the new academic year, please forward your CV to Conor at Teaching Personnel today for consideration.  The suitable candidate will have the following skills;  Be able to inspire and motivateKeen to progress and developHave excellent subject knowledgeExcellent team playerProvide new and innovative ideas for the facultyMinimum of 1 years' experienceLocation: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 All candidates must possess a recognised Teaching Qualification (PGCE, QTS, BEd. or equivalent). All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. For Support staff our minimum requirement is GCSE E.n.g.l.i.s.h & M.a.t.h.s (A-C) or equivalent. All pay rates quoted will be inclusive of 12.07% statutory holiday pay. Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. Privacy Notice "	"Twickenham, London, UK"	"Education"	NA	"150.00 - 200.00 Annual GBP"	"Teaching Personnel Ltd"	"Teaching Personnel Ltd"	"JS3561_36518185/596908116"	"05/12/2018 12:42:48"	"http://www.jobserve.com/GlnAX"	NA
"KS1 Teacher - January Start"	"48k Annual 00 GBP"	"London"	"Unspecified"	"KS1 Teacher - January Start"	"London - 48k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"This fantastic school is seeking to appoint a Year Group Leader across Year 1, 2 and 3 from January 2019, who will also teach a small class of KS2 students. In the heart of the culturally diverse borough of Brent are seeking an experienced and dynamic teacher to join their Leadership Team from January on a full time and permanent basis. This School aims to inspire and challenge pupils to instil a life-long love of learning through an innovative and creative curriculum. Their outstanding teachers provide pupils with a broad curriculum, which develops critical thinking and enquiry skills and encourages pupils to use their imagination as they explore both the academic and extra-curricular offerings at the school. This position will be integral to the school as it continues to expands. As a middle leader you will have responsibility of leading the 3 year groups and helping to shape the curriculum from Years 1 to 3, as well as having an impact across the wider school. This is a three form entry primary school. The successful candidate will play an important role in developing the KS1 and KS2 team during a period of raising standards and be a pivotal member of the school staff team. Essential Requirements: - Experience within middle management - Be an outstanding practitioner with a PGCE, Bachelor of Education or equivalent - Ability to use your passion and commitment to make a real difference for the children in this school - Have the creativity and drive to support this newly established school as it expands further. In return the school can offer: - A committed and friendly team already achieving excellence in their lower school and aiming for the same as it expands into KS2 - The support of an established KS1/2 team - Children who are well behaved, happy and eager to learn - A commitment to high quality professional development - A supportive and encouraging senior management team. Next Steps: The school are looking to interview candidates ASAP and so are accepting applications from now onwards with the view to interview in the coming weeks. If you feel that you are a strong Key Stage 1 (KS1) or Key Stage 2 (KS2) teacher ready for the next step in your career or looking for a new challenge in a school with an exciting and bright future then send your CV through to Ruby at Reeson Education or call directly to find out more. "	"London, UK"	"Education"	NA	"48k Annual 00 GBP"	"REESON EDUCATION"	"REESON EDUCATION"	"JS3561_36534503/597179651"	"06/12/2018 07:02:40"	"http://www.jobserve.com/GlvEK"	NA
"Sheffield Teacher (Talent Pool)"	"GBP"	"Sheffield"	"Permanent"	"Sheffield Teacher (Talent Pool)"	"Sheffield - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description We are recruiting!The Supply Register is the modern way of working for modern supply teachers and support staff.Do you want to be the first to see jobs? Be able to accept/reject job? Manage your own availability? Have all your compliance and admin in one place? Our web based technology platform can do that for you, leaving you free time to do other things you want to do.We will build you a free profile, which holds all your compliance documents, timesheets and bookings in one place. This can be accessed via desktop or mobile at your convenience. Then you are free to accept/reject jobs, be the first to know about jobs, build direct relationships with schools, update your availability day-by-day and receive a better rate of pay.We are currently working with a Primary Academy Trust in the Sheffield area who are seeking to build a bank of good to outstanding qualified Teachers. NQT's will also be considered. The ideal candidate will: . Be a qualified primary teacher with a record of delivering good and outstanding lessons across KS1 and/or KS2 (NQT's will also be considered) . Have evidence of supporting students to make or exceed expected progress.. Have an excellent record of forging positive relationships with students to encourage learning. Have a resilient character and a strong personal drive. Have an exemplary attendance record The Role: . To deliver outstanding teaching and learning to help students achieve their best across KS1 and/or KS2. The ability to design engaging and fun lessons that inspire students Key Responsibilities:. To ensure that students are safe and provided with an environment that allows them to take risks in their learning and become lifelong learners. To plan, resource and deliver challenging, varied and differentiated lessons. To help to establish and maintain exemplary student behaviour for learning. To contribute to the effective working of the wider school. To meet all aspects of the Professional Teaching Standards Qualification Criteria:. QTS/NQT. 6 or more weeks recent classroom experience. Eligibility to work in the UK. Holds an enhanced DBS on the update service If you're interested in the positions and would like to join The Supply Register free of charge please click apply or call the office for further infromation.  "	"Sheffield, UK"	"Education"	NA	"GBP"	"The Supply Register Ltd"	"The Supply Register Ltd"	"JS2DD9468C/599779253"	"08/12/2018 11:06:45"	"http://www.jobserve.com/GmDiP"	NA
"Hampshire Science Teacher"	"GBP"	"Emsworth, Hampshire"	"Permanent"	"Hampshire Science Teacher"	"Emsworth, Hampshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Science Teacher required in Emsworth - January start or soonerAn opportunity for a Fully Qualified Teacher of Science has arisen in a Hampshire School near to Emsworth. The position is temporary with the view to become permanent for the right candidate. This is a full time position although the school are willing to consider a role share. Applicants should have the ability to teach the Sciences up to a GCSE level across a wide range of mixed ability classes.In its most recent Ofsted, the school retained its \"Good\" status with particular praise for its staffs attention on attainment and focus within all lessons, and their ability to keep students engaged and on task. The school is a Local Education Authority School with students from a range of backgrounds and beliefs. The school consistently provides excellent opportunities within its curriculum, drawing on experiences from previous years and allowing staff to be innovative and creative within their planning and delivery. With strong focus on progress and attainment scores, the school is committed to bridging the gap in its core subjects.The role is within a well resourced department who strive for excellence. With its modern facilities, teachers can deliver lessons that capture pupils attention and allow them to explore science in great depth. The department boasts teachers from varying backgrounds and levels of experience and are encouraged to collaborate to create the best learning environments and lessons for its students.The ideal candidate will be;A fully Qualified Teacher with UK QTS or equivalentPassionate about the SciencesAble to teach Chemistry, Biology and Physics up to GCSE, ideally with specialism in one subjectAble to bring innovative and creative ideas to the roleA positive role model for staff and studentsWilling to work cohesively to plan lessonsAble to provide excellent feedback verbally and written to pupilsTeaching Personnel can offer;Weekly pay on a PAYE basisAccess to discounted CPD to continue to develop your careerGreat exposure to schools in your areaInterview and trial preparationDedicated education consultant specialising in your areaFlexible working hours and conditionsIf you are interested in the role or others we have in Hampshire, please click \"Apply\" to upload your CV, or contact Kate at Teaching Personnel: All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Emsworth, Hampshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSB6B9853F/599159989"	"07/12/2018 09:10:01"	"http://www.jobserve.com/Gl2pV"	NA
"Year 2 Teacher Croydon"	"663.00 - 41801.00 Annual 00 GBP"	"Thornton Heath, Surrey"	"Unspecified"	"Year 2 Teacher Croydon"	"Thornton Heath, Surrey - 663.00 - 41801.00 Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Primary Croydon Year 2 Teacher Are you looking to for a January start? Are you looking to work with a school which is at the heart of its community? Are you ambitious and ready to make an impact? Academics are working with a school in Croydon that is looking to appoint a new year 2 Primary teacher. Year 2 TeacherJanuary startMinimum 1 year experienceFull timeCroydon2 form entryGood OfstedThis is a great opportunity to work at a school that is at the centre of the Croydon communities needs. The school has earned a great reputation for working for the wider needs of this diverse community. Working with the community and parents the school has struck a great balance which has created a lovely environment where children can thrive. Requirements: At least 1 years teaching experience: so for this role NQTs will not be considered.Preferably teaching experience in year 2 or Key stage 1.Comfortable working with SENA strong knowledge of the UK curriculumeligibility to work in the UKStrong knowledge of phonicsThis school has a great set up with its PPA which is shared out between the year group teachers. They also have a wonderful scheme which gives every teacher a day to plan for the following half term. With these flexible schemes it is no wonder that the school does very well in retaining its staff. These supportive actions allow each teacher to develop themselves and achieve their full potential. The class you would be joining will also have an experienced teaching assistant that will work with the class every morning. The class also has some pupils with some mild SEN requirements so a teacher must be adept in tailoring education to help these pupils. The school have requested that a teacher in this class has a good knowledge of phonics to help with reading and spelling in the class. Interviews will start ASAP so make sure you get your CVs in quick to be considered: Apply through the academics website or send you CV to  If you have any questions then call in on and ask for Adam, Primary- Teacher- QTS- Year 2- Croydon- Experience- Challenge "	"Thornton Heath, Surrey, UK"	"Education"	NA	"663.00 - 41801.00 Annual 00 GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36497723/596926377"	"06/12/2018 07:01:48"	"http://www.jobserve.com/GlvDG"	NA
"EYFS Lead Teacher - Haringey"	"GBP"	"Haringey, London"	"Permanent"	"EYFS Lead Teacher - Haringey"	"Haringey, London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description EYFS Lead TeacherAre you an ambitious and experienced early years teacher looking for the next step in your career?A successful primary school situated in the inner London Borough of Haringey is seeking to appoint a Reception teacher to take on a senior leadership position as EYFS Phase Leader from January 2019.Position Details:This is a class based position teaching a lovely Reception class however generous out of class planning and management time will be offered as well as a TLR. The Headteacher is looking to appoint an ambitious early years teacher with prior EYFS teaching experience.School Details:This is a well-established and high achieving primary school which has recently undergone refurbishment and facility upgrades to allow teachers to use all means necessary to deliver the highest quality of learning. Graded as 'Outstanding' by Ofsted, the staff team are committed and dedicated to progressing and developing this school even further. The school can offer:Opportunities and support for professional and personal development alongside a TLRA lively, exciting and creative environmentA great team of dedicated and committed staffRequirements:The successful candidate for this class based EYFS phase leader role will be an individual with clear passion for teaching and confidence in their abilities as a teacher and a leader. They will have a proven track record for delivering 'good' lessons within early years.We are looking for:A knowledgeable early years class teacher who will contribute to raising achievement and attainmentAn organised and inspirational EYFS teacher and leader, who can motivate pupils and staffExtensive EYFS teaching experienceThe school is very proud of the reputation it has built up within the local community for being a welcoming, friendly and fun school while maintaining teaching standards. The Headteacher is seeking to appoint a candidate who mirrors this ethos and has the ambition to participate actively in the further growth and development of the school.If you have the skills and experience listed above please don't delay in sending through your CV to Ruby at REESON Education. "	"Haringey, London, UK"	"Education"	NA	"GBP"	"Reeson Education"	"Reeson Education"	"JSED66B9AF/599779451"	"08/12/2018 09:06:02"	"http://www.jobserve.com/GmDaf"	NA
"PPA Cover Teacher Nottingham"	"GBP"	"Nottingham, Nottinghamshire"	"Permanent"	"PPA Cover Teacher Nottingham"	"Nottingham, Nottinghamshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description PPA Cover Teacher Wanted for January Start | Nottingham NG6One of our partner schools in the NG6 area of Nottingham have contacted us regarding sourcing a talented teacher to provide PPA support across Key Stage 2. The role is set to start in January and could well roll up until the end of the school year. This a great opportunity if you are seeking a varied role, as it will involve teaching a variety of classes across year 3,4,5 and 6. If this sounds like the ideal role for you, the school are hoping to interview as soon as possible. Shortlisting criteria include:UK QTSMinimum of two years UK teaching experience, ideally including at least a year of KS2 teachingA commitment to inclusion and diversityUp-to-date knowledge of the UK National Curriculum If you think this could be the role for you, please apply within with an up to date CV to be considered for it. All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Nottingham, Nottinghamshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS8FAED61C/599159920"	"07/12/2018 09:08:09"	"http://www.jobserve.com/Gl2nm"	NA
