"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"duration"	"company_summary"
"Principal Data Scientist"	"£Market"	"London"	"Contract"	"Principal Data Scientist"	"London - £Market"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Principal Data Scientist Whitehall resources are currently looking for a Principal Data Scientist Key Requirements:- Designs and delivers Data Science insight products, across development phases - Selection of tools and methods for best outcome, including best use of existing tools - Feedback on relative strengths and weakness of overall analysis approach based upon data features and tool method selection - Expert knowledge and experience in mathematical and statistical modelling techniques - Experience and knowledge across machine learning, graph analytics, deep learning, text analytics including NLP and topic modelling- Production of data visualisations that can be consumed by non-technical colleagues - Use of version control, unit testing, construction of test data and other methods to ensure robust quality assurance of outputs Key Skills: - Software engineering and deployment tools eg Docker, Jenkins, Kubernetes etc. - Knowledge of wide variety of standard Open Source tools for a variety of tasks including data storage, analysis, searching etc. including: - Python Scripting (especially in relation to the scikit-learn and pandas libraries), - PostgreSQL language, - Neo4J (especially the Cypher graph query language) - ElasticSearch - Spotfire - Gitlab - Bash Scripting - Scala/Spark and especially streaming architecturesAll of our opportunities require that applicants are eligible to work in the specified country/location, unless otherwise stated in the job description."	"London, UK"	"IT"	NA	"£Market"	"Whitehall Resources Ltd"	"Liliana Ferreira "	"JS-JS/LF/34764"	"11/12/2018 12:34:26"	"http://www.jobserve.com/GmuHM"	NA	NA	"About Whitehall Resources Ltdwww.whitehallresources.co.uk/?utm_source=Referer&utm_medium=Link%20and%20text&utm_term=SAP%20Oracle%20IT%20Recruitment&utm_content=Jobserve%20Directory&utm_campaign=JobserveWhitehall Resources is the leading SAP, Oracle and IT recruitment specialist. We have a strong focus on these verticals and speak with thousands of active and passive candidates per month – we know our markets better than anyone else. We have divisions focussed on each technology and teams within those focussing on the UK, Europe, Middle East and North Africa. In ten years of business, we have grown to over 800 clients, 10,000 placements and have worked with one-third of the FTSE 100. We deliver the best candidates, most suited to any given role – our clients trust us, returning time and time again.Get in touch via our website or give our expert consultants a call to register your CV!"
"Data Scientist - Customer Facing"	"£60k - 110k per year"	"London"	"Permanent"	"Data Scientist - Customer Facing"	"London - £60k - 110k per year"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"One of the most exciting specialist data science consultancies with offices across the globe are looking for a Data Scientist to join their team in London. The role will be a customer facing role but with a large technical aspect, therefore they will be looking for a data scientist from a strong technical background with exceptional communication skills. There will be an element of travel that comes with this role.The company is scaling up substantially and are extremely ambitious so now is a great time to get involved as they transition from start-up to globalleader.Essential skills:MSc or PhD in Computer Science, Machine Learning or similar quantitative field (a PhD is highly beneficial)A minimum of 2+ years experience in a commercial data scientist positionExceptional communication skillsWorking knowledge of Python or R (knowledge of both is preferred)Experience with a variety of machine learning techniquesStrong knowledge of predictive analyticsExperience working in a customer facing data scientist position is highly beneficial but not essential for this position.Unfortunately sponsorship cannot be provided for this position, therefore you must be eligible to work in the UK without sponsorship to be considered. The salary bracket for this role is £60,000 to £110,000 per annum Dependent on experience and they are looking to get the successful candidate started ASAP with interviews starting immediately. If this role seems like it is of interest to you and you fit the requirements for the role please apply today by sending your CV to (see below) or call Luke for further details."	"London, UK"	"IT"	NA	"£60k - 110k per year"	"X4 Group"	"Luke Tomaszko "	"JSCFDS"	"07/12/2018 16:33:35"	"http://www.jobserve.com/Gl6o3"	"Executive"	"permanent"	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"
"Python DevOps Engineer"	""	"South Yorkshire"	"Contract"	"Python DevOps Engineer"	"South Yorkshire"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Python DevOps Engineer required by Whitehall Resources on an initial 6 month contract based in South Yorkshire. Experience, Skills and Technologies: - Experience of developing and managing analytics solutions, ideally in Anaconda; Enterprise edition preferred.- Exposure to managing open source repositories from external sources in a secure and approved way - Some knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and Jira - Data science tooling experience, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar. - Awareness of cloud technologies in AWS and/or GCP, and their use within data science and machine learning - Experience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository management - Ideally with Exposure to Docker or other related container technologies - Systems Implementation experience preferable, but not essential All of our opportunities require that applicants are eligible to work in the specified country/location, unless otherwise stated in the job description."	"South Yorkshire, UK"	"IT"	"ASAP"	NA	"Whitehall Resources Ltd"	"Charlotte Kent "	"JS-JS/CK/36269"	"06/12/2018 12:14:56"	"http://www.jobserve.com/GlxSC"	NA	"26 weeks"	"About Whitehall Resources Ltdwww.whitehallresources.co.uk/?utm_source=Referer&utm_medium=Link%20and%20text&utm_term=SAP%20Oracle%20IT%20Recruitment&utm_content=Jobserve%20Directory&utm_campaign=JobserveWhitehall Resources is the leading SAP, Oracle and IT recruitment specialist. We have a strong focus on these verticals and speak with thousands of active and passive candidates per month – we know our markets better than anyone else. We have divisions focussed on each technology and teams within those focussing on the UK, Europe, Middle East and North Africa. In ten years of business, we have grown to over 800 clients, 10,000 placements and have worked with one-third of the FTSE 100. We deliver the best candidates, most suited to any given role – our clients trust us, returning time and time again.Get in touch via our website or give our expert consultants a call to register your CV!"
"Senior Quantitative Analyst/Developer"	"£90k - £110k per annum"	"City of London"	"Permanent"	"Senior Quantitative Analyst/Developer"	"City of London - £90k - £110k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Senior Quantitative Analysst/Developer sought by leading financial trading company based in city of London. Key Responsibilities. Analyse unique proprietary data sets. Create and enhance mathematical models and streaming analytics pipelines.. Tackle problems faced by world's largest asset managers.. Write production codeEssential experience required. 5+ years relevant experience.. Bachelors' degree or higher in Computer Science, Mathematics or related technical focus.. Strong foundation in a STEM/numeric discipline.. Proficiency in a mainstream programming language, such as Python, C/C++, C#, Java, JavaScript, Haskell or similar.. Significant experience with machine learning libraries/frameworks (TensorFlow preferred) and methods.. Expertise in software development practises. Please apply within for further details or call. Jack Nelson Harvey Nash - Finance and Banking"	"City of London, UK"	"IT"	NA	"£90k - £110k per annum"	"Harvey Nash IT Recruitment UK"	"Jack Nelson "	"JS-351510/001"	"11/12/2018 10:02:43"	"http://www.jobserve.com/GmtDM"	"Executive"	NA	"About Harvey Nash IT Recruitment UKwww.harveynash.comWelcome to Harvey Nash, a global professional recruitment consultancy and IT outsourcing service provider.We cover roles that include .net, Java, PHP, Perl, Business Analysts, Project Managers, HR, development, infrastructure, risk, support, software engineers, C# and C++ amongst others.We operate from over 40 offices covering the USA, Europe and Asia. Our talented professionals pursue the highest levels of integrity and quality in providing a unique portfolio of services: executive search, interim management, IT and finance recruitment and IT outsourcing."
"IoT/Big Data Project Manager Contracts"	"£500 - 550 per Day"	"London"	"Contract"	"IoT/Big Data Project Manager Contracts"	"London - £500 - 550 per Day"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Project Manager ContractsIoT/Big Data/Data AnalyticsMultiple Positions Available£500-550/day plusX4 Technology are currently recruiting for multiple IoT/Big Data Project Manager contract positions for a client in central London. Joining a brand new team in an industrial client with responsibility for curating, designing, developing and commercialising cutting edge digital technologies in the IoT, Big Data, Data Analytics, M2M, Machine Learning etc. space.On a daily basis the successful IoT/Big Data Project Managers will be working with project teams of Product Owner, Data Scientists, Data Engineers and business SMEs in addition to interfacing with a consulting partner to incubate new ideas. To be successful in the role, the IoT/Big Data Project Managers should be able to demonstrate:Background managing digital projects in the IoT, Big Data, Data Analytics, M2M, Machine Learning etc. spaceExperience delivered digital projects into the Industrial Automation, Construction or Automotive sectors would be a plusExcellent agile project management skill set - experience leading scrums, sprints, retrospectives etc. Technically minded with strong ability to synthesise complex sets of dataStrong communication, proven stakeholder management and ability to motivate teamsThe client are looking to arrange first stage face-to-face interviews next week for these exciting IoT/Big Data Project Manager contract roles so please apply online for immediate consideration. "	"London, UK"	"IT, Construction"	NA	"£500 - 550 per Day"	"X4 Group"	"Doug Beck"	"JSDB/PM/IOT/BD"	"07/12/2018 15:24:01"	"http://www.jobserve.com/Gl6Kh"	NA	NA	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"
"Lead Python Developer - ETL to tackle fake news"	"£50k - £75k per annum"	"London"	"Permanent"	"Lead Python Developer - ETL to tackle fake news"	"London - £50k - £75k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Lead Python Developer - ETL to tackle fake newsAn exciting startup are on a mission to tackle Fake News and Extremist Content online. A Lead Python Developer opening to create an AI Driven platform to assist journalists & the general public. Working to blacklist extremeist content to assist and advice advertisers & businesses, they're utilising the latest Artificial Intelligence and Machine Learning to predict and analyse human behaviour online.This ground-breaking start up currently enjoy the backing of Top-Silicon Valley investors and are partnered with Google's Search Engine team to make the Internet a safer place for users. We are seeking strong Lead Python Developers who are willing to undergo the challenge of creating a large-scale platform and lead a team of Python Developers/Django Software Developers. Essential Experience: Strong Python Development experience (Python2.7 or Python3)Understanding of ETL and Data Pipelineing (Prefferably within a Data Engineering background) Expertise with the latest WebScraping/WebCrawling technologies (Scrapy & Beautiful Soup and HTML parser)Use with scalable RestfulAPIs & Web sockets (Prefferably GraphQL and GraphQL subscriptionsStrong uderstanding of the practices around (TDD) Test Driven Development. & (BDD) Behavior Driven Development On a daily basis you will be working to create production-ready software and create scalable user applications which are capable of processing thousands of documents and websites over the Internet. We're offering Signiant equity and market-leading salaries.Get in touch or apply online for more information.  (see below) By applying to this advert you are giving CPS Group (UK) Ltd authority to hold and process your data for this specific role and any other roles we may deem suitable to you over time. We will not pass your data to any third party without your verbal or written permission to do so. All incoming and outgoing calls are recorded for training and compliance purposes. CPS Group (UK) Ltd is acting as an Employment Agency in relation to this vacancy. Our new privacy policy can be found on our website."	"London, UK"	"IT"	NA	"£50k - £75k per annum"	"CPS Group (UK) Ltd"	"James Williams "	"JS-J14163"	"05/12/2018 14:45:24"	"http://www.jobserve.com/GloJ4"	NA	NA	"About CPS Group (UK) Ltdwww.cpsgroupuk.comCPS Group is one of Europe’s best technology recruiters. Headquartered in Cardiff, with offices in Manchester and Swansea, we are the fastest-growing, most profitable, independent recruitment company based in Wales. Working across four continents, we source and supply permanent and interim staff for the IT (Infrastructure, Networking, Development, RDBMS, Projects and Change) ERP (SAP, Oracle, Agresso, CRM, MS Dynamics) and Engineering (White Collar only) sectors. By thoroughly understanding what our clients need and by uncovering the best candidates, we place in excess of 1000 professionals a year into worldwide jobs. Our clients range from SME's to global PLCs and FTSE organisations."
"Senior Quantitative Analyst/Developer"	"£70k - £100k per annum"	"City of London"	"Permanent"	"Senior Quantitative Analyst/Developer"	"City of London - £70k - £100k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Senior Quantitative Analysst/Developer sought by leading financial trading company based in city of London. Key Responsibilities. Analyse unique proprietary data sets. Create and enhance mathematical models and streaming analytics pipelines.. Tackle problems faced by world's largest asset managers.. Write production codeEssential experience required:. 5+ years relevant experience.. Bachelors' degree or higher in Computer Science, Mathematics or related technical focus.. Strong foundation in a STEM/numeric discipline.. Proficiency in a mainstream programming language, such as Python, C/C++, C#, Java, JavaScript, Haskell or similar.. Significant experience with machine learning libraries/frameworks (TensorFlow preferred) and methods.. Expertise in software development practises. Please apply within for further details or call. Jack Nelson Harvey Nash - Finance and Banking"	"City of London, UK"	"IT"	NA	"£70k - £100k per annum"	"Harvey Nash IT Recruitment UK"	"Jack Nelson "	"JS-351510/001"	"11/12/2018 15:21:09"	"http://www.jobserve.com/GmutL"	"Executive"	NA	"About Harvey Nash IT Recruitment UKwww.harveynash.comWelcome to Harvey Nash, a global professional recruitment consultancy and IT outsourcing service provider.We cover roles that include .net, Java, PHP, Perl, Business Analysts, Project Managers, HR, development, infrastructure, risk, support, software engineers, C# and C++ amongst others.We operate from over 40 offices covering the USA, Europe and Asia. Our talented professionals pursue the highest levels of integrity and quality in providing a unique portfolio of services: executive search, interim management, IT and finance recruitment and IT outsourcing."
"Data Scientist - £80,000 - Shoreditch"	"£70k - £80k per annum"	"London"	"Permanent"	"Data Scientist - £80,000 - Shoreditch"	"London - £70k - £80k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Data Scientist - £80,000 - ShoreditchAre you an experienced data scientist looking to join an innovative, fully finded start-up that are making real changes to a growing industry? Do you want to work with next generation software using leading cutting edge techniques?You will be:Helping them become a data driven organisation! The work will be a mixture of research and data mining through to implementing and continuously improving their algorithms with the Engineering team. You will be able to see real business benefit and growth from each initiative/delivery.You will need:Previous practical experience training machine learning models using a framework such as SciKitLearn, Tensorflow or similarProven delivery and deployment of ML framework and implementation in a production environment, including building pipelinesStrong working experience in Python (SciPy)SQL and not being afraid of analysing real-world messy data.Knowledge of visualisation toolsExperience using a range of Statistical Modelling and/or Machine learning techniques (Regression, Clustering, Decision Trees) and Model Selection (eg Cross validation, AIC)"	"London, UK"	"IT"	NA	"£70k - £80k per annum"	"Harvey Nash IT Recruitment UK"	"Evie Orros "	"JS-349404/001"	"10/12/2018 18:39:42"	"http://www.jobserve.com/GmlNH"	NA	NA	"About Harvey Nash IT Recruitment UKwww.harveynash.comWelcome to Harvey Nash, a global professional recruitment consultancy and IT outsourcing service provider.We cover roles that include .net, Java, PHP, Perl, Business Analysts, Project Managers, HR, development, infrastructure, risk, support, software engineers, C# and C++ amongst others.We operate from over 40 offices covering the USA, Europe and Asia. Our talented professionals pursue the highest levels of integrity and quality in providing a unique portfolio of services: executive search, interim management, IT and finance recruitment and IT outsourcing."
"Data Scientist"	"£30k - £44k per annum"	"Brighton"	"Permanent"	"Data Scientist"	"Brighton - £30k - £44k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Essential experience required:University degree in a STEM subject or equivalent.Experience using Python, Java or MATLABDetailed knowledge of data manipulation tools (SAS/SQL)Experience of visualisation tools such as Power BI Key Responsibilities:Support all area of the Commercial Development and Insight Team.Assist where necessary to enable the senior actuaries to:Analyse internal and external data to provide insight to the team.Use machine learning, data mining and statistical techniques to create new scalable solutions for business problems.Develop ne and existing products by providing data analysis expertise."	"Brighton, UK"	"IT"	NA	"£30k - £44k per annum"	"Harvey Nash IT Recruitment UK"	"Jack Nelson "	"JS-353193/001"	"11/12/2018 16:26:12"	"http://www.jobserve.com/GmvHz"	NA	NA	"About Harvey Nash IT Recruitment UKwww.harveynash.comWelcome to Harvey Nash, a global professional recruitment consultancy and IT outsourcing service provider.We cover roles that include .net, Java, PHP, Perl, Business Analysts, Project Managers, HR, development, infrastructure, risk, support, software engineers, C# and C++ amongst others.We operate from over 40 offices covering the USA, Europe and Asia. Our talented professionals pursue the highest levels of integrity and quality in providing a unique portfolio of services: executive search, interim management, IT and finance recruitment and IT outsourcing."
"Data Scientist - World class team in Manchester"	"£30k - £45k per annum + Share Options & Bonus"	"Manchester"	"Permanent"	"Data Scientist - World class team in Manchester"	"Manchester - £30k - £45k per annum + Share Options & Bonus"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Data Scientist needed by a genuinely world class team in the heart of Manchester, building a first of its kind AI product. This is a unique opportunity to join a growing organisation who have been one of Manchester's biggest success stories in the last few years. They are constantly striving to improve, hiring some of the best people in the UK across the business, whilst fiercely guarding their culture.You: You will ideally be either a Data Scientist at the moment or someone coming from a highly numerical background doing something an MSc or PhD.The team appreciate that if you can solve complex problems, deal with complex data sets and turn that information into something actionable - you can become a top Data Scientist. From a technical perspective, ideally you will have experience (commercial or academic) of most of the following: * Machine Learning/Data Mining/Natural Language Processing (NLP)/Neural Networks/Deep Learning* Statistical Packages or Languages such as: R, SPSS, SAS, S-Plus, Python, MATLAB and STATA* RDBMS - Open Source, NoSQL and any knowledge of SQL Server* Any understanding or previous knowledge of: Markov Models, Cluster Analysis, Statistics and Reliability Models* Big Data tools such as: Hadoop/Pig/Hive/HBase/Cassandra/Spark/SplunkThe Role:As you will be working for a Data Analytics company, technical & mathematical problems are par for the course. You will be dealing with a mix of clients from global FTSE 100 organisations to local companies so will need to be able to communicate with them at both a technical and non-technical level. One of the reasons they have been so successful is the attention to detail and understanding of their customers exact problem.One of the biggest areas for our client is the desire to continue your professional development, keeping abreast of the ever-changing world of data, attending meet-ups, experimenting with new techniques/technologies and generally immersing yourself in all things data science.If you're on the lookout for a big pay day, or to work in a behemoth organisation where you'll be a small cog in a big wheel, this is definitely not the role for you.However, if you are ambitious and up for a challenge - it could be perfect.The Company:A genuine North West success story, you will be joining an organisation who have really exploded onto the scene in the last couple of years and have helped solidify Manchester as a genuine tech Powerhouse.With a stellar leadership team, who are constantly pushing the boundaries and striving to achieve more, you will be working for an organisation that is trying to be one of the very best on the planet. With the way they are going - this will become a reality!They provide various data analytics solutions to customers across the country, from models for forecasting and sales pipelines, to entire end to end data science solutions - this team can do it all.Having already out-grown two offices, they have moved into a custom fit space in the heart of Manchester, which is easily one of the best spaces in Manchester (if not the whole country). Application & Interview Process:To apply for this role, click on the link below and feel free to get in touch with Liam at Cathcart Associates for a more detailed chat.The interview process for this role is an informal chat with one of the Lead Data Scientists, followed by a more in-depth technical chat with the Director of Data Science and a final cultural chat with the CEO, who is still very much hands on when it comes to building the team."	"Manchester, UK"	"IT"	"ASAP"	"£30k - £45k per annum + Share Options & Bonus"	"Cathcart Associates Limited"	"Liam Wilson "	"JS-VR/20250"	"07/12/2018 16:14:26"	"http://www.jobserve.com/Gl6ZW"	NA	NA	"About Cathcart Associates Limitedwww.cathcartassociates.comCathcart Associates is a market leading, independent IT / Technology consultancy offering permanent and contract services across Scotland and the North of England for all technical disciplines."
"DevOps Engineer - Python"	"£500 - £530 per Day"	"Sheffield, South Yorkshire"	"Contract"	"DevOps Engineer - Python"	"Sheffield, South Yorkshire - £500 - £530 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Devops Engineer - Sheffield - PythonSquare One are looking for a Devops Engineer to come on board for a six month contract in Sheffield, the pay for this role is £530 a day.Job DescriptionExperience of developing and managing analytics solutions, ideally in Anaconda; Enterprise edition preferred (but not essential).Exposure to managing open source repositories from external sources in a secure and approved waySome knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and JiraData science tooling experience, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar.Awareness of cloud technologies in AWS and/or GCP, and their use within data science and machine learningExperience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository managementIdeally with Exposure to Docker or other related container technologiesSystems Implementation experience preferable, but not essentialDevops Engineer - Sheffield - Python"	"Sheffield, South Yorkshire, UK"	"IT"	"ASAP"	"£500 - £530 per Day"	"Square One Resources"	"Reuben Back "	"JS-DSR11"	"06/12/2018 18:28:18"	"http://www.jobserve.com/GlzGx"	NA	"6 months"	"About Square One ResourcesEstablished in 1995, Square One Resources place ERP, Development, Digital, Infrastructure, Telco and Pharma specialists into permanent or contract roles throughout the UK and Europe. We believe in building long-term relationships with both job seekers and clients, and this is demonstrated in everything we do.Based in London and Warsaw, we have over 120 employees, and strive to achieve a great balance of skilled recruiters and back office support. Square One are specialists in name, but better still, specialists in nature; with each consultant dedicated to working one industry and knowing it well. Our core values help us to fulfil our company vision, ensuring quality is not compromised."
"Lead Software Developer (Java/Javascript/API/Agile)"	""	"England"	"Contract"	"Lead Software Developer (Java/Javascript/API/Agile)"	"England"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Lead Software Developer (Java/Javascript/API/Agile) is urgently required by our Global IT Services Company for an initial 5 months rolling contract, 5 days remote, home working. Responsibilities & Skills:The successful applicant will have API and Data analytics experience, and will have worked within an Agile environment.Experience of working for large complex organisationsKnowledge of HTML5, SQL, Skype for Business, Azure including Cognitive API and PaaSAdvanced design and development knowledge of development frameworks including NodeJS, Java, React, JQuery and JavaScript(Angular)Desirable: Apigee (or other API Mgt technologies), RESTful, SOAP, XML, JSON, Microsoft Azure, Python, ServiceNow (Admin and dev), Skype for Business UCWA Connector Service, Signal R (web sockets), Integration solutions and technologies, IaaS/PaaS builds, Security best practice (SSL encryption, certs, XSS), NLP (Natural Language Processing), Scripting (Powershell, bash), Linux (RHEL/Centos), Windows, IaaS, PaaS, Azure App Services, Authentication technologies, Mobile Application Development, ChatBot Frameworks, Cognitive Services/API (AI/Machine Learning, Translation, Sentiment Analysis, speech recognition, search and indexing).Assist in developing software configuration standards and collaborate with management to develop recommendations concerning product life cycle and replacementScheduling maintenance, repair activities including planning, configuration, implementation, testing and documentation of resultsAttend and contribute at team scrum meetings and any other agile reviewsEnsure that Jira tasks are kept updated with comments, progress and expected releaseCommunicate any blockers or issues with delivering to the scheduled and agreed releaseOwnership of development tasksApplication and integration Feature development releases, bug fix patches and troubleshoot code level problemsThis is an urgent requirement; please apply ASAP if you would like to be considered. If you would like further details, please contact me.The CompanyA leading global IT services organisation with 10,000 employees and annual revenue of nearly £2 billion in the UK alone. Projects delivered for private, Government, International and Defence customers are some of the largest and most technically innovative solutions found in the world. Their business is rapidly expanding to meet current and future commitments due to numerous exciting programmes currently being developed. These solutions will use the latest technology to resolve some of the most complex requirements for a challenging group of customers.DiversityProject People and our clients are fully committed to developing an inclusive workforce. Applications are always fully considered, irrespective of race, gender, faith, sexual orientation, ethnic origin or part time status.Project People is acting as an Employment Business in relation to this vacancy."	"England, UK"	"IT"	"ASAP"	NA	"Project People"	"Cassandre Butcher "	"JS-FJS-PP-CB-HW-C-SSD"	"05/12/2018 09:35:16"	"http://www.jobserve.com/GllOu"	"Home Working"	"5 months"	"About Project Peoplewww.projectpeople.comProject People provides technical and professional recruitment in over 60 countries. We specialise in telecom, IT, energy and defence, supplying the biggest names in the private and public sectors."
"Fullstack Developer - Angular + Python"	"£45k - £65k"	"Winchester, Hampshire"	"Permanent"	"Fullstack Developer - Angular + Python"	"Winchester, Hampshire - £45k - £65k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Role: Fullstack Developer - Angular + Python Status: Permanent Location: Winchester Salary: £45,000 - £65,000 Overview Are you a full stack developer with Angular and Python experience? We have an opportunity to work with a client of ours on a role where you will be taking their Brand researching tools to the next level. They are looking for experienced developers to assist with leading the team and continuing to develop solutions for Law firms. To be successful * Must have experience with Angular (ideally Angular 2) * Must have experience with Python (any version) * Experience with HTTP protocol * God understanding of HTML/CSS * Experience with MongoDB * 2 - 3 year's software experience Desirable * Knowledge Linux * Knowledge of Machine Learning and image search * AWS/Azure/Other Cloud systems * Experience working with algorithms This is a Full time position offering flexible working hours. The company are at a growth stage and are currently using Angular 2 but plan to upgrade to Angular 3 soon. This is an exciting opportunity as you will be working on challenging projects in a relaxed environment. My client offers an attractive benefit package and would require you to be able to work in the Winchester area. This is a position for experienced developers with experience with both Front End and Back End development."	"Winchester, Hampshire, UK"	"IT"	"ASAP"	"£45k - £65k"	"SQCP Ltd"	"Justin Oduro "	"JS/X9/1005"	"06/12/2018 14:29:03"	"http://www.jobserve.com/GkgU1"	NA	NA	"About SQCP LtdSQ Computer Personnel Ltd is one of the largest privately owned IT Recruitment Consultancies in the UK, supplying both contract and permanent IT & Projects staff. We were established in 1984 and have offices in London and Dubai, catering for a client base spread throughout the UK, Europe and the UAE.Our specialisation is in recruiting the IT & Projects professionals who plan, support, develop, implement and improve the IT systems that businesses rely upon and our client base consists of organisations from a variety of industry sectors including:Financial ServicesEnergy TradingCard PaymentDigital & New MediaRetailE-learning & TrainingSMEs "
"Data Engineer (Hive, Hadoop) - Urgent"	"£500-£600/Day"	"Central London (Nr. London Bridge)"	"Contract"	"Data Engineer (Hive, Hadoop) - Urgent"	"Central London (Nr. London Bridge) - £500-£600/Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Cloud Consulting have an urgent requirement for an experienced Data Engineer to join a transformation programme with a leading financial services group. This will be working in the Data Science team which applies advanced data science methods to key business problems and opportunities. The teams are tasked with identifying opportunities for analytics across the business, to rapidly build machine learning prototypes and to engineer production quality software of data systems and machine learning. To be suitable, you should have the following experience: HIVE/SQL - Optimisation performance - familiarity with partitioning, bucketing, indexing etc. Hadoop - ie kafka, storm, Spark, oozie etc, Datamodelling - Knowledge of Datamodelling within an Enterprise data warehouse/Big Data environment. ie denomalised views, star schemas, third-normal form, OLAP cubes etc Data quality + lineage - ensuring the quality of data is governance and documented in accordance with Group-wide standards. Machine Learning, stats, modelling etc - knowledge of the practical application of these techniques is required, but the ability to build a model is not. If this is of interest, please forward your C.V ASAP with an indication of rate and availability."	"Central London (Nr. London Bridge), UK"	"IT"	"ASAP"	"£500-£600/Day"	"Cloud Consulting"	"Delivery Team "	"JS-DATAENGINEER"	"11/12/2018 15:24:37"	"http://www.jobserve.com/GiCgp"	NA	"6 months"	NA
"Python Developer - Banking project - Urgent!"	"£500 - £550 p/Day"	"Central London or Canary Wharf"	"Contract"	"Python Developer - Banking project - Urgent!"	"Central London or Canary Wharf - £500 - £550 p/Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Cloud Consulting have an urgent requirement for a Senior Python Developer with strong skills in Python, SQL and Rest APIs is required to join an Agile development team. The successful candidate will act as a Python SME, working with other team members apply Best Practice for Python to the development process and to create and define APIs, streamline and optimize code, and integrate open source libraries. Essential Skills: In depth knowledge of Python web development with experience on large scale web applications and in RESTful Server Development Knowledge of user authentication and authorization between multiple systems, Servers, and environments Strong SQL Experience of writing Python tests using automated tasks, and enforcing code quality eg pytest, pylint, unittest Proficiency with SDLC tools (eg Confluence, JIRA, BitBucket, SourceTree) Experience of integrating open source Python libraries eg pandas, holidays Preferred Skills TDD or BDD Java development experience Knowledge of JavaScript React/Redux frameworks Machine learning with Python NoSQL database development (eg MongoDB, Cassandra, Zen, Elastic stack) Hands-on experience of building and deploying Microservices within an enterprise environment Familiarity with Amazon Web Services (AWS), Splunk, SaaS applications, etc "	"Central London or Canary Wharf, UK"	"IT"	"ASAP"	"£500 - £550 p/Day"	"Cloud Consulting"	"Delivery Team "	"JS-PYTHON23"	"11/12/2018 15:24:51"	"http://www.jobserve.com/GiCjG"	NA	"6 months +"	NA
