"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"company_summary"	"category"
"Data Scientist"	""	"Gloucestershire"	"Permanent"	"Data Scientist"	"Gloucestershire"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Job Role: Data ScientistLocation: GloucestershireDuration: PermanentSalary/Rate: Excellent SalaryStart Date: ASAPClearance: SC or Willing to UndergoData Scientist - Permanent - Gloucestershire - Excellent Salary - SC or Willing to Undergo The candidate will work within the company's rapidly-growing analytics development team to apply expertise in processes and technology to a wide variety of platform data. The role entails deriving meaningful insights from data and interprets and communicates findings and recommendations. The individual selected will develop data analytics, machine learning and artificial intelligence based capabilities and apply these to a wide variety of system and platform data to enable high level decision-making across different application domains. Data flows may be from a wide variety of sources, such as radio frequency data from systems of interest and social media data analysis. Skills/Experience:At least a bachelor's degree in a numerical, science or similar subjectEffective collaboration with other data scientists, engineers, software teams, management, other stakeholders and customersAbility to perform exploratory analysis, use machine learning to build models, generate visualizations and create & present reportsExperience of designing efficient algorithms for data analysis, data mining, text mining, data manipulation and statistical analysisApply knowledge of tools for software development and engineering research to create models of relevancyKnowledge of related technical domains including systems coding, programming languages, deep mathematical calculation and emerging analytics and big-data technologiesDesired skills, qualifications and experience [JP]One or more of the following skills is desirableDevelop information tools, algorithms, dashboards, and queries to monitor and improve business performanceExperience with statistics (descriptive and inferential)Experience with data manipulation, fusion and visualisation tools and techniquesExperienced in data structures and hierarchiesStrong analytical skills and understanding of system databases, data elements and application software solutions to optimise data gathering and analysisExperience in web application developmentFamiliarity with Hadoop/MapReduce, Pig, Hive, and SparkFamiliarity with Cloud TechnologiesExperience with complex computer networksWeb application development and database modellingRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of SC or Willing to Undergo. If you do not hold an active SC or Willing to Undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"Gloucestershire, UK"	"IT"	NA	"Datasource Computer Employment"	"Fraser Richings "	"JS-J7074"	"29/11/2018 10:01:47"	"http://www.jobserve.com/Gkgh4"	NA	NA	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."	NA
"Big Data Engineer ( Hadoop/Spark/Python )"	"£75k - 80k per year"	"London"	"Permanent"	"Big Data Engineer ( Hadoop/Spark/Python )"	"London - £75k - 80k per year"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Big Data Engineer role is available for a market leading software engineering firm based in popular central London. This opportunity is for a Big Data Engineer with Python/Hadoop/Spark and SQL to join one of the fastest growing location based mobile businesses in the industry. You will be responsible for building applications and resolutions that will control their data to produce new understandings for the company.What's in it for you:The Big Data Engineer position will have a competitive salary of up to £80,000 plus bonuses and benefitsLearn and develop your skills within DevOps and Big DataDirect influence on the end-to-end product lifestyleExposure to a cutting-edge learning environmentFlexible working hoursVast progression and promotion opportunitiesCompetitive packagesRequired Skills and Experience:Expert command of NoSQL data storesHigh level Java and/or Scala application developmentMedium to Expert knowledge of standard data structures and algorithmsKnowledge with handling large data, with Spark experienceIn depth Python experienceExperience with Spark, MapReduce, Hive and other Hadoop ecosystemsMySQL with advanced techniques such as indexingDesirable skills:Experience with new technologies such as blockchain to secure data privacyKnowledge of both classical statistics and more modern analytics methods using variety of machine learning techniquesUnderstanding of performance analysisThis is an exciting opportunity to join an advanced organisation in the software engineering industry as a Big Data Engineer.Please apply for the position through this website.Keywords - Big Data Engineer, Machine Learning, Python, Scala, Hadoop, Hive, Big Data, Spark, Cloudera Manager, NoSQL, MapReduce, MySQL, Hadoop Ecosystem, Java, DevOps Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, UK"	"IT"	"£75k - 80k per year"	"Venturi Limited"	"Ben Quinn"	"JSBQBD12568"	"02/12/2018 13:19:07"	"http://www.jobserve.com/GlE82"	"02 January 2019"	NA	NA	NA
"Oracle DBA (shifts)"	"£50-55k"	"Maidenhead"	"Permanent"	"Oracle DBA (shifts)"	"Maidenhead - £50-55k"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Salary: £50 - 55k plus shift allowance Location: Maidenhead, Berkshire An international tech company, with operations across the globe, is looking for skilled Oracle DBA to join its Maidenhead office on a permanent basis. You'll act as an SME on all things Oracle - ensuring that systems are running optimally and are always available. Responsibilities: Understanding, articulating, and operating Oracle Database platform management Be an active participant of a work-group with the need for specialised knowledge regarding database operations Develop and maintain automation scripts for daily operations. Monitoring and patching of systems, and proactively preventing incidents. Where incidents occur, the Oracle DBA will actively support the Problem management process to resolve and avoid further occurrences. Cultivating and maintaining effective working relationships with a variety of stakeholders Reviewing technical documentation from the build team Contribute to continual service improvement by challenging, reviewing, updating and creating, processes and procedures in order to drive operational excellence. You will need: Proven experience with Database Administration for Oracle 11g/12c Server. Explicit experience and expertise required of OEM 12c Expertise with backups, restores and recovery models. Strong knowledge of Oracle Real Application Clusters (RAC) and Oracle Data Guard Experience in implementing operational automation using scripts Explicit knowledge of partitioning, clustering, indexes, index management, and statistics. Demonstrable experience of Oracle Database migrations Exposure to Cloud platforms would be a bonus Experience with ITIL framework This is an amazing opportunity to work with a world-class organisation that is committed to innovation, transformation, and cool tech. Few companies are investing in cutting edge technology as heavily as this company currently is. If you're drawn to the idea of being part of a bigger picture, and disrupting the tech world in a huge way, send your CV in for consideration."	"Maidenhead, UK"	"IT"	"£50-55k"	"Cloudstream"	"Shaunna Campher"	"JSDBA"	"30/11/2018 07:22:04"	"http://www.jobserve.com/GiVDk"	"Nov 2018"	NA	NA	NA
"ICT Service Desk Engineer"	"21k to 24k"	"Liverpool"	"Permanent"	"ICT Service Desk Engineer"	"Liverpool - 21k to 24k"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"telent ICT Service Desk EngineerLocation: Liverpool- Vestry RoadType of Job: PermanentRef No: V7074Fantastic opportunity to join a customer focused ICT Service Desk supporting the Emergency Services Sector. Suitable for those who are experienced service desk engineers or someone looking to break in to that field who has a solid grounding with IT Systems.Role ProfileThe role will involve providing general ICT Service Desk support to PS&D ICT outsource contracts including Mersey fire, East Sussex Fire, ESN and North West Fire control.The role will require a strong grounding in ICT Service support adhering to ITIL. It will include troubleshooting, problem-solving and technical skills based background using various diagnostic tools. In addition, strong inter-personal skills are required to guide customers (both internal and external) through situations (over the phone as well as face-to-face), providing resolution to incidents and ultimately reach customer satisfaction. This may often be under challenging conditions. Communication is a key skill to enable the management of faults through incident, change and problem management.Typical DeliverablesFocused on supporting ICT systems and applications, the key tasks will require the engineer:To be the first point of contact for all ICT related incidents and service requests.To be part of a proactive team of technical service desk engineers delivering high quality, customer focused service.Provide 1st (2nd) line technical support.Responsible for adhering to the ITIL Incident Management Policy including the life cycle management of all incidents.Responsible for adhering to the ITIL Problem Management Policy; raising known problems and errors where required. Analysing incident data to identify trends. Provide work-arounds and permanent fixes using problem mgt techniques. Aim to reduce incidents and time to fix.Configuration Management:- responsible for adhering to the policy and process, ensuring CI's are accurate, linking CI's, status accounting.Responsible for subcontractor performance monitoring.Responsible for communicating planned outagesAnswered Queue management ensuring incident closure with end users.Responsible for monitoring OOH, providing statistics, ensuring OOH have sufficient support information to provide 1st line support functionality.Responsible for data quality held within the Service Management System, Remedy.Responsible for FAQ documentation and end user guides.Work closely with the Customer base to streamline services in line with ITIL.Self-development, attending appropriate health and safety, ITIL, risk assessment training courses and sitting exams where required.ExperienceWindows Server OS 2008 and 2012 supportActive DirectoryMS Office applications including O365Bespoke Application supportKnowledge and understanding of Exchange (2010 & 2013), SharePoint (2007 -2013and Lync productsAnti-Virus softwareExperience within a service level driven environmentQualificationsAppropriate ICT qualifications ( expired qualifications if relevant will be taken into account)Appropriate industry experience to deliver the requirements of the roleITIL foundation or PractionerBehavioural Requirements:Ability to work under pressure and to tight deadlinesClient & Customer ServicsCommunicating with key stakeholdersDeveloping Self & OthersPlanning & OrganisingProblem Solving & Decision MakingClean Driving LicenceUndertake Security Clearance checksExcellent Employee Benefits:telent is committed to ensuring that we offer industry leading career opportunities, salary and benefits packages. Join us and you can expect to receive:33 days holiday, including public holidays, plus the option to buy or sell five days each yearCompany pension schemeA range of family friendly policies including childcare vouchersAn employee-funded car leasing schemeOccupational health supportTelent Rewards SchemeSo why choose telent for your next opportunity?To build, run and maintain a successful network, you need a connected approach - a team you can trust from strategy to support, and everything in between. At telent, this is what we do!As part of our team, you could be working with some of the biggest names in the Traffic, Rail, Public Safety, Defence and Service Provider sectors including London Underground, Network Rail, Transport for London, RNLI, MOD and Virgin Media. You'll help us ensure the most important messages get through - however tough the conditions.Here are just some of the ways we're different: You'll go further with us. We understand the importance of career development and will give you all the support you need to realise your potential. You'll receive formal training, E-learning and mentoring from top professionals. And we offer opportunities to transfer to other sectors - or even different technology areas.You'll make a difference. You could be working outdoors, battling the elements, or in one of our many offices helping us develop the network infrastructures of tomorrow.You'll be treated as an individual. We're not a vast corporation, which means every individual counts. With us, you'll be valued and supported, involved and empowered from day one.You'll be well rewarded. We offer salary progression that reflects market rates and personal performance, a flexible working environment and excellent training.We reserve the right to close this vacancy once we have received sufficient applications.telent is an equal opportunities employer and is committed to diversity and inclusion."	"Liverpool, UK"	"IT, Military"	"21k to 24k"	"TSS Solutions Ltd"	"Lindsey Cardie "	"JS-V7074"	"27/11/2018 13:24:11"	"http://www.jobserve.com/GkPj5"	"ASAP"	NA	NA	NA
"Data Scientist"	"£30k - £50k per annum + benefits"	"Warwickshire"	"Permanent"	"Data Scientist"	"Warwickshire - £30k - £50k per annum + benefits"	"Permanent"	"Posted: Monday, 26 November 2018"	""	"Data Scientist/Data Insight/Data Sets/eCommerce/Retail/Data Inputs/Data Processes/Data Outputs/Quantitative Data/Customer Insight/Big Data/Modelling Techniques/Data Quality/Data Quality Issues/Stakeholder Engagement/Python/R/SQL/Hadoop/Spark/Hive/Cloud Databases/Tableau/MS Power BI/QlikView/Amazon Quicksight/New Business Function Data Scientist One of our top eCommerce west midlands based clients is seeking a data scientist to join their expanding team. You will be responsible with uncovering opportunities within large data sets, focussing on customer interaction. You will play an active role with leading the direction of the business data inputs, processes and outputs. This is a team/role within its infancy stage and so experience working within a data scientist role is essential. You will play an integral role of setting up the new business function and establishing technologies the organisation will use moving forward. Data Scientist duties will include, but not limited to: *Turning large sets of quantitative data into customer insight and commercial opportunities *Applying big data analytical techniques across unrelated datasets *Create dynamic and engaging end user reports *Enhancing the customer marketing strategy by analysing a complete view of the customer *Delivering modelling techniques to data sets that connect to the commercial and marketing channels *Liaising with stakeholders across the business As the Data Scientist you will be required to possess: *Previous experience working within an eCommerce/retail environment *A wide range of experience with modelling techniques - ie supervised/unsupervised/machine learning etc.*Degree within statistics/mathematics or a similar scientific field *Extensive knowledge of Python or R and SQL*Experience with translating insights into actionable advice*Knowledge of big data technologies - ie Hadoop/Spark/Hive*Stakeholder engagement, at a senior/executive level *Experience using presentation layers (Tableau/MS Power BIO/QlikView/Amazon Quicksight) is preferred, but not essential.With a salary on offer of up to £50K, this is a fantastic opportunity to work within a global business, where you can take ownership of data insight, and shape the data direction of the business. To be considered for this opportunity, apply today. Or contact Vicci for more information (see below) Spring acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explains how we will use your information "	"Warwickshire, UK"	"IT"	"£30k - £50k per annum + benefits"	"Spring Technology"	"Victoria Hanke "	"JS-407423-A"	"26/11/2018 20:12:31"	"http://www.jobserve.com/GkAD3"	"ASAP"	NA	NA	NA
"Service Support Manager"	""	"Bristol"	"Permanent"	"Service Support Manager"	"Bristol"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"The Service Support Manager role provides a critical support function for the Service Delivery team both externally and internally, assisting a number of Service Delivery Managers in providing an excellent Customer experience and consistent focus to provide a consistent support mechanism for all Customer contracts. In some cases, the Service Support Manager may be responsible for operational contract governance of smaller/non-complex accounts and would be required to lead ad hoc or scheduled service reviews. Drives Customer service SLA achievement and Customer satisfaction by maintaining accurate Customer data on action trackers, risk logs, SIP (Service Improvement) trackers, contract trackers and other Customer documents and on a daily basis will coordinate Customer BAU issues. Creates and issues important Customer Governance documents such as Service Review minutes and agendas and produces monthly, quarterly and annual Customer report data and analysis in a timely manner to enable the Service Delivery Manager to present this data to the Customer. Success in this role will be demonstrated through being a positive and pro-active team player in the Service Delivery Team. The role requires great coordination/organisation skills and the ability to interrogate data. Main Duties of Job: Stakeholder Management: Act as the voice of the Customer internally supported by Service Delivery Managers and Heads of Service Delivery Build relationships with both Customer and internal SCC stakeholders Contribute towards and Support Service Delivery Managers in the resolution of account issues and escalations and take ownership of BAU issues. Support the process of ensuring SCC Management are advised of major service issues (to minimise surprise and exposure) through ensuring any such issues are reported through to the appropriate next level of management Build relationships with internal stakeholders Financial, Commercial & Contract Management: Maintain contract/obligation management trackers Ensure that opportunities to extend, negotiate or expand the SCC undertaking and drive incremental revenue (pull through) are reported through to the appropriate next level of management Supports the financial and commercial process through the maintenance of trackers and reporting data that support the execution of those processes Supports the production of financial reporting and updates Service Improvement & Value Creation: Supports the process of generating and distributing Customer satisfaction surveys and the collation of responses Assists in taking action on specific Customer responses Collates and tracks Customer satisfaction measures Performance Management: Ensures Service Delivery ownership and contribution to the escalation management process Ensures consistent process and documentation Manages the internal coordination of service issues Measures and maintains OLA's and SLA's Measuring and reporting of Key Performance Indicators and Critical Success Factors Ensures Service Quality measurements are in place and a service excellence ethos promoted Reporting & Governance: Provide support to the Service Delivery Managers in the preparation of Service Reviews and potentially lead service reviews for small/non-complex accounts Provide reporting to support the Service Improvement Process (SIP - Failure to deliver agreed service) as owned by the appropriate level of Service Delivery Management Creates, update and manages service and trend reporting Updates internal processes for consistency and induction of new staff (ie escalation processes, contact maps) Completes agendas, minutes, actions and associated reporting Ensures agreed performance statistics and reporting are provided to the Service Delivery Manager Distributes Service Review agenda and minutes Collate reports for operational reviews (ie service desk, incident, change, problem, project status) Operational Contract Management: Be conversant with the signed contract and its operational translation Supports and assist in the Major Incident process through the provision of data and analysis to support either resolution or communication Acts as initial escalation point for Customers on BAU issues Maintains risk tracker (overseen by named higher level Service Delivery Manager) Organises Service Review meetings Runs weekly operational reviews (for smaller/non-complex Customers) Maintains Customer handbook (Customer facing document) Reviews RFCs (higher level Service Delivery Manager to sign off) Skills, Knowledge & Experience: Essential: Customer facing experience and Customer service skills. A passion for Customer service. Ability to manage administration and multiple tasks in an accurate and timely manner, often against deadlines Ability to communicate effectively at the appropriate levels, internally and externally with Customers Excellent written and verbal communication skills Attention to detail Good Word, PowerPoint and Excel skills, with a demonstrable ability to build well-presented and logical documents and presentations Ability to translate and communicate business requirements and service requirements/specifications to varying levels of audience Ability to work to deadlines under pressure Desirable: Knowledge of Managed Services methodologies General understanding of the IT industry, infrastructure systems and hosting Experience of working within/aligning to an ITIL environment ITIL Foundation Qualification At SCC, we take the security and privacy of your data very seriously, any data we hold will be in accordance with the new Data protection legislation (GDPR) which comes into effect on 25th May 2018. If you decide to continue with your application it is important that you are aware of our Privacy Policy. Upon submitting your application, you will receive an automated email that will require a response from you in order to allow SCC to process your data In line with the above policy."	"Bristol, UK"	"IT"	NA	"SCC"	"Malcolm Fry "	"JSMF SSMBRI"	"28/11/2018 09:17:03"	"http://www.jobserve.com/GfO7G"	NA	NA	NA	NA
"Senior Software Test Engineer - Cambridge"	""	"Cambridge, Cambridgeshire, GB-ENG"	"Permanent"	"Senior Software Test Engineer - Cambridge"	"Cambridge, Cambridgeshire, GB-ENG"	"Permanent"	"Posted: Tuesday, 27 November 2018"	""	"Summary of Role We are looking for a proactive senior software test engineer to join our small and highly skilled software team in Great Shelford. You will be working on market leading financial capital modelling software, as an integral part of the team. The Role  You will work with other team members to highlight the product risks, and help identify and implement the necessary steps required to enable the release of software which not only meets the end-user's needs, but is also reliable and of the highest quality. Your focus will be on providing information to all parties involved to help improve the product. You will be participating in design and development to ensure testability is considered at all stages, and will be using the appropriate testing techniques, including both manual and automated testing. The ideal candidate will be someone who is intelligent, flexible and adaptable and who has a desire to self-educate and share their knowledge with those around them. You will have a background in testing with a focus on communication and collaboration within the team to build the right product in the best possible way. The Requirements The essential skills/experience for this position are: Minimum of 5 years' experience working in the software testing domain In-depth knowledge of a variety of testing methodologies and promoting best practice quality techniques within high-calibre software development teams High numeracy skills, degree-educated with a 1st or at least 2:1 in Computer Science, Engineering, Mathematics or Science Due to the size and complexity of the product, previous experience of the following would be of considerable advantage: User interface testing or facilitating usability testing Exposure to WPF applications and Reactive extensions Knowledge of maths and statistics and the need for numerical accuracy Familiarity and adaptability to working with automation frameworks Interest in financial and capital modelling The Company  Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. With roots dating to 1828, Willis Towers Watson has 40,000 employees serving more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas - the dynamic formula that drives business performance. Together, we unlock potential. Willis Towers Watson is an equal opportunity employer Willis Towers Watson believes that effectively managing a diverse workforce is vital to our business strategy. We have an obligation to our organization, ourselves and our clients to hire and develop the best people we can find. We will continually review our policies and practices to ensure that all areas of the employment process (including recruiting, hiring, work assignments, compensation, benefits, promotions, transfers, company-sponsored development programs and overall workplace experience) are free from discriminatory practices. We are committed to equal employment opportunities at Willis Towers Watson.Unsolicited Contact: Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Willis Towers Watson are considered property of Willis Towers Watson and are not subject to payment of agency fees. In order to be an authorized Recruitment Agency/Search Firm for Willis Towers Watson, any such agency must have an existing formal written agreement signed by an authorized Willis Towers Watson recruiter and an active working relationship with the organization. Resumes must be submitted according to our candidate submission process, which includes being actively engaged on the particular search. Likewise, for our authorized Recruitment Agencies/Search Firms, if the candidate submission process is not followed, no agency fees will be paid by Willis Towers Watson. Willis Towers Watson is an equal opportunity employer. "	"Cambridge, Cambridgeshire, GB-ENG, UK"	"IT"	NA	"Willis Towers Watson"	NA	"JS180000M7"	"27/11/2018 09:15:13"	"http://www.jobserve.com/GkMki"	"ASAP"	NA	NA	NA
"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"£500- £600 per Day"	"London"	"Contract"	"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"London - £500- £600 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	" Senior Data Scientist - Market Research and Big Data - 12 month Contract - London  Our global client based in Central London are looking to extend their Global Data Science Team by building a new team in their London HQ in Canary Wharf. This new team will sit within the Technology & Data business unit, who are responsible for the entire life cycle of the data-driven products and the division Global Data Science is an essential part of it. Our Client develops its offerings with an agile mindset, which requires you to actively contribute to all phases of the solution development. It will be your responsibility to translate the product vision into data/analytic/algorithmic requirements, to conduct PoCs and to build prototypes, and at a later stage to work on high-performance implementations. The Role: Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions Closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketers Actively share Data Science knowledge within the team and be a true TEAM PLAYER. Essential Skills: Expert knowledge of Python programming, including pySpark Strong statistical modelling skills/knowledge on predictive analytics would be a plus Expert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive) Desirable Skills: Advanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano) Basic skills with regard to performance optimisation and scalability (eg, parallelization, code optimization, containerization, function as a service) Experience in working with relational and non-relational databases, including SQL Required Qualifications: Master degree that reflects strong modelling, statistics and IT skills, PhD welcome but not required 2+ years of professional experience in quantitative data analysis/data science or related areas To apply please click the Apply button and follow the instructions. For a further discussion, please contact James Money. 83zero Consulting Limited is a boutique consultancy specialising in Data Science | Change | Agile Transition within the UK. We provide high quality interim and permanent senior IT professionals."	"London, UK"	"IT"	"£500- £600 per Day"	"83Zero Ltd"	"James Money "	"JSJM - DATA SCIENTIST"	"03/12/2018 08:46:47"	"http://www.jobserve.com/Ghmqx"	"ASAP"	"12 months"	NA	NA
"Data Analyst Excel, VBA (Permanent, London)"	""	"London"	"Permanent"	"Data Analyst Excel, VBA (Permanent, London)"	"London"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"DATA ANALYST | SQL | VBA | EXCEL*Permanent role based in LondonI am currently looking for a Data Analyst to join our team in London. It is a fantastic opportunity for someone looking for the next chapter in their careers. You must have passion for technology and finance and be willing to learn new emerging technologies (ie AI).Essential SkillsExcellent Excel skills (ideally with some programming background eg VBA, .Net).Understand Data frameworks - Hadoop and TeradataExtensive Knowledge of Excel to enable usage for Data AnalysisKnowledge of Querying Language eg SQL, HiveYour RoleAssist in acquiring access to data to support data analysis work.Perform Data Profiling, Data Cleansing, Analysis and Reporting.Apply technical skills and statistical methods to analyse Use Cases and Data Issues.Identify, analyse, and interpret trends or patterns in complex data sets.Build models to address business problems.Use Data Mining and Business Intelligence/data visualization tools to present information.Ensure conformance with Data Governance principles and standards, Data Privacy etc.Desirable SkillsStrong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks).Knowledge of statistics and experience using statistical packages for analysing datasets (Excel, SPSS, SAS etc).Exposure to Big data tools like Hive HQL is preferablePython, R and SQL skills; familiarity with Scala, Java or C++ is an assetRisk and Control ObjectiveAll Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards."	"London, UK"	"IT"	NA	"Resource Solutions - Barclays"	"Barclays"	"JS-GDS1DA"	"03/12/2018 14:49:13"	"http://www.jobserve.com/GlQJk"	NA	NA	NA	NA
"Pricing Analyst"	"35k - 50k Annual (depending on experience) + bonus, generous Pension and extensive GBP"	"Staines"	"Permanent"	"Pricing Analyst"	"Staines - 35k - 50k Annual (depending on experience) + bonus, generous Pension and extensive GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"The OverviewAs a Pricing Analyst, you can expect to play an integral role in the development of pricing strategies for our market leading insurance products, for new and existing customers, learning advanced techniques in price optimisation and statistical modelling along the way.In return, we will provide excellent opportunities for the continued development of your commercial and analytical skills within a leading FTSE100 company.- Location: Staines - free mini bus service from local train station - Total package circa: £35,000 - £50,000 (depending on experience) plus bonus, generous pension and extensive benefitsThe Role- Create accurate & insightful pricing analysis and recommendations, making full use of internal & external data. - Conduct competitor price reviews, working closely with your customer insight colleagues. - Review end-to-end customer journeys, identifying value opportunities, and forming new & innovative recommendations on price optimisation, for new & existing customers. - Develop and analyse complex models, customer life-time valuation, price elasticity test design, and customer behaviour. - Help with the implementation of price changes, and monitor the impacts of those changes on key business metrics.  - Contribute to the preparation of pricing governance materials, business case assumptions and financial models, liaising with other areas of the business as necessary. - Ensure that all pricing activity is aligned to regulatory requirements and has customer fairness at its core.The PersonWe are ideally looking for someone with a commercial home insurance pricing background and experience in RadarEssential- Strong academic record in a quantitative discipline, eg Maths, Statistics, Engineering, Economics etc. - Highly numerate, with the potential to develop a strong technical skill-set. - Energy, enthusiasm, creativity, and resilience, with good interpersonal skills.  - Ability to communicate pricing insights and recommendations in clear and simple terms. - Knowledge of statistical tools such as SAS, R, SQL, Emblem, etc., an advantage  - Would suit an inquisitive and experienced analyst from insurance, services or retail background with a passion for understanding our customers and the market place. - Experience in a similar analytics or pricing role is an advantage, though we will also consider applications from recent graduates."	"Staines, UK"	"IT"	"35k - 50k Annual (depending on experience) + bonus, generous Pension and extensive GBP"	"Centrica"	"Centrica"	"JS2593841_RP576629899/584863414"	"03/12/2018 16:03:42"	"http://www.jobserve.com/GkQQ5"	"ASAP"	NA	NA	NA
"Data Science Internship 2019 (1 Year FTC)"	"London: £23,406, Newcastle: £17,837 (at the end of the int GBP"	"Newcastle, Staffordshire"	"Contract/Permanent"	"Data Science Internship 2019 (1 Year FTC)"	"Newcastle, Staffordshire - London: £23,406, Newcastle: £17,837 (at the end of the int GBP"	"Contract/Permanent"	"Posted: Monday, 3 December 2018"	""	"About the NAOThe National Audit Office (NAO) supports Parliament to hold the government to account for the way public services are delivered. Our primary role is to scrutinise public spending for Parliament. We do this by certifying over 350 government accounts and produce around 65 Value for Money (VFM) reports each year.About the internshipWe are looking to recruit up to three people to participate in our year long, data science internship scheme starting from September 2019.We expect you will spend most of your time applying strong quantitative and qualitative analytical skills to build and implement analytical tools to support our range of assurance work. In addition, we also expect you to spend some of your time collaborating with our financial auditors to review high value, high risk quantitative models which underpin accounting estimates. For example, the value of the student loans book, the rate of fraud and error in tax credit and benefit payments and the money needed in the future, to compensate people who have experienced clinical negligence.Key skills/competencies requiredNo previous experience of audit is necessary and training will be provided in key Data Science skills such as R, SQL and Tableau dashboard building.But we have some minimum criteria which you will need to meet: 120 UCAS points (from the 2017 tariff) from your top 3 A Level grades (or equivalent) including Maths. General Studies does not count. If you have 104 UCAS points from the 2017 tariff (or equivalent) you may still be eligible to apply.  Took an undergraduate degree course with a substantive analytical component such as data science, operational research, mathematics, statistics, physics, engineering, management science, economics (the data science internship is unlikely to be suitable for people studying accounting finance degree courses), where:  o You are in your second year of a sandwich degree course  o You are in your final year and are expecting a 2.1 degree or better, or  o You have completed your undergraduate degree course and achieved a 2.1 degree or better You must be a UK, Commonwealth, EEA or Swiss national to comply with Civil Service nationality rules and must hold a valid work permit. We are not able to sponsor work visas.Some previous programming experience is desirable but not essentialThe deadline for applications is Sunday 2 December 2018, 23:55pm BST.If you pass the initial application stage, we will invite you to complete a technical exercise followed by a telephone interview. This will then be followed by a final interview.If you are successful, you will start the internship on 2 September 2019.  "	"Newcastle, Staffordshire, UK"	"IT"	"London: £23,406, Newcastle: £17,837 (at the end of the int GBP"	"National Audit Office"	"National Audit Office"	"JS257006522_RP559289365/571260734"	"03/12/2018 15:55:41"	"http://www.jobserve.com/GkQQp"	NA	NA	NA	NA
