"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"company_summary"	"duration"	"category"
"Principal Data Scientist"	"£530 - £575 per Day"	"Croydon, Surrey"	"Contract"	"Principal Data Scientist"	"Croydon, Surrey - £530 - £575 per Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"*Principal Data Scientist - £530-£575/day - 3 month initial duration - Croydon*Candidates must currently hold, or be eligible for, SC ClearanceA Global System Integrator seeks a Principle Data Scientist with deep experience in one of the following; Production Data Science (in AWS), graph or text analytics, or deep learning. Additionally, the following knowledge areas would be required:. Designs and delivers Data Science insight products across development phases . Selection of tools and methods for best outcome, including best use of existing tools . Feedback on relative strengths and weakness of overall analysis approach based upon data features and tool/method selection . Expert knowledge and experience in mathematical and statistical modelling techniques . Experience and knowledge across machine learning, graph analytics, deep learning, text analytics including NLP and topic modelling . Production of data visualisations that can be consumed by non-technical colleagues . Use of version control, unit testing, construction of test data and other methods to ensure robust quality assurance of outputs . Software engineering and deployment tools eg Docker, Jenkins, Kubernetes etc.Finally, knowledge of a wide variety of standard Open Source tools for a variety of tasks including data storage, analysis, searching etc. including:o Python Scripting (especially in relation to the scikit-learn and pandas libraries),  o PostgreSQL language,  o Neo4J (especially the Cypher graph query language)  o ElasticSearch  o Spotfire  o Gitlab  o Bash Scripting  o Scala/Spark and especially streaming architectures Please note: In order to be eligible for SC Clearance, candidates must have been a resident in the UK for the last 5 years and not traveled outside of the UK for longer than 1 month in duration within the last 5 years.*Principal Data Scientist - £530-£575/day - 3 month initial duration - Croydon*Candidates must currently hold, or be eligible for, SC ClearanceDamia Group Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept our Data Protection Policy Damia Group is acting as an Employment Business in relation to this vacancy."	"Croydon, Surrey, UK"	"IT"	"£530 - £575 per Day"	"Damia Group LTD"	"Rupert Eyton-Jones "	"JS-REJ/DATASCICROYDON"	"11/12/2018 16:13:58"	"http://www.jobserve.com/GmvAk"	"ASAP"	NA	"3 months"	NA
"Scala Data Engineer ( Scala/Spark/Kafka )"	"£500 - 650 per Day"	"London"	"Contract"	"Scala Data Engineer ( Scala/Spark/Kafka )"	"London - £500 - 650 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Scala Data Engineer ( Scala/Spark/Kafka )6-12 Month Contract£500-£650 per dayLondonScala Data Engineer ( Scala/Spark/Kafka ) is required to join a leading Data and Insights company based in the heart of London on an initial 6-month contract.You will be joining a team of gifted engineers and will work closely with the Data Science & Product teams to make data driven decisions that will improve business outcomes for their end-clients.Key responsibilities for the Scala Data Engineer ( Scala/Spark/Kafka )Provide expertise into the data engineering solutions.Design and develop new features and applications in response to the end client's needs.Technically contributing to improving services and recommending ways to improve business decisions through the use of data.Design and implement the life cycle of a system or feature.Troubleshooting complex problems.Essential skills for the Scala Data Engineer ( Scala/Spark/Kafka ) include:Extensive experience of building scalable data pipelines.Extensive experience of functional programmingExpert in Spark.Expert in Scala.Experience building containers using Kubernetes.Previous experience working with Kafka/Kafka streaming.Proven experience of working in teams in the successful delivery of complex and scalable projects.Experience working in Agile environments.Nice to have skills for the Scala Data Engineer ( Scala/Spark/Kafka ) include:Experience with key technologies - Spark, Kafka, Cassandra, Postgres.Experience with key supporting technologies such as Akka, ScalaTest etc.Previous commercial experience with Python.Knowledge of distributed systems.If you feel like this role is a strong fit for you then please click apply.(Must possess the legal right to work within the UK, unfortunately my client cannot offer VISA sponsorship)."	"London, UK"	"IT"	"£500 - 650 per Day"	"Venturi Limited"	"Sam Dobbins"	"JSSD159"	"10/12/2018 12:02:13"	"http://www.jobserve.com/GmheA"	"07/01/2019"	NA	NA	NA
"Data Scientist - London - 24 Months - £450 - £500pd"	"£450 - £500 per day"	"London"	"Contract"	"Data Scientist - London - 24 Months - £450 - £500pd"	"London - £450 - £500 per day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist - £450 - £500pd - 24 Months - LondonPeople Source Consulting are looking for a Data Scientist to take on a 12-24 month contract role with a reputable East London based Government Department.Currently our client is running a number pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime. This role requires a Data Scientist to support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction (eg payment data between retail banks).Our expectation is that the transaction monitoring workstream will require Data Science and big data engineering skills including:*Python/R*Agent based models*Supervised learning models*Unsupervised learning models*Experience with cloud computingNice-to-have skills and experience include:*Experience with AWS cloud*Experience with agent based modelling software (eg Netlogo, Mesa, etc.)*Parallel computing*Object-orientated programming*Exposure to operational risk assessments and the identification of setting of risk indicators.*Strong commercial awareness of financial drivers and risk activities within banking.*Understanding of payment activities in banking, particularly relating to AML and compliance.*Experience with transaction monitoring systems such as Actimize, Mantas, Fortent etc.*Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements.In return my client offers a Daily rate of £450 - £500pd and the role is Outside of the scope of IR35.This is a 12-month contract position with an additional 12-month extension likely.If you closely match the skills and experience outlined and you are looking for a stable, interesting contract with a reputable client to start January 2019, please submit your up to date CV to: (see below) People Source Consulting Ltd is acting as an Employment Business in relation to this vacancy.People Source specialise in technology recruitment across niche markets including Information Technology, Digital TV, Digital Marketing, Project and Programme Management, SAP, Digital and Consumer Electronics, Air Traffic Management, Management Consultancy, Business Intelligence, Manufacturing, Telecoms, Public Sector, Healthcare, Finance and Oil & Gas."	"London, UK"	"IT"	"£450 - £500 per day"	"People Source Consulting Ltd"	"Luke Smith "	"JS-LAS/DS33/328U6"	"11/12/2018 16:44:26"	"http://www.jobserve.com/GmvL8"	"January 2019"	NA	"24 months"	NA
"Junior Data Analyst/Scientist"	""	"Cambridge"	"Contract"	"Junior Data Analyst/Scientist"	"Cambridge"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Data AnalystOur client within the Life Sciences industry are looking for a Data Analyst to join them for an initial 12 month contract.The right candidate will ideally have work experience/knowledge within Data Analysis/Data Science and ideally hold a degree within Biology, Chemistry or Mathematics.Candidates must be enthusiastic and willing to learn and have the ability to come up with new and innovative ideas. Knowledge within Software Engineering is highly desirable for this opportunity.To discuss further please submit your CV or call.We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age"	"Cambridge, UK"	"IT"	NA	"Lorien"	"Maria Harris "	"JS-50197740"	"13/12/2018 10:13:13"	"http://www.jobserve.com/GnIvX"	"ASAP"	NA	"12 months"	NA
"Data Scientist"	"£35k to £45k"	"Surbiton, Surrey"	"Permanent"	"Data Scientist"	"Surbiton, Surrey - £35k to £45k"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Data Scientist/Machine Learning Engineer required to carry out research and development in well-established company working in the oil and gas engineering industry. This Data Scientist role would suit a candidate with a MSc or PhD in Computer Science, Data Science, Mathematics, Physics or Engineering who is able to demonstrate experience working on massive data sets to analyse and use machine learning concepts and tools (Python/TensorFlow) to automate workflows and develop algorithms.You will join a team of research engineers working on implementation of advanced Machine Learning applications for clients to improve their production efficiency. You should have excellent communication skills and experience of using Python for Machine Learning work. You should have extensive knowledge of Machine Learning theory and concepts. You will be joining skilled and supportive team working on Machine Learning tools (TensorFlow) and automation processes. You will be developing, implementing array signal processing algorithms, and presenting data and reports to project team and clients as well as conducting research in the team and on your own. Experience/Education - candidates should have as much of the following experience - - MSc/PhD in Computer Science/Software Engineering/Physics Degree- Strong Python coding skills- Experience with TensorFlow - Research and working on large data sets- Knowledge of Machine Learning concepts This is a fantastic Data Scientist opportunity to build your career with a well-established geophysical software company, in a close knit friendly team that offers training and career development. You will also enjoy excellent benefits and a competitive salary. This Data Scientist/Machine Learning role is based in Surbiton close to the train station, and easily commutable from Clapham Junction. Data Scientist/Machine Learning Engineer"	"Surbiton, Surrey, UK"	"IT"	"£35k to £45k"	"IT Connections Ltd"	"Neal Bath "	"JS-NB18/82-12131002"	"13/12/2018 10:02:23"	"http://www.jobserve.com/GnIpo"	"ASAP"	NA	"Full Time"	NA
"Microsoft Data Platform Consultant"	"£50k - 85k per year + Bens + Bonus + Pension"	"London, Greater London, England"	"Permanent"	"Microsoft Data Platform Consultant"	"London, Greater London, England - £50k - 85k per year + Bens + Bonus + Pension"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"This is an opportunity to work with Microsoft's leading partner for Microsoft Data Platform solutions built on MS Azure. Working with a dynamic team of bright, talented and highly accomplished people to broaden your expertise within Microsoft Business Intelligence & Analytics, using the very latest BI, IOT, Data Science & Big Data technologies from Microsoft and other key vendors.Responsibilities include:Designing, developing and delivering enterprise grade BI Platform as a Service solutions based on the Microsoft Data PlatformWorking on high profile projects with well-known clients across financial services, retail, industry and the public sectorHelping clients realise the potential of Data Science, Machine Learning, and scaled processing within Microsoft AzureTaking ownership for the delivery of key solution componentsConstantly developing technical skills using the latest cloud technology - achieving & maintaining Microsoft certificationWorking on client-site to understand requirements and replay solutions to customer sponsorsDesired Skills and ExperienceThis is a role for ambitious technologists who wish to work with the latest cloud technology from Microsoft. Whilst we don't expect everyone to have experience with all the technologies below, candidates will need to show their ability to rapidly learn new technologies.Azure Data FactoryAzure Data Lake Store and Azure Data Lake Analytics with uSQLAzure SQL Data Warehouse with PolyBaseCosmos DBIoT Hub, Event Hub, Azure Stream AnalyticsAzure SQL Database as part of a PaaS solutionAzure Analysis Services with DAXCognitive ServicesPower BI (Power BI Desktop, Power BI Service)Power AppsFlowAdditional Desirable SkillsTraditional Microsoft BI stack: SSRS/SSAS (Tabular with DAX & OLAP with MDX)/SSISDevelopment with C#, Python or RUnderstanding of enterprise BI and Data Warehousing concepts and methodsUnderstanding of software engineering tools and conceptsExperience of using Visual Studio Team Services/GitPassion for technology and a thirst for knowledgeStrong communication skillsA science related education to degree levelAdditional InformationWe are hiring across a range of experience/capability from Consultant to Principal ConsultantSalary Information: Competitive salary, plus significant benefits and bonus potential, dependent on experience and technical knowledge.Travel Profile: Candidates should be willing to undertake client related travel when required (typically not more than 3x nights per week)"	"London, Greater London, England, UK"	"IT"	"£50k - 85k per year + Bens + Bonus + Pension"	"Shareforce Ltd"	"Phil Gibson "	"JSPG179"	"07/12/2018 10:13:07"	"http://www.jobserve.com/Gl3M7"	NA	NA	NA	"Public Sector"
"Data Architect - Legal - Permanent - London"	"£70k - £80k"	"London"	"Permanent"	"Data Architect - Legal - Permanent - London"	"London - £70k - £80k"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Data Architect - Legal - Permanent - London  William Alexander Recruitment are currently working with well known legal client based in London to recruit a Data Architect to join their team on a Permanent basis. The successful candidate should have experience with the following: Proven experience working as Data Architect Recent Legal experience - essential Knowledge of Data Science concepts MDM - Master data management Business intelligence Knowledge of general data warehousing architecture If you feel you meet the above requirements, then please apply. Successful applicants will be contacted within 2 working days of their CV being received. Data Architect - Legal - Permanent - London  The processing and use by us of your personal data is in accordance with our Privacy Notice which can be found on our website "	"London, UK"	"IT"	"£70k - £80k"	"William Alexander Recruitment Ltd"	"Ben Rankin"	"JSBRDATAARCHITECTLEGAL"	"07/12/2018 16:29:47"	"http://www.jobserve.com/GiWjx"	"ASAP"	NA	NA	NA
"Data Scientist"	"£35k - £45k per annum"	"Southampton, Hampshire"	"Permanent"	"Data Scientist"	"Southampton, Hampshire - £35k - £45k per annum"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist required by a high-tech start up company located in Southampton. Due to continued success and expansion the company is looking to hire an accomplished Data Scientist to its existing, highly skilled Data Science team.The successful Data Scientist is likely to have relevant experience and/or qualifications in data, software or mathematical modelling in either a research, academic or commercial environment.Relevant academic qualifications, ideally a PhD in Mathematics, Physics or similar, would be highly advantageous.The Data Scientist will be responsible for the research and implementation of complex machine learning algorithms for key areas in the development of the company's core product.Key experience- Machine learning- Programming knowledge in Python, Java, C++ or similar- Data analysis/cleaning and/or feature extractionAny experience in or exposure to big data or IoT environments would be advantageous, but is not essential.This is an opportunity to join a high-tech, forward thinking company offering the chance to work on complex, challenging role. If you are looking for a role of this nature please contact."	"Southampton, Hampshire, UK"	"IT"	"£35k - £45k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Ian Taylor "	"JS-IT-DATA1216"	"11/12/2018 14:22:50"	"http://www.jobserve.com/GmupB"	NA	NA	NA	NA
"Python Engineer - Edinburgh - Upto 40k"	"30k-40k"	"Edinburgh, Scotland"	"Permanent"	"Python Engineer - Edinburgh - Upto 40k"	"Edinburgh, Scotland - 30k-40k"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Python Engineer Edinburgh, Midlothian Upto 40k + Bonus Due to continued expansion we are looking to recruit an Intermediate Python Engineer for our office in Edinburgh. You will be part of a team of talented engineers based in our Edinburgh Codebase office and will work closely alongside the Data Science and Product teams. We re a friendly bunch with a huge range of backgrounds, and we strive to provide a welcoming, supportive and sociable working environment.About Engineering The team that delivers our platform makes up 70% of the company, as we are fundamentally all about the technology. We don't expect people to tick every single box on the job specification when they join us. We're much more interested in identifying, hiring and retaining the best talent.About the Job: Design, document, and develop new features and products in response to our Clients' needs and our business development strategy Mentor and support the development of junior software engineers Provide 2nd level support to client facing support teams, troubleshooting and resolving issues Actively engage in software and system architecture to continuously improve our services Following our existing processes for delivery and help spot opportunities for continual improvement (we are an agile shop and practice continuous delivery) Troubleshooting technical problems of a complex nature Challenge your peers and make a decision Core Technology used in the Business:Kubernetes on AWS Cassandra, Aurora PostgreSQL, Kafka Spark with Scala and Python Release engineering via GoCD, Artifactory, Helm and Rake ELK, Prometheus, ElastAlert and PagerDuty Essential SkillsStrong development background using Python (in linux environments) Demonstrable skills of creating and working wiith RESTful APIs Love solving complex problems with multiple moving parts Focus on rapid development through iteration in an agile environment Excellent communicator and don't attach your ego to your ideas Knowledge of test frameworks and automating test frameworks Beneficial SkillsAn understanding of software design principles Usage of AWS services Knowledge of NumPy and Pandas Usage of Docker and Kubernetes; AWS Exposure to working with APIs  If you are keen to discuss further please contact Kate Wardle at Evolution Recruitment Solutions.Please note that no terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we will gladly accept applications from persons of any age for this role."	"Edinburgh, Scotland, UK"	"IT"	"30k-40k"	"Evolution Recruitment Solutions Ltd"	"Kate Wardle "	"JS/K2W/689571"	"13/12/2018 10:20:11"	"http://www.jobserve.com/GnIxC"	NA	NA	NA	NA
"Python Developer"	"£400 - £550 per Day"	"Newport, Wales"	"Contract"	"Python Developer"	"Newport, Wales - £400 - £550 per Day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Python Developer 3 months Outside IR35 We require a Python Developer/Data Analyst/Data Scientist for an initial 3 month contract role based on Government Client site in Newport, South Wales to start ASAP.Please be advised this role will be outside of IR35. Role Overview: - To produce statistical/data science workflow pipelines based on business requirements. - You will be responsible for evaluating and testing the workflow pipelines based on user/business requirements.- Also to provide documentation/data visualisation to their customers so that they understand the product (workflow) throughout the development process. Essential skills: - The ability to build statistical/data science workflow pipelines, based on business requirements. - Experience of coding in python and through the pyspark API. is required.- New data sources experience hence the ability to explore the data (via descriptive statistics)- Data cleaning/transformation experience. - Data visualisation skills are also fundamental.- Pyspark experience for data manipulation and Python/R for charting and summary statistics. - Datamodelling experience - using pyspark, jupyter notebooks and python. Desirable skills: - Working knowledge of Cloudera. To apply send an updated CV to Jade Patrick today. Certes Computing (and all of its subsidiary companies) is committed to promoting equality and diversity in its business operations."	"Newport, Wales, UK"	"IT"	"£400 - £550 per Day"	"Certes Computing Ltd"	"Jade Patrick "	"JS-55140/001"	"12/12/2018 16:05:01"	"http://www.jobserve.com/Gm8sv"	"ASAP"	NA	NA	NA
"Front End Developer, Fintech, JavaScript Developer, React, Data Visualisation, D3, Agile - £600/day"	"£600/Day"	"London"	"Contract"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Web Developer, UI Developer, React, Hedge Fund, £600/day"	"£600/Day"	"London"	"Contract"	"Web Developer, UI Developer, React, Hedge Fund, £600/day"	"London - £600/Day"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"JavaScript Developer, UI Developer, React, Hedge Fund, £600/day My award Hedge Fund client are looking for a talented Front End Developer with strong experience in modern web development (ideally React) to work with a highly skilled data science and technical team to build the user interface for a Front Office team. The ideal candidate should be comfortable engaging with other developers and directly with traders, salespeople and technologists. This is an amazing opportunity to gain an understanding and grow your financial product knowledge. Essential Skills- Strong experience as a Front End Developer - JavaScript, CSS, HTML - React/Redux/TypeScript - Ability to write clean, efficient and maintainable code - Well versed in JavaScript design patterns and best practices - Experience integrating with REST APIs and websockets The role can pay up to £600/day!"	"London, UK"	"IT"	"£600/Day"	"Hunter Bond"	"Lee Ballen"	"JSREACT1"	"13/12/2018 10:35:53"	"http://www.jobserve.com/GnI1K"	"ASAP"	NA	"12 months+"	NA
"Data Analyst (5+ Years Experience)"	"£400.00 - £650.00 per Day"	"London"	"Contract"	"Data Analyst (5+ Years Experience)"	"London - £400.00 - £650.00 per Day"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Senior Data Analyst, Lead Data Analyst, Senior Data Analyst, Lead Data Analyst, Senior Analytics Consultant, Senior Data Scientist, Lead Data Scientist, SQL, UEC, Urgent and Emergency Care, NHS, Health Data, CSU, Commissioning Support Unit, Power Bi, Tableau, KPI, Key Performance Indicator, Data Portal, Analytical, Algorithms, Data ScienceData Analyst, NHS Client, London, 3months +, Outside IR35You will provide data analysis expertise into our client's online programme, working within NHS legal directions at all times. The work will consist of data portal refinement, CCG queries, product team queries, exec level queries, creation of KPI and benefit management dashboards and support to user research analytics.The successful candidate will conduct the analysis of the different layers of data available in relation to the online product. These include data from both user surveys and user research, aggregated live data, aggregated telephone data to be used for comparisons, associated published datasets linked and data on implementation progress. The main deliverable will be the production and maintenance of data portals, dashboards, the documentation of dashboard formulas and a regular summary of findings and recommendations.Key Skills/ExperienceCoding of analytical algorithms to support ad hoc data requirements, ensuring a valid use case is available and the request meets all legal directives for data usage,Demonstrable experience of working within a fast-paced environment, in an analyst or data scientist role; conducting and interpreting complex analysis and reconciling conflicting information; investigating and resolving data quality issues,Problem solving in novel areas, excellent written and verbal communications skills, experience of producing reports and presentations for both specialist and non-technical audiences,Advanced knowledge and experience of statistical analysis and competent use of SQL and of MS-Excel data analysis features with excellent planning skills and ability to work with conflicting priorities,Experience of working in the health sector and specifically of working with UEC data and Health dataExperience with a variety of professional data analysis tools including Power Bi and Tableau"	"London, UK"	"IT"	"£400.00 - £650.00 per Day"	"Experis IT"	"Jack Williams "	"JS-90577"	"13/12/2018 14:48:27"	"http://www.jobserve.com/GnKfT"	NA	NA	"3months +"	NA
"Python developer- with flux library-Events experience"	"Up to £500 per Day"	"East London"	"Contract"	"Python developer- with flux library-Events experience"	"East London - Up to £500 per Day"	"Contract"	"Posted: Wednesday, 12 December 2018"	""	"Python developer - with flux library - Events experienceThe position is with one of our large clients seeking a Python Developer with Flux libraries (FL) experience. You must have very good background working on Data Science, AI and Big Data projects. Proven background as a Python Developer-Python, Spark, Airflow, AWS, Hive, Docker with Events-Flux libraries, experience working on Rest API's ReactJS, Docker, Apache Kafka, AWS, Microservices architecture, JAVA, Hadoop and other big data technologies.Duration - 6 months"	"East London, UK"	"IT"	"Up to £500 per Day"	"Careerwise"	"Shubha Singh "	"JS-0000005600"	"12/12/2018 14:32:26"	"http://www.jobserve.com/Gm7Uq"	NA	NA	NA	NA
"Delivery Manager, Artificial Intelligence, Big Data, Machine Learning"	"£70k - £80k per annum"	"London"	"Permanent"	"Delivery Manager, Artificial Intelligence, Big Data, Machine Learning"	"London - £70k - £80k per annum"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"Delivery Manager, Artificial Intelligence, Big Data, Machine LearningAn innovative Tech company that has a heavy focus on AI are currently hiring for a Delivery Manager to join an established, talented team. They provide a service used by thousands of reputable brands and combine artificial intelligence and machine learning technology to remove the financial and reputational risks that come with planning and creating content around poorly understood target audiences, and to make their marketing decisions more efficient and effective.Whilst they are continuing to build a new product that leverages Big Data and AI tech, they're in need of someone to work closely with their Data Science, Product and Client Services groups to ensure delivery of features that vary from implementing sophisticated Back End algorithms that make use of Big Data and ML to UI features that enhance client experiences.Delivery ManagerArtificial IntelligenceBig DataMachine LearningYou'll motivate, retain and provide direction and guidance for a team of 6 developers (both on and offshore), whilst also running an Agile process (Kanban board, daily stand up, regular retro's etc). Furthermore, as Delivery Manager, you'll lead hiring efforts for further engineers, work with Product Managers to help manage backlogs and also, provide an interface between the team and the rest of the organisation.If you feel you're a good fit and would like to work with some of London's most talented developers, please do get in touch!Delivery Manager, Artificial Intelligence, Big Data, Machine Learning"	"London, UK"	"IT"	"£70k - £80k per annum"	"Oliver Bernard"	"Sina Faramarzi "	"JS-DMAI"	"13/12/2018 17:46:19"	"http://www.jobserve.com/GnMJb"	NA	"About Oliver Bernardwww.oliverbernard.co.uk/Oliver Bernard is a leading technology recruitment consultancy, specialising in placing both permanent and contract IT professional's in London. Founded by experienced recruiters who have a successful reputation of providing a high level of service to clients and candidates alike, within Java, Web, JavaScript, PHP, Ruby, Python, C++, C#/.NET, QA, Devops, Project Management and BA."	NA	NA
"Lead Python Developer - Financial Services - London"	"£100k - £150k + Bonus + Benefits"	"London"	"Permanent"	"Lead Python Developer - Financial Services - London"	"London - £100k - £150k + Bonus + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Lead Python Developer required to join a leading high frequency trading firm, based in London. This is a permanent position and offering between £100,000 - £150,000 + Bonus + Benefits. We have had a lot of success with this client are we now their leading IT suppliers, they have informed us they are looking for an experienced Senior Python Developer to come in and provide oversight with the development surrounding the microservices, reporting, alerting and data science for the Python developers. You will also be responsible for the integration of applications, platforms and network infrastructure. You must be a seasoned Python developer with a preference working in Financial Services as well as the following: Python Development experience Building Microservices (containerisation) Experience in Network Switches or Network Automation This is a fantastic opportunity to join a firm that provides exceptional market data services and customized managed infrastructure solutions. If you meet the requirements above I urge you get in touch as quickly as possible. Kite Human Capital - Hire Better We are unashamedly focused on working with only the best people, who care about customer value and maintain a fantastic working reputation. If you are someone that is committed to working hard to achieve great results, views challenge as an exciting opportunity and wants to work in some of the best possible assignments then please get in touch, we'd love to help you find your next position. We pride ourselves on rock solid integrity and honesty, and place client value at the centre of every decision we make. 2018 - Winner Best Client Service 2017 - Winner Agency of The Year 2017 - Winner Banking & Financial Services Agency 2016 - Winner Banking & Financial Services Agency"	"London, UK"	"IT"	"£100k - £150k + Bonus + Benefits"	"Kite Human Capital Ltd"	"Tom McNamara"	"JSKHCTM4550"	"10/12/2018 17:40:05"	"http://www.jobserve.com/Gmk0m"	"ASAP"	"About Kite Human Capital Ltdwww.kitehumancapital.com/Kite Human Capital provide an award-winning service to the Financial, Real Estate and Fintech industries. We believe that recruitment should deliver only good or great hires, and that our clients deserve to get better return from their investment in people.Through a combination of our philosophy, values, process and people, we consistently go beyond the industry standard to deliver human capital solutions of enduring value. Why else would 98% of our clients plan to use us the next time they hire?"	NA	"Executive"
"Salesforce Developer (remote opportunities)"	"£50,000 - £60,000"	"Reading, Berkshire"	"Permanent"	"Salesforce Developer (remote opportunities)"	"Reading, Berkshire - £50,000 - £60,000"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Role: Salesforce Developer (remote opportunities)Salary: £50,000 - £60,000Location: ReadingAn exciting opportunity has arisen for a Salesforce Developer to join an established Healthcare provider in Reading. As the Salesforce Developer you will join the Salesforce team and will help to expand the Salesforce system. Due to the expansion of the company over the past few years the company now require a strong Salesforce Developer to come in and take lead with all development duties.The Company:An established Healthcare company who pride themselves in investing and committing to advancing human health. Operating across three different sectors, the company currently have over 50,000 employees across the globe who are spread across human data, human science and data science areas. They provide services across a variety of industries including government agencies, academic institutions, the life sciences industry.Salesforce Developer role:The successful applicant will join an existing Salesforce team and will be a Salesforce champion for development responsibilities. The Salesforce Developer will be confident with all aspects of troubleshooting, reporting and creating solutions whilst having a strong knowledge of Apex tools. The role is also offering some remote opportunities and flexible working hours. Salesforce Developer Requirements:A minimum of 4 years' experience with Salesforce.Experience with Classic Salesforce and lightning components.Abiltity to customise and implement profiles, roles, security settings, sharing rules, applications, custom objects, custom fields, page layouts, workflow, validation rules, approvals, reports and dashboards etc.A strong understanding of Apex and Visualforce development.Knowledge of Sales cloud and Service cloud.Experience in full Salesforce implementation development life cycle.Why should you apply?This is a great opportunity for an experienced Salesforce Developer to work as part of a Salesforce team. The successful applicant will benefit from a competitive salary ranging from £50,000 - £60,000 Dependent on experience. If this is a role which sounds of interest then please note that initial interviews are taking place from Monday 17th December, with appointments being made shortly after. Apply here with the X4 Group or send through your most recent CV through to  (see below) About UsX4 Technology is a specialist recruitment business for the technology sector. We are part of the X4 Group, a multi-award-winning group of brands specialising in Life Sciences, Engineering, Construction and Technology, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Our network of world class talent sets us apart from the rest and allows us to deliver skilled professionals to our partners quicker than the competition.Our aim is to help businesses grow powerful teams that deliver against exceptionally high standards and we have partnerships with leading technology companies all over the world and have made placements in over 13 countries across Europe and the US.  "	"Reading, Berkshire, UK"	"IT"	"£50,000 - £60,000"	"X4 Group"	"Jorden Evans"	"JSJERSFD1003"	"11/12/2018 08:31:22"	"http://www.jobserve.com/GmsOU"	NA	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"	NA	NA
