"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"
".Net Developer - C#, .Net, MVC"	"£50k"	"Leeds, West Yorkshire"	"Permanent"	".Net Developer - C#, .Net, MVC"	"Leeds, West Yorkshire - £50k"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Leeds Up to £50,000 C#, Azure, Google Cloud Do you love the thought of AI and Machine Learning, or working with it? And you want to work with some of the biggest brands across the world? Good.... Our client are looking for C# Developers to join their development team in order to continue their status as one of the market leaders in risk-moderation online. Their software and technology detect risk across social media and then automatically deal with it. Not only do my client protect some of the worlds biggest brands, but they help ensure the safety of children online. You must have the following experience:  1 year of commercial C# experience. Strong experience across .NET web stack Experience of Git Implementation of Unit Testing Knowledge of software design patterns Please apply and I will give you a call."	"Leeds, West Yorkshire, UK"	"IT"	NA	NA	"£50k"	"Amsource Technology Limited"	"Sam Langley "	"JSSLCR50"	"03/12/2018 23:04:07"	"http://www.jobserve.com/GlUEh"	NA	NA
"Data Scientist (Deep Learning, Neural Nets, Fake News)"	"£65k - £75k per annum + equity"	"London"	"Permanent"	"Data Scientist (Deep Learning, Neural Nets, Fake News)"	"London - £65k - £75k per annum + equity"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Data Scientist (Deep Learning, Neural Nets, Fake News):We are currently looking for Data Scientist (Deep Learning, Neural Nets, Fake News) to join a rapidly expanding Machine Learning (NLP) start-up, based in central London. This start-up have already patented their own Machine Learning technology and are revolutionizing the way in which we access and process news within the realm of social media.This organisation have just recieved a huge amount of funding and are currently searching for a Data Scientist with experience in Deep Learning and Neural Networks within their academic, research or industry related work (published papers are a huge benefit). You will be passionate about contributing to the solutions of real-world problems through the devise of a Deep Learning and Machine Learning model.As a Data Scientist, you will be developing deep learning models that will be used to determine whether news is either real or fake. You will also have a key role in classifying the effectiveness of the Big Data that the team are using. In addition to this, you will be defining the strategy of how their model is used in the long-term. You will also have the opportunity to publish papers at a world-renowned University, who the company are currently working closely alongside. What we can offer a Data Scientist (Deep Learning, Neural Nets, Fake News):To work in a high profile startup within the domain of social media analysisStrong salary and package offeredFlexible working environment and hoursBecome an integral and key member of the team, work among experts in the field of ML/NLPKey Skills: Data Scientist (Deep Learning, Neural Nets, Fake News); Deep Neural Networks, NLP, Deep Learning, PhD, Research, Researcher, Graph Theory, Statistics, Mathematical Models, Natural Language Processing, DL, ML, Machine Learning, Post Doc, Tensorflow, Unsupervised Learning, Supervised Learning, Semi-Supervised Learning, Signal Processing, Probability Theory, Probability, Stats, Mathematics, Maths, Data Mining, Map-Reduce, NIPS, IEEE, Publications, Clustering, Big Data, Data Science, Data Scientist, Machine Learning Models, NN, Neural Networks, DNN, GANS"	"London, UK"	"IT"	NA	"ASAP"	"£65k - £75k per annum + equity"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:28"	"http://www.jobserve.com/GlHhh"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Software Engineer/Developer (Algorithmic Trading,Python, ML)"	"£65k - £80k per annum + equity and Benefits"	"Cambridge"	"Permanent"	"Software Engineer/Developer (Algorithmic Trading,Python, ML)"	"Cambridge - £65k - £80k per annum + equity and Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Software Engineer/Developer (Algorithmic Trading, Python, ML):We are currently looking for a passionate Software Engineer/Software Developer (Algorithmic Trading, Python, ML) to join a tier-one Machine Learning start-up based in central Cambridge. This ML organisation have just received a huge amount of seed funding and are looking to expand their team due to increased demand for their unique, predictive technology.Within the company, you will be part of an agile environment and small team working on algorithmic trading strategies, using a combination of state-of-the-art techniques - such as time-series analysis, supervised learning, mathematical modelling etc. You will be a key driving force in how the organisation expands and how their Machine Learning technology is implemented.We're looking for a Software Engineer/Software Developer, who is willing to take on a hands-on approach and join a team of researchers and engineers who are paving the way in regards to AI decision making. Within this organization, you will be working mainly in Python, however the company are open to programming backgrounds eg Java, C++ etc.What we can offer a Software Engineer/Developer (Algorithmic Trading, Python, ML):Work as part of a leading Machine Learning start-upStrong salary and options offeredFlexible working environment, start-up valuesTraining available, working amongst leading researchers and engineersKey Skills: Software Engineer/Software Developer (Algorithmic Trading, Python, ML): Tensorflow, C++, C, Java, Python, C#, Distributed Algorithms. Distributed systems, BSc, MSc, MPhil, PhD, Post-Doc, Research, R&D, Start-Up, Multithreading. Machine Learning, AI, Artificial Intelligence, NLP, Natural Language Processing, Linguistics, Computational Biology, Computational Linguistics, Reinforcement Learning, Multi-Agent Systems, Deep Learning, Bayesian Inference, Probabilistic Models, TDD, Clean Code, Supervised Learning, Time-Series Analysis, Predictive Models"	"Cambridge, UK"	"IT"	NA	"ASAP"	"£65k - £80k per annum + equity and Benefits"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:27"	"http://www.jobserve.com/GlHhe"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Test Engineer"	"£40k - £55k per annum + Benefits"	"Uxbridge"	"Permanent"	"Test Engineer"	"Uxbridge - £40k - £55k per annum + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Test EngineerWe have a very exciting opportunity for a Test Engineer to join an innovative start-up based in Uxbridge, who are looking to use the latest advancements within machine learning and computer design to revolutionise the security market. They are currently in the process of building their engineering team and would consider either a very bright graduate or a Test Engineer with experience.Working as a Test Engineer, your role will include:Building system test and interoperability environments from scratch.Testing products in terms of interoperability, scalability, ease of use and reliability.Executing test scripts and test scenarios, logging and documenting issues and devising further tests where required to isolate and help diagnose bugs.Contributing to product development.Advantageous skills for the Test Engineer position:Manual/automated testing experience OR excellent academic results from a leading university.Functional programming experience (JS, Python, Ruby, Go, C, Java, etc.).Experience constructing test cases and developing test plans.Experience developing test tools and API based Scripting.This is a fantastic opportunity for a Test Engineer to join a disruptive organisation and work with cutting-edge technology, as well as some of the brightest minds in the industry!Test EngineerLocation: UxbridgeSalary: £40k - £55k + benefitsPlease apply now for immediate consideration!Understanding Recruitment is acting as an agency on behalf of this vacancy"	"Uxbridge, UK"	"IT"	"Graduate"	NA	"£40k - £55k per annum + Benefits"	"Understanding Recruitment"	"Joseph Gleed "	"JS-BBBH5368"	"03/12/2018 06:01:17"	"http://www.jobserve.com/GlIep"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Data Scientist"	"£30k - 42k per annum"	"London"	"Permanent"	"Data Scientist"	"London - £30k - 42k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Data ScientistInsuranceCity of LondonAn amazing opportunity for a talented Data Scientist to join the leading Specialty Insurance company to work within their technical pricing team. DUTIES:Develop and apply data science, machine learning and other statistical techniques to draw insights and shape the strategic direction of data usageTake part in expanding data processing and technical modelling frameworkEstablish efficient ways of implement segmentation and predictive modelsEnsure that reusable data assets build smoothly on a regular basisSKILLS & EXPERIENCE REQUIRED:Academic background in computer science, engineering, physics, actuarial science, statistics or Maths based equivalentExceptional statistical skills - experience of building predictive models using a wide variety of tools and techniques (eg linear or logistic regression, gradient boosted machines, random forest, regularisation, neural networks)Advanced data manipulation or experience of managing large-scale data sets within an analytical function (eg dplyr, pandas, SQL, etc.)Advanced experience of data science or analytics software like Python, R, SAS/WPS, MATLAB etc.Working knowledge of relevant development environments (eg PyCharm, RStudio, Visual Studio Code, eclipse) and Shell Scripting (eg Bash, PowerShell), version control (eg git, Subversion, Mercurial) etc.BENEFITS:As well as a competitive salary, this role also offers: Performance profit share bonus (c.12% of salary)25 days holiday plus bank holidaysEmployer pension contribution of 5%, with employee contribution of 3%+Income replacement insurance4 x salary life assurance You will also have access to flexible benefits, which are employee paid, and includes: holiday buy, gym membership, car salary sacrifice, critical illness insurance, health screening - allowing you the freedom to choose those that are most appropriate for you. "	"London, UK"	"IT"	NA	"ASAP"	"£30k - 42k per annum"	"HFG"	"Simona Zalyte "	"JSSZ143L"	"03/12/2018 12:02:20"	"http://www.jobserve.com/GlOSV"	NA	NA
"Product Delivery Consultant - Finance, Banking, Analyst"	"Benefits"	"Cambridge"	"Permanent"	"Product Delivery Consultant - Finance, Banking, Analyst"	"Cambridge - Benefits"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Product Delivery Consultant - Finance, Banking, Analyst, Data, £competitive + benefits, CambridgeDue to rapid growth this high flying software house with a sound grounding in artificial intelligence and machine learning is looking for another talented individual to join their diverse team. The team that they have backing them are true experts in building and growing cutting edge technology companies taking them to new heights.It is certainly an exciting time to be joining them.The skills that we are looking for is someone that has proven experience in writing rules ideally in technology with a finance/banking background that can comprehend complex client requirements, must have solid experience working with complex data and analysing this, up to date in producing documentation that is line with different regulations/audit requirements, the ability to use data manipulation with an understanding of databases such as SQL, directly working on customers requirements and used to presenting to others. Due to the nature of the role it requires someone to be analytically mindedA degree is not required but any supporting qualification would be welcomed especially from financial backgrounds.The Product Delivery Consultant role will give you plenty of different tasks to be getting involved with: acting as the industry expert, working closely with clients to understand their needs so that the correct rules and data are acquired, learning a deeper understanding of the rules, being a consultant of behalf of the company, assisting the internal team and other departments to understand different patterns and coach team members.This is a far cry from your usual opportunity and software house.Vibrant energetic team, excellent location, competitive salary and more perks than you can probably think of.We are excited by this client and we think you will be too.Sound interesting?Please note we are on the client's supplier list for this position.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Modis operating as an Employment Agency. Modis are an equal opportunities employerKeywords - Analyst, Banking, Finance, Cambridge, SQL, Databases,Modis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information "	"Cambridge, UK"	"IT"	NA	"ASAP"	"Benefits"	"Modis"	"Mark Chapman "	"JS-1154828"	"28/11/2018 11:30:11"	"http://www.jobserve.com/GkXQt"	NA	NA
"Fintech Pre - Sales Consultant"	"£32k - £45k per annum + Benefits"	"City of London"	"Permanent"	"Fintech Pre - Sales Consultant"	"City of London - £32k - £45k per annum + Benefits"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Fintech Pre - Sales Consultant, Degree, Mathematics, Computing, Science, £depending on experience + benefits, Central LondonThis leading software house who is an expert in use of Machine Learning and Artificial Intelligence has created a rewarding opening for a Fintech Pre - Sales Consultant. Gifted in the use of analytics their growth has excelled year on year. They have become one of the Fintech companies to watch out for.What are we looking for in you?-Outstanding communication skills both written and verbally, confident speaking to people from a wide audience.-Solid academic background holding a 2.1 or better ideally in a computing, mathematical, engineering, science, physics but other subjects would not be ruled out. -Competent technical awareness in pre/post sales capacity, understanding of cloud computing, operating systems, networking or engineering and a grasp of machine learning would not go unnoticed but this is not essential. -Strong business acumen, excellent presentation skills and well versed in consulting with technical clients. -Happy to travel on behalf of the company.Your role as a Fintech Pre-sales Consultant:-Writing proposals, presenting and stakeholder management.-Being seen as a trusted advisor and maintain strong relationships.-Liaising between the technical teams and commercial side of the business.-Designing solutions for clients, attend conferences and providing demonstrations. Prestige offices, great benefits and a rewarding future with a company that is at the very heart of cutting edge technology.Feel free to apply via the link or give us a call.Please note we are on the suppliers list for this position.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Modis are operating as an Employment Agency. Modis are an equal opportunities employerKeywords - Technology, Consultant, London, Cloud, Degree, Computing, Physics, Mathematical, Science, Engineering, FintechModis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information."	"City of London, UK"	"IT"	NA	"ASAP"	"£32k - £45k per annum + Benefits"	"Modis"	"Mark Chapman "	"JS-1150560"	"28/11/2018 13:59:33"	"http://www.jobserve.com/GkZgB"	NA	NA
"Product Delivery Consultant - Finance, Banking, Analyst"	""	"Cambridge"	"Permanent"	"Product Delivery Consultant - Finance, Banking, Analyst"	"Cambridge"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Product Delivery Consultant - Finance, Banking, Analyst, Data, £competitive + benefits, CambridgeDue to rapid growth this high flying software house with a sound grounding in artificial intelligence and machine learning is looking for another talented individual to join their diverse team. The team that they have backing them are true experts in building and growing cutting edge technology companies taking them to new heights.It is certainly an exciting time to be joining them.The skills that we are looking for is someone that has proven experience in writing rules ideally in technology with a finance/banking background that can comprehend complex client requirements, must have solid experience working with complex data and analysing this, up to date in producing documentation that is line with different regulations/audit requirements, the ability to use data manipulation with an understanding of databases such as SQL, directly working on customers requirements and used to presenting to others.Due to the nature of the role it requires someone to be analytically minded.A degree is not required but any supporting qualification would be welcomed especially from financial backgrounds.The Product Delivery Consultant role will give you plenty of different tasks to be getting involved with: acting as the industry expert, working closely with clients to understand their needs so that the correct rules and data are acquired, learning a deeper understanding of the rules, being a consultant of behalf of the company, assisting the internal team and other departments to understand different patterns and coach team members.This is a far cry from your usual opportunity and software house.Vibrant energetic team, excellent location, competitive salary and more perks than you can probably think of.We are excited by this client and we think you will be too.Sound interesting?Please note we are on the client's supplier list for this position.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Modis operating as an Employment Agency. Modis are an equal opportunities employer.Keywords - Analyst, Banking, Finance, Cambridge, SQL, DatabasesModis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer. By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information. "	"Cambridge, UK"	"Finance, Sales and Marketing"	NA	NA	NA	"Modis"	"Mark Chapman "	"JS-1154828"	"03/12/2018 14:48:20"	"http://www.jobserve.com/GlQI7"	NA	NA
"Business Development Executive - Cyber Security"	"£25k - 28k per year"	"Manchester, Greater Manchester, England"	"Permanent"	"Business Development Executive - Cyber Security"	"Manchester, Greater Manchester, England - £25k - 28k per year"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Business Development Executive, (field sales) - Cyber Security£25k- £28k basic, double uncapped OTE, Pension, Health, DentalManchesterInteraction Recruitment is currently recruiting for a Business Development Executive to join a high growth global machine learning company for cyber defence. Their ground-breaking anomaly detection solution driven by unsupervised machine learning uses artificial intelligence to spot patterns on the network and prevent cybercrime before it happens. With ambitious growth plans and a culture of continuous development and innovation our client provides a fast track for progression. If you have a couple of years working in IT sales and looking to move into the security arena, helping to prevent Cyber attacks within a multi award winning organisation this could be the opportunity you are looking for. This is a Business Development role where you will be tasked with the full sales cycle from generating and following up on leads, demoing the solution and closing the deal within private and public sector bodies. This is a great opportunity for a graduate with a couple of years sales experience to make the move into a fully fledge field sales role with full training and an incredible marketing and technical team behind you. With growth rates of 600% a year since they were formed, the organisation can also offer ample progression opportunities. The company culture is one that heralds an open and honest environment where ideas are celebrated and everyone in the company plays a role in their success. To apply for this Business Development Executive role you must- Be bright, articulate, on the upwards curve. 1 year plus experience within a sales environment. Hold a degree/masters from a top tier University. Proven track record of success. Self-motivation and drive to succeed.This is a fantastic opportunity within a hugely relevant space. The company are multi-award winning so apply today to be considered for the role! "	"Manchester, Greater Manchester, England, UK"	"IT, Sales and Marketing"	"Graduate, Public Sector"	NA	"£25k - 28k per year"	"Interaction Recruitment PLC"	"Emma Stuart"	"JS285308"	"30/11/2018 10:43:40"	"http://www.jobserve.com/Gkp0o"	NA	NA
"Data Scientist "	"£500 per Day"	"East London"	"Contract"	"Data Scientist "	"East London - £500 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Data Scientist - interviews this week.Fantastic opportunity to work with an End User.Strong programming background.Strong experience in AWS, Java, Python, R, AWS and Spark (machine learning, Python, Scala, Java).Collaborate with engineering team to design and implement scalable, efficient and automated data analysis processes using AWS Big Data services.Cloud experience.*Strong foundation in computer science including data structure, algorithms, memory management and distributed computing. Please contact Shikha at (see below) "	"East London, UK"	"IT"	NA	NA	"£500 per Day"	"Careerwise"	"Shikha Sharma "	"JS-SHIKHA_DATA SCIENTIS"	"03/12/2018 19:59:35"	"http://www.jobserve.com/GlTDp"	NA	"6 months"
"Research Engineer (Python, Deep Learning, Automation Platform)"	"£90k - £100k per annum"	"City of London"	"Permanent"	"Research Engineer (Python, Deep Learning, Automation Platform)"	"City of London - £90k - £100k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Research Engineer (Python, Deep Learning, Applied Research)We are looking for a Research Engineer (Python, Deep Learning, Applied Research) to help us build our brand-new research lab located in Central London. We are creating a brand-new AI Platform, dominated by Deep Learning and Machine Learning techniques, that will change the game across Industry, Business and Finance.We are taking years of academic research, combined with our experiences in industry, to create a product that will change the way the commercial world operates. Laying the foundations for an Autonomous Workforce to take more control, be more efficient and incredibly cost-effective.As a Research Engineer (Python, Deep Learning, Applied Research) within our business, you will be able to utilise your strong passion for producing high-end, quality research suitable for publication in key conferences such as: NIPS, ICML, AAAI, and then applying your research to products, improving this automation system even further. In this Research Engineer role, you will be developing Advanced Machine Learning systems and Evaluating Algorithms to propel this new AI platform.What we can offer as Research Engineer (Python, Deep Learning, Applied Research):A chance to develop a product that will have wide-ranging uses across the world in large business from varying sectors.To help build a brand-new research lab in Central London from the ground up.The opportunity to work within a small Research Engineer team, utilising expertise gained at some of the highest-ranking institutions in the world.To work within a flexible, friendly environment, where you will be able to spend time working on some of your own projects. Key Skills as a Research Engineer: Python, Automation Platform, Deep Learning, Applied Research, Machine Learning, MSc, PhD, Comp Sci, Mathematics, Algorithms, Statistics, C++, Deep Learning, NIPS, AAAI, ICML, Software Engineer, Tensorflow, Algorithmic Design. "	"City of London, UK"	"IT"	"Executive"	NA	"£90k - £100k per annum"	"Understanding Recruitment"	"Thomas Attwell "	"JS-BBBH5431"	"03/12/2018 05:00:27"	"http://www.jobserve.com/GlHhf"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Software Engineer/Software Developer (Python, Linux, ML Tech)"	"£75k - £90k per annum + company benefits, equity"	"London"	"Permanent"	"Software Engineer/Software Developer (Python, Linux, ML Tech)"	"London - £75k - £90k per annum + company benefits, equity"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Software Engineer/Software Developer (Python, Linux, ML Tech):We're looking for a passionate Software Engineer/Software Developer (Python, Linux, ML Tech) who is willing to take on a hands-on approach and bring their own relevant experience to an organisation that are focusing their Machine Learning Research and development on building an advanced Machine Learning platforms for trading and analytics, specifically within sporting.As a Software Engineer/Software Developer you will be a part of a very dynamic and collaborative team who are building a next generation platform, which will help turn prototype trading models into systems that are production-ready. You will be an integral part of their vision as they draw on their industry-leading machine learning research and development. You will be part of a small team, with opportunity to publish papers, work on own projects and collaborate on ML models and algorithms with your surrounding team members.As a Software Engineer/Software Developer you will be working closely with the surrounding Machine Learning Engineers, Software Developers, as well as the Research team - programming in Python and C++ mainly. What we can offer a Software Engineer/Software Developer (Python, Linux, ML Tech):To work in a high profile start-up who are self-funded and profitable alreadyStrong salary and package offeredFlexible working environment and hoursPublishing papers, time to work on own projects during the weekKey Skills: Software Engineer/Software Developer (Python, Linux, ML Tech); Tensorflow, C++, C, Java, Python, C#, Distributed Algorithms. Distributed systems, BSc, MSc, MPhil, PhD, Post-Doc, Research, R&D, start-up, Multithreading. Machine Learning, AI, Artificial Intelligence, NLP, Natural Language Processing, Linguistics, Computational Biology, Computational Linguistics, Reinforcement Learning, Multi-Agent Systems, Deep Learning, Bayesian Inference, Probabilistic Models, Computer Vision, Machine Intelligence, Cython, Linux"	"London, UK"	"IT"	NA	"ASAP"	"£75k - £90k per annum + company benefits, equity"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:31"	"http://www.jobserve.com/GlHhm"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Senior Test Automation Engineer"	"£45k - £60k per annum + Benefits"	"Uxbridge"	"Permanent"	"Senior Test Automation Engineer"	"Uxbridge - £45k - £60k per annum + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Senior Test Automation EngineerWe have a very exciting opportunity for a Senior Test Automation Engineer to join an innovative start-up based in Uxbridge, who are looking to use the latest advancements within machine learning and computer design to revolutionise the security market. They are currently in the process of building their engineering team and would like to take upon a self-motivated and experienced Senior Test Automation Engineer who has the imagination, skills and ability to use or develop the right tools to test products.Working as a Senior Test Automation Engineer, your role will include:Building a test automation platform from scratch.Building system networks and test tools to simulate network traffic.Being innovative to realise an infrastructure framework to simulate a large customer deployment along with generating suitable test traffic.Contributing to product development.Required skills for the Senior Test Automation Engineer position:Functional programming experience (JS, Python, Ruby, Go, C, Java, etc.).Deep understanding or automation testing.Strong understanding of networking and API testing.Strong knowledge of various testing methodologies.This is a fantastic opportunity for a Senior Test Automation Engineer to join a disruptive organisation and work with cutting-edge technology, as well as some of the brightest minds in the industry!Senior Test Automation EngineerLocation: Uxbridge (With travel to Oslo when required)Salary: £45k - £60k + benefitsPlease apply now for immediate consideration!Understanding Recruitment is acting as an agency on behalf of this vacancy"	"Uxbridge, UK"	"IT"	NA	NA	"£45k - £60k per annum + Benefits"	"Understanding Recruitment"	"Joseph Gleed "	"JS-BBBH5367"	"03/12/2018 06:01:07"	"http://www.jobserve.com/GlIed"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Java Developer - Artificial Intelligence - Java 8, Kafka"	"£50k - £75k per annum"	"London"	"Permanent"	"Java Developer - Artificial Intelligence - Java 8, Kafka"	"London - £50k - £75k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Java Developer - Artificial Intelligence - Java 8, Microservices, Kafka.Company | I am partnered with a rapidly growing start-up based in Central London, who are at the forefront of Artificial Intelligence. They are looking for someone who is passionate about AI, Machine Learning and Big Data technologies. Role: Java Developer | You will be working on the main Intelligence platform, developing brand new Microservices and Back End APIs, as well as maintaining and enhancing those in place. There are several opportunities for continued learning in the cross-functional software development team.Required Skills (Java Developer):Java 8MicroservicesKafkaSpring BootDesired Skills (Java Developer):AWSDockerSQLBenefits: This is the perfect opportunity for a Java Developer looking to get into the AI space. This start-up will offer you a whole range of benefits, including bonus schemes, life insurance, equity, free breakfast, work from home opportunities, dress down and flexible hours!If you are an experienced Java Developer, looking to get into AI, please apply today.Java Developer - Artificial Intelligence - Java 8, Microservices, Kafka."	"London, UK"	"IT"	NA	NA	"£50k - £75k per annum"	"Oliver Bernard"	"Tilly Warren "	"JS-AITW04"	"04/12/2018 12:03:53"	"http://www.jobserve.com/GlZ9g"	"About Oliver Bernardwww.oliverbernard.co.uk/Oliver Bernard is a leading technology recruitment consultancy, specialising in placing both permanent and contract IT professional's in London. Founded by experienced recruiters who have a successful reputation of providing a high level of service to clients and candidates alike, within Java, Web, JavaScript, PHP, Ruby, Python, C++, C#/.NET, QA, Devops, Project Management and BA."	NA
