"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Business Studies Teacher"	"35k Annual 00 GBP"	"Sevenoaks, Kent"	"Unspecified"	"Business Studies Teacher"	"Sevenoaks, Kent - 35k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Business Studies Teacher in Sevenoaks, KentRikama Education are currently looking for a Business Studies Teacher to work in Sevenoaks on a permanent basis from January/February 2019 your day to day duties will include: Classroom management Compiling and updating individual learning plans for students Teaching Business Studies to KS3, KS4.KS5, GCSE, A-Level, BTEC Marking and planning for all lessons Lead a strong and supportive team Maintaining and improving the academic results of their studentsTo be considered for this exciting Business Studies Teacher role, you will need the following experience: Hold qualified teaching status -QTS Have previous experience teaching the UK curriculum Have strong classroom management skills Have strong knowledge of the KS3, KS4 and KS5 curriculum Must work well with staff and pupils alike Experience teaching Business Studies up to BTEC Or A LevelOur client is looking for a Business Studies Teacher to join a busy team to support and develop students.They are a creative school where all students flourish and make exceptional progress resulting in an Very Good' ofsted report. The staff are dedicated and passionate to inspire the students to be the best they can be. The school helps students develop a range of transferable skills such as teamwork, leadership, independence, communication, and time management. The SLT team within the school is supportive of the staff and operates an open-door' policy, looking to staff to contribute towards ideas.If you are interested in applying to this Business Studies opportunity, please click apply now below "	"Sevenoaks, Kent, UK"	"Education"	NA	"35k Annual 00 GBP"	"Rikama Education Ltd"	"Rikama Education Ltd"	"JS3561_36314543/598331950"	"07/12/2018 09:05:16"	"http://www.jobserve.com/Gl2lR"	NA
"Dynamic Class Teacher"	"664.00 - 40372.00 Annual 00 GBP"	"London"	"Unspecified"	"Dynamic Class Teacher"	"London - 664.00 - 40372.00 Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Dynamic Class Teacher *January 2019 *Permanent contract *Wandsworth  Do you have the skills to teach the next generation?  We are working with a dynamic and thriving primary school that has a creative approach to education.  Are you an experienced teacher with a proven record of raising achievement?   Are you a NQT with a passion for teaching and learning?   Do you feel you can make a significant contribution to this school's on-going success?  We are looking for a dynamic class teacher to join this school's ever increasing team. The successful dynamic class teacher will:  Be innovative and creative in their teaching strategies Be open to work collaboratively Recognise the varying needs of the children The school can offer:  A caring and supportive whole school communityA supportive, warm and welcoming atmosphereHappy, enthusiastic and well behaved childrenA commitment to your on-going professional development We welcome applications from prospective dynamic class teachers. To express your interest, please contact Nurani by emailing  "	"London, UK"	"Education"	NA	"664.00 - 40372.00 Annual 00 GBP"	"REESON EDUCATION"	"REESON EDUCATION"	"JS3561_36546717/598325801"	"07/12/2018 09:05:02"	"http://www.jobserve.com/Gl2lB"	NA
"NQT - Secondary Teacher - Outstanding School - North London"	"GBP"	"Enfield, Middlesex"	"Unspecified"	"NQT - Secondary Teacher - Outstanding School - North London"	"Enfield, Middlesex - GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"NQT Secondary Teacher - Enfield  Are you looking to relocate to London in September 2019 and would like to secure a role before Christmas? We are recruiting for an extraordinary expanding secondary school that are seeking NQT Teachers in all subjects!  *NQT Teacher position in North London*Excellent CPD/weekly coaching*Position starting in September 2019!*Competitive salary + Benefits The School- Outstanding in all features!- History of supporting NQTs through induction and RQT year- Excellent behaviour policy- CPD, weekly coaching and fast progression into management  The NQT Role- Successful School, great GCSE and A-Level results- Opportunities to assist A-Level classes to prepare you for sixth form teaching- Lots of extra-curricular! Have a passion for something? Create your own club! The Ideal NQT- Desire to be an outstanding teacher- Keen to go the extra mile for both pupils and colleagues - A desire to contribute to extra-curricular with your own club!- Passion for high standards of education If you are looking for an exciting, trend-setting secondary school in Enfield where you can hone your teaching skills and move your career in the right direction, this Science Teacher NQT post is the position you have been waiting for. Click 'Apply now' to send your CV to Sophie Kelly at EduStaff. Please note: due to the volume of applications, only successful applicants will be contacted "	"Enfield, Middlesex, UK"	"Education"	NA	"GBP"	"Edustaff"	"Edustaff"	"JS3561_36783233/599522291"	"07/12/2018 09:04:45"	"http://www.jobserve.com/Gl2kw"	NA
"Food Technology Teacher - North London"	"42k Annual 00 GBP"	"Barnet, Hertfordshire"	"Unspecified"	"Food Technology Teacher - North London"	"Barnet, Hertfordshire - 42k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Food Technology Teacher Janaury or ASAP Start! Academics is searching for a Food Technology Teacher required to start ASAP at a secondary school based in North London. The role will be start ASAP or in January 2019 What we need from you Qualified teacher Status (QTS) or a UK recognised equivalent teaching qualificationBe passionate and energeticNQTs are welcome to applyA valid DBSThe right to work in the UKApply Today! Call Ben Email  "	"Barnet, Hertfordshire, UK"	"Education"	NA	"42k Annual 00 GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36777474/599120063"	"07/12/2018 07:03:26"	"http://www.jobserve.com/Gl2Fp"	NA
"Science Teacher (Biology) required - Ellesmere Port"	"GBP"	"Ellesmere Port, Cheshire"	"Permanent"	"Science Teacher (Biology) required - Ellesmere Port"	"Ellesmere Port, Cheshire - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Are you an Science (Biology) trained teacher looking for full time work?Teaching Personnel are working on behalf of a secondary school in Ellesmere Port who have a need for a Biology Teacher on a long term basis for Maternity Cover from January.You'll be required to start in January when the school returns from the Christmas break, working full time within the schools Science department. The timetable consists of KS3 and GCSE Science teaching, previous experience is required for any interested applicants. You may on occasion be asked to cover other lessons within the department; planning and set work will be provided along with the department's full support.The role:- KS3/4 Science teacher, full time position- Supportive department with excellent facilities- Allocated PPA/Planning time- Long term supply position for maternity cover, salary negotiable (dependant on experience)- School situated in Ellesmere Port- The school is easy accessible and has close public transport linksThe school is a \"good\" co educational secondary school with a sixth form. Due to facilities and core subject status, Science is a subject with good pupil interest, the school are happy to consider all experience levels from interested Biology teachers, full support provided for newly qualified teachers.If you are looking for an Science position in January or for more information on this role or any other positions we have available please contact Danielle on For immediate consideration apply for this excellent teaching opportunity here: All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Ellesmere Port, Cheshire, UK"	"Science"	NA	"GBP"	"Broadbean_UK_Organic"	"Broadbean_UK_Organic"	"JS4BB27BC5/599779229"	"12/12/2018 09:18:46"	"http://www.jobserve.com/Gm4UJ"	NA
"ICT Teacher - 3 days a week"	"GBP"	"City Of Westminster, London"	"Permanent"	"ICT Teacher - 3 days a week"	"City Of Westminster, London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description REESON Education is looking for an ICT teacher to teach within a high-achieving all-girls school on a part-time basis (3 days a week) from January 2019. This is a part-time post teaching ICT across key stages 3 & 4 until the end of the academic year in the first instance. The school has a longstanding history of academic excellence (87% A*- C at GCSE including English & Maths) in addition to an Outstanding Ofsted report. This school has an extremely prestigious reputation and is an excellent place to work both in terms of students and staff members. To be considered for this opportunity, or find out more, please forward a CV as soon as possible.School InformationThis is an outstanding all-girls school based in the heart of London. The school has an academic history of excellence (87% A*- C at GCSE including English & Maths) in addition to state of the art facilities. This over-subscribed school has four applicants for ever space available and boasts a brilliant reputation within the local community. All in all this is an excellent school to work within both in terms of students and staff members.The School was judged to be 'outstanding' by OFSTED in March 2009 and November 2005. We are proud of our ethos of continual self-improvement, which characterises every aspect of our rich and culturally diverse school. In 2012 the school was named amongst the top 100 non-selective schools, in recognition of excellent attainment and progress of our students at KS4. In March 2008 the school was designated a High Performing Specialist School and our Training School initiative was launched in September 2008, building on our passion for excellent teaching and learning as well as our commitment to our language specialism and international ethos.Required Skills and expertiseBe an excellent, inspiring teacherHave a proven track record of improvementBe able to creatively contribute to the development of the students and the curriculumCompany InformationREESON Education is London's Premier Recruitment Agency. Established in 2006 by experienced teachers, education professionals and recruitment specialists, we have built our business and reputation on the cores values of honesty, integrity and excellence.We care about education and the provision of education and have established an excellent reputation with schools and teachers alike.At REESON Education we work closely with a large network of Nurseries, Primary Schools, Secondary Schools and Colleges across London. Our client base provides us with an abundance of available daily supply, long term and permanent opportunities across all age groups in all areas of London.SalaryMPS/UPSApplicationTo be considered for this opportunity, or find out more, please forward a CV as soon as possible. "	"City Of Westminster, London, UK"	"Education"	NA	"GBP"	"Reeson Education"	"Reeson Education"	"JS92E7846D/599178653"	"07/12/2018 07:06:19"	"http://www.jobserve.com/Gl2JA"	NA
"KS1 teacher - ASAP start - £140 per day"	"140.00 - 210.00 Annual GBP"	"London"	"Unspecified"	"KS1 teacher - ASAP start - £140 per day"	"London - 140.00 - 210.00 Annual GBP"	"Unspecified"	"Posted: Wednesday, 12 December 2018"	""	"A Lambeth based Primary School is seeking to appoint an experienced and motivated KS1 teacher who will be an enthusiastic and committed member of the school community. This Primary school is dedicated to motivation, inspiration and excellence. the school is a happy, thriving and successful school with a positive, caring and imaginative learning environment that gives our children the very best start in life. What the school offers: Exciting opportunities and developmentA forward thinking academic curriculum, with an emphasis on pupils developing natural talents and enquiring mindsChildren who are eager to learn, confident and enthusiasticStaff who are fully committed to making a differenceDedicated PPA time with CPD opportunitiesSuperb resources in excellent facilitiesThe successful candidate will be: An enthusiastic and consistently strong practitioner with a sound knowledge and understanding of primary educationAn innovative and effective classroom practitioner who is passionate about learning and teachingAn effective communicator with parents and colleagues Highly motivated and able to motivate othersAPPLICATION REQUIREMENTS FOR VERITAS EDUCATION All applications are subject to an Enhanced DBS Disclosure, professional reference checks, Overseas Police Clearances (if applicable) in line with our stringent safeguarding policyYour CV must cover the last 10 years of employment history where possible and all employment breaks must be explainedYou must have legal right to work in the UKYou must be willing to attend a registration interviewVeritas Education work with a variety of schools covering a wide geographical area. We deal with teaching placements at Primary, Secondary and college level as well as support staff positions also within these. Disclaimer 'Nothing within the above advert was in any way designed or intended to discriminate on the grounds of age, gender, race, colour, religion, disability or sexual orientation. Veritas Education is an Equal opportunities employer and is proud in the knowledge that all placements are made on merit and suitability. We accept applications from all sections of the community.' "	"London, UK"	"Education"	NA	"140.00 - 210.00 Annual GBP"	"Veritas Education Recruitment Ltd"	"Veritas Education Recruitment Ltd"	"JS3561_36721119/590368998"	"12/12/2018 09:04:23"	"http://www.jobserve.com/Gm4If"	NA
"English Teacher Required For A Good School In Dorking"	"GBP"	"Dorking, Surrey"	"Permanent"	"English Teacher Required For A Good School In Dorking"	"Dorking, Surrey - GBP"	"Permanent"	"Posted: Sunday, 9 December 2018"	""	"Job Description An Ofsted 'Good' School in the Dorking area require a full time English Teacher to join there already successful team. The role will include planning and preparation and you would be required to teach across KS3-KS4, with the potential of having to teach at KS5 as well. The school are looking for someone to start ASAP - all applications are welcome. Our mission: educating for life in all its fullnessAt our School we strive to inspire, guide and support every member of our community towards being the best person they can be. We challenge ourselves daily to improve who we are and what we do, acknowledging that we will need to work hard together to achieve this. We are committed to creating a happy, secure and purposeful school environment in which everyone can develop and grow intellectually, academically, socially and spiritually. We want to enrich the lives of all members of our school by providing a wealth of stimulating opportunities that allow us to flourish through our levels of confidence, self-belief and self-worth so that we are fully equipped to deal practically and emotionally with whatever our future holds, both in school and beyond its gates.Requirements:Relevant Teaching QualificationExperience teaching English from KS3-KS4, KS5 desirableHigh expectations for all students and a willingness to help them succeedEffective team working to support all teachers, support staff and outside agenciesWhat Teaching Personnel can offer:Excellent pay ratesWeekly payDedicated consultantCPD development and trainingCash rewards for referralsIf you feel you are suited for the above role then please call me today to discuss this further- Matthew Handcock  Teaching Personnel is committed to safeguarding and welfare of children. All candidates applying to jobs through Teaching Personnel must undertake or have undertaken an Enhanced Disclosure via DBS-Full assistance provided (AGY) All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Dorking, Surrey, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSFEEB84D1/600698628"	"09/12/2018 13:02:43"	"http://www.jobserve.com/GmT3H"	NA
"Reception teacher to start from January"	"130.00 Daily - 160.00 Daily £130 - £160/day GBP"	"Ealing, London"	"Contract"	"Reception teacher to start from January"	"Ealing, London - 130.00 Daily - 160.00 Daily £130 - £160/day GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"I have a lovely 3 form entry school in Ealing, rated as 'Good' (ofsted) looking for a Reception teacher to join them from January 2019Its a creative school, very friendly and vibrant. This school is very hands on from its early years right up to Juniors. Its very supportive. Open to Newly qualified teachers.Great transport links and car park facilities for staffI am looking for a candidate who: Is a good/outstanding classroom practitioner with a love of teaching and an enthusiasm for ensuring that every child achieves their full potential. Is passionate about children's learning and can demonstrate the characteristics that are required to raise pupil attainment and accelerate their progress. Has the drive and ambition to go the extra mile to make great things happen for the children  Is caring, approachable and will have a commitment to working in partnership with parents and the local community. Is enthusiastic and would work well as part of a teamA fully enhanced DBS check that is on the update serviceFor further questions please drop me an email on (url removed) or call me of "	"Ealing, London, UK"	"Education"	NA	"130.00 Daily - 160.00 Daily £130 - £160/day GBP"	"Protocol Education"	"Protocol Education"	"JS209093231/604643731"	"13/12/2018 15:04:08"	"http://www.jobserve.com/GnKrA"	NA
"MFL - French Teacher - Birmingham- January 2019"	"110.00 Daily - 170.00 Daily £110 - £170/day GBP"	"Birmingham"	"Permanent"	"MFL - French Teacher - Birmingham- January 2019"	"Birmingham - 110.00 Daily - 170.00 Daily £110 - £170/day GBP"	"Permanent"	"Posted: Thursday, 13 December 2018"	""	"MFL - French Language Teacher - Birmingham- January 2019!Are you looking for a position to start in January 2019?Academics Ltd (one of the top 10 education Agencies nationwide) is supporting a 'good' secondary school in Birmingham with recruiting enthusiastic French teachers. We are looking for qualified & experienced French teachers to fill these positions urgently. This position requires organisation and confidence when working day to day, on a short term basis and long term roles.If you are a graduate who is also looking to get into teaching, this would be a great opportunity to gain some work experience in a mainstream secondary environment. It would also be good to see if teaching is the right career for you. The school itself is well known and would offer great support for new employees when working there. This is a brilliant opportunity to experience a secondary education setting. You will be looking to be teaching French to a KS3 & 4.Job Role. Supervising young people in KS3 & KS4 in the classroom. Registrations. Lead French classes when the teacher is not present. Responding to student queries about the work set. Dealing with any student emergencies (in accordance to the school policy) that may occur. Developing and encouraging, supporting students' academic learning Job Requirements. Reliability and flexibility. Excellent time-management. Leadership skills. Valid DBS. A French degree or in a relevant subject. Qualification (QTS/PGCE) is desirable. Available to start in January 2019. Be able to travel around Birmingham. At least 1 year experience in a UK secondary schoolWe are expecting our staff to work between 3-5 days a week on a competitive rate of salary.All candidates are welcome for this role. It involves varied work which could be very rewarding as you would be working with the younger generation and helping them achieve their very best.This may be your perfect opportunity you.Please send your CV OR CALL for an immediate interview "	"Birmingham, UK"	"Education"	NA	"110.00 Daily - 170.00 Daily £110 - £170/day GBP"	"Academics Ltd"	"Academics Ltd"	"JS209126861/604640421"	"13/12/2018 11:02:51"	"http://www.jobserve.com/GnJBC"	"Graduate"
"Business & Economics Teacher Job"	"145.00 - 200.00 per day GBP"	"Barnet, Hertfordshire"	"Contract"	"Business & Economics Teacher Job"	"Barnet, Hertfordshire - 145.00 - 200.00 per day GBP"	"Contract"	"Posted: Thursday, 13 December 2018"	""	"Business Studies & Economics Teacher | January Start | North London - Enfield * Judged by Ofsted to be an 'Good' School * Main or Upper Pay Scale - Inner London * Fantastic Leadership Team, and outstanding CPD opportunities An inspiring Business Studies & Economics Teacher is required at an outstanding secondary school in North London. \"A dynamic school where students make outstanding progress academically and reach high standards\". Ofsted! Veritas Education are looking to appoint a Business & Economics Teacher to A-Level for a highly organised and high-achieving school in,Enfield North London.This is an outstanding mixed secondary school with sixth form located in North London with easy transport links. From September, they are looking to appoint an experienced or outstanding Newly Qualified Teacher Business Studies and Economics. Over the past 5 years this school has grown within the LEA and constantly been one of the highest achieving schools in the Borough. Last year the school was proud to announce the best academic year ever, when 68% of the students received A*-C GCSE graded in Maths and English. If you're interested in working for this school you will need to be * Able to teach Business Studies and Economics to KS3, KS4 & KS5.* An good to outstanding teacher in this subject * Have a passionate belief in the school's mission statement * Be highly organised, ICT literate and have excellent communication and motivational skills to engage young people and be prepared to deliver after school intervention exam preparation. In return you will join a school that is: * Passionate about its mission of 'Promoting a culture of educational excellence, from within a caring and secure environment * Has a supportive ethos & concern for the well-being of all members of learning community * Has high ambitions for all and provides excellent opportunities for professional development * Is well-ordered with high standards of commitment from students, staff and parents and the school has a dynamic * Engaging and highly talented workforce of diverse backgrounds. The school also offers an excellent induction programme within a friendly and supportive environment, and they are committed to high quality professional development and continuous improvement in teaching and learning.  APPLICATION REQUIREMENTS FOR VERITAS EDUCATION All applications are subject to an Enhanced DBS Disclosure, professional reference checks, Overseas Police Clearances (if applicable) in line with our stringent safeguarding policyYour CV must cover the last 10 years of employment history where possible and all employment breaks must be explainedYou must have legal right to work in the UKYou must be willing to attend a registration interviewVeritas Education work with a variety of schools covering a wide geographical area. We deal with teaching placements at Primary, Secondary and college level as well as support staff positions also within these. Disclaimer 'Nothing within the above advert was in any way designed or intended to discriminate on the grounds of age, gender, race, colour, religion, disability or sexual orientation. Veritas Education is an Equal opportunities employer and is proud in the knowledge that all placements are made on merit and suitability. We accept applications from all sections of the community.' "	"Barnet, Hertfordshire, UK"	"Education"	NA	"145.00 - 200.00 per day GBP"	"Veritas Education Recruitment Ltd"	"Veritas Education Recruitment Ltd"	"JS3561_36673818/587193997"	"13/12/2018 09:03:38"	"http://www.jobserve.com/GnIEN"	NA
"History teacher - Twickenham £150 - £200 a day"	"150.00 - 200.00 Annual GBP"	"Twickenham, London"	"Unspecified"	"History teacher - Twickenham £150 - £200 a day"	"Twickenham, London - 150.00 - 200.00 Annual GBP"	"Unspecified"	"Posted: Thursday, 13 December 2018"	""	"Location: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 Are you a qualified History Teacher looking for a new opportunity? Teaching Personnel are seeking an established History teacher who is looking for a great career opportunity with a chance to excel within an excellent Humanities department. The College offer an exceptional support network for the suitable candidate. Can you deliver History to students that have a strong interest in learning? We are looking for a Geography teacher with experience of teaching the full age range from KS3-KS5 to start in January 2019. You will be joining a thriving Humanities department, where students all achieve high results at GCSE. The successful candidate will have the ability to teach Geography across the full age range, preferably including AS and A Level. You will be passionate about your subject with excellent curriculum knowledge and able to motivate and inspire your pupils. If you are a proactive and enthusiastic History teacherlooking for a new role in the new academic year, please forward your CV to Conor at Teaching Personnel today for consideration.  The suitable candidate will have the following skills;  Be able to inspire and motivateKeen to progress and developHave excellent subject knowledgeExcellent team playerProvide new and innovative ideas for the facultyMinimum of 1 years' experienceLocation: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 All candidates must possess a recognised Teaching Qualification (PGCE, QTS, BEd. or equivalent). All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. For Support staff our minimum requirement is GCSE E.n.g.l.i.s.h & M.a.t.h.s (A-C) or equivalent. All pay rates quoted will be inclusive of 12.07% statutory holiday pay. Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. Privacy Notice "	"Twickenham, London, UK"	"Education"	NA	"150.00 - 200.00 Annual GBP"	"Teaching Personnel Ltd"	"Teaching Personnel Ltd"	"JS3561_36518185/596908116"	"13/12/2018 07:02:05"	"http://www.jobserve.com/GnHku"	NA
"Maths Teacher- Temp to Perm- Hillingdon"	"500.00 - 33.5k Annual 00 GBP"	"Ruislip, Middlesex"	"Unspecified"	"Maths Teacher- Temp to Perm- Hillingdon"	"Ruislip, Middlesex - 500.00 - 33.5k Annual 00 GBP"	"Unspecified"	"Posted: Monday, 10 December 2018"	""	"The school has a long standing history of excellence and pupils are keen to learn which makes teaching for any teacher a dream at this school. The school has large parking facilities for you and teachers tend to arrive at this school for 8.20am. To be considered for this role:- Qualified teacher status gained by PGCE, GTP or schools direct. UK Naric converted qualifications are all accepted.- Previous experience working within a secondary school environment based in the UK will also be necessary for this role.The key benefits of working with Simply Education are:- Your own personal consultants that will help support you throughout your placement.-Competitive pay rates (Pay can be negotiated depending on experience)-Access to online lesson resources-CPD courses that are conducted by our Educational development managers who - are X educational professionals.-In school support and access to mentors to help you with advice, or guidance. You are never alone.All successful candidates will be required to undergo relevant safeguarding checks including full applications form and an enhanced DBS with a barred list where appropriate. "	"Ruislip, Middlesex, UK"	"Education"	NA	"500.00 - 33.5k Annual 00 GBP"	"Simply Education Ltd"	"Simply Education Ltd"	"JS3561_36794452/600488943"	"10/12/2018 07:03:20"	"http://www.jobserve.com/GmgD5"	NA
"Sheffield Teacher (Talent Pool)"	"GBP"	"Sheffield"	"Permanent"	"Sheffield Teacher (Talent Pool)"	"Sheffield - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description We are recruiting!The Supply Register is the modern way of working for modern supply teachers and support staff.Do you want to be the first to see jobs? Be able to accept/reject job? Manage your own availability? Have all your compliance and admin in one place? Our web based technology platform can do that for you, leaving you free time to do other things you want to do.We will build you a free profile, which holds all your compliance documents, timesheets and bookings in one place. This can be accessed via desktop or mobile at your convenience. Then you are free to accept/reject jobs, be the first to know about jobs, build direct relationships with schools, update your availability day-by-day and receive a better rate of pay.We are currently working with a Primary Academy Trust in the Sheffield area who are seeking to build a bank of good to outstanding qualified Teachers. NQT's will also be considered. The ideal candidate will: . Be a qualified primary teacher with a record of delivering good and outstanding lessons across KS1 and/or KS2 (NQT's will also be considered) . Have evidence of supporting students to make or exceed expected progress.. Have an excellent record of forging positive relationships with students to encourage learning. Have a resilient character and a strong personal drive. Have an exemplary attendance record The Role: . To deliver outstanding teaching and learning to help students achieve their best across KS1 and/or KS2. The ability to design engaging and fun lessons that inspire students Key Responsibilities:. To ensure that students are safe and provided with an environment that allows them to take risks in their learning and become lifelong learners. To plan, resource and deliver challenging, varied and differentiated lessons. To help to establish and maintain exemplary student behaviour for learning. To contribute to the effective working of the wider school. To meet all aspects of the Professional Teaching Standards Qualification Criteria:. QTS/NQT. 6 or more weeks recent classroom experience. Eligibility to work in the UK. Holds an enhanced DBS on the update service If you're interested in the positions and would like to join The Supply Register free of charge please click apply or call the office for further infromation.  "	"Sheffield, UK"	"Education"	NA	"GBP"	"The Supply Register Ltd"	"The Supply Register Ltd"	"JS2DD9468C/599779253"	"08/12/2018 11:06:45"	"http://www.jobserve.com/GmDiP"	NA
"Hampshire Science Teacher"	"GBP"	"Emsworth, Hampshire"	"Permanent"	"Hampshire Science Teacher"	"Emsworth, Hampshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Science Teacher required in Emsworth - January start or soonerAn opportunity for a Fully Qualified Teacher of Science has arisen in a Hampshire School near to Emsworth. The position is temporary with the view to become permanent for the right candidate. This is a full time position although the school are willing to consider a role share. Applicants should have the ability to teach the Sciences up to a GCSE level across a wide range of mixed ability classes.In its most recent Ofsted, the school retained its \"Good\" status with particular praise for its staffs attention on attainment and focus within all lessons, and their ability to keep students engaged and on task. The school is a Local Education Authority School with students from a range of backgrounds and beliefs. The school consistently provides excellent opportunities within its curriculum, drawing on experiences from previous years and allowing staff to be innovative and creative within their planning and delivery. With strong focus on progress and attainment scores, the school is committed to bridging the gap in its core subjects.The role is within a well resourced department who strive for excellence. With its modern facilities, teachers can deliver lessons that capture pupils attention and allow them to explore science in great depth. The department boasts teachers from varying backgrounds and levels of experience and are encouraged to collaborate to create the best learning environments and lessons for its students.The ideal candidate will be;A fully Qualified Teacher with UK QTS or equivalentPassionate about the SciencesAble to teach Chemistry, Biology and Physics up to GCSE, ideally with specialism in one subjectAble to bring innovative and creative ideas to the roleA positive role model for staff and studentsWilling to work cohesively to plan lessonsAble to provide excellent feedback verbally and written to pupilsTeaching Personnel can offer;Weekly pay on a PAYE basisAccess to discounted CPD to continue to develop your careerGreat exposure to schools in your areaInterview and trial preparationDedicated education consultant specialising in your areaFlexible working hours and conditionsIf you are interested in the role or others we have in Hampshire, please click \"Apply\" to upload your CV, or contact Kate at Teaching Personnel: All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Emsworth, Hampshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSB6B9853F/599159989"	"07/12/2018 09:10:01"	"http://www.jobserve.com/Gl2pV"	NA
"Media Studies Teacher"	"GBP"	"Enfield, Middlesex"	"Permanent"	"Media Studies Teacher"	"Enfield, Middlesex - GBP"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Job Description Media Studies Teacher - EnfieldEngage Education are recruiting for an enthusiastic, dynamic Media Studies teacher to take up a role in Enfield. This particular secondary school is seeking to secure a Media Studies teacher to join their successful team. This role will start as long-term with the opportunity to go permanent.With a warm and welcoming atmosphere, teachers thrive in the school. All staff joining the school are enrolled in the schools induction program with support tailored to meet individual needs. Staff are given opportunities to develop professionally and where vacancies arise, promote internally based on performance.As an Ofsted rated 'Good' school with a good reputation in the local community, the successful applicants will be joining a hard-working and supportive team.SLT at the school believes that teachers provide students with the tools to fulfil and extend their potential. As such, the school has excellent values which are at the heart of everything they do. The principal is looking to appoint an inspiring and dynamic Media Teacher with high standards.Engage Education is a widely recognised, award-winning education recruitment company. We pride ourselves on our high levels of customer service and professional development that we offer our teachers and support staff. We:Offer an excellent 'refer a friend' scheme that pays you £150 for each candidate you refer to us after they have worked and been paid for their first 10 daysPay in line with the Agency Worker Regulations (AWR) meaning you will be paid equally to a permanent employeeEnsure that you will have your own dedicated consultant who will provide ongoing support and guidanceGive you access for a wide range of CPD training through our in-house team of experienced senior leadersApplication ProcessDo you feel you meet the criteria for this exciting opportunity? If so, please either apply below or contact Engage Education directly onAll applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification.If you are not contacted within 2 working days, unfortunately, you have been unsuccessful for this role. However, we will keep your CV and continue to help you in your search for a job in education.Engage Education is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.By applying for this role, you are consenting to Engage Education Ltd storing your personal details in our fully encrypted database, in line with the new GDPR requirements. "	"Enfield, Middlesex, UK"	"Media"	NA	"GBP"	"Engage Education"	"Engage Education"	"JSAD73853A/586922294"	"12/12/2018 09:14:51"	"http://www.jobserve.com/Gm4R6"	NA
