"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"
"C# UNITY developer - C++ Programmer"	"200-250 / day"	"London"	"Contract"	"C# UNITY developer - C++ Programmer"	"London - 200-250 / day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Avanti's Key Client Based in Central London is actively recruiting for an enthusiastic and motivated developer to join their Development department. The role will involve working on a worldwide customer display with millions of retained users. Your responsibility will be to research a variety of hardware and software solutions and generate proof of concepts to be integrated with hardware deployed on the cloud (AWS). Experience in AI or Machine learning is highly sought after. As part of the Research & Development team, you will have an exciting opportunity to work on a number of applications and technologies on current game platforms. You will also be encouraged to take part in hackathons and other innovation initiatives within the global R&D department. Key Skills  Hardware Design experience  Experience with Unreal engine C/C++  Experience in Unity (C#)  Able to review, debug and enhance already produced code  Experience with testing methodology and frameworks  Experience with git/github source control  Experience with Jenkins Continuous Integration system This contract position is an initial 6 month contract with the high likelihood of extending to 12. If you feel this is of interest please do not hesitate to apply with a copy of your CV for immediate consideration. "	"London, UK"	"IT"	NA	"ASAP"	"200-250 / day"	"Avanti Recruitment Ltd"	"Peter Breakspear "	"JSUNITYCNTRACTS"	"05/12/2018 17:25:03"	"http://www.jobserve.com/GlpkO"	NA	"6 months +"
"Software engineer C++ - Computer vision"	"300-400 per day"	"London"	"Contract"	"Software engineer C++ - Computer vision"	"London - 300-400 per day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Avanti's Key client is looking for a talented and highly motivated developer to join the Applied Technologies team in their London office. The role involves the design and development of computer vision algorithms and advanced systems with a focus on extracting information from video data. You will also be encouraged to take part in hackathons and other innovation initiatives within the global R&D department. This is a 6 month contract role with the possibility to be extended. Responsibilities:  Work with a small, focused team of engineers on a research project analysing video data  Apply machine learning technics to solve Real Time computer vision problems  Design and implement proof of concept prototypes Skills and experience: The following skills are required for the role:  BS/MS degree in Computer Science, Computer Engineering, or related field  Proficiency in C++  Familiarity with state of the art computer vision techniques  Experience with at least one major deep learning frameworks (eg Caffe, TensorFlow, Torch, MXNet)  Excellent process/analytical skills  Robust software engineering and software architecture principles The following skills are not required for the role, but would be seen as highly advantageous:  MS or PhD in Computer Vision, Machine Learning, Robotics or related technical field  Experience with data science tools including Python Scripting, numpy, scipy, matplotlib   Experience with Google Vision and/or Amazon Rekognition  Experience with OpenCV  Experience with audio or video playback library integration or development.  Experience training deep convolutional and/or recurrent neural networks  Experience with Real Time image processing  Robotics background  Experience with C#  Experience with Unity and/or Unreal Engine If this is of interest please do not hesitate to apply for immediate consideration."	"London, UK"	"IT"	NA	"ASAP"	"300-400 per day"	"Avanti Recruitment Ltd"	"Peter Breakspear "	"JSAVANTI_COMPVISCONTRACT"	"05/12/2018 08:01:52"	"http://www.jobserve.com/GhtUD"	NA	"6 - 12 months"
"DevOps, Site Reliability, Kubernetes, Artificial Intelligence"	"£85k - £100k per annum + Bonus + Excellent Benefits"	"City of London"	"Permanent"	"DevOps, Site Reliability, Kubernetes, Artificial Intelligence"	"City of London - £85k - £100k per annum + Bonus + Excellent Benefits"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"DevOps, Site Reliability, SRE, Kubernetes, Artificial Intelligence£85,000 - £100,000 Base + 20% Bonus + Bupa + Dentist + Pension etcWe are looking for a DevOps/Site Reliability Engineer to work in a Tech Lead capacity for our customer, based in the City of London, supporting, engineering and keeping a finger on the pulse of the latest Automation, DevOps and Cloud technologies, in support of a next generation Artificial Intelligence Operations platform, based on the very latest advanced Machine Learning techniques. The ideal candidate will be inquisitive and bright, with a keen interest in the latest Automation, Containerisation and Continuous Delivery techniques. You will be quick to pick up recent technologies and be comfortable with white-board sessions, explaining and evangelising on the latest DevOps technologies to the current team of engineers and Data Scientists. You will work with the software architect on the design, and take ownership, of the build and operation of the production cloud and standalone environments. As the DevOps team grows, you will assume the lead DevOps role within the company.The team starts work at 10am, and there will be some flexibility to work from home, after an initial phase when the platform will move into a production state. Office attire is smart casual, and there is a great general office vibe and banter across the team, who regularly meet after office hours for drinks and nights out.Job Overview: Implement practices automating continuous testing/integration/delivery (CI/CD) processesDesign, configure, and manage auto-scaling for microservices and application clusters in application environmentsMonitor and tune the application environmentsYou will have the following knowledge, skills and experience:Creating, configuring & programming automation solutions (python and bash Scripting)Excellent understanding of Linux systemsExperienced with Docker and KubernetesExperienced with cloud providers like AWS/Google Cloud/Azure (preferable GCP)Deep understanding of CI/CDExcellent understanding and experience with the entire software delivery life cycleStrong understanding of distributed systems.Monitoring with PrometheusUnderstanding of advanced cryptography, including asymmetric (pub/priv key), symmetric, hash functions and encryption/signatures.Nice to Have'sPrevious experience in software engineering, preferably with some experience of JAVA frameworks.Knowledge of CI/CD tools like Travis-CI and Gitlab-CIBig Data Technologies: Spark, Yarn, Hive and OozieExperience building systems with Spark Streaming and KafkaExperience working with NoSQL databases such as HBase, Cassandra.Experience installing, configuring and maintaining enterprise Hadoop environments (Cloudera/MapR/Hortonworks)Understanding of Service Mesh architecture"	"City of London, UK"	"IT"	"Executive"	NA	"£85k - £100k per annum + Bonus + Excellent Benefits"	"ResourceFlow Recruitment Ltd"	"Chris Wright "	"JS-SRE DEV NEW 12"	"04/12/2018 16:18:21"	"http://www.jobserve.com/Glb9W"	NA	NA
"Big Data Engineer (Hadoop/Spark/Nifi)"	"£55k - 65k per year + Benefits"	"London, Greater London, England"	"Permanent"	"Big Data Engineer (Hadoop/Spark/Nifi)"	"London, Greater London, England - £55k - 65k per year + Benefits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Big Data Engineer (Hadoop/Spark/Nifi) Big Data Engineer is required for an exciting data management firm based in a East location. This opportunity is for a Hadoop/Spark Big Data Engineer to join a successful tech driven company. You will be client facing, and working with vast amounts of data, with stakeholders and architects to support infrastructure needs.What's in it for you as the Big Data Engineer:The Big Data Engineer will have a competitive salary of 85KFlexible working hours.Brand new stylish office location25 days holidayStrong personal development focusKey Skills and Responsibility of the Big Data Engineer:2+ years in a data engineering role Building and optimizing big data' data pipelines within the Hadoop ecosystemHadoop, Spark, NiFi, Kafka, Hive, Sqoop, Storm etcWorked extensively on SQL and a variety of database technologies.Strong programming skills in Python/Java/ScalaStrong interpersonal skillsThe following would be a great plus, but not essential:Programming experience with ScalaPrevious experience with AWS systemsGood understanding of Machine Learning capabilities (Spark MLib, Amazon Sagemaker/Google Cloud AI)Machine learning solutions (SkLearn, SparkML)Experience with DruidThis is an unrivalled opportunity to join an innovative organisation as a Big Data Engineer.To apply for this position please send a recent CV to: (see below) Keywords - Big Data Engineer, Machine Learning, Datamodelling, Hadoop, Python, Scala, AWS, Spark, Amazon, Cloud AI, PIG, Big Data Engineer, Hadoop Machine Learning, Datamodelling, Python, Scala, AWS, Spark, Hadoop, Amazon, Cloud AI, PIG, Big Data Engineer, Machine Learning, Datamodelling, Python, Scala, AWS, Spark, Amazon, Cloud AI, PIG, Big Data Engineer, Machine Learning, Datamodelling, Python, Scala, AWS, Spark, Amazon, Cloud AI, PIG, Big Data Engineer, Machine Learning, Hadoop, Datamodelling, Python, Scala, AWS, Spark, Amazon, Cloud AI, PIG, Big Data Engineer, Machine Learning, Datamodelling, Python, Scala, AWS, Spark, Hadoop, Amazon, Cloud AI, PIG Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law. "	"London, Greater London, England, UK"	"IT"	"Executive"	"05/01/2019"	"£55k - 65k per year + Benefits"	"Venturi Limited"	"Georgia Bright"	"JS46682"	"05/12/2018 18:28:09"	"http://www.jobserve.com/GlqE8"	NA	NA
"Administrator Office Manager Administration Gap Year London"	"£16k - £18k per annum"	"City of London"	"Contract"	"Administrator Office Manager Administration Gap Year London"	"City of London - £16k - £18k per annum"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Administrator required in London - Gap Year Candidates Wanted(Administration Office Manager Executive Assistant Gap Year Internship Sales Recruitment Temporary Graduate School Leaver)Joseph Harry are seeking motivated, competitive and hard-working individuals who are seeking Full time temporary work in a fast-paced office environment. This position would be ideal for students at University, on a gap year or between jobs. The role will come with the potential of earning commission, a great experience within a commercial business environment and exposure to a Client facing organisation.Established in February 2013, Joseph Harry are a team of 7 and has ambitions to grow to 150 in the next 5 years. We currently work in the technology space for financial clients in London and New York. Our clients range from listed, blue chip banks and asset managers to smaller, privately-owned trading software companies.We aspire to grow into other, fast-growing markets such as AI, machine learning and crypto-currencies. In the next three years, we will have offices in New York and Hong Kong.The company adopts a relaxed, professional atmosphere where people are encouraged to be themselves and let their personality show.Your roleAssessing advert responses for good and relevant candidatesSearching for candidates on job boards such as Monster, Jobsite, Jobserve and CW Jobs using Boolean search stringsSearching for client and candidate profiles on LinkedInHeadhuntingAdministration on the Customer Relationship Manager (CRM)Essential requirementsStrong organisation and administration skillsPositive attitude to work in a fast paced, pressurised office environmentEfficient and organised individual who can multi-taskExcellent written communicationComputer and Microsoft Office literateOpportunities for progression are available. If you would like to join a recruitment business and play an important role in the team then apply today. Sales experience is not required for this position.£16k - £18k + BenefitsFor information about what Personal Data we hold and your rights, please refer to our Privacy Policy."	"City of London, UK"	"Office and Admin"	"Graduate"	"ASAP"	"£16k - £18k per annum"	"Joseph Harry Ltd"	"Anthony Russell "	"JS-EDX"	"05/12/2018 10:14:53"	"http://www.jobserve.com/GllwU"	NA	"6-12 months"
"Data Scientist"	"£45k - £65k per annum + benefiits"	"Guildford, Surrey"	"Permanent"	"Data Scientist"	"Guildford, Surrey - £45k - £65k per annum + benefiits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Our client are seeking a Data Scientist to join the team based in Guildford, Surrey. Due to the successful growth and investment in the business the company is looking to expand its Data Science team.The successful Data Scientist is likely to have relevant experience and/or qualifications in data, software or mathematical modelling in either a research, academic or commercial environment. You are likely to have a relevant academic degree Statistics, Maths, Economics, Data Science or equivalent and have experience in the following areas;Key Experience5+ years in a data analytics/data science roleStatistical and analysis software - SAS, R, Python, Matlab or similarData analysis/manipulation and presentationMachine Learning and/or other data science related methodsKeywords: Data Scientist, Data Analysis, Analytics, Python, R, Matlab, SAS, Stata, Data Visualisation, Data presentation, Algorithms, Machine Learning, AI, Guildford, Surrey"	"Guildford, Surrey, UK"	"IT"	NA	NA	"£45k - £65k per annum + benefiits"	"Spectrum IT Recruitment (South) Ltd"	"Jack Hewitt-Coleman "	"JS-JHC-DS"	"05/12/2018 16:24:08"	"http://www.jobserve.com/Glo96"	NA	NA
"Senior Java Developer - £60k - £80k - Burgess Hill, West Sussex"	"£60k - £80k per annum"	"Burgess Hill"	"Permanent"	"Senior Java Developer - £60k - £80k - Burgess Hill, West Sussex"	"Burgess Hill - £60k - £80k per annum"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Senior Java Developer - £60k - £80k - Burgess Hill, West SussexA Senior Java Developer is required by a leading company based in Burgess Hill, West Sussex. They are currently going through a large expansion phase and looking for a Senior Java Developer to add to their current software development team. The position will involve working in small sub-teams within a larger development team working in an agile environment. Essential experience:Java 7 or 8SpringRestful APIsAgileAny experience in one or more of the following would be advantageous:Angular, ReactGit, Maven, JenkinsJunitTDDMachine learningSplunkSelenium This is an opportunity to work in an R&D environment using the latest technology stack on varied Greenfield projects. The company are advocates of a good work/life balance and offer a strong benefits package. If you are looking for an opportunity of this nature please contact or call."	"Burgess Hill, UK"	"IT"	NA	NA	"£60k - £80k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Ryan Oatley "	"JS-RO - VR/09337 - 1"	"30/11/2018 12:35:30"	"http://www.jobserve.com/Gkp82"	NA	NA
"Senior Software Engineer"	"£45k - £85k per annum"	"Croydon, Surrey"	"Permanent"	"Senior Software Engineer"	"Croydon, Surrey - £45k - £85k per annum"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Senior Software Engineer - £45k - £85k - CroydonSenior Software EngineerC/C++, Linux, Kernel, Device driver£45k - £85kCroydonSenior Software Engineer required by market leading global company based in Croydon. Due to continued growth and new product development the company now requires a Senior Software Engineer to join their existing software engineering team.The successful Senior Software Engineer will be responsible for new product development using C/C++ and will be expected to have a good understanding of low level interactions between hardware and software. The ideal Senior Software Engineer will have strong educational background with a 2:1 or above. Key experience;- C/C++- Linux- Kernel- Device Driver Any experience in one or more of the following would be advantageous;- Machine Learning- Docker- Containers If you are looking for an opportunity of this nature please contact (see below) or call."	"Croydon, Surrey, UK"	"IT"	NA	NA	"£45k - £85k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Ryan Oatley "	"JS-RO - VR/07839-1"	"30/11/2018 12:35:25"	"http://www.jobserve.com/Gkp8x"	NA	NA
"Python Developer"	"£600.00 Per Day"	"London"	"Contract"	"Python Developer"	"London - £600.00 Per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Python Developer My client are a financial services organisation based in London. They are currently looking for a Python Engineer/Data Scientist to work on a global analytics project. The successful Python Engineer/Data Scientist should have the following experience: Experience of developing and managing analytics solutions, ideally in Anaconda Exposure to managing open source repositories from external sources in a secure and approved way Some knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and Jira Data science tooling experience, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar. Awareness of cloud technologies in AWS and/or GCP, and their use within data science and machine learning Experience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository management Ideally with Exposure to Docker or other related container technologies Systems Implementation experience preferable, but not essential This is a highly urgent role and as such we are looking for candidates who are available at short notice or immediately. Python Developer"	"London, UK"	"IT"	NA	"ASAP"	"£600.00 Per Day"	"Norton Blake"	"Theo Schooling "	"JSPYTHON"	"04/12/2018 12:14:27"	"http://www.jobserve.com/GlaGi"	""	"6 months Initially"
"Data Analytics Specialist, Investment Bank, London"	"£70k - £90k per annum + bonus and benefits"	"London"	"Permanent"	"Data Analytics Specialist, Investment Bank, London"	"London - £70k - £90k per annum + bonus and benefits"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Data Analytics Specialist, Investment Bank, LondonMy client are a tier 1, global investment bank and currently building out a new analytics practice within the asset management space. At the earlier stages of their new data science function, they have an opportunity for a data scientist/analytics specialist to come in and help drive the use of new ideas, technologies and tools as they continue to evolve. You will work closely alongside the existing technology teams and business to drive the technology transformation as well as perform complex data analysis and insight with the existing technology stack.The successful Data Scientist will ideally have exposure to Asset Management, Trading, Banking or Financial Services and be an expert with traditional BI/MI data analytics tools (ideally Tableau). In addition to this, the successful data scientist should have a knowledge of programming and enough knowledge in the field of machine learning and big data analytics to drive the adoption of data science and the new analytics practice.This is an opportunity to come into an exciting area of the bank that is receiving the funding to use the latest analytics technologies. You will eventually get the chance to play a key part in driving the adoption of cloud technologies, big data analytics, machine learning whilst also working in a business facing role and gaining knowledge of financial products and asset management.RequirementsStrong Knowledge of Data Analytics (Tableau/Data Visualisation)Good knowledge of Python programmingExperience working with Big Data technologies (Hadoop/Spark)Desirable Skills/Experience Hands on experience building Machine Learning models/librariesExperience working in Asset Management/Trading/Banking/Financial ServicesKnowledge of Cloud Technologies (Google/Amazon/Microsoft)If you feel you meet these requirements and would like to find out more about this role please send a copy of your CV or call on (see below) for more information. Your application will be held in strict confidence and your CV will not be forwarded on without a prior detailed conversation about the role and company and your express permission.Allegis Group Limited operates as an Employment Business and Employment Agency as set out in the Conduct of Employment Agencies and Employment Businesses Regulations 2003. It is a company within the Allegis group of companies, the fourth largest staffing group in the world, (collectively referred to as the \"Allegis Group\"). TEKsystems, Aston Carter and Aerotek are trading names of Allegis Group Limited. If you apply, your personal data will be processed as described in the Allegis Group Online Privacy Notice available on the website.. Please note when you give us your data, we will share it within Allegis Group and this involves the transfer of such data outside the European Economic Area, subject to the protections described in the Allegis Group Online Privacy Notice."	"London, UK"	"IT"	NA	"ASAP"	"£70k - £90k per annum + bonus and benefits"	"TEKsystems"	"Eanna Flanagan "	"JS-EF_276"	"06/12/2018 14:11:52"	"http://www.jobserve.com/Glxcn"	NA	NA
"Head of Artificial Intelligence - Agile Consulting"	"£130k + healthy bonus and Benefits"	"London"	"Permanent"	"Head of Artificial Intelligence - Agile Consulting"	"London - £130k + healthy bonus and Benefits"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Agile technology delivery consultancy specialising in Agile Digital Transformation has entered the market looking for a Head of Artificial Intelligence to head up and grow a new business line for the organization.  Reporting to the CIO, the remit of the role is help drive the consultancy on the next chapter of its journey. You will be able to inspire your clients and your teams to develop them and the practice within the AI world.  Essential Skills:  Demonstrable track record of working in a leadership role within a large consultancy capacity, where you have managed large teams, delivered enterprise level programs of work and won & developed new business from scratch; demonstrable track record of working with and advising clients on there use of AI technology and then importantly having the technical foresight to be able deliver the solution to client; passionate and have a thought leadership type background within AI showing extensive knowledge around machine learning, RPA, Chatbots, Personal Advisors etc. My client is a highly respected technology consultancy based in a variety of locations across the UK, with over 1000 employees. However, this role sits in the newest part of the organization that has grown rapidly over the last three years building a strong presence within Big Data & Data Science and building out its AI capabilities is the next logical step on the journey. The core responsibilities for this role will include: Delivering high-quality AI consulting to clients around Advisory, Innovation Sprints, Alphas, On-going support/advice to AI delivery projects Grow revenue in line with the business plan Building a small, but highly expert AI consulting team Continually evolving the AI proposition to meet client expectations Writing and delivering client pitches and proposals Being a thought leader on AI both internally and externally This is a hugely exciting role for a candidate that has both a strong consulting pedigree helping build and shape consulting practices throughout their career but has a strong technical background to understand and help delivery AI technologies to a wide and varied audience. If you are positive person with a hands-on can-do attitude and a burning passion for all things AI, then this could just be the perfect role for you."	"London, UK"	"IT, Consulting"	"Executive"	"ASAP"	"£130k + healthy bonus and Benefits"	"Cloudstream"	"Ben Davis "	"JSBD/AICON"	"04/12/2018 08:59:09"	"http://www.jobserve.com/GkMoI"	NA	NA
"Trainee/Junior Recruitment Consultant Technology Finance London"	"£24k - £32k per annum + Benefits (£45-60k 1st Year OTE)"	"City of London"	"Permanent"	"Trainee/Junior Recruitment Consultant Technology Finance London"	"City of London - £24k - £32k per annum + Benefits (£45-60k 1st Year OTE)"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Trainee/Junior Recruitment Consultant (Sales Business Development Account Client Management) LondonEstablished in February 2013, Joseph Harry has grown to 10 and has ambitions to grow to 150 in the next 5 years. We currently work in the technology space for financial clients in London and New York. Our clients range from listed, blue chip banks and asset managers to smaller, privately-owned trading software companies.We aspire to grow into other, fast-growing markets such as AI, machine learning and crypto-currencies. In the next three years, we will have offices in New York and Hong Kong.We seek motivated, competitive and hard-working individuals who want to be promoted quickly, earn relative to their success and will enjoy the entrepreneurial creativity in the role.You will be trained in the technology and financial sector in which you work. You will be led, with the use of a comprehensive training schedule and handbook, through the recruitment process we take candidates through. Finally, you will also be prepared and supported for the mental resilience and optimism required in the position.As a completely meritocratic work environment, your promotion will be dictated by a clear and transparent progression plan. A person who joins now can achieve directorship ahead of others currently at the company.The company adopts a relaxed, professional atmosphere where people are encouraged to be themselves and let their personality show.Sales experience is required for this position. You must have demonstrable experience of telephone, email and face to face interaction with clients.As a competitive environment, we seek people who have excelled in two or more disciplines. This may be academia, sport, music or their current work.£24k - £32k + Benefits (£45-60k 1st Year OTE)For information about what Personal Data we hold and your rights, please refer to our Privacy Policy."	"City of London, UK"	"HR"	NA	NA	"£24k - £32k per annum + Benefits (£45-60k 1st Year OTE)"	"Joseph Harry Ltd"	"Anthony Russell "	"JS-TRREC"	"30/11/2018 08:57:17"	"http://www.jobserve.com/GkpCP"	NA	NA
"Full Stack Developer (React)"	"600 per day "	"London"	"Contract"	"Full Stack Developer (React)"	"London - 600 per day "	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Full Stack Developer (React) Contract SW6 500+pd We are looking for a full stack/Front End developer who has strong interest and experience with React. You will be working in a small team, in a big company that's helping millions of people to learn. Relevant Experience: Experience with JavaScript/NodeJS Experience with Front End libraries such as React, React Native, Angular Experience with bringing an idea fully to market Machine learning experience a plus Bot experience a plus  What we like: Solving problems Small teams Fast iterations Moonshots  Experimenting with new technologies, libraries and frameworks If you want to be part of a growing sector (education), then please apply here!"	"London, UK"	"IT"	NA	NA	"600 per day "	"Digitech Resourcing"	"Liam Hosking"	"JS"	"05/12/2018 12:17:40"	"http://www.jobserve.com/Glm0f"	NA	NA
"Finance Data Scientist"	"Negotiable"	"London"	"Permanent"	"Finance Data Scientist"	"London - Negotiable"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Finance Data Scientist Senior Consultant - Manager As a Data Scientist within the Digital Finance Enablement team, you will be at the forefront of innovative cloud enabled analytics solutions in response to the most significant challenges faced by the Finance functions of our strategic global clients.  Responsibilities will include: Identify opportunities, design and assess Finance analytics solutions, for example using machine learning to support cost categorisation, or predictive modelling and forecasting supported by Big Data and Elastic Compute Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations Develop comprehensive understanding of Finance data structures and metrics Define schemas to store the data in Cloud data warehouses for analytics, including Big Query and Redshift Interact cross-functionally with a wide variety of people and teams Make business recommendations (eg cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information Ability to effectively prioritise, estimate, plan and delegate workload to meet deadlines Being a strong team player Strong verbal, written and presentation skills Location: London with occasional domestic and international travel Suggested work pattern: Permanent full-time Your professional experience Minimum qualifications: Degree in a quantitative discipline (eg, statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering) +2 years of relevant work experience in data analysis or related field. (eg, as a statistician/data scientist/computational biologist/bioinformatician) Experience with statistical software (eg, R, Julia, MATLAB, pandas) and database languages (eg, SQL) Preferred qualifications: +3 years of relevant work experience (eg, as a statistician/computational biologist/bioinformatician/data scientist), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.  Recognised Professional Accounting qualification and/or experience working within a Finance function and Finance data role Applied experience with machine learning on large datasets. Experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations. Demonstrated skills in selecting the right statistical tools given a data analysis problem. Demonstrated effective written and verbal communication skills. Demonstrated leadership and self-direction. Demonstrated willingness to both teach others and learn new techniques. Experience in consulting or professional services "	"London, UK"	"IT, Finance, Consulting"	NA	"ASAP"	"Negotiable"	"Next Ventures Ltd"	"Michael Kwakye "	"JS"	"30/11/2018 07:03:08"	"http://www.jobserve.com/Gjik1"	NA	NA
"Solutions Architect (Pre-Sales) - Digital Transformation - Reading"	"c£70K-£80K + benefits"	"Reading, Berkshire"	"Permanent"	"Solutions Architect (Pre-Sales) - Digital Transformation - Reading"	"Reading, Berkshire - c£70K-£80K + benefits"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Solutions Architect (Pre-Sales) - Digital Transformation - Reading - c£70K-£80K plus benefits The successful candidate will be a proven Pre-Sales Solution Architect professionally experienced in the UK public and private sector marketplace for digital transformation. You should be a technically aware in one or more of: Business Intelligence and Analytics; Data virtualization and Big Data; Azure and AWS; Application Development; Application Support and Maintenance. You should have experience of working within the IT technology sector and be capable of developing solutions from high-level client concepts for enterprise transformation. These will focus on next generation technologies such as: Artificial Intelligence, Big Data, RPA, Cloud Services and Machine Learning. You will have strong customer communication skills and the ability to communicate with stakeholders at all levels. Responsibilities Lead technical sales discussions and presentations with clients; Develop appropriate and customised technical value propositions to support the sales team; Provide technical leadership and consultancy to both internal and external teams, ensuring solution design is fit for purpose, whilst meeting time and budget restraints; Design technical services or plan system integration, selecting necessary platforms and technologies to meet project requirements and user needs; Author compelling client responses to (technical) questions in a Request for Information or a Request for Proposal; Provide estimates of solution cost gathering pricing from internal stakeholders and/or external third parties; Deliver customer audits and Proof of Concepts at client premises to develop business cases for investment. REQUIREMENTS 3-7 years of experience in an IT services technical role. Hands on experience acting as Solution Architect in an RFP/RFI process.s supported by other team members at busy times. Extensive experience of dealing with customers to understand needs and design solutions. Experience in leading technical teams and delivering user-focused services The ability to create solution design documentation. The ability understanding of how to prioritise work in a fast, customer-centric environment. Industry professional technical certification is desirable. Awareness of key industry players and maintenance of a strong contacts list. A knowledge of the off-shoring software development market. The ability to influence senior management and communicate with both technical and non-technical audiences. "	"Reading, Berkshire, UK"	"IT"	NA	"ASAP"	"c£70K-£80K + benefits"	"Scene One Ltd"	"Allan Carlin "	"JSSOLUARCH"	"04/12/2018 09:42:37"	"http://www.jobserve.com/GYLPq"	NA	NA
"Senior Big Data Architect ( Scala/Spark )"	"£110k - 120k per year"	"London"	"Permanent"	"Senior Big Data Architect ( Scala/Spark )"	"London - £110k - 120k per year"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Senior Big Data Architect role is available for a world leading professional services company. Which specializes in transforming client's technology models for the data era and overall businesses. This role is for a Senior Big Data Architect with ( Hadoop/Scala/Spark/Spark ) in the extremely popular central London location. This Big Data service is part of the company's digital/analytics business and artificial intelligence unit. What's in it for you:  The Senior BIG Data Architect position will have a competitive salary of up to £120,000 plus bonuses and benefits Exposure to a cutting-edge learning environment Learn and develop your skills within DevOps and Big Data Competitive packages Direct influence on the end-to-end product life cycle Involvement to a lead machine learning environment  Required Skills and Experiences: Strong Data processing skill set with the Hadoop ecosystem Good experience with Spark processing and streaming Knowledge on Unix Shell Scripting, Hive and Hbase modelling and development Advanced in delivering data solutions using Big Data technologies Expertise in Scala Nice to have skills:Intermediate experience in delivering Real Time solutions like Cassandra, MogoDB or NoSQL Knowledge of machine learning Familiarity of deep learning frameworks Key Responsibilities: Working at a client site with an experienced consulting and delivering team Building platforms around Data ingestion, registration and Data provisioning Working closely with the Lead software engineers Confirming the development teams deliver the highest quality of Data products Applying your experience to improve and help resolve technical obstacles  Please apply for the position through this website.  Keywords - Big Data Architect, Hadoop, Machine Learning, Java, Python, Scala, Spark, Kafka, Cassandra, MapReduce, Data Architect, NoSQL, Azure, BigQuery, DataFlow, DynamoDb, SQS, Lambda, Senior Data Architect, Business intelligence, IT, Spotfire, Amazon Redshift, IBM Datastorage, Hbase, Accamulo, Big Data Engineer, Hadoop, Machine Learning, Java, Python, Scala, Spark, Kafka, Cassandra, MapReduce, Data Architect, NoSQL, Azure, BigQuery, DataFlow, DynamoDb, SQS, Lambda, Senior Data Architect, Business intelligence, IT, Spotfire, Amazon Redshift, IBM Datastorage, Hbase, Accamulo, Big Data Architect, Machine Learning, Java, Python, Scala, Spark, Kafka, Cassandra, MapReduce, Data Architect, NoSQL, Azure, BigQuery, DataFlow, DynamoDb, SQS, Lambda,  Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law. "	"London, UK"	"IT"	"Executive"	"02 January 2019"	"£110k - 120k per year"	"Venturi Limited"	"Ben Quinn"	"JSBQCY3765"	"02/12/2018 13:11:24"	"http://www.jobserve.com/GlE4I"	NA	NA
