"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"	"duration"
"Senior Java Developer"	"£60k-70k"	"London"	"Permanent"	"Senior Java Developer"	"London - £60k-70k"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"I have an exciting opportunity for a Senior Java Developer to work for a cutting-edge artificial intelligence software. As part of the enterprise's growth plans, they are recruiting senior professionals, with strong Java development experience who can demonstrate they can pick up new concepts quickly. The engineering team is a vibrant and ambitious and is responsible for driving the business product portfolio forward. What will you be working on? The Senior Java Developer will play a key role in leading deliverables across our teams and mentoring less experienced developers through best-practices. As a developer, you will be working on writing performance critical code which sets the foundation of the application, as well as infrastructure and related tools. Technical stack, including Scala/Java 8 (AKKA, Spark, Lucene), SBT, TDD REST Services and tools such as IntelliJ, Git, Jenkins, YouTrack, and Docker. Key Responsibilities Ability to take ownership and see a project through the full SDLC and production maintenance Work directly with engineering managers to help deliver the product roadmap Learn about the company's products, the technology within them and taking a lead on the development of new features and bug fixing.  Coordinate and prioritize work Working with product managers to spec out new features Architect, implement and deliver quality software into an externally facing client product Ability to shift gears and work effectively in an agile environment Adhere to good development practices and promote these within the company and teams. Requirements  Ability to be a leader, a coach and to mentor less-experienced developers. Experience in Java, Design Patterns, Test-driven development  Java frameworks for inversion of control (IOC) and object-relational mapping (ORM), Concurrent and distributed system design  Experience working in an agile environment Experience Consuming and designing RESTful interfaces A good graduate degree (or equivalent) and the right to live and work in the UK Experience in large-scale data processing and/or Search systems (Apache Solr, ElasticSearch) is an advantage but not essential "	"London, UK"	"IT"	"January 2018"	"£60k-70k"	"Picture More Ltd"	"Jon Lewis"	"JS14341"	"05/12/2018 16:43:51"	"http://www.jobserve.com/GlpPc"	"Executive"	NA	NA
"Junior/Graduate Full Stack Serverless Developer - JavaScript/NodeJS/AWS"	"£20-45k + Excellent Benefits"	"Maidstone, Kent, ME15"	"Permanent"	"Junior/Graduate Full Stack Serverless Developer - JavaScript/NodeJS/AWS"	"Maidstone, Kent, ME15 - £20-45k + Excellent Benefits"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Junior/Graduate Full Stack Serverless Developer - JavaScript/NodeJS/AWS Overview: Firemind are a leading tech consultancy specialising in chat and voice bots, machine learning, IoT, artificial intelligence, blockchain, and EAS, app, and web development. It is a fast paced working environment where employees are exposed to bleeding edge technologies.  Role & Responsibilities: Candidates must be self-starters, digitally motivated, and be able to manage their own time. Essential Skills & Experience:  Javascript ES7+   React/Angular 1 and 2+/jQuery/vanilla   Webpack   AWS  Desirable:  Be able to complete https://github.com/ahmednuaman/javascript-tests   Package:  £20 - £45k ??   Great bonuses including a new phone every Xmas ??   Manage your own time ??   Great equipment ??   Treated like a grown up ??   Fortnite and Call of Duty matches ??   Chill office with cake, music, big TV sports, nerf guns ??   Get paid training ??  Junior/Graduate Full Stack Serverless Developer - JavaScript/NodeJS/AWS"	"Maidstone, Kent, ME15, UK"	"IT"	"ASAP"	"£20-45k + Excellent Benefits"	"IntecSelect"	"Stuart Kennedy"	"JS/SK/GFSD"	"06/12/2018 14:18:55"	"http://www.jobserve.com/Glxc2"	"Graduate"	"About IntecSelectwww.intecselect.comIntec Select is a leading specialist IT Recruitment Consultancy which delivers bespoke recruitment services to some of the world’s leading organisations.With 20 years’ experience in IT Recruitment, Intec Select was founded on a wealth of experience and high-level, highly regarded expertise. We have built and established long-term relationships with our clients by delivering a quality service at competitive prices. As a trusted advisor to our clients we fully understand not just their technical requirements but also the right team fit for their environment. Each client is allocated an account manager from our team of dedicated consultants, each having a wealth of practical experience within the IT recruitment sector.Our focus is to supply clients with highly skilled staff, on a permanent and temporary basis, throughout the UK and internationally.Specialist sectors;DevelopmentTestingRDBMS Admin & DesignCloudDesktop, Infrastructure & Networking SupportBusiness Analysis, Project & Program ManagementBusiness Intelligence & Management InformationSenior Appointments CIO, IT Directors etc.UNIX SystemsCyber SecurityERP, ERM & CRM SystemsIT Governance & Risk"	NA
"Python/Java Machine Learning/AI Developer - Finance - £55k-£85k"	"£55k - £85k per annum + bonus"	"City of London"	"Permanent"	"Python/Java Machine Learning/AI Developer - Finance - £55k-£85k"	"City of London - £55k - £85k per annum + bonus"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Python/Java Machine Learning/AI Developer - London based Brokerage - up to £85kPython/Java Developer required to work on the next generation of artificial intelligence(AI)/machine learning technology at a leading financial services brokerage in London. The team operate like a fintech within the organisation, focussing on creating cutting edge technical solutions within a collaborative and innovative environment, much of the work is greenfield.As a Python/Java Developer within this team you will also have extensive exposure to; Cloud AWS, JavaScript with react and openfin applications. This is an expanding team with a lot of investment being invested into their development with the AI/machine learning space too. The role will also give a strong Python/Java technologist exposure to the financial services market and provide an understanding of how large transactions are carried out and processed.The successful Python/Java Developer can look to receive between £55,000 and £85,000 base, plus a healthy package and bonus.Requirements:Commercial Python or Java development experienceExperience with Cloud platforms, ideally AWSExperience of working on the full software development life cycleIdeally experience or an interest in AI/Machine LearningFinancial Services experience desirable, but not essentialStrong academic profile (Computer Science preferred)Full job specification can be provided upon applicationMcGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"City of London, UK"	"IT"	NA	"£55k - £85k per annum + bonus"	"McGregor Boyall"	"Luke Nutley "	"JS-LN1423398"	"30/11/2018 16:29:27"	"http://www.jobserve.com/Gkqhb"	NA	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "	NA
"Senior Systems Administrator (move towards DevOps)"	""	"London"	"Permanent"	"Senior Systems Administrator (move towards DevOps)"	"London"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Senior/Lead Systems Administrator - progress into DevOps!  - Opportunity for an experienced SysAdmin looking to get more into DevOps.  - Artificial Intelligence tech house devising cloud solutions that help to prevent crime and save lives! KEY SKILLS/EXPERIENCE NEEDED:  - Demonstrable experience in Systems Administration in a Linux environment.  - Strong networking knowledge.  - Ideally DevOps experience, although the role could suit somebody looking to gain further experience in this.  - A preference and passion for working with cutting edge open source tech!  - Some of the following would also be advantageous: Ansible, Docker, Kubernetes, Python Scripting, AWS, Jenkins... ROLE SUMMARY:  A rapidly growing tech house in the artificial intelligence domain, with an internationally successful product set, is about to launch a new range of products and is therefore seeking a Lead SysAdmin/DevOps Engineer as a result of growth.  You will be working on cloud platforms that support state of the art AI solutions, and contribute towards solving high profile crimes globally, with clients including law enforcement and police departments across various countries.  You will need to be a highly experienced Systems Administrator/Infrastructure Engineer, capable of occupying a lead/senior role and taking full ownership of projects from end to end within a small team. Linux expertise is required, and ideally some DevOps experience or at least a desire to move further in this direction!  In addition, you will need to be well versed in delivering cloud based solutions, and ideally have a passion for working with exciting open source tech! "	"London, UK"	"IT"	NA	NA	"Provide Connected"	"Sam Clayton"	"JS"	"06/12/2018 07:02:45"	"http://www.jobserve.com/GkiaQ"	NA	NA	NA
"Product Delivery Consultant - Finance, Banking, Analyst"	""	"Cambridge"	"Permanent"	"Product Delivery Consultant - Finance, Banking, Analyst"	"Cambridge"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Product Delivery Consultant - Finance, Banking, Analyst, Data, £competitive + benefits, CambridgeDue to rapid growth this high flying software house with a sound grounding in artificial intelligence and machine learning is looking for another talented individual to join their diverse team. The team that they have backing them are true experts in building and growing cutting edge technology companies taking them to new heights.It is certainly an exciting time to be joining them.The skills that we are looking for is someone that has proven experience in writing rules ideally in technology with a finance/banking background that can comprehend complex client requirements, must have solid experience working with complex data and analysing this, up to date in producing documentation that is line with different regulations/audit requirements, the ability to use data manipulation with an understanding of databases such as SQL, directly working on customers requirements and used to presenting to others.Due to the nature of the role it requires someone to be analytically minded.A degree is not required but any supporting qualification would be welcomed especially from financial backgrounds.The Product Delivery Consultant role will give you plenty of different tasks to be getting involved with: acting as the industry expert, working closely with clients to understand their needs so that the correct rules and data are acquired, learning a deeper understanding of the rules, being a consultant of behalf of the company, assisting the internal team and other departments to understand different patterns and coach team members.This is a far cry from your usual opportunity and software house.Vibrant energetic team, excellent location, competitive salary and more perks than you can probably think of.We are excited by this client and we think you will be too.Sound interesting?Please note we are on the client's supplier list for this position.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Modis operating as an Employment Agency. Modis are an equal opportunities employer.Keywords - Analyst, Banking, Finance, Cambridge, SQL, DatabasesModis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer. By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information. "	"Cambridge, UK"	"Finance, Sales and Marketing"	NA	NA	"Modis"	"Mark Chapman "	"JS-1154828"	"03/12/2018 14:48:20"	"http://www.jobserve.com/GlQI7"	NA	NA	NA
"Front End Developer ( Oxford City Centre )"	"£45k - 65k per year + Benefits"	"Oxford, Oxfordshire, England"	"Permanent"	"Front End Developer ( Oxford City Centre )"	"Oxford, Oxfordshire, England - £45k - 65k per year + Benefits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"JavaScript Developer ( React ) | Oxford | Up to £65000Are you passionate about the latest technologies such as Artificial Intelligence ( AI ), Amazon Web Services ( AWS ) or modern JavaScript frameworks such as React?An Oxford-based company is experiencing rapid growth and they're looking for a talented Front End JavaScript Developer to join their team in their brand new office in Oxford City Centre.This opportunity is for someone who is forward-thinking, and wants to work in a dynamic environment with the very latest technologies ( ReactJS and AWS ).Benefits of working at this Oxford City Centre company as a Front End Developer ( React ) -- Competitive Salary (Up to £65000)- Lunch paid for by the company EVERY DAY!- Pension contribution that's well above the national average.- 25 days holiday (plus bank holidays).- Flexible working hours- Working with the latest technologies including ReactJS, Cloud Technologies, AI.If this sounds tempting enough then please apply within or send your CV to (see below)  Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development IT & Legal IT. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role.  "	"Oxford, Oxfordshire, England, UK"	"IT"	"January 2019"	"£45k - 65k per year + Benefits"	"Venturi Limited"	"Sarah Cockerill"	"JS47072"	"05/12/2018 09:45:49"	"http://www.jobserve.com/Gllah"	NA	NA	NA
"Developer/Technical Consultant"	"£40k-£50k"	"City of London"	"Permanent"	"Developer/Technical Consultant"	"City of London - £40k-£50k"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Developer/Technical Consultant AI - London 40,000 - £50,000 +Benefit - Central London  Our client is an International Consultancy focussed on providing Cognitive & Artificial Intelligence solutions in central London. Due to increased success and a growing client portfolio, they are actively seeking a Mid-Level Developer/Technical consultant to join them on the delivery of some client crucial projects and management of business central solutions. You will be joining a highly specialised team of consultants working on cutting edge solutions for global professional service providers. The team is looking for sharp problem-solvers to work with some of the best Developer/Engineers in the market. Role:  Clarify client's system specifications, understand their work practices and the nature of their business and formulate technical solution designProvide technical expertise on consulting engagements in all stages including planning, analysis, design, deployment and testingBuild and deploy solutions in line with design specificationsPresent progress reports to the Project Manager or customer teams Skills & Qualifications:  Application integration and development using SQL/.NET/Web service APIsExperience in a client-facing, technical positionIdeally proficiency either of these languages - .NET, Python or JavaSQLWell-developed problem solving and critical thinking skills, with the ability to think creatively in a fast-paced environment Ideally a Bachelor's degree in Computer Science  "	"City of London, UK"	"IT, Engineering, Consulting"	"ASAP"	"£40k-£50k"	"Picture More Ltd"	"Michael Nyagwaya"	"JS#14342"	"05/12/2018 17:18:02"	"http://www.jobserve.com/GlpiJ"	"Executive, Public Sector"	NA	NA
"DevOps Engineer - AI Platform"	"£55k - £70k per annum"	"London"	"Permanent"	"DevOps Engineer - AI Platform"	"London - £55k - £70k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"DevOps Engineer position based in Central London - 55-70k Experience in Linux Systems and AWS?Wanting to get in the growing Artificial Intelligence Environment?Are you coming from a software background?If you are nodding your head to each of these questions then it would be great to hear from you as this opportunity will not be around for long. The company in mind works alongside all things in insurtech, you would be responsible for supporting and automating claims with the use of Artificial technology.This permanent position is well suited to an individual that is looking to advance their career in Artificial Intelligence and gain hands-on experience in a thriving and supportive workplace. The tech stack included within this role would be AWS, Ansible, Docker, Terraform, Jenkins. You would have the opportunity to work alongside other like-minded technicians who would support and develop your tech. So if you're looking to get hands-on in maintaining and supporting the research and working with some of the future technology within Artificial Intelligence then this is a too good an opportunity to miss. If this is of interest, please get in touch."	"London, UK"	"IT"	"ASAP"	"£55k - £70k per annum"	"Linuxrecruit"	"Dan Phoenix "	"JS-BBBH3243"	"04/12/2018 11:41:23"	"http://www.jobserve.com/GlZuQ"	NA	NA	NA
"DevOps Engineer (AI, Robotics)"	"£60k - £70k per annum + Shares, Benefits"	"Oxford, Oxfordshire"	"Permanent"	"DevOps Engineer (AI, Robotics)"	"Oxford, Oxfordshire - £60k - £70k per annum + Shares, Benefits"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"DevOps Engineer (AI, Robotics)We are seeking a Systems or DevOps Engineer with experience of complex Linux environments to work for one of the most exciting companies in the UK building artificial intelligence and autonomous vehicle technologies!As the DevOps Engineer you will have the opportunity to work with a team building next generation autonomous vehicle technologies using AI and Computer Vision to change the way we travel. You will be part of the wider DevOps team, focussed on improving CI, deployment process and cloud systems utilising modern automation and container tooling.Skills required for the DevOps Engineer;Worked within complex, scalable Linux environmentsBroad technical knowledge which could include Scripting or development languages and Continuous Integration (CI) tooling and methodsExposure to Docker, Kubernetes or cloud technology (AWS) would be very beneficial DevOps Engineer (AI, Robotics)Salary: £60,000 - £70,000 plus shares and great benefitsLocation: Oxford, Oxfordshire"	"Oxford, Oxfordshire, UK"	"IT"	NA	"£60k - £70k per annum + Shares, Benefits"	"Understanding Recruitment"	"Anna Lynch "	"JS-MW-SSDO"	"02/12/2018 14:00:57"	"http://www.jobserve.com/GlFEo"	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Senior Scala Engineer - Blockchain - Distributed Systems"	"£600 - £700 per Day"	"City of London"	"Contract"	"Senior Scala Engineer - Blockchain - Distributed Systems"	"City of London - £600 - £700 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Senior Scala Engineer - Blockchain - Contract We are partnered with a brand new client of ours, who are looking for Scala Engineers to build the first of it's kind, next generation Blockchain/Artificial Intelligence platform. There is no-one who has ever done this on the market before. Some key points of the role -- Working on a really challenging distributed systems engineering project- Have the chance to engineer an innovative distributed ledger technologyTechnical StackAt Least 3+ years commercial Scala Experience.A keen interest in distributed systems engineering.Comfortable taking on DevOps tasks when needed.KafkaMongoDBKubernetes/DockerContinous Deployment Knowledge of Cloud infrastructureLocation - City of London"	"City of London, UK"	"IT"	NA	"£600 - £700 per Day"	"Oliver Bernard"	"James Egan "	"JS-BC5"	"05/12/2018 16:07:22"	"http://www.jobserve.com/Glo1E"	NA	"About Oliver Bernardwww.oliverbernard.co.uk/Oliver Bernard is a leading technology recruitment consultancy, specialising in placing both permanent and contract IT professional's in London. Founded by experienced recruiters who have a successful reputation of providing a high level of service to clients and candidates alike, within Java, Web, JavaScript, PHP, Ruby, Python, C++, C#/.NET, QA, Devops, Project Management and BA."	"6 - 12 months"
"Front End Developer JavaScript - AI start-up"	"£80k - £120k per annum + Bonus, shares"	"East London"	"Permanent"	"Front End Developer JavaScript - AI start-up"	"East London - £80k - £120k per annum + Bonus, shares"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Title: Front End Developer (JavaScript, React.js, AI)Salary: £80-120KLocation: East LondonFront End Developer (JavaScript) with commercial React.js experience is sought by a very promising Artificial Intelligence (AI) start-up within the finance sector. As a Front End Developer in an intimate team, you will be a critical decision maker in the direction of their product, whilst building and maintaining a high quality component library.Required skills for Front End Developer:5+ years of experience of JavaScript and JavaScript patternsExtensive experience in React.js/ReduxProficient understanding of cross-browser compatibility issuesA passion for code ownership and testing strategiesThis is a great opportunity for an experienced Front End Developer who is keen to work for a product-focused company, which will be used by family & friends.The successful applicant will profit from a competitive salary + benefits (discretionary bonus, shares, and flexible working). Please apply.Front End Developer JavaScript - AI start-up"	"East London, UK"	"IT"	"ASAP"	"£80k - £120k per annum + Bonus, shares"	"Oliver Bernard"	"Matthew Elstow "	"JS-FAD12"	"03/12/2018 18:32:36"	"http://www.jobserve.com/GlSrW"	"Executive"	"About Oliver Bernardwww.oliverbernard.co.uk/Oliver Bernard is a leading technology recruitment consultancy, specialising in placing both permanent and contract IT professional's in London. Founded by experienced recruiters who have a successful reputation of providing a high level of service to clients and candidates alike, within Java, Web, JavaScript, PHP, Ruby, Python, C++, C#/.NET, QA, Devops, Project Management and BA."	NA
"Python AI Developer - London Start Up - Multiple - £50k-£130k"	"£50k - £130k per annum + bonus/share"	"London"	"Permanent"	"Python AI Developer - London Start Up - Multiple - £50k-£130k"	"London - £50k - £130k per annum + bonus/share"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Python AI Developer - London Start Up - Multiple Roles - £50k-£130kA rapidly expanding start up in London are looking to hire a number of python technologists to work on their artificial intelligence (AI) platform. Prior experience within the AI field is not essential, but it is highly beneficial to have a strong interest. As a strong Python technologist you should also be competent in one or more other programming languages (Java, Scala, Golang), as the team utilise and interact with a number of other systems.The company themselves provide services for a wide range of individuals and large clients, from small high street companies to tier one Investment Banks.They are open to speaking to a range of experience levels and you can look to receive between £50,000 and £130,000 base, plus package, bonus and potential equity share.RequirementsStrong Python technologistOther programming language experience (Java, Scala, Golang)Strong interest/experience within the AI spaceStrong communication and problem-solving skillsStrong academics (preferably comp sci, other sciences or maths)Full job spec can be provided upon applicationMcGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	NA	"£50k - £130k per annum + bonus/share"	"McGregor Boyall"	"Luke Nutley "	"JS-MB89383474"	"30/11/2018 16:29:30"	"http://www.jobserve.com/Gkqhd"	"Executive"	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "	NA
"Global Marketing Manager - London - £40,000 - £50,000"	"£40k - £50k"	"London"	"Permanent"	"Global Marketing Manager - London - £40,000 - £50,000"	"London - £40k - £50k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Global Marketing Manager - London - £40,000 - £50,000 Lynx recruitment is working with an exciting start up who specialise within data optimization, Cloud and Artificial Intelligence. They are on the look out for a Global Marketing Manager to be based in their office near Paddington (London).The Global Marketing Manager is responsible for developing and executing on B2B marketing programs for each of my clients territories (US, Canada, UK and Europe) across their entire portfolio. You will report into the CMO, work with the marketing team and interact directly with the Head of Sales, territory leads and sales teams. You will be expected to be creative and propose new campaigns, present ideas for improvements to current processes, create excellent written content, manage events (paid and owned), partners and suppliers and report on all activities' successes. Your skills and competencies- A Bachelor's Degree- Experience in B2B tech marketing, with at least 2 years directly managing content marketing and brand awareness campaigns- Proven ability to lead own area of responsibility and deliver quantifiable results- Excellent copywriting skills- Full understanding of PESO channels and their appropriate use- Proficient in Google Analytics & AdWords, HubSpot (or other mainstream marketing automation platform), Wordpress (or other similar CMS) and MailChimp (or other mainstream email marketing platform) If this Global Marketing Manager role is of interest then please apply!"	"London, UK"	"IT, Sales and Marketing"	"ASAP"	"£40k - £50k"	"Lynx Recruitment Ltd"	"Bradley Parker"	"JS"	"06/12/2018 16:13:12"	"http://www.jobserve.com/GlyF1"	NA	NA	NA
"Network Engineer - Coventry - £48,000 - £57,000"	"£48k - £57k"	"Coventry, Warwickshire"	"Permanent"	"Network Engineer - Coventry - £48,000 - £57,000"	"Coventry, Warwickshire - £48k - £57k"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Network Engineer - Coventry - £48,000 - £57,000 - CCNP, MPLS, OSPF Lynx Recruitment is working with a very exciting start up who specialise within Data and Artificial intelligence. I am on the look out for a Network Engineer to join their growing team in their Coventry office. The Network Engineer is responsible for maintaining the design and integrity of my clients global network, including customer-facing hosted and cloud environments. As the Network Engineer, you will provide expert technical assistance to clients, project and service teams. Skills and Experience:- In-depth knowledge of switching and routing protocols, to include but not limited to OSPF, RIPv2, BGP- Knowledge of WAN Technologies, MPLS, VPLS, VPN- Cisco CCNP or equivalent professional technical qualification- Working knowledge of software defined networking with VMware VCP-NSX desirable- Working knowledge of VMware and/or Microsoft Virtualisation Infrastructure- Experience designing, installing, configuring and maintaining large scale global network infrastructure If this Network Engineer role is of interest then please apply!"	"Coventry, Warwickshire, UK"	"IT"	"ASAP"	"£48k - £57k"	"Lynx Recruitment Ltd"	"Bradley Parker"	"JS"	"05/12/2018 08:30:18"	"http://www.jobserve.com/Gh3nq"	NA	NA	NA
"DevOps Engineer (AI, Machine Learning)"	"£55k - £65k per annum + Flexible Working"	"London"	"Permanent"	"DevOps Engineer (AI, Machine Learning)"	"London - £55k - £65k per annum + Flexible Working"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"DevOps Engineer (AI, Machine Learning) £55,000 - £65,000 + flex workingWe are seeking a DevOps Engineer with strong development skills to help the improvement of DevOps process and tooling for a hugely talented team building artificial intelligence and machine learning platforms.The team offer a flexible working environment with the option of part remote work.We are looking for a DevOps Engineer who has:Strong development/programming knowledge using either Go, Python or Java (open to languages)Container knowledge using Docker or KubernetesBroad tech experience which could include CI tooling and process, automation or LinuxExperience with Solr search platformsAs the DevOps Engineer you will ensure vital, highly available Servers, systems and tooling are reliable, robust and scalable, proactively improving process and architecture, improving deployment process and working with the wider software engineering team to look into future operations improvements.DevOps Engineer (AI, Machine Learning)Salary: £55,000 - £65,000 plus benefits and flexible workingLocation: London"	"London, UK"	"IT"	NA	"£55k - £65k per annum + Flexible Working"	"Understanding Recruitment"	"Jamie Carr "	"JS-(J2472)"	"02/12/2018 14:00:53"	"http://www.jobserve.com/GlFEl"	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Pre Sales Information Security Consultant - cyber, security"	"Benefits"	"City of London"	"Permanent"	"Pre Sales Information Security Consultant - cyber, security"	"City of London - Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Pre Sales Information Security Consultant - cyber, security, networking, degree, £competitive + benefits, Central London + travelThere is no doubt that this entrepreneurial and heavily funded cyber security organisation is on the of the worlds most successful cyber companies around. Their approach to cyber security involves the use of artificial intelligence and machine learning making them a pioneering cyber company to work for.It doesn't get much better than this.The type of person we would like to speak to will have operated in an Information Security type environment, solid understanding of networking principles, it is essential that you have graduated from at least a Russell Group university or an international university of similar standard holding the equivalent a 2.1 degree in computing, engineering, physics, mathematics, natural sciences or something related, breath and depth of consulting on various security topics or networking Cisco and Firewalls, confident with pre sales cycle and able to give examples of where you have collaborated with different IT teams to build and find solutions for clients, implementing some form of software system, providing after care and support, anyone that is fluent in another language would be a welcomed applicant but please do not be put off from applying if you do not possess another language, confident and well versed in speaking to clients from various backgrounds from ground floor to Senior management.Please ensure you are able to travel on an international basis and happy to do so at minimal notice - we think that's pretty exciting though.In return for you hard work you will be joining one of the elite cyber security companies, learning about a truly fascinating field, being the point of contact between clients and different departments within the company and deploying the companies cutting edge product.Plush Central London location, chance to travel, rubbing shoulders with some incredibly bright people, competitive salary + company bonus is all on offer.Feel free to apply via the link or just give us a call.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.MODIS are operating as an Employment Agency. MODIS are an equal opportunities employer Please note we are on the client's supplier list for this position.Keywords - Security, Cyber, Information, Networking, London, University, Degree, Sales, Cisco, Firewalls, Modis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information "	"City of London, UK"	"IT"	"ASAP"	"Benefits"	"Modis"	"Mark Chapman "	"JS-1153642"	"03/12/2018 14:03:34"	"http://www.jobserve.com/GlPo8"	"Graduate"	NA	NA
"BI Analyst"	"Up to £60k per annum"	"Waterlooville"	"Contract/Permanent"	"BI Analyst"	"Waterlooville - Up to £60k per annum"	"Contract/Permanent"	"Posted: Tuesday, 4 December 2018"	""	"BI Analyst - Waterlooville - £60,000SQL, BI, T-SQL, SSRSBI Analyst required for a well-established client based in Waterlooville, Hampshire. You will work alongside a team of technical and product specialists delivering vital solutions. The role will be to undertake data analytical duties in support of Business and Artificial intelligence as well as Machine Learning projects. This role will initially be a 6-month fixed term contract.Skills required:SQLT-SQLSSRSQlikView or PowerBIProblem solving skillsAnalytic skillsKey responsibilities:Analyse data generated within the systems to help identify trends and patternsProvide support in relation to testing BI, AI and ML solutionsProvide input into data interface and/or integration projectsAnalysing data quality issues within our systemsIf you feel you have the skills and experience required, please contact Oliver Wilson on or email (see below)"	"Waterlooville, UK"	"IT"	NA	"Up to £60k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Oliver Wilson "	"JS-VR/OX9571"	"04/12/2018 15:04:11"	"http://www.jobserve.com/Glbqs"	NA	NA	NA
