"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"category"	"company_summary"
"Data Scientist consultant"	"Negotiable"	"London"	"Contract"	"Data Scientist consultant"	"London - Negotiable"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Job description: Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions.Manage and coordinate Data Science projects, ie defining user stories and specific tasks working closely with Product Owners and Product Managers.Closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketers.Provide guidance and leadership to non-Senior Data Scientists in your workstream.Present Data Science capabilities in client-facing situations, at conferences and in workshops.Actively share Data Science knowledge within Technology and Data network.We look for a profile with complementary skills, such as:Expert knowledge of Python programming, including Spark.Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive).Expert knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano).Basic skills with regard to performance optimization and scalability (eg, parallelization, code optimization, containerization, function as a service).Expert skills with regard to database handling, in particular SQL, NoSQL.Expert statistical modelling skills.Expert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms.Solid understanding of Big Data Architectures."	"London, UK"	"IT"	"Negotiable"	"Templeton and Partners"	"Gilles Dodotape"	"JSDATAUK"	"04/12/2018 16:54:24"	"http://www.jobserve.com/GlcLb"	NA	NA	NA	NA
"Head of Data - ML & AI"	"£100k - 140k per annum"	"City of London"	"Permanent"	"Head of Data - ML & AI"	"City of London - £100k - 140k per annum"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"The London Market Insurance industry is transforming; I am working with a top 10, global name to identify a Head of Data who will devise the long-term strategy for the integration of advanced analytics and data science across the business. The ideal candidate will have an advanced degree from a red-brick university, a technical background, with experience of leading a team. They will have a strong understanding of data architecture, Business Intelligence through to machine learning and artificial intelligence. Previous insurance industry experience is preferred, but not essential. For further information please get in touch with Ahad Shadab @ HFG."	"City of London, UK"	"IT"	"£100k - 140k per annum"	"HFG"	"Ahad Shadab "	"JSASH00958"	"06/12/2018 09:39:05"	"http://www.jobserve.com/GlwnF"	"ASAP"	NA	"Executive"	NA
"Data Analytics Specialist, Investment Bank, London"	"£70k - £90k per annum + bonus and benefits"	"London"	"Permanent"	"Data Analytics Specialist, Investment Bank, London"	"London - £70k - £90k per annum + bonus and benefits"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Data Analytics Specialist, Investment Bank, LondonMy client are a tier 1, global investment bank and currently building out a new analytics practice within the asset management space. At the earlier stages of their new data science function, they have an opportunity for a data scientist/analytics specialist to come in and help drive the use of new ideas, technologies and tools as they continue to evolve. You will work closely alongside the existing technology teams and business to drive the technology transformation as well as perform complex data analysis and insight with the existing technology stack.The successful Data Scientist will ideally have exposure to Asset Management, Trading, Banking or Financial Services and be an expert with traditional BI/MI data analytics tools (ideally Tableau). In addition to this, the successful data scientist should have a knowledge of programming and enough knowledge in the field of machine learning and big data analytics to drive the adoption of data science and the new analytics practice.This is an opportunity to come into an exciting area of the bank that is receiving the funding to use the latest analytics technologies. You will eventually get the chance to play a key part in driving the adoption of cloud technologies, big data analytics, machine learning whilst also working in a business facing role and gaining knowledge of financial products and asset management.RequirementsStrong Knowledge of Data Analytics (Tableau/Data Visualisation)Good knowledge of Python programmingExperience working with Big Data technologies (Hadoop/Spark)Desirable Skills/Experience Hands on experience building Machine Learning models/librariesExperience working in Asset Management/Trading/Banking/Financial ServicesKnowledge of Cloud Technologies (Google/Amazon/Microsoft)If you feel you meet these requirements and would like to find out more about this role please send a copy of your CV or call on (see below) for more information. Your application will be held in strict confidence and your CV will not be forwarded on without a prior detailed conversation about the role and company and your express permission.Allegis Group Limited operates as an Employment Business and Employment Agency as set out in the Conduct of Employment Agencies and Employment Businesses Regulations 2003. It is a company within the Allegis group of companies, the fourth largest staffing group in the world, (collectively referred to as the \"Allegis Group\"). TEKsystems, Aston Carter and Aerotek are trading names of Allegis Group Limited. If you apply, your personal data will be processed as described in the Allegis Group Online Privacy Notice available on the website.. Please note when you give us your data, we will share it within Allegis Group and this involves the transfer of such data outside the European Economic Area, subject to the protections described in the Allegis Group Online Privacy Notice."	"London, UK"	"IT"	"£70k - £90k per annum + bonus and benefits"	"TEKsystems"	"Eanna Flanagan "	"JS-EF_276"	"06/12/2018 14:11:52"	"http://www.jobserve.com/Glxcn"	"ASAP"	NA	NA	NA
"Data Scientist - Contract - London - Fintech"	"Competitive Rates"	"City of London"	"Contract"	"Data Scientist - Contract - London - Fintech"	"City of London - Competitive Rates"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist | AI/Machine Learning/NLP | Python | R |Programming | Big Data | AnalyticsThis is one of the most exciting projects in London right now and it is for a business who have a fantastic concept and are moving in a great direction. You will play an instrumental part in delivering the data science function of the business, working closely with various stakeholders and reporting into the Head of Data & Analytics. You will be leveraging data from various sources and enhancing processes to genuinely help their customers benefit from the organisation. This isn't your typical Financial Services role!Strong Python skills are a must for the role, alongside Machine Learning techniques, supervised/unsupervised, Tensorflow, Spark, Kafka and more. This will be a long-term assignment for the right individual, minimum 6 months with a strong possibility of further extensions. Banking experience is preferable within a retail/digital/Fintech environment. For further information and immediate consideration for interview, please don't hesitate to contact Lewis Forsyth."	"City of London, UK"	"IT"	"Competitive Rates"	"Vertex Solutions Ltd"	"Lewis Forsyth"	"JS-DS FINTECH CONTRACT"	"04/12/2018 15:53:31"	"http://www.jobserve.com/Glb5j"	"ASAP"	"6 months +"	NA	NA
"Senior Data Scientist - London - Up to £90,000"	"£55k - £90k per annum"	"London"	"Permanent"	"Senior Data Scientist - London - Up to £90,000"	"London - £55k - £90k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Senior Data Scientist - London - Up to £90,000 Senior Data Scientist is required to join a leading market research company based in the City. The company are data and technology driven and you will be joining to set up a brand new Data Science team, responsible for the entire life cycle of products. The Senior Data Scientist will be working closely with developers and machine learning engineers to turn product visions into PoC's and prototypes, then being involved in the implementation process. You'll be joining a company driven by technology, so will gain further exposure tools including Big Data, Machine Learning analytics and Python.The Senior Data Scientist will have a masters degree, strong knowledge of Big Data environments, relational and non-relational databases and an experts understanding of Python programming.This is a fantastic opportunity to be a part of a brand new Data Science team within a world recognisable company! Key Skills- A minimum of 4 years experience in Data Science roles- Masters degree - Python Programming - Previous experience working in Big Data environments - Worked within relational and non-relational databases -Good knowledge of Data Science frameworks (eg, Hadoop)For immediate consideration, please submit your CV to (see below) Senior Data Scientist - London - Up to £90,000 "	"London, UK"	"IT"	"£55k - £90k per annum"	"Gravitas Recruitment Group Ltd"	"Tim Bunn "	"JS-BBBH54435"	"10/12/2018 10:48:13"	"http://www.jobserve.com/GmhMs"	NA	NA	NA	NA
"Data Architect - Legal - Permanent - London"	"£70k - £80k"	"London"	"Permanent"	"Data Architect - Legal - Permanent - London"	"London - £70k - £80k"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Data Architect - Legal - Permanent - London  William Alexander Recruitment are currently working with well known legal client based in London to recruit a Data Architect to join their team on a Permanent basis. The successful candidate should have experience with the following: Proven experience working as Data Architect Recent Legal experience - essential Knowledge of Data Science concepts MDM - Master data management Business intelligence Knowledge of general data warehousing architecture If you feel you meet the above requirements, then please apply. Successful applicants will be contacted within 2 working days of their CV being received. Data Architect - Legal - Permanent - London  The processing and use by us of your personal data is in accordance with our Privacy Notice which can be found on our website "	"London, UK"	"IT"	"£70k - £80k"	"William Alexander Recruitment Ltd"	"Ben Rankin"	"JSBRDATAARCHITECTLEGAL"	"07/12/2018 16:29:47"	"http://www.jobserve.com/GiWjx"	"ASAP"	NA	NA	NA
"React Native Developer"	""	"London"	"Contract"	"React Native Developer"	"London"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Our client, an AI start up, based out of London is looking to add a React Native Developer to work closely within the tech team to transform the technology landscape as the broaden their horizons to move away from Legacy codebases to new and innovative technologies. Our client uses machine learning and data science techniques to enhance rota scheduling by taken sales and employee data to predict and adjust rotas for future forecasting to meet the demands during that day or period of the year. Currently, providing the advance scheduling technology to a large client pool operating in various sectors, to some of the high streets biggest names. About the role: Responsible for outstanding software work - clean, maintainable and technically sound code. Responsible for the scalability, security and performance of the platform. You really want to build something new. Strong team play and comfortable contributing ideas and new technologies Documenting complex processes when needed. Essential: A strong proficiency in JavaScript A thorough understanding of React.js Experience with Redux Experience with TypeScript Familiarity with RESTful APIs Familiarity with modern Front End build pipelines and tools Desirables: Experience with tools like Babel, Webpack, NPM, etc. Ability to transitions business needs to technical solutions Familiarity in Git and (Bitbucket) Experience with mobile app development using React Native "	"London, UK"	"IT"	NA	"Costello & Reyes Limited"	"Alex Yeates"	"JSC&RRN DEV - 01"	"06/12/2018 17:40:39"	"http://www.jobserve.com/GlyzV"	NA	"1 month"	NA	NA
"Microsoft Data Platform Consultant"	"£50k - 85k per year + Bens + Bonus + Pension"	"London, Greater London, England"	"Permanent"	"Microsoft Data Platform Consultant"	"London, Greater London, England - £50k - 85k per year + Bens + Bonus + Pension"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"This is an opportunity to work with Microsoft's leading partner for Microsoft Data Platform solutions built on MS Azure. Working with a dynamic team of bright, talented and highly accomplished people to broaden your expertise within Microsoft Business Intelligence & Analytics, using the very latest BI, IOT, Data Science & Big Data technologies from Microsoft and other key vendors.Responsibilities include:Designing, developing and delivering enterprise grade BI Platform as a Service solutions based on the Microsoft Data PlatformWorking on high profile projects with well-known clients across financial services, retail, industry and the public sectorHelping clients realise the potential of Data Science, Machine Learning, and scaled processing within Microsoft AzureTaking ownership for the delivery of key solution componentsConstantly developing technical skills using the latest cloud technology - achieving & maintaining Microsoft certificationWorking on client-site to understand requirements and replay solutions to customer sponsorsDesired Skills and ExperienceThis is a role for ambitious technologists who wish to work with the latest cloud technology from Microsoft. Whilst we don't expect everyone to have experience with all the technologies below, candidates will need to show their ability to rapidly learn new technologies.Azure Data FactoryAzure Data Lake Store and Azure Data Lake Analytics with uSQLAzure SQL Data Warehouse with PolyBaseCosmos DBIoT Hub, Event Hub, Azure Stream AnalyticsAzure SQL Database as part of a PaaS solutionAzure Analysis Services with DAXCognitive ServicesPower BI (Power BI Desktop, Power BI Service)Power AppsFlowAdditional Desirable SkillsTraditional Microsoft BI stack: SSRS/SSAS (Tabular with DAX & OLAP with MDX)/SSISDevelopment with C#, Python or RUnderstanding of enterprise BI and Data Warehousing concepts and methodsUnderstanding of software engineering tools and conceptsExperience of using Visual Studio Team Services/GitPassion for technology and a thirst for knowledgeStrong communication skillsA science related education to degree levelAdditional InformationWe are hiring across a range of experience/capability from Consultant to Principal ConsultantSalary Information: Competitive salary, plus significant benefits and bonus potential, dependent on experience and technical knowledge.Travel Profile: Candidates should be willing to undertake client related travel when required (typically not more than 3x nights per week)"	"London, Greater London, England, UK"	"IT"	"£50k - 85k per year + Bens + Bonus + Pension"	"Shareforce Ltd"	"Phil Gibson "	"JSPG179"	"07/12/2018 10:13:07"	"http://www.jobserve.com/Gl3M7"	NA	NA	"Public Sector"	NA
"Python Engineer - Edinburgh - Upto 40k"	"30k-40k"	"Edinburgh, Scotland"	"Permanent"	"Python Engineer - Edinburgh - Upto 40k"	"Edinburgh, Scotland - 30k-40k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Python Engineer Edinburgh, Midlothian Upto 40k + Bonus Due to continued expansion we are looking to recruit an Intermediate Python Engineer for our office in Edinburgh. You will be part of a team of talented engineers based in our Edinburgh Codebase office and will work closely alongside the Data Science and Product teams. We re a friendly bunch with a huge range of backgrounds, and we strive to provide a welcoming, supportive and sociable working environment.About Engineering The team that delivers our platform makes up 70% of the company, as we are fundamentally all about the technology. We don't expect people to tick every single box on the job specification when they join us. We're much more interested in identifying, hiring and retaining the best talent.About the Job: Design, document, and develop new features and products in response to our Clients' needs and our business development strategy Mentor and support the development of junior software engineers Provide 2nd level support to client facing support teams, troubleshooting and resolving issues Actively engage in software and system architecture to continuously improve our services Following our existing processes for delivery and help spot opportunities for continual improvement (we are an agile shop and practice continuous delivery) Troubleshooting technical problems of a complex nature Challenge your peers and make a decision Core Technology used in the Business:Kubernetes on AWS Cassandra, Aurora PostgreSQL, Kafka Spark with Scala and Python Release engineering via GoCD, Artifactory, Helm and Rake ELK, Prometheus, ElastAlert and PagerDuty Essential SkillsStrong development background using Python (in linux environments) Demonstrable skills of creating and working wiith RESTful APIs Love solving complex problems with multiple moving parts Focus on rapid development through iteration in an agile environment Excellent communicator and don't attach your ego to your ideas Knowledge of test frameworks and automating test frameworks Beneficial SkillsAn understanding of software design principles Usage of AWS services Knowledge of NumPy and Pandas Usage of Docker and Kubernetes; AWS Exposure to working with APIs  If you are keen to discuss further please contact Kate Wardle at Evolution Recruitment Solutions.Please note that no terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we will gladly accept applications from persons of any age for this role."	"Edinburgh, Scotland, UK"	"IT"	"30k-40k"	"Evolution Recruitment Solutions Ltd"	"Kate Wardle "	"JS/K2W/689571"	"06/12/2018 16:45:19"	"http://www.jobserve.com/GlyUT"	"ASAP"	NA	NA	NA
"Lead Data Scientist/Architect - Python/Machine Learning/R"	"Up to £600 per Day"	"East London"	"Contract"	"Lead Data Scientist/Architect - Python/Machine Learning/R"	"East London - Up to £600 per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Up to £600p/d - 6 months rolling contract - East London basedMy client is looking for a Lead Data Scientist/Architect with experience in building a machine learning based solutions.Candidate will take full ownership of designing and implementing end to end complex data science solutions. You will have experience in Python, R, Machine Learning, developing algorithms and modelsExperience and Skills:Lead Data Scientist/Architect by tradeCapable of leading and delivering large scale solutionsSignificant experience in design and deliveryExperience in building Machine Learning bot, developing algorithms, Data Science, Computer Science, Machine Learning, Statistical Science, etcInnovative thinking"	"East London, UK"	"IT"	"Up to £600 per Day"	"Careerwise"	"Bernard Wong "	"JS-0000005587"	"04/12/2018 09:35:25"	"http://www.jobserve.com/GlYlv"	"ASAP"	"6 months +"	NA	NA
"Data Scientist - Supply Chain"	"Market Rate"	"London"	"Contract"	"Data Scientist - Supply Chain"	"London - Market Rate"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist - Supply ChainIf you are a Data Scientist looking for your next contract opportunity to manipulate multi-source data and build Machine Learning Models within a Microsoft Azure Cloud environment. Click apply or contact Oliver to be considered immediately for this Data Scientist opportunity. My South West London based client is looking for a Data Scientist fluent in operational research within supply chain environments to gather data and build machine learning models to solve advanced forecasting problems to gain a competitive advantage within procurement, manufacturing and distribution. You will code in Python and R to leverage both predicative and prescriptive analytics alongside advanced machine learning forecasting techniques to provide optimal ROI for this market dominant client. A background in statistical modelling, optimisation techniques and simulation packages such as Anylogic will prove extremely beneficial. Essential:* Data Science within Supply Chain environments and applications* Machine Learning Model Building & Forecasting Techniques * Operational research* Statistical Modelling* Python Coding & R* Manipulating multi-source data* Cloud Architecture* Simulation Packages (Anylogic or similar) Apply or contact Oliver to be considered immediately for this Data Scientist opportunity. "	"London, UK"	"IT, Logistics"	"Market Rate"	"Gibbs Hybrid"	"Oliver Longhurst "	"JS-OLDSCORSC"	"05/12/2018 10:06:19"	"http://www.jobserve.com/GllrU"	NA	"6 months"	NA	"About Gibbs Hybridwww.gibbshybrid.comGibbs Hybrid Gibbs Hybrid is an International people-powered business, providing Programme Technology Solutions, Total Talent Management Services and Outsourcing as a Service. We offer our innovative blended models to help improve our clients’ People, Technology, Process and Delivery Challenges.Headquartered in the UK, Gibbs Hybrid has offices across Ireland, Poland, Luxembourg, US and Canada.  We are a tier one partner, privately held and a globally certified Woman-owned Business Enterprise (WBE) & Ethnic Minority Owned Business (EMB). Our passion is to be the most respected and trusted partner and our philosophy is centred round Innovation, Customer Centricity, Expert Execution.Passionate about people and passionate about making a difference. "
"Cloud Security Architect - finance - Cloud Security - CISO, Google Cloud, MS Azure, and AWS"	"£100k - £130k + Bonus and benefits"	"London"	"Permanent"	"Cloud Security Architect - finance - Cloud Security - CISO, Google Cloud, MS Azure, and AWS"	"London - £100k - £130k + Bonus and benefits"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Cloud Security Architect - finance - Cloud Security - CISO, Google Cloud, MS Azure, and AWS Cloud Security Architect is required by a top consultancy firms to join the Financial Services advisory area and act as a client facing Cloud security architect. My clients are looking for someone with a very strong depth of security and cloud knowledge, who is able to educate customers on why public cloud' is safer and more sustainable than any other solutions Responsibilities include Developing and bringing to market analytics propositions and services Analytics strategy, target operational model, analytics capability establishment method definition and execution Development of Cloud and advanced analytics market strategy and propositions Leadership over advanced analytics internal capability development in the areas of data science, cloud analytics, natural language processing, Real Time analytics Technical Skills Any advanced security training provided by the cloud providers - should be seen as the extended arm of the relevant Trust team CISO in a mid-size geographically-spread organisation with some cloud service roll-out experience/cloud transformation experience. Alternatively, member of the Cloud Trust teams of the top cloud providers: Google Cloud, MS Azure, and Amazon Web Services.A university degree, preferably in computer science, engineering, business and information or similar, with a minimum of a 2:1 (or equivalent), and ideally an MBA or MSc Experienced at producing multi-tier, high-availability infrastructure architectures in an Enterprise & Cloud environment Expert knowledge in implementing and operating in cloud platforms (Azure, Google Cloud Platform, AWS, Salesforce) "	"London, UK"	"IT"	"£100k - £130k + Bonus and benefits"	"Curtis Reed Associates"	"Sam Turk "	"JS/CLSEC/SAM"	"04/12/2018 12:19:49"	"http://www.jobserve.com/GZQkf"	"Sept - November 2018"	NA	"Executive"	"About Curtis Reed Associateswww.curtisreed.comCurtis Reed Associates is an IT recruitment organisation, established in 1998, specialising in providing staff across all sectors. Our clients range from international Banks and Consulting firms to Fintechs.Our reputation is built on our deep understanding of our market and attention to detail. Our consultants specialise in their own niche market area and have a deep understanding of their business area and candidates. Part of our success is due to the quality of candidate networks that we have established and the ability to quickly understand our clients’ requirements and deliver candidates that match.Curtis Reed Associates is committed to recruitment best practice and is GDPR compliant."
"Python Developer - Microservices - £100,000 -£150,000 - Financial Services"	"£100k to £150k/year"	"London"	"Permanent"	"Python Developer - Microservices - £100,000 -£150,000 - Financial Services"	"London - £100k to £150k/year"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Python Developer - Microservices - £100,000 -£150,000 - Financial Services Python developer with experience building microservices is needed for my financial services client. The role is based in London and is looking to offer between £100,000 and £150,000. The organisation specialises in high frequency low latency trading platforms. They are currently preparing for a large influx of sales which is going in place in early January next year and for this they are putting various automation protocols in place surrounding reporting, alerting, data science and more. As part of this they are looking for a senior python developer who can mentor a couple of junior members of the team and lead the way in building microservices in Python. Essential Skills Strong Python Development experience Experience building microservices within python Previous financial services experience is preferred Any exposure to networking technology is preferred This is an urgent role for our client, and they are looking to set up interviews in the next couple of weeks. If you are a python developer that fits all the above requirements then please apply with your most up to date CV ASAP, and I'll be in touch to provide more information. Kite Human Capital - Hire Better We are unashamedly focused on working with only the best people, who care about customer value and maintain a fantastic working reputation. If you are someone that is committed to working hard to achieve great results, views challenge as an exciting opportunity and wants to work in some of the best possible assignments then please get in touch, we'd love to help you find your next position. We pride ourselves on rock solid integrity and honesty, and place client value at the centre of every decision we make. '2018 - Winner Best Client Service' '2017 - Winner Agency of The Year' '2017 - Winner Banking & Financial Services Agency' '2016 - Winner Banking & Financial Services Agency' Job Type: Permanent Salary: £100,000.00 to £150,000.00/year"	"London, UK"	"IT"	"£100k to £150k/year"	"Kite Human Capital Ltd"	"Joanna Gromala"	"JSKHCJOG4550"	"10/12/2018 07:04:18"	"http://www.jobserve.com/GlRoG"	NA	NA	"Executive"	"About Kite Human Capital Ltdwww.kitehumancapital.com/Kite Human Capital provide an award-winning service to the Financial, Real Estate and Fintech industries. We believe that recruitment should deliver only good or great hires, and that our clients deserve to get better return from their investment in people.Through a combination of our philosophy, values, process and people, we consistently go beyond the industry standard to deliver human capital solutions of enduring value. Why else would 98% of our clients plan to use us the next time they hire?"
"Data Scientist"	"£55k - £65k per annum + Benefits"	"London"	"Permanent"	"Data Scientist"	"London - £55k - £65k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"An opportunity has arisen for a talented Data Scientist to work for an Insurance specialist based in London. This is a permanent position. The role: My client is looking for a data scientist to work on innovative analytics across the business, using data mining and machine learning techniques. You will enjoy working with rich data sets, cutting-edge technology, advanced machine learning techniques, see your models used in real business applications and help shape new projects in an innovative company. Requirements: Highly analytical Ability to multi-task and prioritise activitiesThe ability to communicate the results of analyses in a clear and effective mannerPassionate about data science, machine learning and big dataPossesses both creative abilities and business knowledgeResults driven and self-motivatedSolid programming experience in either Python or R Must be innovativeGood understanding of Machine Learning/AI models If you would like to find out more information, please reach out directly (see below) McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	"£55k - £65k per annum + Benefits"	"McGregor Boyall"	"Daniel Dowling "	"JS-342332234"	"07/12/2018 15:25:08"	"http://www.jobserve.com/Gl6Kl"	"ASAP"	NA	NA	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "
"Lead Python Developer - Financial Services - London"	"£100k - £150k + Bonus + Benefits"	"London"	"Permanent"	"Lead Python Developer - Financial Services - London"	"London - £100k - £150k + Bonus + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Lead Python Developer required to join a leading high frequency trading firm, based in London. This is a permanent position and offering between £100,000 - £150,000 + Bonus + Benefits. We have had a lot of success with this client are we now their leading IT suppliers, they have informed us they are looking for an experienced Senior Python Developer to come in and provide oversight with the development surrounding the microservices, reporting, alerting and data science for the Python developers. You will also be responsible for the integration of applications, platforms and network infrastructure. You must be a seasoned Python developer with a preference working in Financial Services as well as the following: Python Development experience Building Microservices (containerisation) Experience in Network Switches or Network Automation This is a fantastic opportunity to join a firm that provides exceptional market data services and customized managed infrastructure solutions. If you meet the requirements above I urge you get in touch as quickly as possible. Kite Human Capital - Hire Better We are unashamedly focused on working with only the best people, who care about customer value and maintain a fantastic working reputation. If you are someone that is committed to working hard to achieve great results, views challenge as an exciting opportunity and wants to work in some of the best possible assignments then please get in touch, we'd love to help you find your next position. We pride ourselves on rock solid integrity and honesty, and place client value at the centre of every decision we make. 2018 - Winner Best Client Service 2017 - Winner Agency of The Year 2017 - Winner Banking & Financial Services Agency 2016 - Winner Banking & Financial Services Agency"	"London, UK"	"IT"	"£100k - £150k + Bonus + Benefits"	"Kite Human Capital Ltd"	"Tom McNamara"	"JSKHCTM4550"	"10/12/2018 17:40:05"	"http://www.jobserve.com/Gmk0m"	"ASAP"	NA	NA	"About Kite Human Capital Ltdwww.kitehumancapital.com/Kite Human Capital provide an award-winning service to the Financial, Real Estate and Fintech industries. We believe that recruitment should deliver only good or great hires, and that our clients deserve to get better return from their investment in people.Through a combination of our philosophy, values, process and people, we consistently go beyond the industry standard to deliver human capital solutions of enduring value. Why else would 98% of our clients plan to use us the next time they hire?"
"DevOps Engineer - Python"	"£500 - £530 per Day"	"Sheffield, South Yorkshire"	"Contract"	"DevOps Engineer - Python"	"Sheffield, South Yorkshire - £500 - £530 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Devops Engineer - Sheffield - PythonSquare One are looking for a Devops Engineer to come on board for a six month contract in Sheffield, the pay for this role is £530 a day.Job DescriptionExperience of developing and managing analytics solutions, ideally in Anaconda; Enterprise edition preferred (but not essential).Exposure to managing open source repositories from external sources in a secure and approved waySome knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and JiraData science tooling experience, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar.Awareness of cloud technologies in AWS and/or GCP, and their use within data science and machine learningExperience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository managementIdeally with Exposure to Docker or other related container technologiesSystems Implementation experience preferable, but not essentialDevops Engineer - Sheffield - Python"	"Sheffield, South Yorkshire, UK"	"IT"	"£500 - £530 per Day"	"Square One Resources"	"Reuben Back "	"JS-DSR11"	"06/12/2018 18:28:18"	"http://www.jobserve.com/GlzGx"	"ASAP"	"6 months"	NA	"About Square One ResourcesEstablished in 1995, Square One Resources place ERP, Development, Digital, Infrastructure, Telco and Pharma specialists into permanent or contract roles throughout the UK and Europe. We believe in building long-term relationships with both job seekers and clients, and this is demonstrated in everything we do.Based in London and Warsaw, we have over 120 employees, and strive to achieve a great balance of skilled recruiters and back office support. Square One are specialists in name, but better still, specialists in nature; with each consultant dedicated to working one industry and knowing it well. Our core values help us to fulfil our company vision, ensuring quality is not compromised."
"Web Developer - HTML, CSS3, Pythom, C++, C# or Java"	"£45k - £80k per annum"	"London"	"Permanent"	"Web Developer - HTML, CSS3, Pythom, C++, C# or Java"	"London - £45k - £80k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Software Engineer/Web Developer - HTML, CSS3, Python, C++, C# or Java - Permanent - London - £45,000 - £80,000 per annum You're Role:The primary focus of your role will be the development of innovative mobile and web-based technology solutions to meet the operationally-focussed needs of the company clients. Work with world leading technology vendors and experienced in-house architects to find the best technical solutions in order to translate client requirements into working softwareWrite code to a high standard, incorporating effective unit tests and meeting our code quality levelsDesign and develop highly responsive Android, iOS, web and Windows-based apps, APIs and frameworksApply cutting-edge methods and technologies (eg Hadoop, data science, Spark, Elasticsearch, machine learning)Assist the engagement director or partner with the technical elements of the sales process; and Support the development and delivery of the solutionRequirements:Our client is looking for people who will embody technology delivery - people who understand the connection between the business problem and the technology solution and have the professional and personal skills to make a real difference to the company clients.Currently looking for Consultants through to Managers with specific expertise in the following:5+ Years of mobile and/or web development experience, with API development, preferably within a DHSA contextUnderstanding of the procurement life cycle, requirements gathering, evaluation techniques, negotiation skillsExperience in designing and developing operationally-focussed data analysis and visualisation solutions in a medium to large secure environmentExperience of modern Agile software development methodologies and DevOps practices;Experience with one or more of the following programming and Scripting languages: HTML5, CSS3, Python, C++, C#, Java, JavaScript, Swift, Objective-CFamiliarity with one of the following tools: Git, GitHub, Jenkins, Chef, Docker, Visual StudioExperience with web and Application Server systems including Apache, Tomcat, and/or GlassfishPreferably additional experience developing with geospatial, imagery exploitation and OSINT/social media analysis tools productsRECOMMEND A FRIEND: If you have professional friends/colleagues who would be interested in one of our roles and our excellent levels of service too, we'd like to recognise your recommendations with a 'thank you' of our own. For every colleague you refer who then starts a role through Datasource either Contract or Permanent, we will send you £300!You will be required to hold a minimum of DV or willing to undergo. If you do not hold an active DV or willing to undergo please familiarise yourself with the vetting process before applying.(c) Copyright Datasource Computer Employment Limited 2018."	"London, UK"	"IT"	"£45k - £80k per annum"	"Datasource Computer Employment"	"Lauren Gallagher "	"JS-J7048"	"07/12/2018 09:06:37"	"http://www.jobserve.com/Gl2ma"	NA	NA	NA	"About Datasource Computer EmploymentDV & SC Security Cleared IT & Engineering specialists supplying HMG, Defence & MoD customers along with IT Consultancies, Banks, Automotive, Aerospace & Naval Engineering companies throughout the UK."
