"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"company_summary"	"duration"	"category"
"Principal Data Scientist"	"£530 - £575 per Day"	"Croydon, Surrey"	"Contract"	"Principal Data Scientist"	"Croydon, Surrey - £530 - £575 per Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"*Principal Data Scientist - £530-£575/day - 3 month initial duration - Croydon*Candidates must currently hold, or be eligible for, SC ClearanceA Global System Integrator seeks a Principle Data Scientist with deep experience in one of the following; Production Data Science (in AWS), graph or text analytics, or deep learning. Additionally, the following knowledge areas would be required:. Designs and delivers Data Science insight products across development phases . Selection of tools and methods for best outcome, including best use of existing tools . Feedback on relative strengths and weakness of overall analysis approach based upon data features and tool/method selection . Expert knowledge and experience in mathematical and statistical modelling techniques . Experience and knowledge across machine learning, graph analytics, deep learning, text analytics including NLP and topic modelling . Production of data visualisations that can be consumed by non-technical colleagues . Use of version control, unit testing, construction of test data and other methods to ensure robust quality assurance of outputs . Software engineering and deployment tools eg Docker, Jenkins, Kubernetes etc.Finally, knowledge of a wide variety of standard Open Source tools for a variety of tasks including data storage, analysis, searching etc. including:o Python Scripting (especially in relation to the scikit-learn and pandas libraries),  o PostgreSQL language,  o Neo4J (especially the Cypher graph query language)  o ElasticSearch  o Spotfire  o Gitlab  o Bash Scripting  o Scala/Spark and especially streaming architectures Please note: In order to be eligible for SC Clearance, candidates must have been a resident in the UK for the last 5 years and not traveled outside of the UK for longer than 1 month in duration within the last 5 years.*Principal Data Scientist - £530-£575/day - 3 month initial duration - Croydon*Candidates must currently hold, or be eligible for, SC ClearanceDamia Group Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept our Data Protection Policy Damia Group is acting as an Employment Business in relation to this vacancy."	"Croydon, Surrey, UK"	"IT"	"£530 - £575 per Day"	"Damia Group LTD"	"Rupert Eyton-Jones "	"JS-REJ/DATASCICROYDON"	"11/12/2018 16:13:58"	"http://www.jobserve.com/GmvAk"	"ASAP"	NA	"3 months"	NA
"Data Scientist - Supply Chain"	"Market Rate"	"London"	"Contract"	"Data Scientist - Supply Chain"	"London - Market Rate"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist - Supply ChainIf you are a Data Scientist looking for your next contract opportunity to manipulate multi-source data and build Machine Learning Models within a Microsoft Azure Cloud environment. Click apply or contact Oliver to be considered immediately for this Data Scientist opportunity. My South West London based client is looking for a Data Scientist fluent in operational research within supply chain environments to gather data and build machine learning models to solve advanced forecasting problems to gain a competitive advantage within procurement, manufacturing and distribution. You will code in Python and R to leverage both predicative and prescriptive analytics alongside advanced machine learning forecasting techniques to provide optimal ROI for this market dominant client. A background in statistical modelling, optimisation techniques and simulation packages such as Anylogic will prove extremely beneficial. Essential:* Data Science within Supply Chain environments and applications* Machine Learning Model Building & Forecasting Techniques * Operational research* Statistical Modelling* Python Coding & R* Manipulating multi-source data* Cloud Architecture* Simulation Packages (Anylogic or similar) Apply or contact Oliver to be considered immediately for this Data Scientist opportunity. "	"London, UK"	"IT, Logistics"	"Market Rate"	"Gibbs Hybrid"	"Oliver Longhurst "	"JS-OLDSCORSC"	"05/12/2018 10:06:19"	"http://www.jobserve.com/GllrU"	NA	"About Gibbs Hybridwww.gibbshybrid.comGibbs Hybrid Gibbs Hybrid is an International people-powered business, providing Programme Technology Solutions, Total Talent Management Services and Outsourcing as a Service. We offer our innovative blended models to help improve our clients’ People, Technology, Process and Delivery Challenges.Headquartered in the UK, Gibbs Hybrid has offices across Ireland, Poland, Luxembourg, US and Canada.  We are a tier one partner, privately held and a globally certified Woman-owned Business Enterprise (WBE) & Ethnic Minority Owned Business (EMB). Our passion is to be the most respected and trusted partner and our philosophy is centred round Innovation, Customer Centricity, Expert Execution.Passionate about people and passionate about making a difference. "	"6 months"	NA
"Lead Python Developer - Financial Services - London"	"£100k - £150k + Bonus + Benefits"	"London"	"Permanent"	"Lead Python Developer - Financial Services - London"	"London - £100k - £150k + Bonus + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Lead Python Developer required to join a leading high frequency trading firm, based in London. This is a permanent position and offering between £100,000 - £150,000 + Bonus + Benefits. We have had a lot of success with this client are we now their leading IT suppliers, they have informed us they are looking for an experienced Senior Python Developer to come in and provide oversight with the development surrounding the microservices, reporting, alerting and data science for the Python developers. You will also be responsible for the integration of applications, platforms and network infrastructure. You must be a seasoned Python developer with a preference working in Financial Services as well as the following: Python Development experience Building Microservices (containerisation) Experience in Network Switches or Network Automation This is a fantastic opportunity to join a firm that provides exceptional market data services and customized managed infrastructure solutions. If you meet the requirements above I urge you get in touch as quickly as possible. Kite Human Capital - Hire Better We are unashamedly focused on working with only the best people, who care about customer value and maintain a fantastic working reputation. If you are someone that is committed to working hard to achieve great results, views challenge as an exciting opportunity and wants to work in some of the best possible assignments then please get in touch, we'd love to help you find your next position. We pride ourselves on rock solid integrity and honesty, and place client value at the centre of every decision we make. 2018 - Winner Best Client Service 2017 - Winner Agency of The Year 2017 - Winner Banking & Financial Services Agency 2016 - Winner Banking & Financial Services Agency"	"London, UK"	"IT"	"£100k - £150k + Bonus + Benefits"	"Kite Human Capital Ltd"	"Tom McNamara"	"JSKHCTM4550"	"10/12/2018 17:40:05"	"http://www.jobserve.com/Gmk0m"	"ASAP"	"About Kite Human Capital Ltdwww.kitehumancapital.com/Kite Human Capital provide an award-winning service to the Financial, Real Estate and Fintech industries. We believe that recruitment should deliver only good or great hires, and that our clients deserve to get better return from their investment in people.Through a combination of our philosophy, values, process and people, we consistently go beyond the industry standard to deliver human capital solutions of enduring value. Why else would 98% of our clients plan to use us the next time they hire?"	NA	"Executive"
"Salesforce Developer (remote opportunities)"	"£50,000 - £60,000"	"Reading, Berkshire"	"Permanent"	"Salesforce Developer (remote opportunities)"	"Reading, Berkshire - £50,000 - £60,000"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Role: Salesforce Developer (remote opportunities)Salary: £50,000 - £60,000Location: ReadingAn exciting opportunity has arisen for a Salesforce Developer to join an established Healthcare provider in Reading. As the Salesforce Developer you will join the Salesforce team and will help to expand the Salesforce system. Due to the expansion of the company over the past few years the company now require a strong Salesforce Developer to come in and take lead with all development duties.The Company:An established Healthcare company who pride themselves in investing and committing to advancing human health. Operating across three different sectors, the company currently have over 50,000 employees across the globe who are spread across human data, human science and data science areas. They provide services across a variety of industries including government agencies, academic institutions, the life sciences industry.Salesforce Developer role:The successful applicant will join an existing Salesforce team and will be a Salesforce champion for development responsibilities. The Salesforce Developer will be confident with all aspects of troubleshooting, reporting and creating solutions whilst having a strong knowledge of Apex tools. The role is also offering some remote opportunities and flexible working hours. Salesforce Developer Requirements:A minimum of 4 years' experience with Salesforce.Experience with Classic Salesforce and lightning components.Abiltity to customise and implement profiles, roles, security settings, sharing rules, applications, custom objects, custom fields, page layouts, workflow, validation rules, approvals, reports and dashboards etc.A strong understanding of Apex and Visualforce development.Knowledge of Sales cloud and Service cloud.Experience in full Salesforce implementation development life cycle.Why should you apply?This is a great opportunity for an experienced Salesforce Developer to work as part of a Salesforce team. The successful applicant will benefit from a competitive salary ranging from £50,000 - £60,000 Dependent on experience. If this is a role which sounds of interest then please note that initial interviews are taking place from Monday 17th December, with appointments being made shortly after. Apply here with the X4 Group or send through your most recent CV through to  (see below) About UsX4 Technology is a specialist recruitment business for the technology sector. We are part of the X4 Group, a multi-award-winning group of brands specialising in Life Sciences, Engineering, Construction and Technology, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Our network of world class talent sets us apart from the rest and allows us to deliver skilled professionals to our partners quicker than the competition.Our aim is to help businesses grow powerful teams that deliver against exceptionally high standards and we have partnerships with leading technology companies all over the world and have made placements in over 13 countries across Europe and the US.  "	"Reading, Berkshire, UK"	"IT"	"£50,000 - £60,000"	"X4 Group"	"Jorden Evans"	"JSJERSFD1003"	"11/12/2018 08:31:22"	"http://www.jobserve.com/GmsOU"	NA	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"	NA	NA
"Cloud Security Architect - finance - Cloud Security - CISO, Google Cloud, MS Azure, and AWS"	"£100k - £130k + Bonus and benefits"	"London"	"Permanent"	"Cloud Security Architect - finance - Cloud Security - CISO, Google Cloud, MS Azure, and AWS"	"London - £100k - £130k + Bonus and benefits"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Cloud Security Architect - finance - Cloud Security - CISO, Google Cloud, MS Azure, and AWS Cloud Security Architect is required by a top consultancy firms to join the Financial Services advisory area and act as a client facing Cloud security architect. My clients are looking for someone with a very strong depth of security and cloud knowledge, who is able to educate customers on why public cloud' is safer and more sustainable than any other solutions Responsibilities include Developing and bringing to market analytics propositions and services Analytics strategy, target operational model, analytics capability establishment method definition and execution Development of Cloud and advanced analytics market strategy and propositions Leadership over advanced analytics internal capability development in the areas of data science, cloud analytics, natural language processing, Real Time analytics Technical Skills Any advanced security training provided by the cloud providers - should be seen as the extended arm of the relevant Trust team CISO in a mid-size geographically-spread organisation with some cloud service roll-out experience/cloud transformation experience. Alternatively, member of the Cloud Trust teams of the top cloud providers: Google Cloud, MS Azure, and Amazon Web Services.A university degree, preferably in computer science, engineering, business and information or similar, with a minimum of a 2:1 (or equivalent), and ideally an MBA or MSc Experienced at producing multi-tier, high-availability infrastructure architectures in an Enterprise & Cloud environment Expert knowledge in implementing and operating in cloud platforms (Azure, Google Cloud Platform, AWS, Salesforce) "	"London, UK"	"IT"	"£100k - £130k + Bonus and benefits"	"Curtis Reed Associates"	"Sam Turk "	"JS/CLSEC/SAM"	"11/12/2018 04:04:51"	"http://www.jobserve.com/GZQkf"	"Sept - November 2018"	"About Curtis Reed Associateswww.curtisreed.comCurtis Reed Associates is an IT recruitment organisation, established in 1998, specialising in providing staff across all sectors. Our clients range from international Banks and Consulting firms to Fintechs.Our reputation is built on our deep understanding of our market and attention to detail. Our consultants specialise in their own niche market area and have a deep understanding of their business area and candidates. Part of our success is due to the quality of candidate networks that we have established and the ability to quickly understand our clients’ requirements and deliver candidates that match.Curtis Reed Associates is committed to recruitment best practice and is GDPR compliant."	NA	"Executive"
"Python Developer - Microservices - £100,000 -£150,000 - Financial Services"	"£100k to £150k/year"	"London"	"Permanent"	"Python Developer - Microservices - £100,000 -£150,000 - Financial Services"	"London - £100k to £150k/year"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Python Developer - Microservices - £100,000 -£150,000 - Financial Services Python developer with experience building microservices is needed for my financial services client. The role is based in London and is looking to offer between £100,000 and £150,000. The organisation specialises in high frequency low latency trading platforms. They are currently preparing for a large influx of sales which is going in place in early January next year and for this they are putting various automation protocols in place surrounding reporting, alerting, data science and more. As part of this they are looking for a senior python developer who can mentor a couple of junior members of the team and lead the way in building microservices in Python. Essential Skills Strong Python Development experience Experience building microservices within python Previous financial services experience is preferred Any exposure to networking technology is preferred This is an urgent role for our client, and they are looking to set up interviews in the next couple of weeks. If you are a python developer that fits all the above requirements then please apply with your most up to date CV ASAP, and I'll be in touch to provide more information. Kite Human Capital - Hire Better We are unashamedly focused on working with only the best people, who care about customer value and maintain a fantastic working reputation. If you are someone that is committed to working hard to achieve great results, views challenge as an exciting opportunity and wants to work in some of the best possible assignments then please get in touch, we'd love to help you find your next position. We pride ourselves on rock solid integrity and honesty, and place client value at the centre of every decision we make. '2018 - Winner Best Client Service' '2017 - Winner Agency of The Year' '2017 - Winner Banking & Financial Services Agency' '2016 - Winner Banking & Financial Services Agency' Job Type: Permanent Salary: £100,000.00 to £150,000.00/year"	"London, UK"	"IT"	"£100k to £150k/year"	"Kite Human Capital Ltd"	"Joanna Gromala"	"JSKHCJOG4550"	"10/12/2018 07:04:18"	"http://www.jobserve.com/GlRoG"	NA	"About Kite Human Capital Ltdwww.kitehumancapital.com/Kite Human Capital provide an award-winning service to the Financial, Real Estate and Fintech industries. We believe that recruitment should deliver only good or great hires, and that our clients deserve to get better return from their investment in people.Through a combination of our philosophy, values, process and people, we consistently go beyond the industry standard to deliver human capital solutions of enduring value. Why else would 98% of our clients plan to use us the next time they hire?"	NA	"Executive"
"Data Scientist"	"£55k - £65k per annum + Benefits"	"London"	"Permanent"	"Data Scientist"	"London - £55k - £65k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"An opportunity has arisen for a talented Data Scientist to work for an Insurance specialist based in London. This is a permanent position. The role: My client is looking for a data scientist to work on innovative analytics across the business, using data mining and machine learning techniques. You will enjoy working with rich data sets, cutting-edge technology, advanced machine learning techniques, see your models used in real business applications and help shape new projects in an innovative company. Requirements: Highly analytical Ability to multi-task and prioritise activitiesThe ability to communicate the results of analyses in a clear and effective mannerPassionate about data science, machine learning and big dataPossesses both creative abilities and business knowledgeResults driven and self-motivatedSolid programming experience in either Python or R Must be innovativeGood understanding of Machine Learning/AI models If you would like to find out more information, please reach out directly (see below) McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	"£55k - £65k per annum + Benefits"	"McGregor Boyall"	"Daniel Dowling "	"JS-342332234"	"07/12/2018 15:25:08"	"http://www.jobserve.com/Gl6Kl"	"ASAP"	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "	NA	NA
"DevOps Engineer - Python"	"£500 - £530 per Day"	"Sheffield, South Yorkshire"	"Contract"	"DevOps Engineer - Python"	"Sheffield, South Yorkshire - £500 - £530 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Devops Engineer - Sheffield - PythonSquare One are looking for a Devops Engineer to come on board for a six month contract in Sheffield, the pay for this role is £530 a day.Job DescriptionExperience of developing and managing analytics solutions, ideally in Anaconda; Enterprise edition preferred (but not essential).Exposure to managing open source repositories from external sources in a secure and approved waySome knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and JiraData science tooling experience, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar.Awareness of cloud technologies in AWS and/or GCP, and their use within data science and machine learningExperience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository managementIdeally with Exposure to Docker or other related container technologiesSystems Implementation experience preferable, but not essentialDevops Engineer - Sheffield - Python"	"Sheffield, South Yorkshire, UK"	"IT"	"£500 - £530 per Day"	"Square One Resources"	"Reuben Back "	"JS-DSR11"	"06/12/2018 18:28:18"	"http://www.jobserve.com/GlzGx"	"ASAP"	"About Square One ResourcesEstablished in 1995, Square One Resources place ERP, Development, Digital, Infrastructure, Telco and Pharma specialists into permanent or contract roles throughout the UK and Europe. We believe in building long-term relationships with both job seekers and clients, and this is demonstrated in everything we do.Based in London and Warsaw, we have over 120 employees, and strive to achieve a great balance of skilled recruiters and back office support. Square One are specialists in name, but better still, specialists in nature; with each consultant dedicated to working one industry and knowing it well. Our core values help us to fulfil our company vision, ensuring quality is not compromised."	"6 months"	NA
"Big Data Engineer (Python/PySpark) - Financial Services - London"	"£500-£550/Day"	"Central London (Nr. London Bridge)"	"Contract"	"Big Data Engineer (Python/PySpark) - Financial Services - London"	"Central London (Nr. London Bridge) - £500-£550/Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Contract - Big Data Engineer - London Cloud Consulting are currently looking for a contract Data Engineer for a global client based in Central London. You will be working with an established data engineering team. You will be collaborating with other teams across EMEA and the US, driving excellence in data engineering, and implementing software at a global level: Designing and building platform tools including the cloud automation and services that support and enable them. Taking data science prototypes and other proofs-of-concept and helping turn them into operational systems. Daily responsibilities will include: Implementing data cleaning and processing, designed by you and other data engineers working with data scientists and data analysts. Improving the quality of our work, both through reviewing pull requests and directly mentoring and coaching. Monitoring and resolving issues in operational systems. Skills: Python Spark or similar PySpark (Desirable) AWS, Google Cloud or Azure Apache Airflow/Google Cloud Composer If this is of interest, then please forward your C.V ASAP detailing your availability."	"Central London (Nr. London Bridge), UK"	"IT"	"£500-£550/Day"	"Cloud Consulting"	"Delivery Team "	"JS-PYTHON081"	"11/12/2018 15:35:30"	"http://www.jobserve.com/Gmuus"	"Dec or January"	NA	"6 months (+)"	NA
"Data Scientist - Data Analytics - Transactions - Outside IR35"	"Market Rates - Outside IR35"	"London"	"Contract"	"Data Scientist - Data Analytics - Transactions - Outside IR35"	"London - Market Rates - Outside IR35"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist ... Data Analytics ... Transactions ... Outside IR35 Data Scientist to join a team of Data Scientists and SME's on an exciting pilot project relating to financial crime, for a renowned regulatory body based out of London. The successful Data Scientist will support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction. The successful Data Scientist will work on the transaction monitoring workstream and will require will require Data Science and big data engineering skills to include;- Python/R - Agent based models - Supervised learning models - Unsupervised learning models - Experience with cloud computing Front End Developer will have the following experience;London 3 month initial assignment - 12 - 24 month programme! Outside IR35 Any experience across the following technologies will be highly beneficial for the successful Data Scientist;- AWS cloud - Experience with agent based modelling software (eg Netlogo, Mesa, etc) - Parallel computing - Object-orientated programming - Exposure to operational risk assessments and the identification of setting of risk indicators. - Strong commercial awareness of financial drivers and risk activities within banking. - Understanding of payment activities in banking, particularly relating to AML and compliance. - Experience with transaction monitoring systems such as Actimize, Mantas, Fortent etc. - Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. This is an exciting opportunity for an experienced Data Scientist to join an exciting pilot programme relating to Financial Crime that going to run for between 12 - 24 months! APPLY NOW!Data Scientist ... Data Analytics ... Transactions ... Outside IR35"	"London, UK"	"IT, Finance"	"Market Rates - Outside IR35"	"Code IT Recruitment Ltd"	"Mark Cain"	"JSDS-TRAN-1/3"	"11/12/2018 14:41:14"	"http://www.jobserve.com/Gmuq1"	"Jan 2019"	NA	"3 months +"	"Public Sector"
"Senior Python Engineer"	"£550 per Day"	"Central London"	"Contract"	"Senior Python Engineer"	"Central London - £550 per Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"A leading UK Cyber Security Consultancy is looking for a Senior Python Engineer to support their client's (a financial organisation) Anaconda environment. Position can be based in Manchester or Central London. Circa £550 a day. 3 to 6 month contract.The role will involve working with the vendor as a single point of contact, supporting the client. This is a great opportunity for an experienced Senior Python Engineer to join a highly successful financial organisation, focused on AI/Machine Learning and the manipulation of large data. You will have exposure to a number of programmes and projects and be the main interface between the organisation and the vendor.Essential Skills needed: Experience of Hadoop deployments within large organisations.A Python Coding expert.Working within a DevOps team, possibly leading it. Desirable skills needed:Anaconda For further information contact Shayda James at Inspire People or apply below.Inspire People is an employment business providing services to employers and candidates. Anaconda, Hadoop, Python, Python Coding, DevOps, Programme Consultant, Data Science, Lampstack, Wamp Stack, Apache Web Server"	"Central London, UK"	"IT"	"£550 per Day"	"Inspire People"	"Shayda James "	"JS-2438"	"11/12/2018 09:02:17"	"http://www.jobserve.com/Gmskz"	"ASAP"	NA	"3 - 6 months"	NA
"BI Developer (Amazon Redshift/AWS)"	""	"Coventry, Warwickshire"	"Contract"	"BI Developer (Amazon Redshift/AWS)"	"Coventry, Warwickshire"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"BI Developer (Redshift/AWS) Rate: £flexibleLocation: Coventry Term: 3 months initiallySopra Steria Recruitment are now looking for a Business Intelligence Developer to join a fantastic organisation in Coventry for an initial 3-month contract.We're looking for someone who has setup a data warehouse using Amazon Redshift and has experience of loading data into it from various data sources.Key ResponsibilitiesIngesting data from source systems and systems of record in accordance with predefined architecture principlesDevelopment and deployment of physical data models defined by the Data AnalystDeliver source to lake transcriptions with associated code/tool, as defined by architecture teamDeveloping and maintaining Business Intelligence solutionsCrafting and executing queries for data visualisationWork with data science teams to build the respective infrastructureCollaborate with other Developers, and Testers to align future development with target architecture.Skills/Experience Strong focus on AWS and Amazon's Redshift - Essential Amazon RedshiftAWS S3 bucketsAmazon AthenaAWS Lambda - - Desirable, not essentialKafka - Desirable, not essentialShould you choose to contact Sopra Steria Recruitment regarding this role or to apply for it, all personal data you submit to us will be processed in accordance with our Privacy Notice which you can find on our website."	"Coventry, Warwickshire, UK"	"IT"	NA	"Sopra Steria Recruitment Limited"	"Kornelija Gudaviciute "	"JS-SS7458"	"11/12/2018 15:29:54"	"http://www.jobserve.com/Gmuua"	"ASAP"	NA	"3 months"	NA
"JavaScript Developer Team Lead (Node.js)"	"£75k + Flexi Working + Visa Sponsorship Options"	"Central London"	"Permanent"	"JavaScript Developer Team Lead (Node.js)"	"Central London - £75k + Flexi Working + Visa Sponsorship Options"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	" JavaScript Developer Tech Lead with solid experience of Node.js required by a fantastic start up who are changing the parenting world through wearable and IoT technology.   This Full Stack JavaScript role will see you be hands on, lead on architecture and oversee the work of a small team.   As the Tech Lead, you will need to be proficient in Node.js, JavaScript and associated databases, with MongoDB being ideal, plus AWS.   Additional experience of Python, Ruby, Java or Scala etc would be a great added bonus but is not a show stopper as there is an existing Server Side and hardware team, in addition to data science. They work in a full Agile/Scrum environment.   This Full Stack JavaScript position will see you be 90% hands on/architecture focused, with the remaining 10% overseeing the work of others in line with the product roadmap.   This is a start-up who work in the wearables/IoT space and are coming up to the launch of their product after 3 years in R&D. They have already signed up a major retailer and are due for major launch in April 2019. The software is over half way built but there is still a lot to be done by the end of Q1 2019.   Our client offers:   The chance to work in the latest wearables and IoT tech   A competitive salary   Flexi working with up to 2 days home working per week   Good benefits   A great culture with regular socials   Visa sponsorship can also be offered for the right candidate   To apply for this Lead JavaScript Developer/Tech Team Lead role please hit the apply button now!   Full Stack Developer, Tech Lead, Development Team Lead, Lead Developer, JavaScript Developer, Node.js Developer, IoT, Wearables, Node, JavaScript, AWS   London   £75,000 "	"Central London, UK"	"IT"	"£75k + Flexi Working + Visa Sponsorship Options"	"IT Recruitment Solutions"	"Paul Wilson"	"JS1018"	"04/12/2018 19:33:05"	"http://www.jobserve.com/Glckw"	NA	NA	NA	NA
"Senior (lead) Big Data Engineer | Global Organization | London"	"£90k - £110k per annum + £20K Bonus + Benefits!"	"London"	"Permanent"	"Senior (lead) Big Data Engineer | Global Organization | London"	"London - £90k - £110k per annum + £20K Bonus + Benefits!"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Senior (lead) Big Data Engineer | Global Organization | London | £110,000 + £20,000 Bonus!  Empiric are partnering with a Global Organization in London to help them look for Senior Big Data Engineers with a background in Java (JVM), Python, Scala, Hadoop, NoSQL and Spark.  The successful Data Engineers/Developers would join a Data focused organization who have put Big Data and Data science at the core of what they do and they are looking for creative technical Big Data Engineer/Developers to join them.  If you are a smart, creative Big Data Engineer/Developer you have the chance to join a team in the midst of a cutting edge Optimization project in London and lead a scrum of 5!  Your programming skills are required to lead the way with digital technologies that can transform how this company uses data to gain insight into their customers and become more efficient.  This is an opportunity to really have a say in their technology road-map and introduce new technologies! The Role You will be leading a unique and experienced Big Data team in their London office. You will be building the next Generation Big Data platform, working with some of the leading minds in Data. They work within an Agile environment with small scrums where you will be able to implement your ideas and introduce new and exciting technologies. This is an expansive opportunity where the team is growing rapidly and you will have the chance to move up in the company. Desired Skills Development Experience with Java, Python or Scala. Experience with Spark and with the Hadoop Ecosystem. HBase Experience. Agile experience with Scrum or Kanban. How to Apply  Please do not delay in applying for this unique opportunity. Alternatively if you have a friend or colleague that may be suitable please pass on my details. Successful referrals will be rewarded.  To discuss this exciting Data opportunity in more detail please send your CV to Seb Rodriguez.Keywords  Hadoop, Cloudera, Hortonworks, MapR, NoSQL, Cassandra, Couchbase, CouchDB, Kafka, Confluent, Spark, Databricks, AWS, Redshift, Java, JVM, Scala, Agile, Scrum, Hive, Impala, HBase, Yarn, Python, ElasticSearch, Flink, Flume, Soir, Oozie, Pig, Map-Reduce.Empiric Solutions is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT"	"£90k - £110k per annum + £20K Bonus + Benefits!"	"Empiric Solutions"	"Empiric "	"JS-SR- SBDE"	"11/12/2018 09:00:51"	"http://www.jobserve.com/Gmsj0"	NA	NA	NA	"Executive"
"Data Analyst - Leeds"	"£25k - £45k per annum + Pension"	"Leeds"	"Permanent"	"Data Analyst - Leeds"	"Leeds - £25k - £45k per annum + Pension"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Data Analyst required for one of the world's leading professional service organisations, based in Leeds working on a global programme of work. This role is giving the opportunity to work in Leeds.You would be a part of one of the global market leader, that manage to bring creativity and insight to their clients most critical challenges through the talent of over 16,000 colleagues. You would be joining a company that was ranked within the top 30 of the '100 Best Companies to Work For' in Fortune Magazine's 2017 list, voted for by employees. They are looking to bring their Data Analyst to join their Data & Analytics team that uses advanced data analysis technologies and techniques to help answer business questions and commercial issues.A successful Data Analyst candidate will have the following skills and experience:*Experience in Data management, such as ELT and SQL Development*Experience within data science or data analytics*Knowledge and experience of modelling and forecasting*Prior experience with SQL, Alteryx, SSIS, Power Query, etc*A degree or professional certification in Data Analytics or Computer Science or equivalent (Desirable) If you have the experience and believe that the Data Analyst role is the perfect next step you, please click apply.Lawrence Harvey is acting as an employment agency in regards to this position."	"Leeds, UK"	"IT"	"£25k - £45k per annum + Pension"	"Lawrence Harvey"	"Paul Kershaw "	"JS-013"	"06/12/2018 15:20:22"	"http://www.jobserve.com/GlxjE"	"ASAP"	NA	NA	NA
"Data Scientist - BVD, World-Check, Legal Key"	""	"East London"	"Contract"	"Data Scientist - BVD, World-Check, Legal Key"	"East London"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Data Scientist - BVD, World-Check, Legal Key - 12 month contract -London - £400/£450 a dayA new long term contract opportunity for data scientist to play an major role in the overall delivery and assessment of several key projects. Ideally you will have the following skill and experience in the following areas:*Our expectation is that the sanctions monitoring workstream will require data analysis/data science, statistics and record matching skills:*Experience with compliance databases such as BVD, Worldcheck, LegalKey, etc.*Experience with PEPs, sanctions and negative media screening.*Data matching: entity resolution, fuzzy matching, duplicate detection, etc.*Cloud computingIt would be great if you had aSolid understanding of UK and European money laundering regulations, initiatives and directives and exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements.Please apply with latest CV or call 0117 922 7000 for more details. People Source Consulting Ltd is acting as an Employment Business in relation to this vacancy.People Source specialise in technology recruitment across niche markets including Information Technology, Digital TV, Digital Marketing, Project and Programme Management, SAP, Digital and Consumer Electronics, Air Traffic Management, Management Consultancy, Business Intelligence, Manufacturing, Telecoms, Public Sector, Healthcare, Finance and Oil & Gas."	"East London, UK"	"IT"	NA	"People Source Consulting Ltd"	"Andrew Pryce Jones "	"JS-APJ DSS"	"11/12/2018 16:22:02"	"http://www.jobserve.com/GmvGm"	"Feb 2019"	NA	"12 months"	"Public Sector"
