"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Maths Teacher- Temp to Perm- Hillingdon"	"500.00 - 33.5k Annual 00 GBP"	"Ruislip, Middlesex"	"Unspecified"	"Maths Teacher- Temp to Perm- Hillingdon"	"Ruislip, Middlesex - 500.00 - 33.5k Annual 00 GBP"	"Unspecified"	"Posted: Monday, 10 December 2018"	""	"The school has a long standing history of excellence and pupils are keen to learn which makes teaching for any teacher a dream at this school. The school has large parking facilities for you and teachers tend to arrive at this school for 8.20am. To be considered for this role:- Qualified teacher status gained by PGCE, GTP or schools direct. UK Naric converted qualifications are all accepted.- Previous experience working within a secondary school environment based in the UK will also be necessary for this role.The key benefits of working with Simply Education are:- Your own personal consultants that will help support you throughout your placement.-Competitive pay rates (Pay can be negotiated depending on experience)-Access to online lesson resources-CPD courses that are conducted by our Educational development managers who - are X educational professionals.-In school support and access to mentors to help you with advice, or guidance. You are never alone.All successful candidates will be required to undergo relevant safeguarding checks including full applications form and an enhanced DBS with a barred list where appropriate. "	"Ruislip, Middlesex, UK"	"Education"	NA	"500.00 - 33.5k Annual 00 GBP"	"Simply Education Ltd"	"Simply Education Ltd"	"JS3561_36794452/600488943"	"10/12/2018 07:03:20"	"http://www.jobserve.com/GmgD5"	NA
"MFL - French Teacher - Birmingham- January 2019!"	"110.00 - 170.00 Annual GBP"	"City, Birmingham"	"Unspecified"	"MFL - French Teacher - Birmingham- January 2019!"	"City, Birmingham - 110.00 - 170.00 Annual GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"MFL - French Language Teacher - Birmingham- January 2019! Are you looking for a position to start in January 2019? Academics Ltd (one of the top 10 education Agencies nationwide) is supporting a 'good' secondary school in Birmingham with recruiting enthusiastic French teachers. We are looking for qualified & experienced French teachers to fill these positions urgently. This position requires organisation and confidence when working day to day, on a short term basis and long term roles. If you are a graduate who is also looking to get into teaching, this would be a great opportunity to gain some work experience in a mainstream secondary environment. It would also be good to see if teaching is the right career for you. The school itself is well known and would offer great support for new employees when working there. This is a brilliant opportunity to experience a secondary education setting. You will be looking to be teaching French to a KS3 & 4. Job Role Supervising young people in KS3 & KS4 in the classroomRegistrationsLead French classes when the teacher is not presentResponding to student queries about the work setDealing with any student emergencies (in accordance to the school policy) that may occurDeveloping and encouraging, supporting students' academic learning Job Requirements Reliability and flexibilityExcellent time-managementLeadership skillsValid DBSA French degree or in a relevant subjectQualification (QTS/PGCE) is desirableAvailable to start in January 2019Be able to travel around BirminghamAt least 1 year experience in a UK secondary schoolWe are expecting our staff to work between 3-5 days a week on a competitive rate of salary. All candidates are welcome for this role. It involves varied work which could be very rewarding as you would be working with the younger generation and helping them achieve their very best. This may be your perfect opportunity you. Please send your CV to OR CALL for an immediate interview! "	"City, Birmingham, UK"	"Education"	NA	"110.00 - 170.00 Annual GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36766157/598101604"	"06/12/2018 07:03:24"	"http://www.jobserve.com/GlvFO"	"Graduate"
"History teacher - Twickenham £150 - £200 a day"	"150.00 - 200.00 Annual GBP"	"Twickenham, London"	"Unspecified"	"History teacher - Twickenham £150 - £200 a day"	"Twickenham, London - 150.00 - 200.00 Annual GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Location: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 Are you a qualified History Teacher looking for a new opportunity? Teaching Personnel are seeking an established History teacher who is looking for a great career opportunity with a chance to excel within an excellent Humanities department. The College offer an exceptional support network for the suitable candidate. Can you deliver History to students that have a strong interest in learning? We are looking for a Geography teacher with experience of teaching the full age range from KS3-KS5 to start in January 2019. You will be joining a thriving Humanities department, where students all achieve high results at GCSE. The successful candidate will have the ability to teach Geography across the full age range, preferably including AS and A Level. You will be passionate about your subject with excellent curriculum knowledge and able to motivate and inspire your pupils. If you are a proactive and enthusiastic History teacherlooking for a new role in the new academic year, please forward your CV to Conor at Teaching Personnel today for consideration.  The suitable candidate will have the following skills;  Be able to inspire and motivateKeen to progress and developHave excellent subject knowledgeExcellent team playerProvide new and innovative ideas for the facultyMinimum of 1 years' experienceLocation: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 All candidates must possess a recognised Teaching Qualification (PGCE, QTS, BEd. or equivalent). All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. For Support staff our minimum requirement is GCSE E.n.g.l.i.s.h & M.a.t.h.s (A-C) or equivalent. All pay rates quoted will be inclusive of 12.07% statutory holiday pay. Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. Privacy Notice "	"Twickenham, London, UK"	"Education"	NA	"150.00 - 200.00 Annual GBP"	"Teaching Personnel Ltd"	"Teaching Personnel Ltd"	"JS3561_36518185/596908116"	"05/12/2018 12:42:48"	"http://www.jobserve.com/GlnAX"	NA
"KS1 Teacher - January Start"	"48k Annual 00 GBP"	"London"	"Unspecified"	"KS1 Teacher - January Start"	"London - 48k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"This fantastic school is seeking to appoint a Year Group Leader across Year 1, 2 and 3 from January 2019, who will also teach a small class of KS2 students. In the heart of the culturally diverse borough of Brent are seeking an experienced and dynamic teacher to join their Leadership Team from January on a full time and permanent basis. This School aims to inspire and challenge pupils to instil a life-long love of learning through an innovative and creative curriculum. Their outstanding teachers provide pupils with a broad curriculum, which develops critical thinking and enquiry skills and encourages pupils to use their imagination as they explore both the academic and extra-curricular offerings at the school. This position will be integral to the school as it continues to expands. As a middle leader you will have responsibility of leading the 3 year groups and helping to shape the curriculum from Years 1 to 3, as well as having an impact across the wider school. This is a three form entry primary school. The successful candidate will play an important role in developing the KS1 and KS2 team during a period of raising standards and be a pivotal member of the school staff team. Essential Requirements: - Experience within middle management - Be an outstanding practitioner with a PGCE, Bachelor of Education or equivalent - Ability to use your passion and commitment to make a real difference for the children in this school - Have the creativity and drive to support this newly established school as it expands further. In return the school can offer: - A committed and friendly team already achieving excellence in their lower school and aiming for the same as it expands into KS2 - The support of an established KS1/2 team - Children who are well behaved, happy and eager to learn - A commitment to high quality professional development - A supportive and encouraging senior management team. Next Steps: The school are looking to interview candidates ASAP and so are accepting applications from now onwards with the view to interview in the coming weeks. If you feel that you are a strong Key Stage 1 (KS1) or Key Stage 2 (KS2) teacher ready for the next step in your career or looking for a new challenge in a school with an exciting and bright future then send your CV through to Ruby at Reeson Education or call directly to find out more. "	"London, UK"	"Education"	NA	"48k Annual 00 GBP"	"REESON EDUCATION"	"REESON EDUCATION"	"JS3561_36534503/597179651"	"06/12/2018 07:02:40"	"http://www.jobserve.com/GlvEK"	NA
"Sheffield Teacher (Talent Pool)"	"GBP"	"Sheffield"	"Permanent"	"Sheffield Teacher (Talent Pool)"	"Sheffield - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description We are recruiting!The Supply Register is the modern way of working for modern supply teachers and support staff.Do you want to be the first to see jobs? Be able to accept/reject job? Manage your own availability? Have all your compliance and admin in one place? Our web based technology platform can do that for you, leaving you free time to do other things you want to do.We will build you a free profile, which holds all your compliance documents, timesheets and bookings in one place. This can be accessed via desktop or mobile at your convenience. Then you are free to accept/reject jobs, be the first to know about jobs, build direct relationships with schools, update your availability day-by-day and receive a better rate of pay.We are currently working with a Primary Academy Trust in the Sheffield area who are seeking to build a bank of good to outstanding qualified Teachers. NQT's will also be considered. The ideal candidate will: . Be a qualified primary teacher with a record of delivering good and outstanding lessons across KS1 and/or KS2 (NQT's will also be considered) . Have evidence of supporting students to make or exceed expected progress.. Have an excellent record of forging positive relationships with students to encourage learning. Have a resilient character and a strong personal drive. Have an exemplary attendance record The Role: . To deliver outstanding teaching and learning to help students achieve their best across KS1 and/or KS2. The ability to design engaging and fun lessons that inspire students Key Responsibilities:. To ensure that students are safe and provided with an environment that allows them to take risks in their learning and become lifelong learners. To plan, resource and deliver challenging, varied and differentiated lessons. To help to establish and maintain exemplary student behaviour for learning. To contribute to the effective working of the wider school. To meet all aspects of the Professional Teaching Standards Qualification Criteria:. QTS/NQT. 6 or more weeks recent classroom experience. Eligibility to work in the UK. Holds an enhanced DBS on the update service If you're interested in the positions and would like to join The Supply Register free of charge please click apply or call the office for further infromation.  "	"Sheffield, UK"	"Education"	NA	"GBP"	"The Supply Register Ltd"	"The Supply Register Ltd"	"JS2DD9468C/599779253"	"08/12/2018 11:06:45"	"http://www.jobserve.com/GmDiP"	NA
"Hampshire Science Teacher"	"GBP"	"Emsworth, Hampshire"	"Permanent"	"Hampshire Science Teacher"	"Emsworth, Hampshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description Science Teacher required in Emsworth - January start or soonerAn opportunity for a Fully Qualified Teacher of Science has arisen in a Hampshire School near to Emsworth. The position is temporary with the view to become permanent for the right candidate. This is a full time position although the school are willing to consider a role share. Applicants should have the ability to teach the Sciences up to a GCSE level across a wide range of mixed ability classes.In its most recent Ofsted, the school retained its \"Good\" status with particular praise for its staffs attention on attainment and focus within all lessons, and their ability to keep students engaged and on task. The school is a Local Education Authority School with students from a range of backgrounds and beliefs. The school consistently provides excellent opportunities within its curriculum, drawing on experiences from previous years and allowing staff to be innovative and creative within their planning and delivery. With strong focus on progress and attainment scores, the school is committed to bridging the gap in its core subjects.The role is within a well resourced department who strive for excellence. With its modern facilities, teachers can deliver lessons that capture pupils attention and allow them to explore science in great depth. The department boasts teachers from varying backgrounds and levels of experience and are encouraged to collaborate to create the best learning environments and lessons for its students.The ideal candidate will be;A fully Qualified Teacher with UK QTS or equivalentPassionate about the SciencesAble to teach Chemistry, Biology and Physics up to GCSE, ideally with specialism in one subjectAble to bring innovative and creative ideas to the roleA positive role model for staff and studentsWilling to work cohesively to plan lessonsAble to provide excellent feedback verbally and written to pupilsTeaching Personnel can offer;Weekly pay on a PAYE basisAccess to discounted CPD to continue to develop your careerGreat exposure to schools in your areaInterview and trial preparationDedicated education consultant specialising in your areaFlexible working hours and conditionsIf you are interested in the role or others we have in Hampshire, please click \"Apply\" to upload your CV, or contact Kate at Teaching Personnel: All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Emsworth, Hampshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSB6B9853F/599159989"	"07/12/2018 09:10:01"	"http://www.jobserve.com/Gl2pV"	NA
"Year 2 Teacher Croydon"	"663.00 - 41801.00 Annual 00 GBP"	"Thornton Heath, Surrey"	"Unspecified"	"Year 2 Teacher Croydon"	"Thornton Heath, Surrey - 663.00 - 41801.00 Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Primary Croydon Year 2 Teacher Are you looking to for a January start? Are you looking to work with a school which is at the heart of its community? Are you ambitious and ready to make an impact? Academics are working with a school in Croydon that is looking to appoint a new year 2 Primary teacher. Year 2 TeacherJanuary startMinimum 1 year experienceFull timeCroydon2 form entryGood OfstedThis is a great opportunity to work at a school that is at the centre of the Croydon communities needs. The school has earned a great reputation for working for the wider needs of this diverse community. Working with the community and parents the school has struck a great balance which has created a lovely environment where children can thrive. Requirements: At least 1 years teaching experience: so for this role NQTs will not be considered.Preferably teaching experience in year 2 or Key stage 1.Comfortable working with SENA strong knowledge of the UK curriculumeligibility to work in the UKStrong knowledge of phonicsThis school has a great set up with its PPA which is shared out between the year group teachers. They also have a wonderful scheme which gives every teacher a day to plan for the following half term. With these flexible schemes it is no wonder that the school does very well in retaining its staff. These supportive actions allow each teacher to develop themselves and achieve their full potential. The class you would be joining will also have an experienced teaching assistant that will work with the class every morning. The class also has some pupils with some mild SEN requirements so a teacher must be adept in tailoring education to help these pupils. The school have requested that a teacher in this class has a good knowledge of phonics to help with reading and spelling in the class. Interviews will start ASAP so make sure you get your CVs in quick to be considered: Apply through the academics website or send you CV to  If you have any questions then call in on and ask for Adam, Primary- Teacher- QTS- Year 2- Croydon- Experience- Challenge "	"Thornton Heath, Surrey, UK"	"Education"	NA	"663.00 - 41801.00 Annual 00 GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36497723/596926377"	"06/12/2018 07:01:48"	"http://www.jobserve.com/GlvDG"	NA
"RE Teacher Hampshire"	"GBP"	"Emsworth, Hampshire"	"Permanent"	"RE Teacher Hampshire"	"Emsworth, Hampshire - GBP"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Job Description RE Teacher in EmsworthAre you a passionate RE teacher looking for your next role?A school just outside of Emsworth in Hampshire are looking for a full time RE teacher to join them on a temporary basis. This is a fantastic opportunity to expand your teaching experience in a large Academy School where the humanities department is in high demand due to its growing popularity. The School is set in large grounds with fantastic facilities for its pupils and staff. Opportunities at the school are vast and range from overseas educational trips to leadership training opportunities for pupils. Staff are highly encourage to collaborate across departments and across partnership academy schools in order to achieve the best outcomes through sharing best teaching practise. With a diverse background of students, RE is a subject that can produce many educational discussions drawing on past experiences of pupils and their home lives. RE is growing in popularity and candidates should have great subject knowledge and be willing to teach up to a GCSE level.Applicants must hold UK QTS or equivalentApplicants must be passionate about their subjectAll applicants need to have and enhanced DBS certificate on the update serviceApplicants should have undertaken recent safeguarding training or be willing to do soIf you are interested in this role or wish to hear more about Teaching Personnel, please send your CV by clicking \"apply\" or send your CV All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Emsworth, Hampshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSCACE4C56/599779438"	"11/12/2018 09:18:00"	"http://www.jobserve.com/GmsyY"	NA
"Business Studies Teacher"	"GBP"	"Emsworth, Hampshire"	"Permanent"	"Business Studies Teacher"	"Emsworth, Hampshire - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description Business Studies Teacher for a January start!An Academy School close to Emsworth are looking for a Teacher to join their Business Studies department in the new year. This is an excellent opportunity to work in a successful Multi-Academy Trust with great collaboration across its schools. The Business Studies department is an inventive and fun subject area that continuously creates projects within its curriculum to inspire the students and give them real life experiences. This is an opportunity not to be missed!Innovative business studies ideas should be expressed to the department in order to continue providing outstanding and unique experiences to the pupils. It is essential that you be willing to demonstrate and offer innovative ideas as this school really is looking to inspire its students to be business minded in their futures outside of educationYou will have UK QTS or equivalent and be eligible to teach in the UK. Experience is desirable although NQTs are welcome to apply with excellent subject knowledge.Full time is desirable although part time positions will be considered for the right applicant.To find out more about this role or other similar roles, please upload your CV via the \"Apply\" button, or call Kate for more information on All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Emsworth, Hampshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS153B7903/592626638"	"10/12/2018 07:08:41"	"http://www.jobserve.com/GmgIy"	NA
"EYFS Lead Teacher - Haringey"	"GBP"	"Haringey, London"	"Permanent"	"EYFS Lead Teacher - Haringey"	"Haringey, London - GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description EYFS Lead TeacherAre you an ambitious and experienced early years teacher looking for the next step in your career?A successful primary school situated in the inner London Borough of Haringey is seeking to appoint a Reception teacher to take on a senior leadership position as EYFS Phase Leader from January 2019.Position Details:This is a class based position teaching a lovely Reception class however generous out of class planning and management time will be offered as well as a TLR. The Headteacher is looking to appoint an ambitious early years teacher with prior EYFS teaching experience.School Details:This is a well-established and high achieving primary school which has recently undergone refurbishment and facility upgrades to allow teachers to use all means necessary to deliver the highest quality of learning. Graded as 'Outstanding' by Ofsted, the staff team are committed and dedicated to progressing and developing this school even further. The school can offer:Opportunities and support for professional and personal development alongside a TLRA lively, exciting and creative environmentA great team of dedicated and committed staffRequirements:The successful candidate for this class based EYFS phase leader role will be an individual with clear passion for teaching and confidence in their abilities as a teacher and a leader. They will have a proven track record for delivering 'good' lessons within early years.We are looking for:A knowledgeable early years class teacher who will contribute to raising achievement and attainmentAn organised and inspirational EYFS teacher and leader, who can motivate pupils and staffExtensive EYFS teaching experienceThe school is very proud of the reputation it has built up within the local community for being a welcoming, friendly and fun school while maintaining teaching standards. The Headteacher is seeking to appoint a candidate who mirrors this ethos and has the ambition to participate actively in the further growth and development of the school.If you have the skills and experience listed above please don't delay in sending through your CV to Ruby at REESON Education. "	"Haringey, London, UK"	"Education"	NA	"GBP"	"Reeson Education"	"Reeson Education"	"JSED66B9AF/599779451"	"08/12/2018 09:06:02"	"http://www.jobserve.com/GmDaf"	NA
"PPA Cover Teacher Nottingham"	"GBP"	"Nottingham, Nottinghamshire"	"Permanent"	"PPA Cover Teacher Nottingham"	"Nottingham, Nottinghamshire - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description PPA Cover Teacher Wanted for January Start | Nottingham NG6One of our partner schools in the NG6 area of Nottingham have contacted us regarding sourcing a talented teacher to provide PPA support across Key Stage 2. The role is set to start in January and could well roll up until the end of the school year. This a great opportunity if you are seeking a varied role, as it will involve teaching a variety of classes across year 3,4,5 and 6. If this sounds like the ideal role for you, the school are hoping to interview as soon as possible. Shortlisting criteria include:UK QTSMinimum of two years UK teaching experience, ideally including at least a year of KS2 teachingA commitment to inclusion and diversityUp-to-date knowledge of the UK National Curriculum If you think this could be the role for you, please apply within with an up to date CV to be considered for it. All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.For details of our privacy policy, please see teachingpersonnel.com/privacy -notice "	"Nottingham, Nottinghamshire, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS8FAED61C/599159920"	"07/12/2018 09:08:09"	"http://www.jobserve.com/Gl2nm"	NA
"Food Technology Teacher - North London"	"GBP"	"Barnet, London"	"Permanent"	"Food Technology Teacher - North London"	"Barnet, London - GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Job Description Food Technology Teacher Janaury or ASAP Start! Academics is searching for a Food Technology Teacher required to start ASAP at a secondary school based in North London.The role will be start ASAP or in January 2019What we need from youQualified teacher Status (QTS) or a UK recognised equivalent teaching qualificationBe passionate and energeticNQTs are welcome to applyA valid DBSThe right to work in the UKApply Today! Call Ben Email  "	"Barnet, London, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JS5306E324/599160064"	"06/12/2018 17:06:21"	"http://www.jobserve.com/Glyba"	NA
"Design & Technology Teacher Required in Bristol - January 2019"	"GBP"	"Wiltshire"	"Permanent"	"Design & Technology Teacher Required in Bristol - January 2019"	"Wiltshire - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Design & Technology Teacher Required Bristol Secondary School - January 2019We are looking for a qualified teacher of Design & Technology to teach Design & Technology at a successful Secondary school in Bristol from January 2019. This is a Full time Design & Technology teaching role as part of a long-term absence. At present the role does not include including planning and marking but this may change at later date. The role is expected to finish in July 2019 and the school welcomes applicants from NQTs as well as more experienced teachers of Design & technology. The timetable predominantly consists of Key Stage 3 classes but there may be the opportunity to teach at Key Stage 4. To be considered for this role you must:*Hold QTS status*Have a thorough and in-depth knowledge of the D&T curriculum across all Key Stages 3 and 4.*Have the ability to work collaboratively within a well-established, supportive and dynamic Technology DepartmentThe school is a large secondary school with just over 1300 pupils on roll and a growing Sixth Form. It gained academy status in January 2015 and they are about to begin the first phase of redevelopment of the school with new buildings being added.This school place a lot of emphasis on relationships between the staff and students alike and offer a high level of support to their staff. You will always be welcomed and inducted to the school by a member of the SLT. You will also benefit from an incredibly well structured support team within which there is always a member of each department and a member of the SLT on call each hour of the day who regularly check in lessons and are available to offer support if required. The department is well established, organised and will offer a high level of support to all of its department members.First impressions count for a lot at this school; they like staff to be punctual and adhere to a smart business attire. You will be expected to embrace their ethos and uphold their high expectations for behaviour.Monarch Education have a very established relationship with the school having previously placed staff into long-time roles within the school. It has a fantastic reputation within our staff who praise it's organisation, high standards and expectations. All applicants are required to provide two educational references, have a face to face interview and have a new DBS disclosure. Monarch Education has been awarded the REC Gold Standard to denote excellence in providing staff to schools. If you would like to be considered for this role, please apply online or email your cv through to Helen Needham on . Alternatively, earn £200 by referring a member of staff to us that would be interested in this role. "	"Wiltshire, UK"	"Education"	NA	"GBP"	"Monarch Education"	"Monarch Education"	"JSC91C40DC/592977589"	"05/12/2018 17:23:31"	"http://www.jobserve.com/Glpj4"	NA
"Primary Supply Teacher (York)"	"GBP"	"York"	"Permanent"	"Primary Supply Teacher (York)"	"York - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description Primary School Supply TeacherAre you an experienced primary school teacher fed up with all the paperwork that teaching brings?Are you looking to have a better work/life balance?Would you like to build a wider knowledge of the primary schools in North Yorkshire?Or perhaps you are a newly qualified teacher looking to build your first years experience teaching in a number of primary schools and building knowledge of the UK curriculum?Whether you are an NQT or an experienced primary school teacher, Academics have the solution for you. Academics are on the hunt for reliable, motivated and flexible primary school teachers that are looking to work on a daily/short term basis within primary schools in York!Position: Primary School Supply TeacherStart Date: JanuaryRoles: Day to Day supply, short term and long term supply bookings availableLocation: York and surrounding areasSalary: £110 - £140 per dayAcademics are looking for strong primary school supply teachers who are seeking flexibility in the new academic year. We would love to her from primary teachers who are interested in joining us as supply teachers whether that is working on a day to day, short term or long term basis.Supply teaching would suit both newly qualified and experienced teachers as you will be able to choose the hours and days that you work.Academics offer:- A dedicated consultant who has great relationships with the schools- Great daily rates- Excellent in house CPD opportunities- Access to permanent teaching positions for September 2019- Local schools- Good and Outstanding schoolsPrimary School Supply Teacher Requirements:- QTS- 1 Year UK teaching experience- Knowledge of EYFS, KS1 & KS2 (can be through teacher training placements)- Flexible and motivated primary teachers who are passionate about education- Strong classroom management skills- Flexible & adaptable approach to work- Positive outlook- Innovative & resourceful teaching methodsWhy Supply Teaching?- Excellent work life balance- Flexibility to work as and when you want- Builds classroom experience- Provides permanent opportunities- Variety of schools and children- Great Professional DevelopmentShould Supply work be ticking the boxes for you then please get in contact with Isabelle today on/.co.uk or apply to this vacancy now! "	"York, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JS1BA4E5AC/592626159"	"10/12/2018 07:10:20"	"http://www.jobserve.com/GmgJ1"	NA
"Secondary Supply Teacher (York)"	"GBP"	"York"	"Permanent"	"Secondary Supply Teacher (York)"	"York - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description Secondary School Supply TeacherAre you an experienced primary school teacher fed up with all the paperwork that teaching brings?Are you looking to have a better work/life balance?Would you like to build a wider knowledge of the secondary schools in York and surrounding areas?Or perhaps you are a newly qualified teacher looking to build your first years experience teaching in a number of secondary schools and building knowledge of the UK curriculum?Whether you are an NQT or an experienced primary school teacher, Academics have the solution for you. Academics are on the hunt for reliable, motivated and flexible primary school teachers that are looking to work on a daily/short term basis within primary schools in York!Position: Secondary School Supply TeacherStart Date: JanuaryRoles: Day to Day supply, short term and long term supply bookings availableLocation: YorkSalary: £120 - £160 per dayAcademics are looking for strong primary school supply teachers who are seeking flexibility in the new academic year. We would love to her from primary teachers who are interested in joining us as supply teachers whether that is working on a day to day, short term or long term basis.Supply teaching would suit both newly qualified and experienced teachers as you will be able to choose the hours and days that you work.Academics offer:- A dedicated consultant who has great relationships with the schools- Great daily rates- Excellent in house CPD opportunities- Access to permanent teaching positions for September 2019- Local schools- Good and Outstanding schoolsPrimary School Supply Teacher Requirements:- QTS- 1 Year UK teaching experience- Knowledge of KS3 & KS4 (can be through teacher training placements)- Flexible and motivated primary teachers who are passionate about education- Strong classroom management skills- Flexible & adaptable approach to work- Positive outlook- Innovative & resourceful teaching methodsWhy Supply Teaching?- Excellent work life balance- Flexibility to work as and when you want- Builds classroom experience- Provides permanent opportunities- Variety of schools and children- Great Professional DevelopmentShould Supply work be ticking the boxes for you then please get in contact with Isabelle today on/.co.uk or apply to this vacancy now! "	"York, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JSBC3978DE/592626233"	"10/12/2018 07:10:18"	"http://www.jobserve.com/GmgJ0"	NA
"Year 5 Teacher"	"GBP"	"Newham, London"	"Permanent"	"Year 5 Teacher"	"Newham, London - GBP"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Description Year 5 Primary Teacher - Newham - January StartAcademics are currently seeking a year 5 primary school teacher in the East London Borough of Newham. This is for a maternity cover in January for 2 terms. We are looking for an experienced key stage 2 primary teacher who is looking for a long term role. This is a good East London school with behaviour and safety of pupils rated \"Good\" by Ofsted. The daily rate will be £145+ based on experience.Year 5 Primary TeacherJanuary StartMaternity Cover (2 Terms)Newham, East London£145+ Daily Rate Based on ExperienceEducation and TrainingAre you an experienced key stage 2 primary teacher?Are you looking for a temporary position starting in January in East London?Year 5 Primary Teacher - About the RoleThis is maternity cover for a year 5 primary teacher to start in January for 2 terms. The students in this class are a joy to teach and are very warm and friendly. The primary school's members of staff are all very positive and hard working. The headteacher is looking for someone who will match the schools ethos. The daily rate will be £145+ based on experience.Year 5 Primary Teacher - Ideal CandidateAcademics are looking for an experienced key stage 2 primary school teacher to step into this year 5 class to ensure a seamless transition for the students. You will be required to start in January and be able to cover for 2 terms. You will need to possess a positive attitude and have a hard working mentality. Someone who is results focused while still being able to adapt to the specific needs of individual students. Previous year 5 experience is an advantage however not a necessity.About the Primary SchoolThis is a good primary school in the East London Borough of Newham. The school is next to a tube station with local buses running also. The primary school has been rated \"Good\" by Ofsted with Outstanding mentioned in regards to the behaviour and safety of the students. The schools headteacher is extremely hard working and supports all members of staff to help ensure that the faculty have all the tools at their disposal to deliver good lesson and gain good results.If you are interested in applying for this position call on . "	"Newham, London, UK"	"Education"	NA	"GBP"	"Academics Ltd"	"Academics Ltd"	"JSDBDF90C4/601396754"	"10/12/2018 07:10:03"	"http://www.jobserve.com/GmgJq"	NA
