"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"duration"
"Data Architect - Machine Learning"	"Market Rates"	"London"	"Contract"	"Data Architect - Machine Learning"	"London - Market Rates"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Are you a passionate and confident Data Solution Architect with strong experience into Machine Learning ready to make a significant contribution working for one of the UK's fastest growing Financial Services Consultancies? Then read on  Overview  Solution Architect with strong end to end solution design including deployment/deployment/production. Strong experience around Machine Learning/AI Good exposure to GCP & AWS including cloud deployments Excellent knowledge around data hosting & extraction Strong understanding of Dockers/Containers/Jenkins/Kubernetes MHC are an award-winning IT and Business Consultancy, specialising in Change Management initiatives, which we deliver working in a collaborative way with our Clients. We are currently working on a wide variety of assignments that include some major Digital Transformation initiatives, Regulatory and Compliance Programmes and Tools adoption projects where we are providing specialist technical and business services to a client base of primarily Tier 1 Banks. You will have the confidence and the capability to step straight into a specialist consultancy role within one of MHC's Practice areas to provide effective and efficient solutions that support our Clients' business requirements, while working constructively with senior MHC and Client managers and other staff. If this sounds like something that could be a good fit for you then please do not hesitate to apply for an immediate consideration - our client is ready to move quickly for the right candidate."	"London, UK"	"IT"	NA	"ASAP"	"Market Rates"	"Mansion House Consulting"	"Anushree Marathe"	"JS"	"07/12/2018 14:26:43"	"http://www.jobserve.com/GjjOs"	NA	"3-6months"
"Data Scientist - Python/Hadoop/Machine Learning - London"	"£50k - £70k per annum + bonus + package"	"City of London"	"Permanent"	"Data Scientist - Python/Hadoop/Machine Learning - London"	"City of London - £50k - £70k per annum + bonus + package"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist/Engineer - Machine Learning/Big Data/Hadoop/PythonCentral London - Up to £70k + Bonus + PackageAn exciting job opportunity has arisen for an experienced Data Scientist/Data Engineer to join the global technology innovation centre of a leading global banking institution. This is an incredibly attractive role for an experienced Data Scientist or Data Engineer to embark on a career with one of the most desirable employers in the banking and finance domain.For this job opportunity, we are looking for candidates with a deep understanding of big data technologies combined with good knowledge of modern Machine Learning techniques in both supervised and unsupervised form. Ideally you will offer experience or a good understanding of Spark, Scala or Java combined with programming skills in Python and a good understanding of Machine Learning such as GBM methods, XGBoost, LightGBM, Clustering and/or deep learning techniques such as tensorflow.We are offering an attractive salary for this role combined with a generous bonus and benefits package."	"City of London, UK"	"IT"	"Executive"	NA	"£50k - £70k per annum + bonus + package"	"Harvey Nash IT Recruitment UK"	"Sumeya Ibrahim "	"JS-351560/001"	"04/12/2018 10:05:41"	"http://www.jobserve.com/GlYxW"	"About Harvey Nash IT Recruitment UKwww.harveynash.comWelcome to Harvey Nash, a global professional recruitment consultancy and IT outsourcing service provider.We cover roles that include .net, Java, PHP, Perl, Business Analysts, Project Managers, HR, development, infrastructure, risk, support, software engineers, C# and C++ amongst others.We operate from over 40 offices covering the USA, Europe and Asia. Our talented professionals pursue the highest levels of integrity and quality in providing a unique portfolio of services: executive search, interim management, IT and finance recruitment and IT outsourcing."	NA
"Software Engineer/Software Developer (Machine Learning, Java)"	"£35k - £50k per annum + equity and Benefits"	"Belfast"	"Permanent"	"Software Engineer/Software Developer (Machine Learning, Java)"	"Belfast - £35k - £50k per annum + equity and Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Software Engineer/Software Developer (Machine Learning, Java):We are currently looking for a passionate Software Engineer/Software Developer (Machine Learning, Java) to join an internationally recognised organisation based in central Belfast. This company are currently providing personalised healthcare services, through their unique Machine Learning technology, to a variety of high profile cliental within the pharmaceutical and diagnostic domain.As a Software Engineer/Software Developer, you will be part of a small, academic team and play a key role in how Machine Learning is implemented, as the organisation expands further into the global market place. You will be effecting real-world problems, developing technology that will work to save lives and provide better treatment to those in critical condition.We're looking for a Software Engineer/Software Developer, who is willing to take on a hands-on approach and join a team of researchers and engineers who are paving the way in regards to AI in the field of healthcare. Within this organization, you will be working on mathematical models, as well as developing ML algorithms and finding solutions for Big Data.What we can offer a Software Engineer/Software Developer (Machine Learning, Java):Join an organisation who are applying Machine Learning technology to real-world problemsWorld as part of a small-team, agile teamBe a key decision maker within the ML team, implement new ideasWork alongside key players within the pharmaceutical and medicine industry on a global scaleKey Skills: Software Engineer/Software Developer (Machine Learning, Java); Java, Cloud, Google Cloud, AWS, Python, C++, C, R, MATLAB, Computer Science, Maths, Mathematics, Physics, Astrophysics, Tensorflow, Mathematical Models, Algorithms, Machine Learning Algorithms, Healthcare, Medicine, AI, Artificial Intelligence, Diagnostics, Belfast, Msci, Bachelors, PhD, Postdoc, Research, Researcher, SQL, Scikit Learn, PANDAS, Apache Spark, Neural Networks, Deep Learning, Non-Linear Models, Lambdas, Redshift, Elasticsearch, DynamoDB, Decision Trees, Monte Carlo, GCP, Big Data, Development, Software Developer, Software Engineer, Programmer"	"Belfast, UK"	"IT"	NA	"ASAP"	"£35k - £50k per annum + equity and Benefits"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:29"	"http://www.jobserve.com/GlHhj"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA
"Chief Data Scientist (Python, Machine Learning)"	"£500 - £600 per Day"	"London"	"Contract"	"Chief Data Scientist (Python, Machine Learning)"	"London - £500 - £600 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	"Chief Data Scientist (Python, Machine Learning) is required by a large entertainment sector company to create a recommendation engine based on Machine Learning technologies.Required experience and skills:software development experience including Pythonmachine Learning using Tensorflow or similarexperience in architecting and developing recommendation engines will be beneficialcreative approach and analytical skillsstrong mathematical skillsexcellent communication and client facing skillsexperience in leading and managing data science teams will be beneficialExcellent opportunity to join a team working on one of the most exciting Machine Learning projects in the UK."	"London, UK"	"IT"	NA	"ASAP"	"£500 - £600 per Day"	"Careerwise"	"Konrad Chmura "	"JS-0000005587"	"03/12/2018 19:54:31"	"http://www.jobserve.com/GlTDa"	NA	"6 months +"
"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"£40k - £55k per annum + Benefits"	"Oxford, Oxfordshire"	"Permanent"	"Computer Vision Engineer - 3D Sensing, Machine Learning, PhD"	"Oxford, Oxfordshire - £40k - £55k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Computer Vision Engineer - 3D Sensing, Machine Learning, Data ScienceOxfordshire - Oxford£40,000 - £55,000 per annum + benefits Our client are seeking a Computer Vision Engineer to join the team based in Oxford. Due to the successful growth and investment in the business the company is looking to expand its Computer Vision team which plays an integral part in developing machine vision algorithms. As part of the Data Scinece team you will be working with cutting edge computer vision technologies in an established team who pride themselves working at the forefront of technology, 3D sensing experience is an esstential criteria to the role.The successful Computer Vision engineer will have a relevant PHD in Computer Vision or Data Science including 3D sensing/image processing. You will have experience in the following areas;Key ExperienceComputer vision3D Sensing Data ScienceMachine Vision/LearningAlgorithm developmentMatlabExperience in the following areas would be advantageous;Experience with neural networks or deep learningDevelopment experience with C++ or C#Version control software ie Git, SVN etc.If you are looking to work for an exciting high-tech company working where you will pay a pivotal part in contributing to technically demanding projects then please send your CV for immediate consideration to (see below) or call.Keywords: Data Scientist, Data Science, Data Analysis, Matlab, R, Image Processing, Computer Vision, 3D Sensing, 2D, Big Data, PhD, Algorithm Development, Machine Learning, Machine vision, AI, Oxford, Oxfordshire."	"Oxford, Oxfordshire, UK"	"IT"	NA	NA	"£40k - £55k per annum + Benefits"	"Spectrum IT Recruitment (South) Ltd"	"Philip Meehan "	"JS-PM.CV2.OX2"	"07/12/2018 16:02:57"	"http://www.jobserve.com/Gl6UZ"	NA	NA
"Business Anslyst, Supply Chain, Machine Learning"	"£400 - £500 per Day"	"Surrey"	"Contract"	"Business Anslyst, Supply Chain, Machine Learning"	"Surrey - £400 - £500 per Day"	"Contract"	"Posted: Friday, 7 December 2018"	""	"My client is looking for a Business Analyst who has experience with advanced analytics and supply chain. Key skills:o Deep knowledge of supply chaino Understands advanced analytics techniques such as machine learning and simulation o An excellent communicator with senior stakeholders, brands, peers and reports (conversational and presentational)o Excellent listening skills and the ability to understand and articulate customer needs in business and more technical vocabularyo Experience or understanding of data driven decision making and what good looks likeo Experience managing relationships within a large, multinational, Matrix organization"	"Surrey, UK"	"IT"	NA	"Immediate"	"£400 - £500 per Day"	"Gibbs Hybrid"	"Connie Foster "	"JS-CF-115"	"07/12/2018 10:26:19"	"http://www.jobserve.com/Gl3gY"	"About Gibbs Hybridwww.gibbshybrid.comGibbs Hybrid Gibbs Hybrid is an International people-powered business, providing Programme Technology Solutions, Total Talent Management Services and Outsourcing as a Service. We offer our innovative blended models to help improve our clients’ People, Technology, Process and Delivery Challenges.Headquartered in the UK, Gibbs Hybrid has offices across Ireland, Poland, Luxembourg, US and Canada.  We are a tier one partner, privately held and a globally certified Woman-owned Business Enterprise (WBE) & Ethnic Minority Owned Business (EMB). Our passion is to be the most respected and trusted partner and our philosophy is centred round Innovation, Customer Centricity, Expert Execution.Passionate about people and passionate about making a difference. "	"6 months"
"Scala Developer/FinTech/AI/Machine Learning/£80k - £90k"	"£80k - £90k per annum"	"London"	"Permanent"	"Scala Developer/FinTech/AI/Machine Learning/£80k - £90k"	"London - £80k - £90k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Salary: £80,000 - £90,000 per annum +PackageLocation: Central LondonCompanyOur client is growing rapidly within the Interactive Agent/Artificial Conversational Entity space and is looking for a distinguished Scala Developer, to deliver AI/Machine Learning Platforms. The solutions combine cutting edge AI, Data Science and NLP methodologies.About the role: As a permanent member of the Scala Development team, you will be building the interface that sits between the end users and the underlying AI diagnostic system. In addition to designing solutions, you will get to develop, test, deploy, maintain and continuously improve software platforms.The role also offers a Scala Developer, the ability to work cross functionally with other teams to learn about data science and advance NLP methods. The successful candidate can expect to receive up to £90,000.Required qualificationsIn depth technical Scala skillsKnowledge/experience regarding software solutions or products based on AI, machine learning technology.Preferred QualificationsExperience working with Python/JavaExperience in chat bot technologiesIdeally Masters or PhD in a computing related subject or equivalent knowledge gained commerciallyMcGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	NA	NA	"£80k - £90k per annum"	"McGregor Boyall"	"Triston Barton "	"JS-20012"	"07/12/2018 17:29:15"	"http://www.jobserve.com/Gl6wU"	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "	NA
"Python Developer/FinTech/AI/Machine Learning/£80k - £90k"	"£80k - £90k per annum"	"London"	"Permanent"	"Python Developer/FinTech/AI/Machine Learning/£80k - £90k"	"London - £80k - £90k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Salary: £80,000 - £90,000 per annum +PackageLocation: Central LondonCompanyOur client is growing rapidly within the Interactive Agent/Artificial Conversational Entity space and is looking for a distinguished Python Developer, to deliver AI/Machine Learning Platforms. The solutions combine cutting edge AI, Data Science and NLP methodologies.About the role: As a permanent member of the Python Development team, you will be building the interface that sits between the end users and the underlying AI diagnostic system. In addition to designing solutions, you will get to develop, test, deploy, maintain and continuously improve software platforms.The role also offers a Python Developer, the ability to work cross functionally with other teams to learn about data science and advance NLP methods. The successful candidate can expect to receive up to £90,000.Required qualificationsIn depth technical Python skillsKnowledge/experience regarding software solutions or products based on AI, machine learning technology.Advanced experience with PythonPreferred QualificationsExperience working with Scala/JavaExperience in chat bot technologiesIdeally Masters or PhD in a computing related subject or equivalent knowledge gained commerciallyMcGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	NA	NA	"£80k - £90k per annum"	"McGregor Boyall"	"Triston Barton "	"JS-200013"	"07/12/2018 17:34:20"	"http://www.jobserve.com/Gl6yM"	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "	NA
"Tableau Consultant - London - Data Science/Machine Learning"	"Up to £60k"	"London"	"Permanent"	"Tableau Consultant - London - Data Science/Machine Learning"	"London - Up to £60k"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Caspian one are currently looking for a Tableau Consultant for a large Data Science/Machine Learning/AI organisation based in Central London. The Client: Our Client captures data on projects - such as daily tasks, meeting notes, team sentiment, resource information and project progress - and use it to guide better decision-making. They do this by using machine learning, this enables them to predict the path of a project, helping teams to foresee issues, improve productivity and deliver efficiently. They are building a unique software package which integrates project management tooling with data science and analytics to support teams working on large change programmes to make better project decisions and predict upcoming issues through data insight, visualisation, predictive analytics and Real Time reporting. The Role: Our client is looking for a number of Tableau Consultants with at least 3 years of relevant experience to work their client teams to drive out analytical requirements through prototyping and visualization. The ideal candidate must have a passion for beautiful visualisation and data storytelling, and will have experience in the following: Developing reporting and data visualisations for clients in the form of advanced dashboards and workbooks. Understanding infrastructure requirements and best practices to support a Tableau deployment. Developing and documenting technical architecture, system design and other technical aspects. Be able to provide examples of producing impactful visualisations. Essential Skills: 3+ years of experience creating static and interactive visualizations, reports, and workbooks in Tableau. Ability to write SQL in order to pull, join, and aggregate data in order to create views for Tableau. Ability to work closely with users to understand the business purpose the report serves and identify/fix bugs. Self-starter and self-directed with some level of inquisitiveness to query and test results. Beneficial to have previous experience with QlikView. "	"London, UK"	"IT"	NA	"ASAP"	"Up to £60k"	"Caspian One Ltd"	"Nathan Keighley "	"JSNK8604"	"03/12/2018 09:02:21"	"http://www.jobserve.com/Gj84b"	NA	NA
"Lead Data Scientist/Architect - Python/Machine Learning/R"	"Up to £600 per Day"	"East London"	"Contract"	"Lead Data Scientist/Architect - Python/Machine Learning/R"	"East London - Up to £600 per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Up to £600p/d - 6 months rolling contract - East London basedMy client is looking for a Lead Data Scientist/Architect with experience in building a machine learning based solutions.Candidate will take full ownership of designing and implementing end to end complex data science solutions. You will have experience in Python, R, Machine Learning, developing algorithms and modelsExperience and Skills:Lead Data Scientist/Architect by tradeCapable of leading and delivering large scale solutionsSignificant experience in design and deliveryExperience in building Machine Learning bot, developing algorithms, Data Science, Computer Science, Machine Learning, Statistical Science, etcInnovative thinking"	"East London, UK"	"IT"	NA	"ASAP"	"Up to £600 per Day"	"Careerwise"	"Bernard Wong "	"JS-0000005587"	"04/12/2018 09:35:25"	"http://www.jobserve.com/GlYlv"	NA	"6 months +"
"ML Engineer/Data Scientist"	"£65k per year + Benefits"	"London"	"Permanent"	"ML Engineer/Data Scientist"	"London - £65k per year + Benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Machine Learning Engineer (Data engineering/Data Science)ML Engineer/Data Scientist is required for a tech-driven company in a stunning London location. This is a diverse opportunity for a data scientist/machine learning engineer to join a fantastic company, who are global leaders in their industry. You'll be working on an exciting data-centric product and have exposure to the entire life cycle of the product.What's in it for you as the ML Engineer/Data Scientist:The ML Engineer/Data Scientist will have a competitive salary of up to £65,000Being part of an award winning, tech driven companyGym membershipGenerous holidays, plus your birthdayHealthcare and eyecare benefitsBeing part of a data - driven and dynamic teamWorking with a modern tech stackNew stylish office locationWhat you'll be doing in this ML Engineer/Data Scientist:You will be applying NLP and other machine learning techniques to large amounts of data and performing analysisYou will be required to be consultative, and explain complex ideas to non-technical audiencesYou will be focused on production (not only researching)You'll be implementing prototypes and working in a Big Data environmentEssential skills of the ML Engineer/Data Scientist:2 years of commercial experienceExposure to NLPGood experience with machine learning and Data ScienceGreat programming skills in Python, R, Java or ScalaVery good communicative skillsAbility to work well in a close-knit teamPractical Knowledge of SQL/Nosql databasesRelevant Bachelor's degree in ML, Computer Science, Mathematics, statistics etcBeneficial skills of the ML Engineer/Data Scientist:Experience with deep learning, text mining or neural netsExposure to technologies such as tensorflow, decision trees, SparkMasters or PHD in relevant subjectAs you can see this is a well-rounded and diverse opportunity to improve skills in all areas and join an innovative data-driven company. To apply for this position please send a recent CV to: (see below) Keywords for search - Big Data, NLP, Machine Learning, Python, Data Scientist, Numpy, Scipy, Sklearn, ML, tensorflow, decision trees, computer science, statistics, Spark, Scala, R, neural nets, deep learning, SQL, NoSQL, Java Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, colour, sex (including  pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, UK"	"IT"	NA	"05/01/2019"	"£65k per year + Benefits"	"Venturi Limited"	"Georgia Bright"	"JS48749"	"03/12/2018 18:27:01"	"http://www.jobserve.com/GlSqq"	NA	NA
"Data Scientist"	"£30k - 50k per year"	"Newcastle upon Tyne, Tyne and Wear, England"	"Permanent"	"Data Scientist"	"Newcastle upon Tyne, Tyne and Wear, England - £30k - 50k per year"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"A Machine Learning Engineer is required to join an exciting growing company based in the North East on a permanent basis. Salary: £30,000-50,000 d.o.eThey are looking for someone with a passion for Machine Learning and who wants to broaden their knowledge and delve into Deep Learning too. You must be able to resolve the challenges faced by the company. You will be part of a tight-knit R&D team that work collaberatively to overcome these problems. Experience in MATLAB and Python would be beneficial. Key requirements include:Machine LearningNeural NetworksSQLStatistical/Mathematical backgroundGeneral Responsibilities:Constantly improving the company's pateneted algorithms.Making recommendations and consulting with stake holders on how to resolve problems.Identify any potential risks and decide best options for controlThis is a brand-new requirement and my client are looking to fill the position as soon as possible. They are looking to line up interviews next week so if this role is of interest, please send your CV to (see below), or call Adam for more information.Data Science/Machine Learning Scientist/Python/Big Data/Matlab/Python/R/Algorithms/Statistical/Mathematical/Neural Networks/Data Analytics/Data Scientist/SQL/PostgreSQL/Computer Vision"	"Newcastle upon Tyne, Tyne and Wear, England, UK"	"IT"	NA	NA	"£30k - 50k per year"	"X4 Group"	"Adam De Smit "	"JSDATS53295NCL"	"05/12/2018 18:59:01"	"http://www.jobserve.com/GlqYy"	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"	NA
"Data Scientist"	"£40k - £70k per annum + excellent"	"London"	"Permanent"	"Data Scientist"	"London - £40k - £70k per annum + excellent"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Python, Machine learning, Big Data- Data Scientist - Central London Are you experienced within Data Science? Do you have experience of Machine Learning and designing and writing statistical models and algorithms? Are you always looking to improve your knowledge and skills within Data tools and techniques? This is an exceptional opportunity for YOU!We are looking for an outstanding Data Scientist for company that provides Advanced Transaction Monitoring and Client Screening technology. Their mission is to help customers automate the transaction and customer screening and monitoring processes by providing and end-to-end platform to detect compliance and money laundering risk.We are looking for someone who will work with a data science team and clients to develop cutting edge machine learning models (both unsupervised and supervised models)Essential skills required: Python experience requiredAbility to write prototypes in python (eg Django and prototyping frameworks)Data manipulation, and transformation (eg pandas, py Spark. Etc.)Develop machine learning algorithms (supervised and unsupervised) to score data to identify patternsBig data experience (eg Spark/elastic search)NLP experience Scala experience would be desirableAbility to produce prototypes aimed at proving/disproving business hypothesesAbility to present findings back to client/senior audienceIf you don't have all the skills listed above but have at least 3-4 then please still get in touch as the key point for the client is that they are looking for motivated, enthusiastic individuals who aren't afraid of learning new things. This is an exceptional opportunity to join a great company, offering the chance to work on a high level programme of work - as well as a competitive salary.To apply please send your CV for immediate consideration."	"London, UK"	"IT"	NA	"ASAP"	"£40k - £70k per annum + excellent"	"Mortimer Spinks a trading division of Harvey Nash Plc"	"Karolina Pominkiewicz "	"JS-24784/001"	"07/12/2018 11:59:21"	"http://www.jobserve.com/Gl4xu"	"About Mortimer Spinks a trading division of Harvey Nash Plcwww.mortimerspinks.comWe're Mortimer Spinks, and we're one of the UK's leading innovator in technology recruitment. We work with the most innovative companies in the world. The majority of our customers are defined as entrepreneurial technology organisations, where technology is core to the growth of their business.Technology experts. Delivered by the experts.You can find us in London, Birmingham and Manchester.Our consultants are true experts in what they do. Which means when it comes to technology, we can give you advice on just about anything (go on - try us)."	NA
"Data Scientist"	"£50k - £70k per annum + Amazing benefits package!"	"City of London"	"Permanent"	"Data Scientist"	"City of London - £50k - £70k per annum + Amazing benefits package!"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist - Machine LearningAbout The AI Start-upFounded at the beginning of last year yet already with a headcount of 16, this award-winning AI start-up is helping companies unlock their data for innovation, allowing clients to uncover the trends in data whilst simultaneously ensuring GDPR compliance. They are enabling businesses to use their data ethically and responsibly through automated anonymization techniques, providing a service that couldn't be more relevant following the tightening of data regulations earlier this year. The start-up uses advanced machine learning and NLP techniques to capture the patterns and insights in data within a model that is then harnessed to generate synthetic data for clients, maintaining the statistical value of the data whilst importantly keeping the information private.Here you will be joining a team of truly exceptional minds and with specialist expertise in machine learning, natural language processing, data science and Back End engineering, coming from outstanding academic backgrounds in some of the best institutions worldwide.About The Data Scientist RoleAs a Data Scientist, you will have an exciting opportunity to develop both your technical and client servicing skills in an established tech environment.Key Responsibilities for the Data Scientist:* Conducting leading research within the area of machine learning, NLP, AI, data classification, data anonymization etc.* Designing and developing new anonymization approaches and advanced statistical algorithms* Supporting in optimising algorithm accuracy and performanceAbout The Successful Data ScientistIf you have recently completed a PhD or MSc with a focus upon advanced Machine Learning, or if you've been in a commercial position with exposure to the very latest in Machine Learning technology, this could be the ideal next step in your career within an exciting, disruptive tech company.Desired Skills and Competencies of the Machine Learning specialist:* PhD/MSc with academic papers in one of the following areas: synthetic data generation, differential privacy, GAN techniques, gradient descent, machine learning based data compression, continuous learning, data fusion, topological data analysis, homotopy machine learning, hyper parameter learning, tensor networks, quantum machine learning or automated machine learning* Expertise in Python/C++/Matlab* Ideally exposure to Deep Learning/NLP frameworks (Tensorflow, Keras, PyTorch, NLTK etc).The successful The Data Scientist will be offered a highly competitive salary paying £50,000-£70,000 depending on experience, along with excellent company benefits and stock options too!"	"City of London, UK"	"IT"	NA	"ASAP"	"£50k - £70k per annum + Amazing benefits package!"	"Reuben Sinclair"	"James Dance "	"JS-JDDS"	"05/12/2018 15:43:16"	"http://www.jobserve.com/Glor7"	NA	NA
"Data Scientist - Contract - London - Fintech"	"Competitive Rates"	"City of London"	"Contract"	"Data Scientist - Contract - London - Fintech"	"City of London - Competitive Rates"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist | AI/Machine Learning/NLP | Python | R |Programming | Big Data | AnalyticsThis is one of the most exciting projects in London right now and it is for a business who have a fantastic concept and are moving in a great direction. You will play an instrumental part in delivering the data science function of the business, working closely with various stakeholders and reporting into the Head of Data & Analytics. You will be leveraging data from various sources and enhancing processes to genuinely help their customers benefit from the organisation. This isn't your typical Financial Services role!Strong Python skills are a must for the role, alongside Machine Learning techniques, supervised/unsupervised, Tensorflow, Spark, Kafka and more. This will be a long-term assignment for the right individual, minimum 6 months with a strong possibility of further extensions. Banking experience is preferable within a retail/digital/Fintech environment. For further information and immediate consideration for interview, please don't hesitate to contact Lewis Forsyth."	"City of London, UK"	"IT"	NA	"ASAP"	"Competitive Rates"	"Vertex Solutions Ltd"	"Lewis Forsyth"	"JS-DS FINTECH CONTRACT"	"04/12/2018 15:53:31"	"http://www.jobserve.com/Glb5j"	NA	"6 months +"
"Data Engineer"	"Up to £70k"	"City of London"	"Permanent"	"Data Engineer"	"City of London - Up to £70k"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	" An Artificial Intelligence/Machine Learning tech start-up revolutionizing the Insurance space is actively looking to hire experienced Data Engineers.   As a Data Engineer you'll join their Core Engineering team and have exposure to AI/ML techniques. You'll be involved in a variety of responsibilities working towards a common goal: solving real world Machine Learning problems.  The ideal candidate must have a can do attitude and be driven by challenges. Also, as a Data Engineer you'll have exposure to data providers and hence must have excellent communication skills. Requirements: Previous experience in working with large/unstructured volume of data Development abilities with at least of one OOP (ideally Python) Strong Python/SQL Scripting skills BSc/MSc in a technical discipline (Computer Science/Mathematics/Engineering/Physics etc ) Benefits: Competitive salary + Stock options Pension scheme Flexible working environment Snack, Brunch and social events! For immediate feedback and to avoid any disappointment, please apply now with a CV."	"City of London, UK"	"IT"	NA	NA	"Up to £70k"	"Durlston Partners"	"Sacha Rinaudo"	"JSDATA"	"05/12/2018 08:39:28"	"http://www.jobserve.com/Glke0"	NA	NA
"Python Developer: SQL, NoSQL, Cloud - Banking"	"£80k - £100k + bonus + benefits"	"London"	"Permanent"	"Python Developer: SQL, NoSQL, Cloud - Banking"	"London - £80k - £100k + bonus + benefits"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Tags: Market Data, FX, Machine Learning, AI, HPC, Swaps, Bonds, Equities, Python Developer, SQL, NoSQL, Java Developer, Quant Developer, Matlab, Maths, Physics, Azure, AWS, GCP, Banking, Fund Manager, Hedge Fund, Trading, Real Time processing, big data, Analytics, Q, R, data feeds, reuters, Bloomberg, Real Time. A successful and rapidly expanding Cloud solution services company specialising in the implementation and support/management of Cloud based applications and environments is looking for a talented Market Data Software Engineer to design, architect and develop systems to perform complex calculations on high volumes of data. You will ideally have a degree and a masters in a mathematical subject and have at least 5 years experience working in a financial environment, working across a broad range of asset classes. The role requires a solid technical background, developing financial systems using Python, Java, C++, Q, R or Matlab together with SQL and NoSQL databases. Experience of building financial, Real Time systems and time series databases is essential. Any experience of Cloud technologies would be ideal but a strong interest would suffice. This is an exciting time to join this successful medium sized firm, embarking on the next exciting phase, yielding exponential career progression and the ability to shape their future growth."	"London, UK"	"IT"	"Executive"	NA	"£80k - £100k + bonus + benefits"	"Optima Connections"	"Karen Anderson "	"JSDATASPEC6"	"03/12/2018 11:31:30"	"http://www.jobserve.com/GlN6O"	NA	NA
