"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"category"	"duration"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"
"Service Support Manager"	""	"Bristol"	"Permanent"	"Service Support Manager"	"Bristol"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"The Service Support Manager role provides a critical support function for the Service Delivery team both externally and internally, assisting a number of Service Delivery Managers in providing an excellent Customer experience and consistent focus to provide a consistent support mechanism for all Customer contracts. In some cases, the Service Support Manager may be responsible for operational contract governance of smaller/non-complex accounts and would be required to lead ad hoc or scheduled service reviews. Drives Customer service SLA achievement and Customer satisfaction by maintaining accurate Customer data on action trackers, risk logs, SIP (Service Improvement) trackers, contract trackers and other Customer documents and on a daily basis will coordinate Customer BAU issues. Creates and issues important Customer Governance documents such as Service Review minutes and agendas and produces monthly, quarterly and annual Customer report data and analysis in a timely manner to enable the Service Delivery Manager to present this data to the Customer. Success in this role will be demonstrated through being a positive and pro-active team player in the Service Delivery Team. The role requires great coordination/organisation skills and the ability to interrogate data. Main Duties of Job: Stakeholder Management: Act as the voice of the Customer internally supported by Service Delivery Managers and Heads of Service Delivery Build relationships with both Customer and internal SCC stakeholders Contribute towards and Support Service Delivery Managers in the resolution of account issues and escalations and take ownership of BAU issues. Support the process of ensuring SCC Management are advised of major service issues (to minimise surprise and exposure) through ensuring any such issues are reported through to the appropriate next level of management Build relationships with internal stakeholders Financial, Commercial & Contract Management: Maintain contract/obligation management trackers Ensure that opportunities to extend, negotiate or expand the SCC undertaking and drive incremental revenue (pull through) are reported through to the appropriate next level of management Supports the financial and commercial process through the maintenance of trackers and reporting data that support the execution of those processes Supports the production of financial reporting and updates Service Improvement & Value Creation: Supports the process of generating and distributing Customer satisfaction surveys and the collation of responses Assists in taking action on specific Customer responses Collates and tracks Customer satisfaction measures Performance Management: Ensures Service Delivery ownership and contribution to the escalation management process Ensures consistent process and documentation Manages the internal coordination of service issues Measures and maintains OLA's and SLA's Measuring and reporting of Key Performance Indicators and Critical Success Factors Ensures Service Quality measurements are in place and a service excellence ethos promoted Reporting & Governance: Provide support to the Service Delivery Managers in the preparation of Service Reviews and potentially lead service reviews for small/non-complex accounts Provide reporting to support the Service Improvement Process (SIP - Failure to deliver agreed service) as owned by the appropriate level of Service Delivery Management Creates, update and manages service and trend reporting Updates internal processes for consistency and induction of new staff (ie escalation processes, contact maps) Completes agendas, minutes, actions and associated reporting Ensures agreed performance statistics and reporting are provided to the Service Delivery Manager Distributes Service Review agenda and minutes Collate reports for operational reviews (ie service desk, incident, change, problem, project status) Operational Contract Management: Be conversant with the signed contract and its operational translation Supports and assist in the Major Incident process through the provision of data and analysis to support either resolution or communication Acts as initial escalation point for Customers on BAU issues Maintains risk tracker (overseen by named higher level Service Delivery Manager) Organises Service Review meetings Runs weekly operational reviews (for smaller/non-complex Customers) Maintains Customer handbook (Customer facing document) Reviews RFCs (higher level Service Delivery Manager to sign off) Skills, Knowledge & Experience: Essential: Customer facing experience and Customer service skills. A passion for Customer service. Ability to manage administration and multiple tasks in an accurate and timely manner, often against deadlines Ability to communicate effectively at the appropriate levels, internally and externally with Customers Excellent written and verbal communication skills Attention to detail Good Word, PowerPoint and Excel skills, with a demonstrable ability to build well-presented and logical documents and presentations Ability to translate and communicate business requirements and service requirements/specifications to varying levels of audience Ability to work to deadlines under pressure Desirable: Knowledge of Managed Services methodologies General understanding of the IT industry, infrastructure systems and hosting Experience of working within/aligning to an ITIL environment ITIL Foundation Qualification At SCC, we take the security and privacy of your data very seriously, any data we hold will be in accordance with the new Data protection legislation (GDPR) which comes into effect on 25th May 2018. If you decide to continue with your application it is important that you are aware of our Privacy Policy. Upon submitting your application, you will receive an automated email that will require a response from you in order to allow SCC to process your data In line with the above policy."	"Bristol, UK"	"IT"	NA	NA	NA	NA	"SCC"	"Malcolm Fry "	"JSMF SSMBRI"	"07/12/2018 13:28:05"	"http://www.jobserve.com/GfO7G"	NA
"ICT Service Desk Engineer"	"21k to 24k"	"Liverpool"	"Permanent"	"ICT Service Desk Engineer"	"Liverpool - 21k to 24k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"telent ICT Service Desk EngineerLocation: Liverpool- Vestry RoadType of Job: PermanentRef No: V7074Fantastic opportunity to join a customer focused ICT Service Desk supporting the Emergency Services Sector. Suitable for those who are experienced service desk engineers or someone looking to break in to that field who has a solid grounding with IT Systems.Role ProfileThe role will involve providing general ICT Service Desk support to PS&D ICT outsource contracts including Mersey fire, East Sussex Fire, ESN and North West Fire control.The role will require a strong grounding in ICT Service support adhering to ITIL. It will include troubleshooting, problem-solving and technical skills based background using various diagnostic tools. In addition, strong inter-personal skills are required to guide customers (both internal and external) through situations (over the phone as well as face-to-face), providing resolution to incidents and ultimately reach customer satisfaction. This may often be under challenging conditions. Communication is a key skill to enable the management of faults through incident, change and problem management.Typical DeliverablesFocused on supporting ICT systems and applications, the key tasks will require the engineer:To be the first point of contact for all ICT related incidents and service requests.To be part of a proactive team of technical service desk engineers delivering high quality, customer focused service.Provide 1st (2nd) line technical support.Responsible for adhering to the ITIL Incident Management Policy including the life cycle management of all incidents.Responsible for adhering to the ITIL Problem Management Policy; raising known problems and errors where required. Analysing incident data to identify trends. Provide work-arounds and permanent fixes using problem mgt techniques. Aim to reduce incidents and time to fix.Configuration Management:- responsible for adhering to the policy and process, ensuring CI's are accurate, linking CI's, status accounting.Responsible for subcontractor performance monitoring.Responsible for communicating planned outagesAnswered Queue management ensuring incident closure with end users.Responsible for monitoring OOH, providing statistics, ensuring OOH have sufficient support information to provide 1st line support functionality.Responsible for data quality held within the Service Management System, Remedy.Responsible for FAQ documentation and end user guides.Work closely with the Customer base to streamline services in line with ITIL.Self-development, attending appropriate health and safety, ITIL, risk assessment training courses and sitting exams where required.ExperienceWindows Server OS 2008 and 2012 supportActive DirectoryMS Office applications including O365Bespoke Application supportKnowledge and understanding of Exchange (2010 & 2013), SharePoint (2007 -2013and Lync productsAnti-Virus softwareExperience within a service level driven environmentQualificationsAppropriate ICT qualifications ( expired qualifications if relevant will be taken into account)Appropriate industry experience to deliver the requirements of the roleITIL foundation or PractionerBehavioural Requirements:Ability to work under pressure and to tight deadlinesClient & Customer ServicsCommunicating with key stakeholdersDeveloping Self & OthersPlanning & OrganisingProblem Solving & Decision MakingClean Driving LicenceUndertake Security Clearance checksExcellent Employee Benefits:telent is committed to ensuring that we offer industry leading career opportunities, salary and benefits packages. Join us and you can expect to receive:33 days holiday, including public holidays, plus the option to buy or sell five days each yearCompany pension schemeA range of family friendly policies including childcare vouchersAn employee-funded car leasing schemeOccupational health supportTelent Rewards SchemeSo why choose telent for your next opportunity?To build, run and maintain a successful network, you need a connected approach - a team you can trust from strategy to support, and everything in between. At telent, this is what we do!As part of our team, you could be working with some of the biggest names in the Traffic, Rail, Public Safety, Defence and Service Provider sectors including London Underground, Network Rail, Transport for London, RNLI, MOD and Virgin Media. You'll help us ensure the most important messages get through - however tough the conditions.Here are just some of the ways we're different: You'll go further with us. We understand the importance of career development and will give you all the support you need to realise your potential. You'll receive formal training, E-learning and mentoring from top professionals. And we offer opportunities to transfer to other sectors - or even different technology areas.You'll make a difference. You could be working outdoors, battling the elements, or in one of our many offices helping us develop the network infrastructures of tomorrow.You'll be treated as an individual. We're not a vast corporation, which means every individual counts. With us, you'll be valued and supported, involved and empowered from day one.You'll be well rewarded. We offer salary progression that reflects market rates and personal performance, a flexible working environment and excellent training.We reserve the right to close this vacancy once we have received sufficient applications.telent is an equal opportunities employer and is committed to diversity and inclusion."	"Liverpool, UK"	"IT, Military"	NA	NA	NA	"21k to 24k"	"TSS Solutions Ltd"	"Lindsey Cardie "	"JS-V7074"	"06/12/2018 09:48:49"	"http://www.jobserve.com/Glwq3"	NA
"Machine Learning Engineer"	"£350 - £400 per Day"	"London"	"Contract"	"Machine Learning Engineer"	"London - £350 - £400 per Day"	"Contract"	"Posted: Monday, 10 December 2018"	""	"About The AI Startup and how you will play your part as their first NLP Engineer This disruptive AI startup has an outstanding opportunity for an accomplished NLP Engineer to join the team as one of the company's first key hires. They have just raised a considerable amount of funding and are now focusing their attention on growth. As a company, their core purpose is to address the laborious bureaucracy associated with international supply trade documentation. They therefore see this NLP Engineer hire as someone who will help create AI-first solutions to automate document inspection through smart documentation analysis and NLP-centric technologies. With my client having recently set up a London base after kickstarting this project in the USA, as their first NLP Engineer you will have a great blank canvas upon which to make an impact.About The NLP Engineer Role:As an NLP Engineer, you will have an exciting opportunity to develop both your technical and client servicing skills in an established tech environment.Key Responsibilities for the NLP Engineer:Designing and developing data engineering pipelines to ingest new data and update existing algorithmsPerforming core NLP tasks, including text mining, classification, information extraction, entity recognition, text processing etc.Bringing NLP systems into production, collaborating with the engineering teamNavigating noisy labels, incomplete data-sets and multiple data formatsAbout The Successful NLP Engineer:If you are currently in a NLP Engineer, Machine Learning Engineer, Data Scientist or Data Engineer role this could be the ideal next step in your career with an exciting, disruptive tech company.Desired Skills and Competencies of the NLP Engineer:PhD/MSc in discipline related to Machine Learning, NLP, Computer Science etc.Ideally commercial experience putting academic theory into practiseStrong technical ability in Python as well as other technologies such as NLTK, Keras, Tensorflow, PyTorch etc.Knowledge of good software engineering practice and principles Expertise in NLP with emphasis on text classification, mining and clusteringBonus points for experience in applying Deep Learning for NLP, NLP on large datasetsAfter completing a contract period of work the successful NLP Engineer could also be offered a permanent position and with it a highly competitive salary depending on experience, along with excellent company benefits and stock options. However this is by no means an essential requirement and experienced contract-only applicants are very much encouraged to apply for the long term contract period, if you don't have a desire to move to a permanent role in the future.For more information about this Data Scientist role or to apply send your CV now to Steve. Please email (see below) Reuben Sinclair are a multi award winning recruitment company including: UK's Best Recruitment Consultant, UK's Best Specialist Recruitment Agency, UK's Best Agency Side Recruiter, One of only 30 UK Hyper Growth companies, UK's Most Innovative Recruitment Company, UK's Most Innovative Recruiter, UK's Best Agency Side Recruiter, UK's Best Agency Side RecruiterWe specialise in delivering recruitment solutions for complete brand engagement: Data, Digital, Sales, Marketing and PR working with some of the most innovative, entrepreneurial and award winning companies across industry.Keywords: Data Scientist, Senior Data Scientist, Lead Data Scientist, Head of Data Science, Data Analyst, Statistics, Programming, Machine Learning, Text Mining, Data Visualization, Big Data, Data Ingestion, Data Munging, Toolbox, Natural Language, Processing "	"London, UK"	"IT, Consulting"	NA	"6 months"	"ASAP"	"£350 - £400 per Day"	"Reuben Sinclair"	"Steve Woodward "	"JS-SW - 007 - 1207"	"10/12/2018 11:16:40"	"http://www.jobserve.com/GmhW9"	NA
"Senior Data Scientist"	""	"London"	"Permanent"	"Senior Data Scientist"	"London"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"The position of a Senior Data Scientist has just become available within one of the world's largest banking and financial services organisations. This London based role offers the opportunity to become a part of a well-established Data Science team and lead the way using advanced analytical skills.SummaryThe position of a Senior Data Scientist with one of the world's largest banking and financial services firms has just become available. My client is searching for a strong Data Scientist with a true interest in computer sciences and new technology. This London based position offers the opportunity to join a developed Data Science team.Key ResponsibilitiesTo use advanced analytical skills to develop the businesses new financial intelligence platform.To work at the leading edge of analytics.To bring the ability to work with extremely large, complex data sets.To merge these data sets to generate insight from them and to visualise those insights for both technical and non-technical users.To write codes for the application of advanced analytics in the area of financial crime risk and must have the ability to critically interpret and analyse the results produced.To work with key stakeholders in determining analytical requirements.To create and deliver analytical solutions that are fully documented and explained that meet the business aims/requirements.Key RequirementsRelevant degree education - at least BSc or MSc level. Relevant degrees include mathematics, statistics, advanced computing (machine learning, AI), visualisation or data engineering.High quality further education is an advantage, preferably a science background/PhD.Experience in the area of combatting financial crime is desirable.Experience of working within the Hadoop ecosystem.Strong technical skills in analytical languages, such as Python, R, SQL and SAS.Specific knowledge of Spark and/or graph theory is desirable.Strong communication skills.Demonstrate an interest in the financial crime subject area.Apply today! For more information, please get in touch.Email: (see below) "	"London, UK"	"IT"	NA	NA	NA	NA	"Robert Walters"	"Lucy Cova "	"JS-50322193/001"	"06/12/2018 15:11:36"	"http://www.jobserve.com/GlxgI"	NA
"Insight Analyst/Data Analyst/Marketing Analyst"	"£30k - £50k per annum + Excellent Benefits package"	"Warwickshire"	"Permanent"	"Insight Analyst/Data Analyst/Marketing Analyst"	"Warwickshire - £30k - £50k per annum + Excellent Benefits package"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Customer Insight Analyst/Marketing Analyst/Data Analyst required by a world leader in its field. The role sits within our client's Customer Analytics team and services the European business community. Our client is seeking an individual who is a true analytics specialist, which means your analytical mindset will allow you analyse any data set and make sense of it! You will need to demonstrate a solid understanding of current and upcoming best practices in customer analytics and will you will therefore be able to make strategic recommendations to maximize investments in a cost-effective and financially prudent manner.The Analyst will:*Develop a profound understanding of our client's customer base in support of delivering more effective marketing activities *Deliver insight through analysis to drive key business decisions or to address specific business questions *Be involved with customer strategy development in conjunction with other marketing groups to influence customer touch points to realise more successful interactions and improve ROI. *Develop advanced tools for a holistic view of interactions and engagements with customers as well as analysing the key drivers to results. *Develop and manage reporting of KPI's to provide metrics that are to be used to feed back into analysis and tools to influence future strategies Candidate Profile:*Experience in carrying out complex data analysis. *Have a strong analytical mindset and be experienced in tackling data sets and interpreting them in order to generate insight.*Experience in dealing with Marketing, Finance or Sales or similar business cases *Flexible and adaptable with a good general business understanding *Ability to manage internal cross-functional teams to fast-cycle strategic developments *Excellent interpersonal & negotiation skills with the ability to interact effectively throughout various functional groups and hierarchical levels. Demonstrate confidence in presenting analysis results to the business*Strong MS Excel skills (pivot tables).*Working knowledge of SAS and/or statistical modelling would be advantageous as would knowledge of statistics"	"Warwickshire, UK"	"IT"	NA	NA	NA	"£30k - £50k per annum + Excellent Benefits package"	"Sentinel IT LLP"	"Charlotte Gray "	"JS-CG/25667"	"06/12/2018 14:23:07"	"http://www.jobserve.com/GlxdJ"	NA
"Data Scientist"	"Up to £535/Day"	"London"	"Contract"	"Data Scientist"	"London - Up to £535/Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"DATA SCIENTIST, FINANCIAL CONDUCT AUTHORITY, UP TO £535/DAY Role/Reference: Data Scientist/DOS8536 Client: Financial Conduct Authority Assignment Location: London E20 1JN Rate: £535/day Contract Length: 12-24 months (initially 3 months) Deadline for submissions: 24/12/2018 at 12:00 Security Clearance Required: You must be willing to undergo BPSS Disclosure Scotland - Basic Check clearance Required Start Date: 07/02/2019 Working Arrangements: Team will be expected to work on-site using FCA IT with occasional visits to third party collaborators where required. FCA work day is 7 hours (excluding 1 hour lunch break) no weekend work is required. The FCA does not pay expenses unless in exceptional circumstances and only in so far as it aligns with the FCA employee expenses policy. Role SummaryPhase 1 = 3 pilot projects relating to financial crime: Support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction. Create taxonomy & database of data (internal and external) to identify firm risk. Customisation tool to generate data, testing sanction screening tools. The FCA is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime. This role is for a Data Scientist to create a customisable tool to generate data with which to test sanctions screening tools Essential Skills & Experience Our expectation is that the sanctions monitoring workstream will require data analysis/data science, statistics and record matching skills: Experience with compliance databases such as BVD, Worldcheck, LegalKey, etc. Experience with PEPs, sanctions and negative media screening. Data matching: entity resolution, fuzzy matching, duplicate detection, etc. Cloud computing Desirable Skills & Experience Our expectation is that the sanctions monitoring workstream will require data analysis/data science, statistics and record matching skills: Solid understanding of UK and European money laundering regulations, initiatives and directives Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. Experience collaborating with 3rd party vendors "	"London, UK"	"IT"	"Public Sector"	"12-24 months"	"ASAP"	"Up to £535/Day"	"Quast Ltd"	"Tony Burton"	"JSDOS8536"	"11/12/2018 11:15:06"	"http://www.jobserve.com/GmtkE"	NA
"Software Dev and Support Engineer - Equity Quant Dev Team"	"£400 - £550 per day + Market Rate"	"City of London"	"Contract"	"Software Dev and Support Engineer - Equity Quant Dev Team"	"City of London - £400 - £550 per day + Market Rate"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"The successful candidate must possess superior technical aptitude, written and oral communications skills, and the ability to deal effectively with people in a wide variety of situations. Additionally they must possess strong analytical skills with demonstrated problem solving ability. Previous experience exercising high levels of initiative, judgment, and diplomacy is required.This is a hands-on role which provides an opportunity to solve complex business, data, and technical challenges. As a key contributor throughout the entire application development and support life cycle, you will be required to think outside the box and bring your best on a daily basis. Core Attributes:High achiever who combines ambition with humility and is happy to let their performance do the talkingDemonstrable passion for technology (eg personal projects, open-source involvement) while using their problem-solving capabilities to deliver solutions utilizing a top end engineering approachComfort in team delivery approach where utilization of strong collaborative software engineering techniques and methods is required: Agile development, continuous integration, code review or pairing, unit testing, refactoring and related approachesSelf-Starter who is comfortable owning an issue and driving it to resolutionStrong work ethicExcellent written and verbal communication skillsEnthusiasm for learning & results orientedStrong interpersonal skills; able to establish and maintain close working relationshipsConfident communicator; able to argue a point concisely and deal positively with conflicting viewsQualifications and Responsibilities:Proven data development skills within multiple database platforms. Equity utilizes MS SQL Server, MySQL and is moving actively to AWS database technologies 2018/2019 (eg. Aurora PostgreSQL, Redshift)Triage and problem solve for our proprietary applications. Includes data investigations internally and with our varies financial data vendorsWork with application end users to profile issues and help with daily tasks through Scripting and support toolsCommunicate issues to the software development team and help with a 360-degree understanding of the problem from a user perspective. Participate to a high degree in the development process to enhance and address development gaps. R, Python, ReactJS, ASP, SQL are primary languages.Work with the software development team to help translate found bugs into robust test casesAct as the subject matter expert for the proprietary applications you oversee.Ability to read and understand various data structures (SQL, XML, JSON)Exposure to some of the following concepts: Object Oriented programming, software engineering techniques, quality assurance, parallel programming, databases, networking, etc.Understanding of ATDD, TDD, and test automation and desire to write simple, adaptive and iterative code.The following are consider a plus:Experience building modern applications, with experience deploying to public or private clouds (AWS, Azure, OpenStack, Rackspace, etc.)An advanced level of relevant mathematical knowledge eg statistics, time-series analysis, algorithms.Equity markets exposureEducation:Strong academic record and BA/BS in Computer Science, Math, Engineering or related technical degreeAllegis Group Limited operates as an Employment Business and Employment Agency as set out in the Conduct of Employment Agencies and Employment Businesses Regulations 2003. It is a company within the Allegis group of companies, the fourth largest staffing group in the world, (collectively referred to as the \"Allegis Group\"). TEKsystems, Aston Carter and Aerotek are trading names of Allegis Group Limited. If you apply, your personal data will be processed as described in the Allegis Group Online Privacy Notice available on the website.. Please note when you give us your data, we will share it within Allegis Group and this involves the transfer of such data outside the European Economic Area, subject to the protections described in the Allegis Group Online Privacy Notice."	"City of London, UK"	"IT"	NA	"6 months"	"ASAP"	"£400 - £550 per day + Market Rate"	"TEKsystems"	"Dominik Bart "	"JS-DEV+SPPRT ENGINEER29"	"11/12/2018 15:55:41"	"http://www.jobserve.com/Gmux3"	NA
"Senior Python Developer, Cython, Java, Golang,FULLY REMOTE"	"£40k - £70k per annum + Benefits"	"London"	"Permanent"	"Senior Python Developer, Cython, Java, Golang,FULLY REMOTE"	"London - £40k - £70k per annum + Benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"5 DAYS A WEEK REMOTEMy client a leading IT solutions provider are seeking to recruit a talented Python Developer to deliver new features in their product suite to a high level of quality. Having experience in the main technologies that we use is a given as is your software engineering prowess, proven by the great software that you will have already delivered, and your ability to produce innovative solutions to our customers' problems. You are most likely to part of a team building software products already and looking for the next move to challenge yourself and work with the latest technologies.You'll get to*Build software for our product suite*Review and contribute to user story definition and detailed technical designs*Develop software and unit tests against those detailed designs*Validate engineering estimates and timescales, and take responsibility for meeting the resulting deadlines*Maintain current technical documentation at the code, design and user levels*Maintain the software on an ongoing basis*Liaise with our dedicated product support team to assist with troubleshooting and fixing customer raised defectsYou'll probably have *Extensive experience with our primary language Python/Cython (others include JavaScript, C, Java and Golang)*Experience working with RDBMS and NoSQL databases, preferably MySQL and CouchDB*Experience with Unix/Linux*Experience in version control systems like Git*Experience working in continuous integration environments*Experience of software development processes*Experience in code profiling and writing unit tests*A passion for improving coding and development practices*Proven ability to quickly assimilate new technologies and skills*A Computer Science, Mathematics, Statistics or similar degree*Experience of working within an agile scrum team And maybe you have*Experience working at scale with distributed architecture*Prior experience of working for a small, high-growth company*Demonstrable experience in Machine Learning algorithms*Experience in testing with automated frameworksPeople Source Consulting Ltd is acting as an Employment Agency in relation to this vacancy.People Source specialise in technology recruitment across niche markets including Information Technology, Digital TV, Digital Marketing, Project and Programme Management, SAP, Digital and Consumer Electronics, Air Traffic Management, Management Consultancy, Business Intelligence, Manufacturing, Telecoms, Public Sector, Healthcare, Finance and Oil & Gas."	"London, UK"	"IT"	NA	"Permanent"	NA	"£40k - £70k per annum + Benefits"	"People Source Consulting Ltd"	"Simon Gukhool "	"JS-962341"	"07/12/2018 11:11:44"	"http://www.jobserve.com/Gl4Ko"	NA
"IT Helpdesk Support (1st/2nd Line)"	"£30k"	"Bicester, Oxford, Oxfordshire"	"Permanent"	"IT Helpdesk Support (1st/2nd Line)"	"Bicester, Oxford, Oxfordshire - £30k"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"IT Support Technician (1st/2nd Line)/IT Helpdesk Analyst  Permanent position paying c£30,000 per year Based in Bicester, Oxfordshire The Opportunity: Operating as a 1st/2nd Line IT Helpdesk Support Technician, you will provide effective IT assistance across all aspects of the business. The position is responsible for supporting and maintaining the Microsoft Server and Desktop operating systems and Microsoft Exchange environments, plus general maintenance of all IT-related hardware/software across the estate. The position provides exposure to a broad range of IT-related projects and activities. Role and Responsibilities: Provide 1st/2nd line helpdesk support to all employees for hardware, software, audio-visual, photocopiers and telephone equipment; desktop, server support and MS Exchange Install and configure software applications; Setting up and configuring new laptops and desktops Diagnosing and resolving 1st line and 2nd line technical issues To set up, maintain and organise repairs for various computing, audio visual and telephone equipment Escalating IT issues to the IT Service Delivery Manager in line with ITIL principles Setting up new users and disabling expired accounts in accordance with HR requirements Incident Management, Change Management, Problem Management, Access Management Assist with the purchase, setting up, maintenance and repair of computers, audio-visual equipment, computer-linked equipment and computer-related equipment Help produce and maintain IT data, statistics, reports, checklists and other documentation as necessary Applications: To learn more about this permanent opportunity working as an IT Support Helpdesk Technician in the Bicester area of Oxfordshire; please call and speak with Edward here at ISR Recruitment in our London offices or please send me a copy of your very latest CV and/or online profile for an immediate call back."	"Bicester, Oxford, Oxfordshire, UK"	"IT"	NA	NA	"ASAP"	"£30k"	"ISR Recruitment Ltd"	"Edward Laing "	"JS-PFLS"	"10/12/2018 18:51:18"	"http://www.jobserve.com/GmliS"	NA
"Data Scientist"	"£Competitive"	"London (Central)"	"Contract"	"Data Scientist"	"London (Central) - £Competitive"	"Contract"	"Posted: Monday, 10 December 2018"	""	"Summary of the work  Phase 1 = 3 pilot projects relating to financial crime: Support Pilot/POC build of a customizable transactions data simulator, initially for creating a specific type of transaction. Create taxononmy & database of data (internal and external) to identify firm risk. Customisation tool to generate data, testing sanction screening tools. Latest start date  Thursday 7 February 2019 Expected contract length  12-24 months (initially 3 months) Location  London Who the specialist will work with  Working with the customer's Data Scientists, with SMEs in financial crime and with some third party data vendors/collaborators What the specialist will work on  The customer is running a number of pilots on the use of data science focused on assessing firm effectiveness at detecting financial crime. This role is for a Data Scientist to create a customisable tool to generate data with which to test sanctions screening tools Address where the work will take place  London, E20 Working arrangements  Team will be expected to work on-site using IT with occasional visits to third party collaborators where required. Work day is 7 hours (excluding 1 hour lunch break) no weekend work is required. The customer does not pay expenses unless in exceptional circumstances and only in so far as it aligns with the customers employee expenses policy. Security clearance  Standard customer security clearance process (typically 2-3 days) Additional terms and conditions The customer are currently seeking resource for Phase 1 which is expected to last 3 months. The expectation is that Phase 1 resources will be available for Phase 2 and any further phases as approved by the customer. Essential skills and experience Our expectation is that the sanctions monitoring workstream will require data analysis/data science, statistics and record matching skills:Experience with compliance databases such as BVD, Worldcheck, LegalKey, etc. Experience with PEPs, sanctions and negative media screening. Data matching: entity resolution, fuzzy matching, duplicate detection, etc. Cloud computing Nice-to-have skills and experience  Our expectation is that the sanctions monitoring workstream will require data analysis/data science, statistics and record matching skills: Solid understanding of UK and European money laundering regulations, initiatives and directives Exposure to anti financial-crime work within a UK-regulated bank and proven experience of AML/KYC requirements. Experience collaborating with 3rd party vendors "	"London (Central), UK"	"IT"	NA	"3 months +"	"Immediately"	"£Competitive"	"Lucid Support Services Ltd"	"Resource Team "	"JS10138"	"10/12/2018 17:52:54"	"http://www.jobserve.com/Gmk3i"	NA
