"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"duration"	"category"	"company_summary"
"Data Scientist - London - £60k"	"£50k - 60k per annum"	"London"	"Permanent"	"Data Scientist - London - £60k"	"London - £50k - 60k per annum"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist - London - £60k.My client are looking for an experienced Data Scientist, the ideal candidtae will have 2years plus experience within a Data Science role. The successful candidate will have strong python skills, and experience within Machine Learning techniques. For this role, the candidate will possess good communication skills. In order to hear more about this role please contact myself, Dominic at Opus. Data Scientist - London - £60k "	"London, UK"	"IT"	"ASAP"	"£50k - 60k per annum"	"Opus Recruitment Solutions Ltd"	"Dominic Fox "	"JSDATA SCIENTIST - LONDON - £60K"	"04/12/2018 17:56:25"	"http://www.jobserve.com/GlcY4"	NA	NA	NA
"Machine Learning Engineer - London, UK/Nuremburg, Germany - Contract"	"As Per Market"	"London, United Kingdom"	"Contract"	"Machine Learning Engineer - London, UK/Nuremburg, Germany - Contract"	"London, United Kingdom - As Per Market"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Job Details: Role - Senior Machine Learning EngineerLocation - London, UKDuration - 6 months to start with possible extensionJob Description: Senior Machine Learning Engineer: Design, develop and implement data science and machine learning models in proof-of-concepts and prototypes Develop, optimize, standardize and implement data science and machine learning solutions at scale in data pipelines and distributed systems (eg Hadoop/Spark/Kubernetes ecosystem) Engineer at scale using service-oriented architecture, containerized applications and functions as a service, especially in cloud service environments (ie IaaS, PaaS, SaaS, FaaS) Optimize data science and machine learning models using high performance computing (eg GPGPU) and Real Time techniques (eg messaging/streaming services, reactive programming) Represent machine learning and data science expertise at workshops and conferences Skills required: Machine Learning with Python  (Spark is optional) Kubernetes/Docker or containerization or terraform or any dev ops Micro services Experience in predictive modelling is desired. "	"London, United Kingdom"	"IT"	"ASAP"	"As Per Market"	"TomGandhi Consulting Limited"	"Vikas Pasala "	"JS_VIKAS"	"06/12/2018 12:41:23"	"http://www.jobserve.com/GlxUE"	"6 months rolling contract"	NA	NA
"Data Scientist"	""	"City of London"	"Contract"	"Data Scientist"	"City of London"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Data ScientistA Data Scientist is required for a large retail firm. The client is looking to expand and build on their current data science team to enhance the capabilities of forecasting. modelling and pricing.You will be working extensively in Python and the ideal candidate will be verse in a number of different data science techniques and development methods.Skills and Criteria PythonExperience in Machine Learning, data mining and prototyping.Extensive data Science experience.PhD program in Computer Science, mathematics or related disciplinesIf this role could be of interest, please reply with an updated version of your CV.Real Staffing, a trading division of SThree Partnership LLP is acting as an Employment Business in relation to this vacancy"	"City of London, UK"	"IT, Retail"	"ASAP"	NA	"Real Staffing Group"	"Simon Cafferkey "	"JS-HA-32904930"	"06/12/2018 17:18:54"	"http://www.jobserve.com/Glygz"	"6 months"	NA	NA
"Data Scientist - London - £60,000"	"£60k per annum"	"London"	"Permanent"	"Data Scientist - London - £60,000"	"London - £60k per annum"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Data Scientist - London - £60,000Salary: £60,000 plus benefits package My client is a maket leader within their industry. The client is looking to set up a Data science hub in London. As a result they are looking to create a brand new Data Science team. They're currently in the stage of looking for Data scientists with 1-4 years commercial experience. Essential skills: At least 2-3 years commercial experience in data science related rolesBackground using Machine Learning.Strong python coding skills  Benfits:  25 days holiday. Option to work from home one day a week. Access to the latest technologies the industry has to offer. Lucrative bonus package. If this role is of interest, please get in contact with and i will be happy to discuss further. Data Scientist - London - £60,000"	"London, UK"	"IT"	NA	"£60k per annum"	"Opus Recruitment Solutions Ltd"	"Dominic Fox "	"JSDATA SCIENTIST - LONDON - £60,000"	"06/12/2018 12:44:04"	"http://www.jobserve.com/GlxUJ"	NA	NA	NA
"Data Engineer (Hive, Hadoop) - Urgent"	"£500-£600/Day"	"Central London (Nr. London Bridge)"	"Contract"	"Data Engineer (Hive, Hadoop) - Urgent"	"Central London (Nr. London Bridge) - £500-£600/Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Cloud Consulting have an urgent requirement for an experienced Data Engineer to join a transformation programme with a leading financial services group. This will be working in the Data Science team which applies advanced data science methods to key business problems and opportunities. The teams are tasked with identifying opportunities for analytics across the business, to rapidly build machine learning prototypes and to engineer production quality software of data systems and machine learning. To be suitable, you should have the following experience: HIVE/SQL - Optimisation performance - familiarity with partitioning, bucketing, indexing etc. Hadoop - ie kafka, storm, Spark, oozie etc, Datamodelling - Knowledge of Datamodelling within an Enterprise data warehouse/Big Data environment. ie denomalised views, star schemas, third-normal form, OLAP cubes etc Data quality + lineage - ensuring the quality of data is governance and documented in accordance with Group-wide standards. Machine Learning, stats, modelling etc - knowledge of the practical application of these techniques is required, but the ability to build a model is not. If this is of interest, please forward your C.V ASAP with an indication of rate and availability."	"Central London (Nr. London Bridge), UK"	"IT"	"ASAP"	"£500-£600/Day"	"Cloud Consulting"	"Delivery Team "	"JS-DATAENGINEER"	"05/12/2018 11:40:51"	"http://www.jobserve.com/GiCgp"	"6 months"	NA	NA
"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"£500- £600 per Day"	"London"	"Contract"	"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"London - £500- £600 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	" Senior Data Scientist - Market Research and Big Data - 12 month Contract - London  Our global client based in Central London are looking to extend their Global Data Science Team by building a new team in their London HQ in Canary Wharf. This new team will sit within the Technology & Data business unit, who are responsible for the entire life cycle of the data-driven products and the division Global Data Science is an essential part of it. Our Client develops its offerings with an agile mindset, which requires you to actively contribute to all phases of the solution development. It will be your responsibility to translate the product vision into data/analytic/algorithmic requirements, to conduct PoCs and to build prototypes, and at a later stage to work on high-performance implementations. The Role: Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions Closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketers Actively share Data Science knowledge within the team and be a true TEAM PLAYER. Essential Skills: Expert knowledge of Python programming, including pySpark Strong statistical modelling skills/knowledge on predictive analytics would be a plus Expert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive) Desirable Skills: Advanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano) Basic skills with regard to performance optimisation and scalability (eg, parallelization, code optimization, containerization, function as a service) Experience in working with relational and non-relational databases, including SQL Required Qualifications: Master degree that reflects strong modelling, statistics and IT skills, PhD welcome but not required 2+ years of professional experience in quantitative data analysis/data science or related areas To apply please click the Apply button and follow the instructions. For a further discussion, please contact James Money. 83zero Consulting Limited is a boutique consultancy specialising in Data Science | Change | Agile Transition within the UK. We provide high quality interim and permanent senior IT professionals."	"London, UK"	"IT"	"ASAP"	"£500- £600 per Day"	"83Zero Ltd"	"James Money "	"JSJM - DATA SCIENTIST"	"03/12/2018 08:46:47"	"http://www.jobserve.com/Ghmqx"	"12 months"	NA	NA
"Data Scientist-12 Month Contract"	"£550 - £700 per Day"	"City of London"	"Contract"	"Data Scientist-12 Month Contract"	"City of London - £550 - £700 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist/Contract/London/£550-£700We are working with a large, global client based in Central London are looking to extend their Global Data Science Team by building a new team in their London HQ in Canary Wharf. This new team will sit within the Technology & Data business unit, who are responsible for the entire life cycle of the data-driven products and the division Global Data Science is an essential part of it.Our Client develops its offerings with an agile mindset, which requires you to actively contribute to all phases of the solution development. It will be your responsibility to translate the product vision into data/analytic/algorithmic requirements, to conduct PoCs and to build prototypes, and at a later stage to work on high-performance implementations.The Role:Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutionsClosely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketersActively share Data Science knowledge within the team and be a true TEAM PLAYER.Essential Skills:Expert knowledge of Python programming, including pySparkStrong statistical modelling skills/knowledge on predictive analytics would be a plusExpert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithmsSolid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive)Desirable Skills:Advanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano)Basic skills with regard to performance optimisation and scalability (eg, parallelization, code optimization, containerization, function as a service)Experience in working with relational and non-relational databases, including SQLRequired Qualifications:Master degree that reflects strong modelling, statistics and IT skills, PhD welcome but not required2+ years of professional experience in quantitative data analysis/data science or related areasPlease send your updated CV to (see below) "	"City of London, UK"	"IT"	"ASAP"	"£550 - £700 per Day"	"Jefferson Frank International"	"Patrick Robinson "	"JS-05/12/2018PR"	"05/12/2018 18:11:16"	"http://www.jobserve.com/Glp5M"	NA	NA	NA
"Scrum Master - 12 month Contract"	"£550 - £700 p/Day"	"Germany/Remote"	"Contract"	"Scrum Master - 12 month Contract"	"Germany/Remote - £550 - £700 p/Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"( Scrum Master, Agile, SAFe, Scaled Agile Framework, Scrum, KANBAN, Certified Scrum Master, CSM, Certified Scrum Practitioner, Contract) Scrum Master - BIG DATA - (SAFe/Scrum/KANBAN) - 12 month Contract  Our key client, a global leader in BIG DATA, DATA SCIENCE, INSIGHT and ANALYTICS, has some VERY exciting Scrum Master contract roles on a HUGE Agile Transformation Programme in Germany (UK Ltd/Umbrella paid in £). Our client, is just starting a 2 year and £200m Digital Transformation Programme and is implementing the Scaled Agile Framework (SAFe) as part of its Agile transition. We have already placed a number of people (Coaches & SMs) over there from the UK and they love it. Some of the UK's/and European leading Agile Pioneers and Evangelists are involved. This role will involve the successful candidate being on site in Germany 4/5 day per week with some potential to work remotely one day per week. Travel and accommodation can be expensed within reason. Essential Skills: Minimum 3 years - Solid and demonstrable commercial experience of being a true \"Hands on\" Scrum Master that is Embedded in the team in corporate/enterprise environments. Experience of working within and/or assisting the implementation a Scaled Agile Framework (SAFe). SAFe certifications are a huge advantage - SAFe Scrum Master, SAFe Advanced Scrum Master, SAFe Agilist, SAFe Programme Consultant (SPC) 4/4.5 etc. Mentoring the team to work in an Agile/Scrum way - Good Coaching, Management and facilitation skills are required for this role. LEAN Agile - Kanban Improve the productivity of the SD teams Run daily team stand-ups  Improve the productivity of the stand-ups Project tracking and management Desirable Skills: Any Scaled Agile Framework Certifications are highly desirable. Any Scrum certifications will be desirable - Certified Scrum Master (CSM) or Certified Scrum Practitioner (CSP) or Professional Scrum Master (PSM) Please click the apply link to send your CV For a further discussion, please contact James Money  83zero Consulting Limited is an IT recruitment consultancy specialising in Change | Agile Transition | IT Service Management | Project and Programme Management within the UK. We provide high quality interim and permanent senior IT professionals."	"Germany/Remote, UK"	"IT"	"ASAP"	"£550 - £700 p/Day"	"83Zero Ltd"	"James Money "	"JSJM-SCRUM"	"04/12/2018 17:26:37"	"http://www.jobserve.com/GlcWx"	"12 months"	NA	NA
"Senior Data Scientist - Machine Learning/Forecasting Engine"	""	"City of London"	"Contract"	"Senior Data Scientist - Machine Learning/Forecasting Engine"	"City of London"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Senior Data Scientist - Machine Learning/Forecasting Engine - Global Energy, Oil & GasGlobal Energy Oil Company has an exciting opportunity for a Senior Data Scientist to join an existing team within the Data Science Centre of Excellence, working on a forecasting engine dealing with structured and un-structured data.You'll be co-located with the team in London, working in a start-up environment, using the lean start-up approach and ScrumBan to accelerate the development of the solution. The project is funded until Q1 2019, with expectation that scope will increase for ongoing development in 2019.About the Role:Researching machine learning models for forecasting and time series analysis using the latest methodsWrite clean and maintainable production-level code, including tests; the tech stack includes (you don't need to have an experience with all of them): Python (Pandas, Scikit Learn, etc.), GIT, Jenkins, Docker, Azure, SQL.Integrating models into production on a weekly or even daily basisWork closely with the customer and the Product Owner day-to-dayWork in a highly-collaborative, friendly Agile environment, participate in Ceremonies and Continuous Improvement activities.Documenting and explaining the results of analysis or modelling to both a technical and non-technical audienceLearning new engineering practices, technologies and continuously improving our Agile practicesAbout You:At least 3-5 years of experience in developing end-to-end models using machine learning for statistical forecasting in a business/industry environment, ie feature engineering, model creation and evaluationAbility to write clean, elegant and maintainable production-level code in Python and experience in version control, testing, refactoringExperience with the Python scientific stack, eg NumPy, Pandas, Scikit-learn, PyMc3 or similar, etc.Have experience in at least one out of the following three:Probabilistic Modelling (eg General Linear Models, Stochastic processes, Bayesian Networks, Hidden Markov Models, Hierarchical Modelling, Time Series Modelling, etc.Financial modelling in a strongly collaborative environment (eg developing trading strategies and portfolios, etc.)Algorithms and optimization (eg linear programming, multi-objective optimization, meta-heuristics, etc.)Knowledge of Bayesian Statistics and Bayesian/Probabilistic modellingStrong communication skills, especially explaining technical concepts to business peopleExtensive experience working in small, empowered, delivery focused, cross-functional and collaborating teamsDesired Skills and Experience:Experience in NLP and language modelling, eg topic modelling, relationship extraction, embeddings, ontology creation etc.; and associated python packages eg spaCy, NLTK, Gensim, fastText etc.Bachelor or Master's degree in any of the following: statistics, machine learning, bio-informatics, econometrics or relevant areasExperience working with one of the big cloud environments (eg AWS, Azure, GCP, etc.)We believe in equality of opportunity for all job applicants regardless of gender, marital status, race, colour, nationality, ethnic origin, creed or religion, disability, sexual orientation or age.Specialising within Energy Trading, Oil & Gas, Financial Markets and TV & Entertainment, Eaglecliff Recruitment is ISO accredited, a Member of REC and listed within the top 4% for Financial stability by Dun & Bradstreet. Please telephone for an immediate response or email your CV for a reply within one hour. Eaglecliff Ltd is acting in the capacity of an employment agency for permanent recruitment and an employment business for contractor resourcing."	"City of London, UK"	"IT"	"17/12/18"	NA	"Eaglecliff Recruitment"	"Chris Luche "	"JS-C.2/17822"	"06/12/2018 08:33:05"	"http://www.jobserve.com/GlwK2"	"6 months"	NA	NA
"Python DevOps Engineer"	""	"South Yorkshire"	"Contract"	"Python DevOps Engineer"	"South Yorkshire"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Python DevOps Engineer required by Whitehall Resources on an initial 6 month contract based in South Yorkshire. Experience, Skills and Technologies: - Experience of developing and managing analytics solutions, ideally in Anaconda; Enterprise edition preferred.- Exposure to managing open source repositories from external sources in a secure and approved way - Some knowledge of managing Data Science solutions in a Dev Ops Pipeline, considering deployment; ideally with exposure to tools such as Jenkins and Jira - Data science tooling experience, with an understanding of available python libraries and their implementation, preferably with an analytics background or similar. - Awareness of cloud technologies in AWS and/or GCP, and their use within data science and machine learning - Experience working in relevant environment/s, ie Anaconda, Python 2.7 and Python 3.5, R, Repository management - Ideally with Exposure to Docker or other related container technologies - Systems Implementation experience preferable, but not essential All of our opportunities require that applicants are eligible to work in the specified country/location, unless otherwise stated in the job description."	"South Yorkshire, UK"	"IT"	"ASAP"	NA	"Whitehall Resources Ltd"	"Charlotte Kent "	"JS-JS/CK/36269"	"06/12/2018 12:14:56"	"http://www.jobserve.com/GlxSC"	"26 weeks"	NA	"About Whitehall Resources Ltdwww.whitehallresources.co.uk/?utm_source=Referer&utm_medium=Link%20and%20text&utm_term=SAP%20Oracle%20IT%20Recruitment&utm_content=Jobserve%20Directory&utm_campaign=JobserveWhitehall Resources is the leading SAP, Oracle and IT recruitment specialist. We have a strong focus on these verticals and speak with thousands of active and passive candidates per month – we know our markets better than anyone else. We have divisions focussed on each technology and teams within those focussing on the UK, Europe, Middle East and North Africa. In ten years of business, we have grown to over 800 clients, 10,000 placements and have worked with one-third of the FTSE 100. We deliver the best candidates, most suited to any given role – our clients trust us, returning time and time again.Get in touch via our website or give our expert consultants a call to register your CV!"
"Python Developer/FinTech/AI/Machine Learning/£80k - £90k"	"£80k - £90k per annum"	"London"	"Permanent"	"Python Developer/FinTech/AI/Machine Learning/£80k - £90k"	"London - £80k - £90k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Salary: £80,000 - £90,000 per annum +PackageLocation: Central LondonCompanyOur client is growing rapidly within the Interactive Agent/Artificial Conversational Entity space and is looking for a distinguished Python Developer, to deliver AI/Machine Learning Platforms. The solutions combine cutting edge AI, Data Science and NLP methodologies.About the role: As a permanent member of the Python Development team, you will be building the interface that sits between the end users and the underlying AI diagnostic system. In addition to designing solutions, you will get to develop, test, deploy, maintain and continuously improve software platforms.The role also offers a Python Developer, the ability to work cross functionally with other teams to learn about data science and advance NLP methods. The successful candidate can expect to receive up to £90,000.Required qualificationsIn depth technical Python skillsKnowledge/experience regarding software solutions or products based on AI, machine learning technology.Advanced experience with PythonPreferred QualificationsExperience working with Scala/JavaExperience in chat bot technologiesIdeally Masters or PhD in a computing related subject or equivalent knowledge gained commerciallyMcGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	NA	"£80k - £90k per annum"	"McGregor Boyall"	"Triston Barton "	"JS-200013"	"07/12/2018 17:34:20"	"http://www.jobserve.com/Gl6yM"	NA	NA	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "
"Signal Processing Engineer"	"£30k - 45k per year"	"Greater London, England"	"Permanent"	"Signal Processing Engineer"	"Greater London, England - £30k - 45k per year"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"I am working with a rapidly growing and extremely exciting sport tech company based in the heart of London that is looking for a Signal Processing Engineer to join their team in a permanent basis. The company is a small but successful and rapidly growing company, developing cutting edge technology solutions focused around data science and machine learning for use within sports.The role is ideal for a driven Signal Processing Engineer to join the team and be an integral part of the company as they grow and revolutionise the way sports are enjoyed and viewed by spectators.The requirements for the role are:Minimum Masters degree in Computer Science or similar quantitative field (ideally involving signal processingStrong knowledge of a variety signal processing techniquesAbility to develop efficient signal processing algorithmsExtensive experience working with Python, MATLAB or Octave (experience with C++ or Go is is highly beneficial too)Experience working with data obtained from sensors/gyroscopes/magnetomoters etc.Unfortunately sponsorship cannot be provided for this position, therefore you must be eligible to work in the UK without sponsorship to be considered. The salary bracket for this role is £30,000 to £45,000 per annum Dependent on experience and they are looking to get the successful Signal Processing Engineer started ASAP with interviews happening from Monday 10th December. If this role seems like it is of interest to you and you fit the requirements for the role please apply today by sending your CV to (see below) or call Luke on 020 7812 7700 for further details."	"Greater London, England, UK"	"IT"	NA	"£30k - 45k per year"	"X4 Group"	"Luke Tomaszko"	"JSX4SIGPROC"	"07/12/2018 15:58:59"	"http://www.jobserve.com/Gl6Rd"	NA	NA	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"
"Scala Developer/FinTech/AI/Machine Learning/£80k - £90k"	"£80k - £90k per annum"	"London"	"Permanent"	"Scala Developer/FinTech/AI/Machine Learning/£80k - £90k"	"London - £80k - £90k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Salary: £80,000 - £90,000 per annum +PackageLocation: Central LondonCompanyOur client is growing rapidly within the Interactive Agent/Artificial Conversational Entity space and is looking for a distinguished Scala Developer, to deliver AI/Machine Learning Platforms. The solutions combine cutting edge AI, Data Science and NLP methodologies.About the role: As a permanent member of the Scala Development team, you will be building the interface that sits between the end users and the underlying AI diagnostic system. In addition to designing solutions, you will get to develop, test, deploy, maintain and continuously improve software platforms.The role also offers a Scala Developer, the ability to work cross functionally with other teams to learn about data science and advance NLP methods. The successful candidate can expect to receive up to £90,000.Required qualificationsIn depth technical Scala skillsKnowledge/experience regarding software solutions or products based on AI, machine learning technology.Preferred QualificationsExperience working with Python/JavaExperience in chat bot technologiesIdeally Masters or PhD in a computing related subject or equivalent knowledge gained commerciallyMcGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	NA	"£80k - £90k per annum"	"McGregor Boyall"	"Triston Barton "	"JS-20012"	"07/12/2018 17:29:15"	"http://www.jobserve.com/Gl6wU"	NA	NA	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "
"Lead Data Scientist"	"£50k - 70k per year"	"Birmingham, West Midlands, England"	"Permanent"	"Lead Data Scientist"	"Birmingham, West Midlands, England - £50k - 70k per year"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"A Lead Data Scientist is required to join an exciting growing company based in Birmingham.Duration: Permanent Salary: £50,000 - £70,000 d.o.eWe are looking for someone with a passion for data science a strong expertise of data analytics and machine learning. You will be responsible for developing the company's unique algorithms, which are being used at the forefront of their industry. General Responsibilities:Producing insights from the data and present them to stakeholders.Leading and mentoring a small team of junior data scientists. Making recommendations and consulting with clients.Using your knowledge and expertise, you will determine the best methods to use to overcome the company's unique challenges.Produce model validation reports and data visualisation outputs.Project planning.The list below includes some of the technologies that you will have exposure to in this role, so prior experience would be desirable:Python & MATLABC++SQL & NoSQL databasesMachine LearningNeural NetworksImage ProcessingKnowledge of Big Data toolsSoftware DevelopmentAWSAgileThis is a brand-new requirement and my client are looking to fill the position as soon as possible.The candidate must have the right to work in the UK and be able to commute to Birmingham daily.Send your CV to (see below), or call Adam for more information.Data Science/Machine Learning Scientist/Python/Big Data/Matlab/Python/R/Algorithms/Statistical/Mathematical/Neural Networks/Data Analytics/Hadoop/Hive/Big Data"	"Birmingham, West Midlands, England, UK"	"IT"	NA	"£50k - 70k per year"	"X4 Group"	"Adam De Smit "	"JSDTSBHM597834"	"03/12/2018 17:42:43"	"http://www.jobserve.com/GlSSZ"	NA	NA	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"
"Senior Data Scientist"	""	"London"	"Permanent"	"Senior Data Scientist"	"London"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"The position of a Senior Data Scientist has just become available within one of the world's largest banking and financial services organisations. This London based role offers the opportunity to become a part of a well-established Data Science team and lead the way using advanced analytical skills.SummaryThe position of a Senior Data Scientist with one of the world's largest banking and financial services firms has just become available. My client is searching for a strong Data Scientist with a true interest in computer sciences and new technology. This London based position offers the opportunity to join a developed Data Science team.Key ResponsibilitiesTo use advanced analytical skills to develop the businesses new financial intelligence platform.To work at the leading edge of analytics.To bring the ability to work with extremely large, complex data sets.To merge these data sets to generate insight from them and to visualise those insights for both technical and non-technical users.To write codes for the application of advanced analytics in the area of financial crime risk and must have the ability to critically interpret and analyse the results produced.To work with key stakeholders in determining analytical requirements.To create and deliver analytical solutions that are fully documented and explained that meet the business aims/requirements.Key RequirementsRelevant degree education - at least BSc or MSc level. Relevant degrees include mathematics, statistics, advanced computing (machine learning, AI), visualisation or data engineering.High quality further education is an advantage, preferably a science background/PhD.Experience in the area of combatting financial crime is desirable.Experience of working within the Hadoop ecosystem.Strong technical skills in analytical languages, such as Python, R, SQL and SAS.Specific knowledge of Spark and/or graph theory is desirable.Strong communication skills.Demonstrate an interest in the financial crime subject area.Apply today! For more information, please get in touch.Email: (see below) "	"London, UK"	"IT"	NA	NA	"Robert Walters"	"Lucy Cova "	"JS-50322193/001"	"06/12/2018 15:11:36"	"http://www.jobserve.com/GlxgI"	NA	NA	NA
"Data Scientist consultant"	"Negotiable"	"London"	"Contract"	"Data Scientist consultant"	"London - Negotiable"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Job description: Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions.Manage and coordinate Data Science projects, ie defining user stories and specific tasks working closely with Product Owners and Product Managers.Closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketers.Provide guidance and leadership to non-Senior Data Scientists in your workstream.Present Data Science capabilities in client-facing situations, at conferences and in workshops.Actively share Data Science knowledge within Technology and Data network.We look for a profile with complementary skills, such as:Expert knowledge of Python programming, including Spark.Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive).Expert knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano).Basic skills with regard to performance optimization and scalability (eg, parallelization, code optimization, containerization, function as a service).Expert skills with regard to database handling, in particular SQL, NoSQL.Expert statistical modelling skills.Expert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms.Solid understanding of Big Data Architectures."	"London, UK"	"IT"	NA	"Negotiable"	"Templeton and Partners"	"Gilles Dodotape"	"JSDATAUK"	"04/12/2018 16:54:24"	"http://www.jobserve.com/GlcLb"	NA	NA	NA
"Data Scientist"	"£45k - £65k per annum + benefiits"	"Guildford, Surrey"	"Permanent"	"Data Scientist"	"Guildford, Surrey - £45k - £65k per annum + benefiits"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Our client are seeking a Data Scientist to join the team based in Guildford, Surrey. Due to the successful growth and investment in the business the company is looking to expand its Data Science team.The successful Data Scientist is likely to have relevant experience and/or qualifications in data, software or mathematical modelling in either a research, academic or commercial environment. You are likely to have a relevant academic degree Statistics, Maths, Economics, Data Science or equivalent and have experience in the following areas;Key Experience5+ years in a data analytics/data science roleStatistical and analysis software - SAS, R, Python, Matlab or similarData analysis/manipulation and presentationMachine Learning and/or other data science related methodsKeywords: Data Scientist, Data Analysis, Analytics, Python, R, Matlab, SAS, Stata, Data Visualisation, Data presentation, Algorithms, Machine Learning, AI, Guildford, Surrey"	"Guildford, Surrey, UK"	"IT"	NA	"£45k - £65k per annum + benefiits"	"Spectrum IT Recruitment (South) Ltd"	"Jack Hewitt-Coleman "	"JS-JHC-DS"	"05/12/2018 16:24:08"	"http://www.jobserve.com/Glo96"	NA	NA	NA
