"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"category"	"duration"
"Digital Project Manager Agile Marketing Web Finance London"	"£80k-£95k per annum + 20% Bonus + 10% Pension"	"London"	"Permanent"	"Digital Project Manager Agile Marketing Web Finance London"	"London - £80k-£95k per annum + 20% Bonus + 10% Pension"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Digital Project Manager (Scrum Master Digital Distribution Sales Marketing eMarketing SEO Campaign Project Manager AWS Agile Adobe Cloud Asset Management Finance Banking) required by our asset management client in London.You MUST have the following:Current experience as a digital project manager or scum master within a highly regulated environment (ideally financial services such as banking, asset management or wealth management)Experience coordinating the delivery of digital projects from inception to delivery/go-liveGood knowledge of digital marketing- such as delivery of client-facing websites, contribution to marketing campaigns, email marketing, social media, SEO, digital asset managementExperience delivering technical projects with cross-functional development Scrum teamsExcellent ability to collaborate with the business, provide status reports and manage stakeholders on corporate-scale, complex projectsExcellent understanding of Agile methodologiesThe following is DESIRABLE, not essential:PRINCE2 certificationBanking, wealth management or asset managementExperience delivering Adobe AEM, Apigee, client reporting, sales technology related projectsAgile Scrum Master certifiedDelivery of AWS projectsRole: Digital Project Manager (Scrum Master Digital Distribution Sales Marketing eMarketing Agile Adobe AWS Cloud Finance Banking) required by our asset management client London. This role sits in the Digital team which looks after the company's client facing technology over web, tablet, mobile and email. You will be assigned to a number of the following over the next 12 months- implementation of a Client Reporting System, extracting the Legacy system and integrating the new reporting system with the rest of the application infrastructure; and an Adobe AEM upgrade from v5 to the cloud on v6; the transformation of a number of websites globally; Apigee implementation; and client data work. Delivery of complex corporate digital marketing projects, therefore, is essential. Exposure to website delivery, digital marketing campaigns (emarketing), email marketing, social media, SEO, digital asset management is all highly desirable.In this role, you will be working with Scrum teams of 3-7, comprising developers and business analysts. You will manage the projects from inception to completion, often with several projects running simultaneously. An excellent understanding of Agile methodologies is essential. This will mean you are working with the team daily to drive delivery whilst keeping in sight the longer term strategy. You will have full responsibility of the project's budget and time management; this may extend further to application management where you develop the strategy budgeting of the applications, reporting on this to senior management. You will have an excellent technical understanding and be able to communicate effectively with developers and stakeholders. This is an excellent opportunity to gain experience in a financial institution as financial experience is not essential. The company are investing heavily into their London tech department and are one year into an ambitious three year AWS migration initiative. Working hours are 9am-5pm.Salary: £80k - 95k + 20% Bonus + 10% Pension For information about what Personal Data we hold and your rights, please refer to our Privacy Policy."	"London, UK"	"IT, Finance, Sales and Marketing"	"£80k-£95k per annum + 20% Bonus + 10% Pension"	"Joseph Harry Ltd"	"Anthony Russell "	"JS-DIGPM"	"06/12/2018 08:55:15"	"http://www.jobserve.com/GlwT1"	NA	"ASAP"	"Executive"	NA
"Digital Project Manager - QA"	"£25k - £35k per annum + Pension, Healthcare"	"Dorset"	"Permanent"	"Digital Project Manager - QA"	"Dorset - £25k - £35k per annum + Pension, Healthcare"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Digital Project Manager/QA, Dorset, £25k - £35k, AGILE, Waterfall, SDLC, QA RAID, DIGITAL, Prince 2 Your new company  Digital Project Manager/QA - My client is an established award winning digital agency based out newly refurbished offices in the heart of Dorset. Due to year on year growth my client is actively seeking an experienced, professional Digital Project Manager to join their team and contribute to the continued delivery to their expanding portfolio of national/international clients.Your new role  Digital Project Manager/QA - As an experienced Project Manager you will be tasked with project pipeline management, planning and testing of packages/releases of projects for my clients customers.  Working in collaboration with the solutions architect and senior senior leads, project managers and account managers to identify and facilitate the definition of releases, manage the progress of deliverable's  This role will require you to have an understanding of the deliverables that align and adhere to the technical solutions specification, the development of test plans, the execution of this testing and the management of the resolution of bugs.What you'll need to succeed  As the preferred candidate you will have 3/4 years commercial experience as a Project Manager, ideally coming from a technical background as a Developer or Technical Business Analyst. Project management using agile methods for IT projects Testing of software within a digital environment Analytical, process driven and methodical in your approach Able to develop and execute test plans Excellent communication and people management skills Stake Holder management and influencing skills Organisational and time management skills Microsoft Office and in particular Microsoft ExcelWhat you'll get in return  As the preferred candidate you will receive an excellent benefits package that includes, Health Insurance, Child Care Vouchers, Pension Scheme, Additional days holiday for each year completed and team incentives.What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Dorset, UK"	"IT"	"£25k - £35k per annum + Pension, Healthcare"	"Hays Specialist Recruitment"	"Anthony Acellam "	"JS-3487195"	"07/12/2018 09:37:03"	"http://www.jobserve.com/Gl234"	NA	"ASAP"	NA	NA
"Digital Project Manager"	"£45k - £55k per annum + Benefits + Bonus"	"Guildford, Surrey"	"Permanent"	"Digital Project Manager"	"Guildford, Surrey - £45k - £55k per annum + Benefits + Bonus"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Digital Project Manager, Digital Transformation, Major Brands Do you want to join a Digital Agency away from the city that works with loyal long-life clients who are also major brands?As a Digital Project Manager, you will manage multiple development projects ranging from CRM enhancements to CMS extensions, APIs and standalone web applications. This includes, but is not limited to, compiling project requirements, creating and managing project schedules, tracking the progress of projects with the internal team and reporting on project results to clients and the agency management team.Responsibilities Gather requirements directly from clients and produce specificationswrite user stories, visualise user flows, wireframesmanage the change processmonitor the progress of tasks assigned to the development team, front and Back Endconduct testing and QA, both hands-on and automated, against agreed specificationscommunicate professionally, friendly and timely with client stakeholders and users at different skill levelsmanage the sign off processdefining what success looks like for the client, and making it measurableproduce project documentationIdeal Experience excellent verbal and writing skills, natural communicatoranalytical mindset - quickly grasp and translate what is do-able, what notunderstanding relational databases, data modelsexperience with actively managing project tools such as Wrike, Trello, Jira or similarwriting detailed specifications, wireframes, diagramsattention to detailwaterfall, agile, kanban methodologiesexperience with managing UATThis is a highly successful and progressive organisation which offers good clear career progression with a fantastic team and management to learn from. The successful candidate will receive a basic salary between £45,000 - £55,000 and benefits and other perks. Keywords: Digital, E-commerce, Website, Development, Agile, Scrum, scrums, HTML, Digital Transformation to Marketing Automation, eCRM, Mobile Marketing, Social Media, App Development, Consultancy, and Custom DevelopmentThis job ad was posted by Salt. "	"Guildford, Surrey, UK"	"IT"	"£45k - £55k per annum + Benefits + Bonus"	"Salt"	"Fabio Calvente "	"JS-JO-1811-142488"	"11/12/2018 10:54:42"	"http://www.jobserve.com/GmtZb"	NA	NA	NA	NA
"Digital Project Manager"	"£40k - 55k per year"	"Crawley, West Sussex, England"	"Permanent"	"Digital Project Manager"	"Crawley, West Sussex, England - £40k - 55k per year"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"I am currently looking for a permanent digital project manager for my client based in Crawley that has experience with managing the digital side of events - such as setting up software for event ticket sales/event entries and helping with developing marketing sites to promote the events.One of the first projects will be helping to take one of my clients premium brands into the Chinese market and another will be to review our current platform for ticketing to see if it is still fit for purpose or requires a new product to be sourced and migrated.Full training on existing software will be provided.Core responsibilitiesDigital Project Managers are responsible for the full life-cycle management of projects from the initial brief through to deployment and transition to Support Desk.This is a cross department role requiring effective communication between individual businesses that operate for my client and the Digital Delivery team that helps support those businesses.Successful management of other internal teams is also essential, ensuring good communication across disciplines such as digital marketing strategy, business analysis, creative, technology and support desk. Project Managers have a high level of demonstrated experience of both basic and advanced project management principles, including development of:Requirements Specifications and Business Case development Complex project plans, critical path analysis and resource levellingBallparks and cost managementChange requestsRisk, assumptions, issues and dependenciesFinancial tracking and controlsSupplier ManagementRequired experience and skillsSignificant experience of delivering digital projects such as CMS implementation, Ad Serving set up, e-commerce, lead generation etc.Strong organisational and administration skills.Strong attention to detail.Effective interpersonal, written and verbal communication skills.Ability to cope under pressure in a professional and calm manner.Adept at creating practical solutions to daily business challenges.Please apply for the above role if you could be of interest. They are looking to pay up to £55,000 for the right permanent candidate."	"Crawley, West Sussex, England, UK"	"IT"	"£40k - 55k per year"	"X4 Group"	"James Andrews"	"JSJA6789"	"11/12/2018 19:04:16"	"http://www.jobserve.com/Gmvhs"	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"	NA	NA	NA
"Digital Project Manager"	"£37k - £45k per annum"	"London"	"Permanent"	"Digital Project Manager"	"London - £37k - £45k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"My client is a successful digital agency that is based in Central London.They are looking to appoint a Digital Project Manager on a permanent basis.You will be managing some of the key accounts that are owned by my client. They are looking for a hand ons individual that is agency-experienced with exceptional project management skills.As the Project Manager you will be involved in managing a range of projects, including both new builds and maintenance.You may even have the opportunity to work on other client projects too.My client believes in exceptional delivery and you will need to have a good understanding of all things digital. You should also be comfortable working in a faced paced environment and working with different levels of stakeholders thorughout the business.You will be responsible for:Scoping, planning and specification of key projectsClient contact on projects during the production life cycleResponsible for 'driving' the client for their deliverables. This includes risks and issues management and knowing when to escalateResponsible for the profitability of these projectsResponsible for managing the quality and delivery of third party servicesEnsure the utmost quality in creative working with Client ServiceWork closely with the Client Services team throughout the project to manage client expectationsExperience and SkillsYou'll be an experienced and confident client-facing PM with a minimum of 3 years of agency experienceYou will be able to demonstrate a fundamental grasp of the principles of project management ideally you will have training in AgileExperience of delivering projects with budgets in excess of £75,000Confident in reporting effectively on project performance to internal teams and client stakeholdersProven experience in managing projects profitably within complex stakeholder environmentsExcellent and efficient communication skills both written and verbalExperience across web builds and E-commerce projectsExperience in requirements gathering and functional specificationExperience with Project Management tools (eg JIRA, Asana, MS Project (or similar)Bright, ambitious, entrepreneurial, likeable, fun and ready for a challengeExperience in managing pitch teams would be a bonusWe are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation, gender reassignment, marriage and civil partnerships, pregnancy or maternity or age."	"London, UK"	"IT"	"£37k - £45k per annum"	"onezeero"	"Daniyal Bashir "	"JS-50197561"	"05/12/2018 14:31:24"	"http://www.jobserve.com/GloBR"	NA	"ASAP["	NA	NA
"Senior Digital Project manager"	"£50k - 70k per year"	"London"	"Permanent"	"Senior Digital Project manager"	"London - £50k - 70k per year"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"I am currently looking for a Senior Digital Project Manager to join my client's team in London. The client are one of the largest multinational digital agencies working with brands and business which are recognisable worldwide.The Senior Digital Project Manager is being brought into work the full project life cycle on a number of different digital projects. This includes Ecommerce implementation, web builds, software implementation and mobile applications. As mentioned above this is for multinational clients with a worldwide reach, you will be working on Greenfield throughout. It is the nature of the business that you will be working on Projects with a quick turnaround hence the Digital Project Manager will be working on multiple work streams.They are looking for the Digital Project Manager to have to have come from an agency background, ideally working on the above project examples. Also to have solid skills in the fundamentals of Project Management this includes budgeting, planning, developing project statements or work, highlighting risks and issues and raising them to internal and external stakeholders. With this comes key elements of stakeholder management which will be a key part of the chosen candidates skill set, they are looking for someone to be confident with people up to director level.If selected for an interview the candidate will be asked to produce examples of their previous work which includes the Digital Mapping plans, statement of works etc. This may be in a form of a Project that has already gone live, the candidate will need to be prepared to explain how they got to that stage.Key requirements for the Project Manager to have:Working the full project life cycle on digital driven projects, from an agency background. This includes Ecommerce implementation, web builds and mobile applications.Management of key internal and external stakeholders which will include people up to director level and key clients of the agency.Have a strong understanding of the Agile/Scrum method which will include sprint planning.A minimum of 3 years in a digital agency with a minimum of 5 years as a Project Manager.Confident with the fundamentals of Project Management including budgets control, risk management, project timeline and initiation of project to completion.Hands on mentality which will require to handle multiple project work streams at once, and being able to prioritise and to meet business needs.They are looking to pay between £50,000 to £70,000 for the right candidate with the right experience, background and location. With interviews being lined up for ASAP, can be from Thursday this week.If you could be interested then please apply with an up to date CV and give me a call and we can go over the role in more detail."	"London, UK"	"IT"	"£50k - 70k per year"	"X4 Group"	"James Andrews "	"JSJA7890"	"07/12/2018 16:31:54"	"http://www.jobserve.com/Gl6oS"	"About X4 Groupwww.x4technology.co.ukX4 Technology is an industry leading specialist recruitment business for the tech sector. We are part of the X4 Group, one of the fastest growing and most successful recruitment businesses, with over 10 years of experience in successfully placing mid to senior level contract and permanent professionals across the globe.Cyber Security Big Data Machine Learning & Data Science Business IntelligenceDevOps & Infrastructure Embedded Software Engineering Hardware & Electronics Java Development .Net Technologies Senior IT AppointmentsTestingPHP, Opensource & Ruby on RailsFront End TechnologiesSpecialist JavaScriptBusiness Development SEO, PPC & Analytics Marketing Fintech, Banking & Finance"	NA	NA	NA
"E-Commerce/Digital Project Manager - Fareham - £300/day"	"Up to £300 per Day"	"Fareham"	"Contract"	"E-Commerce/Digital Project Manager - Fareham - £300/day"	"Fareham - Up to £300 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"E-commerce Project Manager to work for growing IT Solutions Provider on one of their flagship client sites to oversee delivery of enhancements, features and upgrades across their eCommerce platform covering Europe, the Middle East and Africa (EMEA). Supported on site by other colleagues to ensure the highest standard of service to the client.SummaryWorking in a fast paced delivery motivated multi-project environment, the role will be responsible for the project coordination and delivery of projects to the E-commerce and digital platform across the EMEA region. Working with Global, Regional, Affiliate business and technical teams to ensure projects are successfully launched on time and meet business objectives.ResponsibilitiesManage and coordinate stakeholders, development and QA teams to deliver new features and enhancements to eCommerce sitesStatus reporting on a weekly, Monthly and Quarterly basis of all active projectsDeliver to existing project delivery processes and standardsWork with stakeholders and subject matter experts to produce project briefs, prioritized requirements and estimates to kick off projectsTrack risks & opportunities and provide both an effective point of escalation, and onward escalationPerform hands-on project management. Leading projects from ideation, to scoping, to planning and executionBuild and maintain detailed project schedulesManage and triage bugs during the QA phaseProduce and maintain project RAID logsTrack and report on resourcing and budget spendCoordinate regularly with Global, Operations, Brand and Deployment Teams - to ensure EMEA team coordination with Global dependency deliverables.Help communicate the pipeline and ensure project schedule changes are managed through change management process to all stakeholders and teams Team ManagementDirect and Matrix management of a project team of developers, testers and business stakeholders based on and off shoreManage and provide reporting on time spent across project and production tasksEnsure holiday bookings within the team are aligned with project plans. Work with line managers to ensure appropriate planning and visibilityDelegate effectively to manage workload and prioritizationRun regular project meetings. Ensure clear best practise in all meetings, with stated objectives, agendas. Ensure minutes are always taken listing key decisions made. Ensure room bookings are made/conference details are arrangedUnderstand key issues and perspectives to deliver viable options when challenged by barriersUnderstand business objectives and priorities to correctly deploy resourcesSkillsA strong background in web and eCommerce project delivery is a mustAbility to coordinate project delivery, understand and manage resource plans & budgetsExperience of risk analysis/mitigation strategiesExperience working with distributed teams across multiple countriesOutstanding communication skills and client facing professional attitudeStrong interpersonal skills and people skills, both inside and outside of their company'Can do' attitude to any situation with the ability to adapt and still maintain control and high level of client service skillsAttention to detail and ability to think laterally under pressureFirm but fair approach to difficult situationsControlled and methodical working practicesAbility to summarise and present complex technical information to business stakeholdersExcellent time management and prioritization skills to manage high volume workloadNatural innovator bringing fresh ideas, insights and creativity to improve as well as driveAdvantageous but not essentialPrevious roles in an IT/E-com Consultancy or Software Engineering capacityCapable proficiency using JIRAPortfolio, Project or Program Accreditation (eg MSP, PMP, MOP, AGILE etc.)Prince 2 qualification an advantageExperience in Agile and Kanban software project management methodsGrounding and/or genuine interest in digital/online and E-commerceAAP3 is acting as an Employment Business in relation to this vacancy."	"Fareham, UK"	"IT"	"Up to £300 per Day"	"aap3"	"Emma Bartle "	"JS-BBBH6582"	"06/12/2018 11:10:13"	"http://www.jobserve.com/GlxEM"	NA	"ASAP"	NA	"6 months +"
"Project Manager - Digital"	"£55k - £65k per annum"	"Surrey"	"Permanent"	"Project Manager - Digital"	"Surrey - £55k - £65k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Digital Project ManagerPerm: £55,000 to £65,000Surrey, Greater LondonProject Manager, Digital, Web, App, User Journey, Customer Journey, UX, UI, Developer, Technical, Hands-on, Financial Services, InvestmentsGlobal Investments Firm is looking for a Digital Project Manager to head up a variety of Digital Projects. You will be required to be hands-on. So, technical knowledge is an essential and a developer background is desired. Working within a global organisation will allow you to work on a range of big projects.£55,000 to £65,000Essential requirements:4 to 5 years Project Management experience.Digital experience is an absolute essential.Technical knowledge or developer background is preferred.Previous experience working within Financial Services on big digital projects.Senior Stakeholder management experience.Great written and verbal communication skills.A strong work ethicIf you meet these requirements, please apply!"	"Surrey, UK"	"IT"	"£55k - £65k per annum"	"Harvey Nash IT Recruitment UK"	"Gerard Aitken "	"JS-353058/001"	"07/12/2018 12:51:00"	"http://www.jobserve.com/Gl5VT"	"About Harvey Nash IT Recruitment UKwww.harveynash.comWelcome to Harvey Nash, a global professional recruitment consultancy and IT outsourcing service provider.We cover roles that include .net, Java, PHP, Perl, Business Analysts, Project Managers, HR, development, infrastructure, risk, support, software engineers, C# and C++ amongst others.We operate from over 40 offices covering the USA, Europe and Asia. Our talented professionals pursue the highest levels of integrity and quality in providing a unique portfolio of services: executive search, interim management, IT and finance recruitment and IT outsourcing."	"ASAP"	NA	NA
"Project Manager - Digital"	"55k"	"Edinburgh, Scotland"	"Permanent"	"Project Manager - Digital"	"Edinburgh, Scotland - 55k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Digital Project Manager Permanent Salary up to 55,000 Edinburgh We need a Digital Project Manager to join this exciting technical client based in Edinburgh. This company has scaled up massively over the last few years and are continuing to bring on exciting projects within the business. This role will be Monday to Friday and there is free offsite parking. This will be a 1 stage interview process after submission of application, so turnaround will be quick. The key duties of the Digital Project Manager will be: Lead a team of a small team of developers, designers and data scientists Being the voice of software within the company, representing the interests of your team Set standards for software development and delivery using Agile Work closely with Business Project Managers to translate high level business and customer goals into detailed work plans Ensure that these plans are delivered, making changes as necessary Support product development and bid management Help define project scope requirements, produce project plans and manage resources Understand the impact of risks and issues on a project and report on and manage them Essential skills necessary: Proven track record in the delivery of software projects to external customers A detailed understanding of Agile project management methodologies Strong communication and problem solving skills Experience of managing a team and working with external customers and stakeholders is also beneficial for this role. So, if you are an experienced Digital Project Manager who wants to work on exciting projects in nice surroundings, then get in touch with Simon Allen to discuss.  (see below) "	"Edinburgh, Scotland, UK"	"IT"	"55k"	"Be-IT Resourcing"	"Simon Allen "	"JS"	"06/12/2018 12:10:50"	"http://www.jobserve.com/GlxRx"	NA	NA	NA	NA
"Project Manager (Contract) - Northampton - 3 month"	"£350 - 400 per Day"	"Northampton, Northamptonshire"	"Contract"	"Project Manager (Contract) - Northampton - 3 month"	"Northampton, Northamptonshire - £350 - 400 per Day"	"Contract"	"Posted: Friday, 7 December 2018"	""	"Digital Project Manager (Contract) - Northampton - 3 month - £350-400Digital Project Manager in Northampton on a 3 month contract for our client who is working on an App/Website refresh project. Commutable from Northamptonshire, Cambridgeshire, Bedfordshire, Oxfordshire and Buckinghamshire.Essential Requirements:3 years' experience as a Digital Project Manager Familiar with App/Website focussed projectsWorked for other local digital agenciesComfortable working in small teamsStrong history of contract extensionsExcellent communication skills If this sounds like an appealing opportunity to you then get in touch with me ASAP. The client is looking to have the successful candidate start before the festive period and act as an interim running into 2019 so please act fast. Please bear in mind that I will only be able to speak to candidates with relevant experience due to the urgency of the situation.If you are interested in this role, please forward your updated CV to Dan Irvine at Opus Recruitment Solutions for consideration or call me on my direct dial."	"Northampton, Northamptonshire, UK"	"IT"	"£350 - 400 per Day"	"Opus Recruitment Solutions Ltd"	"Daniel Irvine "	"JSDPM/NN/07"	"07/12/2018 17:14:06"	"http://www.jobserve.com/Gl6uV"	NA	"2018-12-17"	NA	"3 months"
"Project Manager"	""	"Cardiff"	"Permanent"	"Project Manager"	"Cardiff"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Tank Recruitment - Digital Project Manager - IT Project Manager - IS Project manager - Software development Project manager - Saas Project ManagerIT Project managerOn Behalf of our client a well-established company not only in Bristol but throughout the UK and EU we are resourcing for an experienced IT/Digital Project Manager.You will be experienced (certified preferred) in Prince2, PMP, AMP or similar and have a good working Knowledge of Agile and Scrum methodologies (certified preferred).The RoleYou will be at the forefront of the clients B2B and B2C business delivering complex digital projects. Using Agile, Prince2 and similar methodologies to fit the project at hand, flexibility is a must while delivering projects on time, on budget to the highest quality.Projects can be web based; Mobile tech, as well as SAAS based projects, so a good mixture of experience will be beneficial. Working with world renown clients you will be the face of the company on these projects, professionalism is a must have as well as attention to detail.Skills Required:Proven experience using a range of project management methodologiesyou'll know how to capture and understand a client's requirements and translate them into workable, exciting solutions.Demonstrable experience of managing a range of mid to large-scale projects and sizeable budgetsAbility to proactively manage dependencies, overcome obstacles and get the best value against constraintsGood level of technical knowledge - you'll have a broad awareness of a range of tools, standards, and platforms, you'll have solid estimating skills, you'll know a good few acronyms, and you'll have a good sense of what's possible (and what's not).Enthusiasm for project management and continuous improvement - you're someone who takes pride in achieving the best possible quality, productivity and efficiency for clients and your team.Discipline, determination and focus. You'll be confident to manage your own and your team's time effectively even when there are lots of competing demands.To be considered for this role please apply with your full CV and project list, I look forward to speaking with you."	"Cardiff, UK"	"IT"	NA	"Tank Recruitment Limited"	"Mathew Bennett "	"JS-DIGITALPM"	"06/12/2018 16:55:55"	"http://www.jobserve.com/GlyY4"	NA	"ASAP"	NA	NA
"Project Manager"	""	"Bristol"	"Permanent"	"Project Manager"	"Bristol"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"(Tank Recruitment - Digital Project Manager - IT Project Manager - IS Project manager - Software development Project manager - Saas Project Manager)IT Project managerOn Behalf of our client a well-established company not only in Bristol but throughout the UK and EU we are resourcing for an experienced IT/Digital Project Manager.You will be experienced (certified preferred) in Prince2, PMP, AMP or similar and have a good working Knowledge of Agile and Scrum methodologies (certified preferred)The RoleYou will be at the forefront of the clients B2B and B2C business delivering complex digital projects. Using Agile, Prince2 and similar methodologies to fit the project at hand, flexibility is a must while delivering projects on time, on budget to the highest quality.Projects can be web based; Mobile tech, as well as SAAS based projects, so a good mixture of experience will be beneficial. Working with world renown clients you will be the face of the company on these projects, professionalism is a must have as well as attention to detail.Skills Required.Proven experience using a range of project management methodologiesyou'll know how to capture and understand a client's requirements and translate them into workable, exciting solutions.Demonstrable experience of managing a range of mid to large-scale projects and sizeable budgetsAbility to proactively manage dependencies, overcome obstacles and get the best value against constraintsGood level of technical knowledge - you'll have a broad awareness of a range of tools, standards, and platforms, you'll have solid estimating skills, you'll know a good few acronyms, and you'll have a good sense of what's possible (and what's not).Enthusiasm for project management and continuous improvement - you're someone who takes pride in achieving the best possible quality, productivity and efficiency for clients and your team.Discipline, determination and focus. You'll be confident to manage your own and your team's time effectively even when there are lots of competing demands.To be considered for this role please apply with your full CV and project list, I look forward to speaking with you."	"Bristol, UK"	"IT"	NA	"Tank Recruitment Limited"	"Mathew Bennett "	"JS-DIGITALPM"	"06/12/2018 16:52:36"	"http://www.jobserve.com/GlyXg"	NA	"ASAP"	NA	NA
"Project Manager (Agile application delivery)"	"£65k - 75k per annum, Benefits: Excellent Benefits"	"London"	"Permanent"	"Project Manager (Agile application delivery)"	"London - £65k - 75k per annum, Benefits: Excellent Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Project Manager (Agile application delivery) Location: London, central. Salary: Up to £75K Basic + Benefits package. Very flexible office hours. Amazing annual trips. Senior Digital | Web App Project Manager, with Agile experience required. Keywords: Project Manager, Digital Project Manager, Technical Project Manager, Agile Project Manager, Agile, Java, JavaScript, Micro Services, Technical Account Manager, London. Experienced Agile Project Manager required by established, very modern & excellent Digital/Technical agency with numerous projects ready to go.You'll feel comfortable working on fresh, free to set up as you wish with the management team projects, as we've just won 3 of them!We are usually seen as the \"technical experts\" on projects & therefore have a strong reputation within the technical scene in London. We have an excellent presence in the cutting-edge tech' start-up scene, but also partner with clients on larger web application builds too. Typically steering them toward using & experimenting with the latest frameworks, technology & delivery systems. You will want to join a technology driven, passionate team of people, working from the heart of Shoreditch/Old Street who work hard to design, develop & deliver the very best applications using the very latest technology. You'll work from lovely offices with free food, drink, balcony BBQ & several Xbox/PlayStations to choose from. We'd like to see some of the below experience: - Working with & delivering technology/software led projects with Agile practices & principals. Including planning, estimating & reporting. Any experience in Lean & MVP software development would be ace too. - Knowledge of web & mobile technologies. To be clear, we do NOT need a developer, but we do need someone who can talk confidently around modern web & mobile technologies. - Familiarity with SCRUM, Kanban & other similar Agile methodologies with the ability to coach team members, as well as clients in their application & use. - Any Scrum Master experience, past experience, or interest to develop this further would be good, but not required. So, we like to think that we offer a very good place to work & nice people to spend 8 hours a day with.  If you'd like to see what working with us is like, please get in touch to find out more!"	"London, UK"	"IT"	"£65k - 75k per annum, Benefits: Excellent Benefits"	"Verticality Ltd"	"Alex Lover "	"JSAL059755"	"10/12/2018 17:31:06"	"http://www.jobserve.com/GmkxU"	NA	"ASAP"	NA	NA
"Project Manager - E-Commerce"	"Up to £450 per Day"	"West End, London"	"Contract"	"Project Manager - E-Commerce"	"West End, London - Up to £450 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"We're looking for a world-class Project Manager with E-commerce experience to work on a global E-commerce transformation for a luxury fashion/beauty retailer based in Central London. The role will involve extensive new features and developments to the company's website(s). The ideal candidate will have experience in fashion or luxury retail as a Digital Project Manager, specifically working on E-commerce projects.The successful candidate will have relevant experience, along with outstanding communication & stakeholder management skills and an enthusiastic & ambitious attitude. We are looking for someone who will go above and beyond at every opportunity.If working with a world-renowned luxury retail organisation isn't enough, this role will carry a high level of influence and decision-making power, a 12-month contract (likely to be extended) and up to £450 per day remuneration.Apply below with an up to date CV with experience relevant to this role and we will be in touch to provide more information."	"West End, London, UK"	"Retail"	"Up to £450 per Day"	"La Fosse Associates Limited"	"Joseph Brown "	"JS-36340"	"06/12/2018 18:13:35"	"http://www.jobserve.com/GlzB9"	NA	"ASAP"	NA	"12 months"
"Digital Project Manager"	"50k Annual 00 GBP"	"Brighton, Sussex"	"Unspecified"	"Digital Project Manager"	"Brighton, Sussex - 50k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"Digital Project ManagerRole OverviewProject Manager with experience of managing web/eCommerce projects is required by a leading eCommerce platform based in Brighton. Candidates can expect a salary of up to £50,000 The Project Manager will be responsible for delivering a wide range of digital projects which will include the development of Content Management Systems (CMS), website redevelopment, mobile development and digital marketing projects. ClientCV Screen is working with a leading eCommerce platform based in Brighton Skills RequiredThe Project Manager will have the following experience:- Proven Project Management experience, ideally managing digital/eCommerce projects.- Experience of managing large scale web implementations Who would the role suit?The role would suit a Project Manager who has a passion for everything Digital/Web based. Location: Brighton Salary/Benefitsto £50,000 + Excellent career prospectsTo Apply:Please email your CV through to Jason Price in strict confidence. CV Screen Ltd acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the Privacy Policy which can be found on the CV Screen website.  "	"Brighton, Sussex, UK"	"Media"	"50k Annual 00 GBP"	"CV Screen"	"CV Screen"	"JS3561_36545999/598329518"	"06/12/2018 07:06:02"	"http://www.jobserve.com/GlvIk"	NA	NA	NA	NA
