"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"start_date"	"duration"	"category"	"company_summary"
"Data Migration SQL Developer/Data Analyst Contract"	"£550 per Day"	"Watford, Hertfordshire/London"	"Contract"	"Data Migration SQL Developer/Data Analyst Contract"	"Watford, Hertfordshire/London - £550 per Day"	"Contract"	"Posted: Wednesday, 28 November 2018"	""	"Data Migration SQL Developer/Data Analyst Watford/London Contract To £550 per day No Agencies Please Only apply If you have strong data migration experience/skills, hold existing SC (or higher) clearance and have been continuously resident in the UK longer than 5 years A dynamic data migration consultancy based in Watford, Herts is looking for an experienced and proactive data migration specialist to join our team. You will be working on a large data migration project for a high profile \"CV defining\" public sector programme. Our projects use Scalable Agile Framework (SAFe) so knowledge of SAFe and Behaviour-Driven Development, Test-Driven Development, automated testing etc would be useful Activities include: Develop, maintain and test measures of data quality Apply complex business rules to multiple data files to ascertain applicability and coverage Report and document data not conforming to sets of business rules Monitor and document data characteristics Provide extensive data profiling statistics Essential Skills: Extensive SQL experience Extensive Data Quality experience Experience of Data Profiling tools Ability to perform under pressure and meet tight deadlines Proactive attitude to discovering and resolving issues Desirable Skills: Knowledge of PNC data domain Knowledge of PND data domain Experience of data migration projects Experience of Datamodelling Excellent communication both written and verbal Analytical thinking and problem solving skills Please be aware that due to a high number of applications, if you have not heard back from us within 7 working days, then in this instance your application has been unsuccessful."	"Watford, Hertfordshire/London, UK"	"IT"	"£550 per Day"	"Datalynx Limited"	"Grant Petersen"	"JSDMDDA2018"	"28/11/2018 12:59:16"	"http://www.jobserve.com/Ger4k"	"ASAP"	"6 months +"	NA	NA
"Environmental Health & Safety Advisor"	"£20 - £25 Per Hour"	"Montrose"	"Contract"	"Environmental Health & Safety Advisor"	"Montrose - £20 - £25 Per Hour"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	" The main responsibility of the role of EHS Advisor is to provide advice on all aspects of  Environment Health Safety Fire Risk Management Loss Prevention  And also provide the liaison with off-site health, safety and environmental specialists when required. Following are key areas of delivery:  - Monitoring and reporting key EHS targets and Blue Chip projects - Providing EHS advice to operations personnel for routine and non routine activities - Maintain hazard reporting system - Provide advice or lead investigations, generation of CAPAs and subsequent implementation - Ensure management is kept advised on the latest legislative and corporate requirements on EHS. - Ensure potential health hazards and control measures in relation to exposure or any hazardous agents, eg hazardous substances or noise are managed - Report critical hazards and incidents to the site management for immediate action. - Ensure adequate plans are developed, maintained and tested to deal with a health, safety or environmental emergency. - Maintain a site audit programme to monitor compliance with EHS standards - Record and analyse EHS statistics to enable the data to be used to monitor performance and as a basis for improvement.  All profiles will be reviewed against the required skills and experience. Due to the high number of applications, we will only be able to respond to successful applicants in the first instance. We thank you for your interest and the time taken to apply.  If you match these requirements, please apply in the normal way. Elevate will send you an email, please open, click and action that email and your application will be visible to the hiring organisation directly."	"Montrose, UK"	"HR"	"£20 - £25 Per Hour"	"Elevate Direct"	"Elevate Direct"	"JS-GC-GSK0JP00075217-041218"	"04/12/2018 13:49:53"	"http://www.jobserve.com/GlbDQ"	"ASAP"	"9 months"	NA	NA
"Service Desk Analyst - 12 month FTC"	"£18k - £24k per annum"	"Cwmbran"	"Contract/Permanent"	"Service Desk Analyst - 12 month FTC"	"Cwmbran - £18k - £24k per annum"	"Contract/Permanent"	"Posted: Monday, 3 December 2018"	""	"An incredibly exciting opportunity has arisen for a Service Desk Analyst to join one of the UK's leading manufacturing organisations based in Cwmran. This position is for a 12 month fixed term contract.SpecificationAs their Service Desk Analyst you will be responsible for providing 1st line support to all end users within the business and escalate issues as and when needed. You will also play a wider part within the service desk function where you will produce statistics from the help desk and be involved in help desk analysis to support continuous improvement.Skills:Demonstrable previous experience within a service desk environmentExperience with Windows 7 or later, Microsoft office suite and having an understanding of Networking (LAN, WAN, Patching)Provide excellent levels of IT service via the telephone, email system and in person.Ensure hardware and software requests are processed, and purchases are placed in a timely mannerTo triage and resolve local area network issuesEnsuring calls are logged with correct and complete information to ensure the relevant engineers have all the necessary details to resolve callsImplement documented first time fixesManaging an asset database and track changesProduce statistics from the helpdesk and be involved in helpdesk analysisEnsure that all documentation with regards to software licenses is maintained and sorted appropriatelyIf you are interested in this opportunity, please apply directly or send your up to date CV to Michael Coe.Networkers acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers and is part of Gattaca Plc. Gattaca Plc provides support services to Networkers and may assist with processing your application."	"Cwmbran, UK"	"IT"	"£18k - £24k per annum"	"Networkers"	"Michael Coe "	"JS-EMP426999"	"03/12/2018 11:48:29"	"http://www.jobserve.com/GlOH0"	"ASAP"	NA	NA	NA
"Senior Risk Modelling Analyst"	"Up to £50,000"	"City of London"	"Permanent"	"Senior Risk Modelling Analyst"	"City of London - Up to £50,000"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Senior Credit Risk Modelling AnalystLondonUp to £50,000My client, a leading Financial Services organisation based in London, due to sustained portfolio growth is seeking a Senior Analyst, experienced with modelling within their highly skilled retail risk modelling team.Responsibilities:Support the Head of IRB ModellingValidation and development of risk modelsRequired experienceStrong modelling experience - IRB, Scorecards experienceKnowledge of the UK consumer credit marketStrong communicatorFinancial Services ExperienceBachelor's Degree in ideally Math, Statistics, Computer Science3+ years' experience with SASSend your CV ASAP to be considered for this position."	"City of London, UK"	"Finance"	"Up to £50,000"	"Oliver James Associates"	"Luke Almond "	"JS-49849"	"28/11/2018 15:37:00"	"http://www.jobserve.com/GkaIK"	NA	NA	NA	NA
"Data Scientist (TensorFlow) - contract"	"£450 - £500 per Day"	"London"	"Contract"	"Data Scientist (TensorFlow) - contract"	"London - £450 - £500 per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Data Scientist/Data Engineer (contract)£450 - £500 per dayInitial 6 months (extensions likely)East LondonWe are working with a leading End User client who are looking to add a dynamic Contract Data Scientist/Data Engineer to their Data Excellence Team based in East London to work on a project to build a chatbot framework using TensorFlow and Python.To be considered for this contract role you will have:Object-oriented programming with PythonExperience with modern big data technologies like Spark, Hadoop, MapReduce, Kafka, Hive, PrestoExperiences with machine learning libraries (TensorFlow)Experience with cloud solutions, eg AWS (desirable)Profound knowledge of querying data with SQLExperiences with Docker are a benefitExperiences with professional software development are a benefitHighly motivated, good organizational skills, excellent communication skillsMaster's degree or PhD in experimental physics, applied computer science, mechanical or electrical engineering, or similar studiesProven experience with applied data analytics and machine learningStrong understanding of physics processes and engineering of mechanical systemsStrong understanding of interpretation of data statisticsData Scientist/Data Engineer (contract)"	"London, UK"	"IT"	"£450 - £500 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"04/12/2018 12:16:54"	"http://www.jobserve.com/GlaHn"	"ASAP"	"6 months +"	NA	NA
"Chief Data Scientist/Architect (contract)"	"£550 - £600 per Day"	"London"	"Contract"	"Chief Data Scientist/Architect (contract)"	"London - £550 - £600 per Day"	"Contract"	"Posted: Tuesday, 4 December 2018"	""	"Chief Data Scientist/Architect (contract)£550 - £600 per dayInitial 6 months (extensions likely)East LondonWe are working with one of the UK's largest Entertainment companies who are looking to add a dynamic Chief Data Scientist/Architect to their Data Excellence Team based in East London to take responsibility for building a Next Best Action recommendation engine, and for architecting, designing and building an Machine Learning Chatbot for 10 plus significant use cases.Basic Qualifications:A minimum of Bachelor's degree in data science, mathematics, economics, statistics, engineering and information management or related field of studyA minimum of 5 years researching, designing, implementing, and deploying full-stack scalable data science and machine learning solutions to solve various business issuesA minimum of 5 years building and maintaining a large-scale analytics infrastructure used across the business including conducted research, design, implementation, and validation of cutting-edge algorithms to analyze diverse data sourcesA minimum of 5 years designing, developing, and implementing data management systems of analytic frameworks for the business's data by applying advanced statistical capabilities and delivering statistical modelsA minimum of 5 years working and conceptual knowledge in data structures, algorithms, statistics, machine learning, natural language processing and programming in R, Python, or other equivalent languagesPreferred Skills:Masters or MBA (Statistics or Mathematics)PhD in Analytics, Statistic or other quantitative disciplinesExperience with evolving approaches and technologies such as Big Data, Artificial Intelligence, Machine Learning, Cognitive Systems, RPAStrong working and conceptual knowledge translating business requirements into quick prototypes integration services, NoSQL, Tableau, Salesforce, or other data visualization toolsSpecific working and conceptual knowledge of data integration tools streamlining data across several big data solutions such as Cerner EMR, Apache Hive, Apache Pig, Apache Spark, Hadoop, MapReduce, MongoDB and Couchbase.leading data science teams, managing technical work qualityoverseeing data science projects and implementationChief Data Scientist/Architect (contract)"	"London, UK"	"IT"	"£550 - £600 per Day"	"Careerwise"	"Francesco De Carlo "	"JS-0000005588"	"04/12/2018 13:11:18"	"http://www.jobserve.com/Glapy"	"ASAP"	"6 months +"	NA	NA
"Java-Developer-Machine-Learning-Automated-Trading"	"£90k - £120k per annum + Uncapped bonus"	"City of London"	"Permanent"	"Java-Developer-Machine-Learning-Automated-Trading"	"City of London - £90k - £120k per annum + Uncapped bonus"	"Permanent"	"Posted: Thursday, 29 November 2018"	""	"Stack:Java 10, GCP, Microservices, Machine learning, Docker, KubernetesThe company:A small independently traded fund based in the West End. 12 people in total you will work with a dedicated team of data scientists, software engineers and 2 portfolio managers. The company models investor behaviour in listed securities to create predictive trading strategies.The environment/Culture:Small team of incredibly bright people with a range of different disciplines including; finance, computer science, software engineering, statistics, Datamodelling and mathematics. The chance to work with experts in their given field in an environment where knowledge sharing is critical to success.The role:Working within the software engineering function you will help the company deliver the next generation of their platform moving away from traditional software architectures towards microservice development on a cloud-based platform. Current discussions include the consideration of Kubernetes for Orchestration and Docker for containerisation. They are currently moving everything onto GCP to fully leverage the technology available to optimise their machine learning models.The challenges:Further scaling of the central platform to deal with increased demandBuilding continuous delivery pipelines for the areas that don't already have themMoving to a microservice architectureMigration to a cloud platformImproved analytics through better data utilisation using machine learningWhat experience is required?Strong Java development knowledgeExperience of cloud-based systems (GCP ideal, AWS considered)Experience of microservice architectureKnowledge of or interest in machine learningExperience of working on large datasetsFinancial experience is considered beneficial but engineering skills are the 1st consideration."	"City of London, UK"	"IT"	"£90k - £120k per annum + Uncapped bonus"	"Tecknuovo Ltd"	"Calvin Dickinson"	"JS-1816"	"29/11/2018 18:55:53"	"http://www.jobserve.com/GkkHR"	"ASAP"	NA	"Executive"	NA
"Machine Learning Researcher (Graphical Models,Gaussian Process)"	"£75k - £110k per annum"	"London"	"Permanent"	"Machine Learning Researcher (Graphical Models,Gaussian Process)"	"London - £75k - £110k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Machine Learning Researcher (Graphical Models, Gaussian Process)We are seeking a Machine Learning Researcher (Graphical Models, Gaussian Process) for our globally acting company; we are currently looking to build a Team of Researchers with experience in Bayesian Inference or Probabilistic Programming. We are a best known for revolutionising the Gaming Industry and developing virtual worlds.As a Machine Learning Researcher you will join a newly formed team of Learning Researchers with the aim of bringing a Research product to a niche market. Our long term goal is a general purpose probabilistic model. As a Machine Learning Researcher you will be working within Bayesian Inference, Probabilistic Programming, Probabilistic Programming Libraries, Big Data Analysis and Bayesian Nets.We are looking for someone who is passionate and motivated to work on our mission. You don't have to have a background in Machine Learning for this position as a Machine Learning Researcher, but you should be ambitious, motivated and able to think out the box.What we can offer a Machine Learning Researcher A chance to be a part of some exciting work whilst being part of a company with more job security than a startup.A relaxed and informal working environment with very little bureaucracy.The chance of publishing your work at leading conferences worldwide (NIPS, ICRA, ICML etc.)A role really close to academia, with strong links to top universities.Key Skills Include: Machine Learning Engineer/Machine Learning Researcher, Researcher, Research, PhD, Publications, Times-Series Forecasting, Gaussian Mixture Models, Machine Learning, ML, AI, Deep Learning, Deep Neural Nets, Natural Language Processing, NLP, Bayesian inference, Bayesian Data, Probabilistic Modelling, Complex Data, Matlab, Python, C++, R, SQL, Mathematics, Statistics, Engineering, Computer Science, Physics, Machine Learning Engineer, Software Engineer"	"London, UK"	"IT"	"£75k - £110k per annum"	"Understanding Recruitment"	"Thomas Attwell "	"JS-BBBH4930"	"03/12/2018 05:00:56"	"http://www.jobserve.com/GlHh8"	"ASAP"	NA	"Executive"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"
"Research Engineer (Python, Deep Learning, Automation Platform)"	"£90k - £100k per annum"	"City of London"	"Permanent"	"Research Engineer (Python, Deep Learning, Automation Platform)"	"City of London - £90k - £100k per annum"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Research Engineer (Python, Deep Learning, Applied Research)We are looking for a Research Engineer (Python, Deep Learning, Applied Research) to help us build our brand-new research lab located in Central London. We are creating a brand-new AI Platform, dominated by Deep Learning and Machine Learning techniques, that will change the game across Industry, Business and Finance.We are taking years of academic research, combined with our experiences in industry, to create a product that will change the way the commercial world operates. Laying the foundations for an Autonomous Workforce to take more control, be more efficient and incredibly cost-effective.As a Research Engineer (Python, Deep Learning, Applied Research) within our business, you will be able to utilise your strong passion for producing high-end, quality research suitable for publication in key conferences such as: NIPS, ICML, AAAI, and then applying your research to products, improving this automation system even further. In this Research Engineer role, you will be developing Advanced Machine Learning systems and Evaluating Algorithms to propel this new AI platform.What we can offer as Research Engineer (Python, Deep Learning, Applied Research):A chance to develop a product that will have wide-ranging uses across the world in large business from varying sectors.To help build a brand-new research lab in Central London from the ground up.The opportunity to work within a small Research Engineer team, utilising expertise gained at some of the highest-ranking institutions in the world.To work within a flexible, friendly environment, where you will be able to spend time working on some of your own projects. Key Skills as a Research Engineer: Python, Automation Platform, Deep Learning, Applied Research, Machine Learning, MSc, PhD, Comp Sci, Mathematics, Algorithms, Statistics, C++, Deep Learning, NIPS, AAAI, ICML, Software Engineer, Tensorflow, Algorithmic Design. "	"City of London, UK"	"IT"	"£90k - £100k per annum"	"Understanding Recruitment"	"Thomas Attwell "	"JS-BBBH5431"	"03/12/2018 05:00:27"	"http://www.jobserve.com/GlHhf"	NA	NA	"Executive"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"
"Data Scientist (Deep Learning, Neural Nets, Fake News)"	"£65k - £75k per annum + equity"	"London"	"Permanent"	"Data Scientist (Deep Learning, Neural Nets, Fake News)"	"London - £65k - £75k per annum + equity"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Data Scientist (Deep Learning, Neural Nets, Fake News):We are currently looking for Data Scientist (Deep Learning, Neural Nets, Fake News) to join a rapidly expanding Machine Learning (NLP) start-up, based in central London. This start-up have already patented their own Machine Learning technology and are revolutionizing the way in which we access and process news within the realm of social media.This organisation have just recieved a huge amount of funding and are currently searching for a Data Scientist with experience in Deep Learning and Neural Networks within their academic, research or industry related work (published papers are a huge benefit). You will be passionate about contributing to the solutions of real-world problems through the devise of a Deep Learning and Machine Learning model.As a Data Scientist, you will be developing deep learning models that will be used to determine whether news is either real or fake. You will also have a key role in classifying the effectiveness of the Big Data that the team are using. In addition to this, you will be defining the strategy of how their model is used in the long-term. You will also have the opportunity to publish papers at a world-renowned University, who the company are currently working closely alongside. What we can offer a Data Scientist (Deep Learning, Neural Nets, Fake News):To work in a high profile startup within the domain of social media analysisStrong salary and package offeredFlexible working environment and hoursBecome an integral and key member of the team, work among experts in the field of ML/NLPKey Skills: Data Scientist (Deep Learning, Neural Nets, Fake News); Deep Neural Networks, NLP, Deep Learning, PhD, Research, Researcher, Graph Theory, Statistics, Mathematical Models, Natural Language Processing, DL, ML, Machine Learning, Post Doc, Tensorflow, Unsupervised Learning, Supervised Learning, Semi-Supervised Learning, Signal Processing, Probability Theory, Probability, Stats, Mathematics, Maths, Data Mining, Map-Reduce, NIPS, IEEE, Publications, Clustering, Big Data, Data Science, Data Scientist, Machine Learning Models, NN, Neural Networks, DNN, GANS"	"London, UK"	"IT"	"£65k - £75k per annum + equity"	"Understanding Recruitment"	"Anna Heneghan "	"JS-BBBH1522"	"03/12/2018 05:00:28"	"http://www.jobserve.com/GlHhh"	"ASAP"	NA	NA	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"
"Machine Learning Researcher (NLP, Times series forecasting)"	"£100k - £150k per annum + bonuses"	"London"	"Permanent"	"Machine Learning Researcher (NLP, Times series forecasting)"	"London - £100k - £150k per annum + bonuses"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Machine Learning Researcher/Quantitative Researcher (NLP, Times series forecasting)We are looking for a Machine Learning Researcher/Quantitative Researcher (NLP, Times series forecasting) to join our dedicated Machine Learning Research team; helping us to cQreate some of the most advanced predictive Machine Learning models in the world and implement them within the financial markets.Culturally, we would describe ourselves as a startup within a larger organisation. The way we operate is very similar to academia, so as a Machine Learning Researcher/Quantitative Researcher you will be asked to go away and read the latest publications within the fields of Deep Learning/Reinforcement Learning/Bayesian Inference/Gaussian Process/Times Series Forecasting and look at new and innovative ways you could implement this within our business. As a Machine Learning Researcher/Quantitative Researcher if you enjoyed the style in which you conducted your postdoctoral research or your PhD - though felt a frustration with no 'real-world impact' - this could be a good move for you. Our fund manages nearing thirty billion dollars; a growing number year on year. What we can offer a Machine Learning Researcher/Quantitative Researcher (Deep Learning, Predictive Models)A place in a leading hedge fund working with the some of the brightest minds in the ML-for-finance industryNon-hierarchical structure, startup culture, hack rooms + music roomsTo be a part of something bigger with the ML community; we host ML meetups attending by leading academics/industry leadersA chance to publish your own papersTo join a dedicated team of 7 ML Researchers, as we grow to ten people in 2018.Key Skills: Machine Learning Researcher/Quantitative Researcher, Quantitative Researcher, ML, Artificial Intelligence, AI, Hedge Fund, Neural Networks, Python, Gaussian Process, Bayesian Inference, Time-Series, Multi-Agent Systems, Deep Learning, Reinforcement Learning, Probabilistic Models, Neural Networks, Natural Language Processing, Markov Models, Signal Processing, Computational Statistics, Econometrics"	"London, UK"	"IT"	"£100k - £150k per annum + bonuses"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-SM-4011"	"03/12/2018 05:00:46"	"http://www.jobserve.com/GlHhz"	"ASAP"	NA	"Executive"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"
"Bayesian Inference Researcher/ML Scientist (leading tech)"	"£120k - £150k per annum + shares"	"London"	"Permanent"	"Bayesian Inference Researcher/ML Scientist (leading tech)"	"London - £120k - £150k per annum + shares"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"Lead Bayesian Inference Researcher/ML Scientist (Leading tech company)We are a tier one VC backed world leading Artificial Intelligence company, looking for a Lead Bayesian Inference Researcher/ML Scientist (Leading tech company) with strong skills within Probabilistic Programming, Bayesian Inference or Deep Learning to come and join our dedicated research lab; specialising in researching, applying and publishing papers within one of the most interesting and popular areas within Artificial Intelligence currently.As a Lead Bayesian Inference Researcher/ML Scientist within our startup/SME (currently 250 people) you will not only help push forward our current work within simulation and virtual words - you will be a big part of helping us achieve our dream of building the most accurate Real Time economic model of the world and beyond. With the technology that we create, the applications could be endless! As a Lead Bayesian Inference Researcher/ML Scientist, the research that you create within the areas of Bayesian Inference, Gaussian Process, Probabilistic Programming, and Probabilistic Modelling you could be able push forward work theoretically within the areas of Energy waste reduction, the affect of electronic cars on power grids, compleix decision making of AI agents and more.The way that we work is very similar to academia; so, if you like working at the cutting edge of AI research though feel frustrated at the lack of real world application - perhaps our Machine Learning Research team could be a good match for you.What we can offer a Lead Bayesian Inference Researcher/ML Scientist A place in our world-class Research team amongst some of the industry's finest minds within Bayesian Inference, Probabilistic Modelling and Probabilistic ProgrammingA chance as a Lead Bayesian Inference Researcher/ML Scientist to attend conferences worldwide, collaborate with Universities and leading academics in the field. An opportunity to retain the culture of an academic researcher though within a company working on real-world problems.A chance to publish your own papersWe CAN sponsor visas and are very open to talking to people from outside the European Union too.Relocation packages provided.Keywords: Lead Bayesian Inference Researcher/ML Scientist, Machine Learning Scientist, ML, Artificial Intelligence, NIPS, ICML, ICRA, BAYES, BIPS, Probabilistic Programming, Probabilistic Modelling, Bayesian Inference, Gaussian Process, Bayesian non-parametric models, Deep Learning, PPL, Statistics, Neural Networks, DNNs, CNNs, GANs, Econometrics, Research, Computer Science, Python, C++, Java, Julia, PhD, MSc, DPhil, MPhil"	"London, UK"	"IT"	"£120k - £150k per annum + shares"	"Understanding Recruitment"	"Mat Ferdenzi "	"JS-SM-4011"	"03/12/2018 05:00:38"	"http://www.jobserve.com/GlHhr"	"ASAP"	NA	"Executive"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"
"SQL DBA"	""	"Maidenhead"	"Permanent"	"SQL DBA"	"Maidenhead"	"Permanent"	"Posted: Wednesday, 28 November 2018"	""	"Maersk is going through times of unprecedented change. From the farm to your refrigerator, or the factory to your wardrobe, we are developing solutions that meet customer needs from one end of the supply chain to the other. Digitization and IT are taking center stage in enabling our customers to trade globally. Join us as we re-think what technology can do. We offer Joining Maersk T&L will embark you on a great journey with career development in a global organization. As an SQL DBA, you will gain broad business knowledge of the company's activities globally, as well as understand how the complexity of IT supports the transport and logistics business.You will be exposed to a wide and challenging range of business issues through regular engagement with key stake-holders across all management levels within Maersk. You will work and communicate across geographical and cultural borders that will enable you to build a strong professional network. We believe people thrive when they are in charge of their career paths and professional growth. We will provide you with opportunities to broaden your knowledge and strengthen your technical and professional foundation.By choosing Maersk, you join not only for the role, but for a career. From here your path may take you towards extended responsibilities within Application Development, IT Delivery or IT Leadership.We aim to be a world-class professional IT organization that delivers business value through automation, standardization and innovation. We believe in empowerment where each of us takes ownership and responsibility for developing and implementing new ways of working. Key responsibilities - Understanding, articulating, and operating SQL Database platform management- Ensuring SQL database platforms are running 24/7- Monitoring incoming Database Events, Incident and Request Queues in line with SLAs and acting upon.- Using Database monitoring tools to manage events and incidents and improve monitoring thresholds in line with Database workload- Database and SQL performance tuning recommendations- Actively participate in multiple work-groups at one time, and disseminating information across all levels of the organization- Review and contribute to technical documentation such as user guides, manuals system specifications and knowledge bases- Contribute to continual service improvement by challenging, reviewing, updating and where inexistent creating, processes and procedures in order to drive operational excellence.- Keeping up to date with current trends in IT We are looking for - Experience with Database Administration for MSSQL Server 2008 through 2017; troubleshooting and resolving database problems, Performance Tuning and Optimization, using native monitoring and troubleshooting tools.- Expertise with backups, restores and recovery models. Knowledge and experience in High Availability (HA) and Disaster Recovery (DR) options for MSSQL Server would be desirable. Always-On, FCI and AG Replication. - Experience in implementing operational automation using scripts.- Good understanding of indexes, index management, and statistics. - Experience working with virtualised Windows environment - Knowledge and or experience with management platforms (SCOM/SCCM) will be considered beneficial. - Familiarity of Service Management Tools such as Service Now. - ITIL Foundation advantageous- Experience with ITIL framework, especially Service Operations and Service Transition- Ability to adapt quickly to new technologies and changing business requirements.- Understanding how the database services support business processes.- Ability to quickly troubleshoot problems that may arise.- Ability to partner with Database Managers, Vendors and Build team engineers to identify issues and restore service as quickly as possible.- Excellent analytical and problem-solving skills.- Ability to effectively assess the Impact of an Incident- Strong communication and people skills/personal impact.- Understanding the total cost of Supporting a Service.- Drives the optimisation of services and ensures continuous improvement. https://iu934-ebddab.pages.infusionsoft.net/"	"Maidenhead, UK"	"IT"	NA	"Maersk Line"	"Eva Karadzhova"	"JS"	"28/11/2018 07:02:17"	"http://www.jobserve.com/GdfIu"	NA	NA	NA	"About Maersk Linewww.maersk.com/Maersk is going through times of unprecedented change. From the farm to your refrigerator, or the factory to your wardrobe, we are developing solutions that meet customer needs from one end of the supply chain to the other. Digitization and IT are taking center stage in enabling our customers to trade globally. Join us as we re-think what technology can do."
