"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"	"duration"
"Senior Python Developer - Fintech Startup"	"£55k - £75k per annum"	"London"	"Permanent"	"Senior Python Developer - Fintech Startup"	"London - £55k - £75k per annum"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Senior Python Developer - Innovative Fintech StartupA spectacular opening for a Junior Python Developer/Django Engineer has just come live at one of London's hottest Fintech Startups. It's a highly dynamic role at a growing and disruptive Fintech company based in the City of London. The Business are building the next generation of Fintech API applications which are set to revolutionise Peer-to-peer lending, Invoice Finance, Proptech Finance and Cryptocurrency. Their latest project will be collaborating with the core tech-team. We're building a new Sales Matching application to connect businesses to their latest products and a dynamic new CRM to support the business' core functions. It's a fantastic opening for any enthusiastic Senior Python Developers/Django Engineers to make an impact at a growing and ambitious team. On a daily basis we're looking for developers to refactor old Legacy code, add new features and contribute to new application releases & sprints.The business embrace a cutting-edge Tech Stack using Python 3, Django 1.8 along with a host of Front End technologies including Angular, HTML, CSS3, JavaScript and React.JS. The company fully embrace Agile working practices and there will be plenty of collaborations within the growing and fast-paced environment. Essential requirements Commercial experience with Python and Django (Version Python 3 preferred but not essential) Understanding of Restful APIs, or Service Orientated ArchitectureSome experience with JavaScrpit, HTML5 or CSS3 Desirable requirementsExperience Developing in Scrapy or Beautiful SoupStrong academics, either a 2:1 from a Redbrick University (Computer Science, Maths, Physics or Statistics)Experience with Front End frameworks (Angular, React, Bootstrap, Knockout)For any further information please get in touch for further details: James Williams  (see below) By applying to this advert you are giving CPS Group (UK) Ltd authority to hold and process your data for this specific role and any other roles we may deem suitable to you over time. We will not pass your data to any third party without your verbal or written permission to do so. All incoming and outgoing calls are recorded for training and compliance purposes. CPS Group (UK) Ltd is acting as an Employment Agency in relation to this vacancy. Our new privacy policy can be found on our website"	"London, UK"	"IT"	NA	"£55k - £75k per annum"	"CPS Group (UK) Ltd"	"James Williams "	"JS-J15977"	"05/12/2018 12:42:51"	"http://www.jobserve.com/GlnAZ"	NA	"About CPS Group (UK) Ltdwww.cpsgroupuk.comCPS Group is one of Europe’s best technology recruiters. Headquartered in Cardiff, with offices in Manchester and Swansea, we are the fastest-growing, most profitable, independent recruitment company based in Wales. Working across four continents, we source and supply permanent and interim staff for the IT (Infrastructure, Networking, Development, RDBMS, Projects and Change) ERP (SAP, Oracle, Agresso, CRM, MS Dynamics) and Engineering (White Collar only) sectors. By thoroughly understanding what our clients need and by uncovering the best candidates, we place in excess of 1000 professionals a year into worldwide jobs. Our clients range from SME's to global PLCs and FTSE organisations."	NA
"Data Scientist - World class team in Manchester"	"£30k - £45k per annum + Share Options & Bonus"	"Manchester"	"Permanent"	"Data Scientist - World class team in Manchester"	"Manchester - £30k - £45k per annum + Share Options & Bonus"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Data Scientist needed by a genuinely world class team in the heart of Manchester, building a first of its kind AI product. This is a unique opportunity to join a growing organisation who have been one of Manchester's biggest success stories in the last few years. They are constantly striving to improve, hiring some of the best people in the UK across the business, whilst fiercely guarding their culture.You: You will ideally be either a Data Scientist at the moment or someone coming from a highly numerical background doing something an MSc or PhD.The team appreciate that if you can solve complex problems, deal with complex data sets and turn that information into something actionable - you can become a top Data Scientist. From a technical perspective, ideally you will have experience (commercial or academic) of most of the following: * Machine Learning/Data Mining/Natural Language Processing (NLP)/Neural Networks/Deep Learning* Statistical Packages or Languages such as: R, SPSS, SAS, S-Plus, Python, MATLAB and STATA* RDBMS - Open Source, NoSQL and any knowledge of SQL Server* Any understanding or previous knowledge of: Markov Models, Cluster Analysis, Statistics and Reliability Models* Big Data tools such as: Hadoop/Pig/Hive/HBase/Cassandra/Spark/SplunkThe Role:As you will be working for a Data Analytics company, technical & mathematical problems are par for the course. You will be dealing with a mix of clients from global FTSE 100 organisations to local companies so will need to be able to communicate with them at both a technical and non-technical level. One of the reasons they have been so successful is the attention to detail and understanding of their customers exact problem.One of the biggest areas for our client is the desire to continue your professional development, keeping abreast of the ever-changing world of data, attending meet-ups, experimenting with new techniques/technologies and generally immersing yourself in all things data science.If you're on the lookout for a big pay day, or to work in a behemoth organisation where you'll be a small cog in a big wheel, this is definitely not the role for you.However, if you are ambitious and up for a challenge - it could be perfect.The Company:A genuine North West success story, you will be joining an organisation who have really exploded onto the scene in the last couple of years and have helped solidify Manchester as a genuine tech powerhouse.With a stellar leadership team, who are constantly pushing the boundaries and striving to achieve more, you will be working for an organisation that is trying to be one of the very best on the planet. With the way they are going - this will become a reality!They provide various data analytics solutions to customers across the country, from models for forecasting and sales pipelines, to entire end to end data science solutions - this team can do it all.Having already out-grown two offices, they have moved into a custom fit space in the heart of Manchester, which is easily one of the best spaces in Manchester (if not the whole country). Application & Interview Process:To apply for this role, click on the link below and feel free to get in touch with Liam at Cathcart Associates for a more detailed chat.The interview process for this role is an informal chat with one of the Lead Data Scientists, followed by a more in-depth technical chat with the Director of Data Science and a final cultural chat with the CEO, who is still very much hands on when it comes to building the team."	"Manchester, UK"	"IT"	"ASAP"	"£30k - £45k per annum + Share Options & Bonus"	"Cathcart Associates Limited"	"Liam Wilson "	"JS-VR/20250"	"07/12/2018 16:14:26"	"http://www.jobserve.com/Gl6ZW"	NA	"About Cathcart Associates Limitedwww.cathcartassociates.comCathcart Associates is a market leading, independent IT / Technology consultancy offering permanent and contract services across Scotland and the North of England for all technical disciplines."	NA
"Technology Strategy Analyst"	"Competitive Salary + 15% Bonus"	"London"	"Permanent"	"Technology Strategy Analyst"	"London - Competitive Salary + 15% Bonus"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Technology Strategy AnalystPermanentCentral London (W6)Technology Strategy Analyst - an exciting opportunity where you will be part of delivering the technological solutions my client requires in order to compete and grow as an organisation! This role will suit someone that has gained excellent consultancy skills in a large firm and is looking to bring their experience to industry.As a Technology Strategy Analyst you will join a high performing Technology Strategy team that operates at the heart of the company. This key function provides rigorous, structured, well-articulated analysis to senior stakeholders across the Group.We are looking for a Technology Analyst used to working with Architects and Developers in order to understand current and new technology, then use this insight to provide strategic analysis to be used by the business. You will also need to have an understanding of financial modelling and cash flow. Using your knowledge of tools such as R, Python and Matlab for modelling of large datasets and application of machine learning and neural network techniques, you will provide on-going analysis of the E2E unit cost economics and TCO for Connectivity and B2B platform services and becoming a subject matter expert during the lifecycle of a project regarding its underlying unit economics. Support Technology teams in technology specific or T&I wide strategy analysis by providing a techno-economic modelling capability and managing individual business cases as neededYou will also provide capacity models and guidance for new B2B & B2C products & services into Technology & Innovation teams leveraging and analysis and working with E2E architectsSkills & Experience we are looking for:Educated to degree level or equivalent in mathematics, engineering, statistics or economics or able to demonstrate equivalent experience in the industry.Experience of techno-economic/financial modelling and have worked in a highly numerate and analytical environmentExposure and well-rounded experience of working and supporting projects throughout the project lifecycle.Strong relationship building skills with the ability to acquire insights/inputs from stakeholders across a diverse range of departmentsAbility to describe and explain complex models, concepts & themes to stakeholders in a simple and engaging mannerAbility to perform complex data analysis with a proven track record in problem-solvingComfortable working across countries and cultures as part of virtual teams, using collaboration tools/digital platforms etc.Advanced Excel and PowerPoint skills critical, you are confident communicating via PowerPoint to senior audiencesA broad understanding of the technologies and platforms (some or all of OTT Video, TV, VoD, Voice, Broadband, WiFi)R, Python, SQL and C+ development experience desirableHigh aptitude for manipulating and processing large datasets using Databases/Code/ETL applications, and has at least experimented with machine learning and neural network platformsExperience of rapidly acquiring detailed knowledge regarding new products and detailed technical architecturesIf you are interested in this exciting new permanent position working for a well-known market leader in central London then please submit your CV on line or email direct to (see below) Project People is acting as an Employment Agency in relation to this vacancy."	"London, UK"	"IT"	NA	"Competitive Salary + 15% Bonus"	"Project People"	"Salome Maybanks "	"JS-SM/P/TSA"	"07/12/2018 17:34:21"	"http://www.jobserve.com/Gl6yN"	NA	"About Project Peoplewww.projectpeople.comProject People provides technical and professional recruitment in over 60 countries. We specialise in telecom, IT, energy and defence, supplying the biggest names in the private and public sectors."	NA
"Technology Strategic Associate"	"Negotiable"	"Hammersmith and Fulham"	"Permanent"	"Technology Strategic Associate"	"Hammersmith and Fulham - Negotiable"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Technology Strategy AssociateProject People are currently working with a Global Telecommunications Company that have an exciting opportunity for a Technology Strategy Associate where you will be part of delivering the technological solutions we need to compete and grow as an organisation! This role will suit someone that has gained excellent consultancy skills in a large firm and is looking to bring their experience to industry.This role will offer you significant exposure across the organisation, as you will become part of a virtual team answering some of the most complex technical and economic questions that the company faces, this will give you the opportunity to deliver to senior stakeholders, including the CTO and Country Managing Directors. Here is an insight into some of the responsibilities you will be accountable for:Providing teams within Technology & Innovations group with insight into likely demands placed on platforms and networks to enable platform and technology deployment to be right-sized to accommodate likely demandOn-going analysis of the E2E unit cost economics and TCO for these services and becoming a subject matter expert during the life cycle of a project regarding its underlying unit economics. This will require day to day engagement with Procurement, technical Architecture and Finance stakeholders.Encouraged and supported in your use of tools such as R, Python and Matlab for modelling of large datasets and application of machine learning and neural network techniques.Support Technology teams in technology specific or T&I wide strategy analysis by providing a techno-economic modelling capability and managing individual business cases as neededProvide capacity models and guidance for new B2B & B2C products & services into Technology & Innovation teams leveraging and analysis and working with E2E architectsAre you right for the role?Educated to degree level or equivalent in mathematics, engineering, statistics or economics or able to demonstrate equivalent experience in the industry.Significant experience gained working in a consultancy firm and able to easily adapt.Experience of techno-economic/financial modelling and have worked in a highly numerate and analytical environmentExposure and well-rounded experience of working and supporting projects throughout the project life cycle.Strong relationship building skills with the ability to acquire insights/inputs from stakeholders across a diverse range of departmentsAbility to describe and explain complex models, concepts & themes to stakeholders in a simple and engaging mannerNice to have experience/skills: Experience in a Telecoms or networking environment with a broad overall understanding of the technologies and platforms (some or all of OTT Video, TV, VoD, Voice, Broadband, WiFi)R, Python, SQL and C+ development experience desirableHigh aptitude for manipulating and processing large datasets using Databases/Code/ETL applications, and has at least experimented with machine learning and neural network platformsIf you have the skills required for this position, please APPLY now or get in touch with Christopher Casey at Project People today. Project People is acting as an Employment Agency in relation to this vacancy."	"Hammersmith and Fulham, UK"	"IT"	"ASAP"	"Negotiable"	"Project People"	"Christopher Casey "	"JS-CC - TSA1"	"05/12/2018 09:54:40"	"http://www.jobserve.com/Glljf"	NA	"About Project Peoplewww.projectpeople.comProject People provides technical and professional recruitment in over 60 countries. We specialise in telecom, IT, energy and defence, supplying the biggest names in the private and public sectors."	NA
"Mid-Senior Software Engineer"	"- salary"	"Surrey, GB-ENG"	"Permanent"	"Mid-Senior Software Engineer"	"Surrey, GB-ENG - - salary"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Summary of Role As a Software Engineer, you will work as part of a highly-skilled and close-knit development team following Scrum methodologies to develop market-leading insurance solutions.  This is a varied and challenging opportunity where you will play a key role creating new product features and enhancing existing code, whilst ensuring the product continues to meet high levels of reliability, maintainability, usability and performance. The Role Working with the Product Owner to define, refine and deliver the product backlog, Designing and documenting software solutions meeting functional and non-functional requirements,  Implementing and refactoring product code (C#), following best practices for maintainability, testability and performance, Implementing unit tests, developing test frameworks and associated automated test cases, Reviewing and debugging code to identify defects, performance bottlenecks or technical debt, Working closely with test engineers to guarantee suitable test coverage, identifying and executing manual tests if necessary, Participating in sprint planning meetings, daily stand-ups and sprint retrospectives, striving to continuously improve the team velocity, its processes and engineering practices. The Requirements Proficient in software development using C# .NET, Experience designing and implementing desktop applications, working with GUI standards and frameworks such as WPF or WinForms, Experience with the full software development life cycle in a commercial/production environment: requirements capture and analysis, estimation, detailed software design, implementation, unit and system-level testing, installation and deployment, maintenance, Experience with software engineering best practices: object-oriented design and implementation, design patterns, SOLID principles, Agile and Extreme Programming methodologies, Experience with software development tools: IDE's, version control, test automation, continuous integration, defect and backlog management systems,  Desirable: Appreciation of current and emerging technologies along with their potential benefits and limitations, Visual Studio Team Services and Git, Experience of unit and GUI test automation frameworks such as MS Test and Ranorex, ASP.NET MVC, WCF, JavaScript, Angular JS, Bootstrap, or other web stack and frameworks, SQL Server or other database management systems, Azure and Cloud Technologies, Passion for maths, statistics and complex algorithms. The Company   Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. With roots dating to 1828, Willis Towers Watson has 40,000 employees serving more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas - the dynamic formula that drives business performance. Together, we unlock potential. Willis Towers Watson is an equal opportunity employer  Willis Towers Watson believes that effectively managing a diverse workforce is vital to our business strategy. We have an obligation to our organization, ourselves and our clients to hire and develop the best people we can find. We will continually review our policies and practices to ensure that all areas of the employment process (including recruiting, hiring, work assignments, compensation, benefits, promotions, transfers, company-sponsored development programs and overall workplace experience) are free from discriminatory practices. We are committed to equal employment opportunities at Willis Towers Watson. Unsolicited Contact: Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Willis Towers Watson are considered property of Willis Towers Watson and are not subject to payment of agency fees. In order to be an authorized Recruitment Agency/Search Firm for Willis Towers Watson, any such agency must have an existing formal written agreement signed by an authorized Willis Towers Watson recruiter and an active working relationship with the organization. Resumes must be submitted according to our candidate submission process, which includes being actively engaged on the particular search. Likewise, for our authorized Recruitment Agencies/Search Firms, if the candidate submission process is not followed, no agency fees will be paid by Willis Towers Watson. Willis Towers Watson is an equal opportunity employer. "	"Surrey, GB-ENG, UK"	"IT"	NA	"- salary"	"Willis Towers Watson"	"Not Listed"	"JS1800020R"	"04/12/2018 07:03:44"	"http://www.jobserve.com/GkMkg"	NA	NA	NA
"Principal Data Scientist"	"£70k - £75k per annum + excellent package"	"Bristol"	"Permanent"	"Principal Data Scientist"	"Bristol - £70k - £75k per annum + excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you also believe that Data Science is the future of analytics? Do you have a passion for it and the desire to build and entertain teams of professionals in the field? If this resonates with you, you will like the following. One of our client is searching for an ambitious Lead Data Scientist capable of showing a good understanding of machine learning. The team is growing! My client is looking for an individual who will help shape the future of their analytics offerings, alongside statisticians and data specialists. Providing analytics solutions including machine learning, linear programming methods you will be using the best techniques to reach the most efficient optimisation, develop new algorithms or put together predictive analysis schemes. If you enjoy dealing with technical and intellectual challenges across diverse projects, this job is for you!Looking for a principal/lead role, you would be put in a position to mentor and manage small to medium size teams and grow them as you deem necessary. Essential:- Hands-on experience of deploying machine learning with Python or RDesirable:- Ideally worked on a variety of projects and solved a lot of new problems - Degree in applied mathematics, statistics, or a relevant scientific discipline.Having a great progression potential in an established company with excellent benefits (30 days holidays, voluntary flexible benefits...), the opportunity is second to none.If this description resonates with you so far, apply and I will reach out to you right away. "	"Bristol, UK"	"IT"	"ASAP"	"£70k - £75k per annum + excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000012638"	"07/12/2018 09:57:23"	"http://www.jobserve.com/Gl299"	NA	NA	NA
"Principal Data Scientist"	"£70k - £75k per annum + excellent package"	"Bath"	"Permanent"	"Principal Data Scientist"	"Bath - £70k - £75k per annum + excellent package"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Do you also believe that Data Science is the future of analytics? Do you have a passion for it and the desire to build and entertain teams of professionals in the field? If this resonates with you, you will like the following. One of our client is searching for an ambitious Lead Data Scientist capable of showing a good understanding of machine learning. The team is growing! My client is looking for an individual who will help shape the future of their analytics offerings, alongside statisticians and data specialists. Providing analytics solutions including machine learning, linear programming methods you will be using the best techniques to reach the most efficient optimisation, develop new algorithms or put together predictive analysis schemes. If you enjoy dealing with technical and intellectual challenges across diverse projects, this job is for you!Looking for a principal/lead role, you would be put in a position to mentor and manage small to medium size teams and grow them as you deem necessary. Essential:- Hands-on experience of deploying machine learning with Python or RDesirable:- Ideally worked on a variety of projects and solved a lot of new problems - Degree in applied mathematics, statistics, or a relevant scientific discipline.Having a great progression potential in an established company with excellent benefits (30 days holidays, voluntary flexible benefits...), the opportunity is second to none.If this description resonates with you so far, apply and I will reach out to you right away."	"Bath, UK"	"IT"	"ASAP"	"£70k - £75k per annum + excellent package"	"IO Associates"	"Angelo Potenza "	"JS-JO0000012638"	"07/12/2018 09:56:10"	"http://www.jobserve.com/Gl28r"	NA	NA	NA
"Data Analyst ( SQL/Python/Tableau )"	"£400 - 500 per day"	"Greater London, England"	"Contract"	"Data Analyst ( SQL/Python/Tableau )"	"Greater London, England - £400 - 500 per day"	"Contract"	"Posted: Saturday, 8 December 2018"	""	"Data Analyst ( SQL/Python/Tableau )London3 Months£400-500Data Analyst ( SQL/Python/Tableau ) is urgently required to join a leading digital healthcare service on an initial 3 months contract paying between £400 - £500 per day depending on experience.As the Data Analyst ( SQL/Python/Tableau ) you will join a small but fast-growing team and will be responsible for interpreting large data sets in order to provide actionable insights to stakeholders.The Data Analyst ( SQL/Python/Tableau ) will be passionate about analysis with a high attention to detail and the ability to think outside of the box. You will enjoy working within a fast-paced, changing environment, and being involved in projects that have a real business impact.Key responsibilities required for the Data Analyst ( SQL/Python/Tableau ) include:Develop strong understanding of the database infrastructure.Develop strong understanding of all parts of the business in order to define appropriate metrics and key success indicators.Build reporting and analytical infrastructure in Tableau.Provide statistically sound analysis of data to inform key business decisions.Manage relationships with key stakeholders across the business.Mentor power business users on the use of Tableau Explorer to support self-service.Desired skills required for the Data Analyst ( SQL/Python/Tableau ) include:Strong understanding of statistics.Minimum 2 years' experience using SQL.Minimum 2 years' experience using Tableau to build reporting dashboards and analyze data.Fundamentals of Python and/or R.You need to have great curiosity - be inquisitive and challenge the status quo.A confident critical-thinker that can jump into many different problems and situations and come up with tactical recommendations.You need to think logically and creatively to find different solutions.You need to want to make change now - this is less about creating an incredible strategy that will be implemented over the next 5 years, and more about processes that can change the business in the next 6 months.Self-starter who is capable of hitting the ground running.Natural team player who enjoys working collaboratively with colleagues.Organised and pro-active, with strong attention to detail.Flexible and adaptable, with a “can do” approach and solid problem-solving skills.Focused on delivery, with a passion for quality and innovation.Someone who thrives in a dynamic environment and will contribute to ongoing organisational improvements.Experience working in a start-up culture.Experience building dashboards in PowerBI.Experience in healthcare.The culture is one that promotes creativity and the ability to think outside of the box. To apply for this role please urgently send an update of your CV to (see below)  Venturi is a staffing business dedicated to you, differentiating ourselves in the marketplace by quality of service and candidate delivery. Our highly skilled and experienced staff operate within dedicated markets to give you the best service possible. Venturi markets include Business Intelligence, Development IT & Legal IT. Venturi operates as an employment agency and employment business. No terminology in this advert is intended to discriminate on the grounds of age, and we confirm that we are happy to accept applications from persons of any age for this role.  "	"Greater London, England, UK"	"IT"	"ASAP"	"£400 - 500 per day"	"Venturi Limited"	"Tom Goulding"	"JS49203DA"	"08/12/2018 16:01:10"	"http://www.jobserve.com/GmHJp"	NA	NA	NA
"ICT Service Desk Engineer"	"21k to 24k"	"Liverpool"	"Permanent"	"ICT Service Desk Engineer"	"Liverpool - 21k to 24k"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"telent ICT Service Desk EngineerLocation: Liverpool- Vestry RoadType of Job: PermanentRef No: V7074Fantastic opportunity to join a customer focused ICT Service Desk supporting the Emergency Services Sector. Suitable for those who are experienced service desk engineers or someone looking to break in to that field who has a solid grounding with IT Systems.Role ProfileThe role will involve providing general ICT Service Desk support to PS&D ICT outsource contracts including Mersey fire, East Sussex Fire, ESN and North West Fire control.The role will require a strong grounding in ICT Service support adhering to ITIL. It will include troubleshooting, problem-solving and technical skills based background using various diagnostic tools. In addition, strong inter-personal skills are required to guide customers (both internal and external) through situations (over the phone as well as face-to-face), providing resolution to incidents and ultimately reach customer satisfaction. This may often be under challenging conditions. Communication is a key skill to enable the management of faults through incident, change and problem management.Typical DeliverablesFocused on supporting ICT systems and applications, the key tasks will require the engineer:To be the first point of contact for all ICT related incidents and service requests.To be part of a proactive team of technical service desk engineers delivering high quality, customer focused service.Provide 1st (2nd) line technical support.Responsible for adhering to the ITIL Incident Management Policy including the life cycle management of all incidents.Responsible for adhering to the ITIL Problem Management Policy; raising known problems and errors where required. Analysing incident data to identify trends. Provide work-arounds and permanent fixes using problem mgt techniques. Aim to reduce incidents and time to fix.Configuration Management:- responsible for adhering to the policy and process, ensuring CI's are accurate, linking CI's, status accounting.Responsible for subcontractor performance monitoring.Responsible for communicating planned outagesAnswered Queue management ensuring incident closure with end users.Responsible for monitoring OOH, providing statistics, ensuring OOH have sufficient support information to provide 1st line support functionality.Responsible for data quality held within the Service Management System, Remedy.Responsible for FAQ documentation and end user guides.Work closely with the Customer base to streamline services in line with ITIL.Self-development, attending appropriate health and safety, ITIL, risk assessment training courses and sitting exams where required.ExperienceWindows Server OS 2008 and 2012 supportActive DirectoryMS Office applications including O365Bespoke Application supportKnowledge and understanding of Exchange (2010 & 2013), SharePoint (2007 -2013and Lync productsAnti-Virus softwareExperience within a service level driven environmentQualificationsAppropriate ICT qualifications ( expired qualifications if relevant will be taken into account)Appropriate industry experience to deliver the requirements of the roleITIL foundation or PractionerBehavioural Requirements:Ability to work under pressure and to tight deadlinesClient & Customer ServicsCommunicating with key stakeholdersDeveloping Self & OthersPlanning & OrganisingProblem Solving & Decision MakingClean Driving LicenceUndertake Security Clearance checksExcellent Employee Benefits:telent is committed to ensuring that we offer industry leading career opportunities, salary and benefits packages. Join us and you can expect to receive:33 days holiday, including public holidays, plus the option to buy or sell five days each yearCompany pension schemeA range of family friendly policies including childcare vouchersAn employee-funded car leasing schemeOccupational health supportTelent Rewards SchemeSo why choose telent for your next opportunity?To build, run and maintain a successful network, you need a connected approach - a team you can trust from strategy to support, and everything in between. At telent, this is what we do!As part of our team, you could be working with some of the biggest names in the Traffic, Rail, Public Safety, Defence and Service Provider sectors including London Underground, Network Rail, Transport for London, RNLI, MOD and Virgin Media. You'll help us ensure the most important messages get through - however tough the conditions.Here are just some of the ways we're different: You'll go further with us. We understand the importance of career development and will give you all the support you need to realise your potential. You'll receive formal training, E-learning and mentoring from top professionals. And we offer opportunities to transfer to other sectors - or even different technology areas.You'll make a difference. You could be working outdoors, battling the elements, or in one of our many offices helping us develop the network infrastructures of tomorrow.You'll be treated as an individual. We're not a vast corporation, which means every individual counts. With us, you'll be valued and supported, involved and empowered from day one.You'll be well rewarded. We offer salary progression that reflects market rates and personal performance, a flexible working environment and excellent training.We reserve the right to close this vacancy once we have received sufficient applications.telent is an equal opportunities employer and is committed to diversity and inclusion."	"Liverpool, UK"	"IT, Military"	NA	"21k to 24k"	"TSS Solutions Ltd"	"Lindsey Cardie "	"JS-V7074"	"06/12/2018 09:48:49"	"http://www.jobserve.com/Glwq3"	NA	NA	NA
"Big Data Engineer ( Hadoop/Spark/Python )"	"£75k - 80k per year"	"London"	"Permanent"	"Big Data Engineer ( Hadoop/Spark/Python )"	"London - £75k - 80k per year"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Big Data Engineer role is available for a market leading software engineering firm based in popular central London. This opportunity is for a Big Data Engineer with Python/Hadoop/Spark and SQL to join one of the fastest growing location based mobile businesses in the industry. You will be responsible for building applications and resolutions that will control their data to produce new understandings for the company.What's in it for you:The Big Data Engineer position will have a competitive salary of up to £80,000 plus bonuses and benefitsLearn and develop your skills within DevOps and Big DataDirect influence on the end-to-end product lifestyleExposure to a cutting-edge learning environmentFlexible working hoursVast progression and promotion opportunitiesCompetitive packagesRequired Skills and Experience:Expert command of NoSQL data storesHigh level Java and/or Scala application developmentMedium to Expert knowledge of standard data structures and algorithmsKnowledge with handling large data, with Spark experienceIn depth Python experienceExperience with Spark, MapReduce, Hive and other Hadoop ecosystemsMySQL with advanced techniques such as indexingDesirable skills:Experience with new technologies such as blockchain to secure data privacyKnowledge of both classical statistics and more modern analytics methods using variety of machine learning techniquesUnderstanding of performance analysisThis is an exciting opportunity to join an advanced organisation in the software engineering industry as a Big Data Engineer.Please apply for the position through this website.Keywords - Big Data Engineer, Machine Learning, Python, Scala, Hadoop, Hive, Big Data, Spark, Cloudera Manager, NoSQL, MapReduce, MySQL, Hadoop Ecosystem, Java, DevOps Venturi (TVGL Inc.) is an equal opportunity employer and does not discriminate on the basis of age, color, sex (including pregnancy), gender, gender identity, genetic information, marital status, military/veteran status, national origin, ancestry, race, creed, religion, sexual orientation, transgender status, non-disqualifying physical or mental disability, domestic violence victim status, criminal or arrest record, unemployment status, or any other basis protected by applicable law.  "	"London, UK"	"IT"	"02 January 2019"	"£75k - 80k per year"	"Venturi Limited"	"Ben Quinn"	"JSBQBD12568"	"02/12/2018 13:19:07"	"http://www.jobserve.com/GlE82"	NA	NA	NA
"Senior Data Scientist"	""	"London"	"Permanent"	"Senior Data Scientist"	"London"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"The position of a Senior Data Scientist has just become available within one of the world's largest banking and financial services organisations. This London based role offers the opportunity to become a part of a well-established Data Science team and lead the way using advanced analytical skills.SummaryThe position of a Senior Data Scientist with one of the world's largest banking and financial services firms has just become available. My client is searching for a strong Data Scientist with a true interest in computer sciences and new technology. This London based position offers the opportunity to join a developed Data Science team.Key ResponsibilitiesTo use advanced analytical skills to develop the businesses new financial intelligence platform.To work at the leading edge of analytics.To bring the ability to work with extremely large, complex data sets.To merge these data sets to generate insight from them and to visualise those insights for both technical and non-technical users.To write codes for the application of advanced analytics in the area of financial crime risk and must have the ability to critically interpret and analyse the results produced.To work with key stakeholders in determining analytical requirements.To create and deliver analytical solutions that are fully documented and explained that meet the business aims/requirements.Key RequirementsRelevant degree education - at least BSc or MSc level. Relevant degrees include mathematics, statistics, advanced computing (machine learning, AI), visualisation or data engineering.High quality further education is an advantage, preferably a science background/PhD.Experience in the area of combatting financial crime is desirable.Experience of working within the Hadoop ecosystem.Strong technical skills in analytical languages, such as Python, R, SQL and SAS.Specific knowledge of Spark and/or graph theory is desirable.Strong communication skills.Demonstrate an interest in the financial crime subject area.Apply today! For more information, please get in touch.Email: (see below) "	"London, UK"	"IT"	NA	NA	"Robert Walters"	"Lucy Cova "	"JS-50322193/001"	"06/12/2018 15:11:36"	"http://www.jobserve.com/GlxgI"	NA	NA	NA
