"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"	"company_summary"	"duration"
"Oracle DBA (shifts)"	"£50-55k"	"Maidenhead"	"Permanent"	"Oracle DBA (shifts)"	"Maidenhead - £50-55k"	"Permanent"	"Posted: Friday, 30 November 2018"	""	"Salary: £50 - 55k plus shift allowance Location: Maidenhead, Berkshire An international tech company, with operations across the globe, is looking for skilled Oracle DBA to join its Maidenhead office on a permanent basis. You'll act as an SME on all things Oracle - ensuring that systems are running optimally and are always available. Responsibilities: Understanding, articulating, and operating Oracle Database platform management Be an active participant of a work-group with the need for specialised knowledge regarding database operations Develop and maintain automation scripts for daily operations. Monitoring and patching of systems, and proactively preventing incidents. Where incidents occur, the Oracle DBA will actively support the Problem management process to resolve and avoid further occurrences. Cultivating and maintaining effective working relationships with a variety of stakeholders Reviewing technical documentation from the build team Contribute to continual service improvement by challenging, reviewing, updating and creating, processes and procedures in order to drive operational excellence. You will need: Proven experience with Database Administration for Oracle 11g/12c Server. Explicit experience and expertise required of OEM 12c Expertise with backups, restores and recovery models. Strong knowledge of Oracle Real Application Clusters (RAC) and Oracle Data Guard Experience in implementing operational automation using scripts Explicit knowledge of partitioning, clustering, indexes, index management, and statistics. Demonstrable experience of Oracle Database migrations Exposure to Cloud platforms would be a bonus Experience with ITIL framework This is an amazing opportunity to work with a world-class organisation that is committed to innovation, transformation, and cool tech. Few companies are investing in cutting edge technology as heavily as this company currently is. If you're drawn to the idea of being part of a bigger picture, and disrupting the tech world in a huge way, send your CV in for consideration."	"Maidenhead, UK"	"IT"	"Nov 2018"	"£50-55k"	"Cloudstream"	"Shaunna Campher"	"JSDBA"	"30/11/2018 07:22:04"	"http://www.jobserve.com/GiVDk"	NA	NA	NA
"Insight Analyst/Data Analyst/Marketing Analyst"	"£30k - £50k per annum + Excellent Benefits package"	"Warwickshire"	"Permanent"	"Insight Analyst/Data Analyst/Marketing Analyst"	"Warwickshire - £30k - £50k per annum + Excellent Benefits package"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"Customer Insight Analyst/Marketing Analyst/Data Analyst required by a world leader in its field. The role sits within our client's Customer Analytics team and services the European business community. Our client is seeking an individual who is a true analytics specialist, which means your analytical mindset will allow you analyse any data set and make sense of it! You will need to demonstrate a solid understanding of current and upcoming best practices in customer analytics and will you will therefore be able to make strategic recommendations to maximize investments in a cost-effective and financially prudent manner.The Analyst will:*Develop a profound understanding of our client's customer base in support of delivering more effective marketing activities *Deliver insight through analysis to drive key business decisions or to address specific business questions *Be involved with customer strategy development in conjunction with other marketing groups to influence customer touch points to realise more successful interactions and improve ROI. *Develop advanced tools for a holistic view of interactions and engagements with customers as well as analysing the key drivers to results. *Develop and manage reporting of KPI's to provide metrics that are to be used to feed back into analysis and tools to influence future strategies Candidate Profile:*Experience in carrying out complex data analysis. *Have a strong analytical mindset and be experienced in tackling data sets and interpreting them in order to generate insight.*Experience in dealing with Marketing, Finance or Sales or similar business cases *Flexible and adaptable with a good general business understanding *Ability to manage internal cross-functional teams to fast-cycle strategic developments *Excellent interpersonal & negotiation skills with the ability to interact effectively throughout various functional groups and hierarchical levels. Demonstrate confidence in presenting analysis results to the business*Strong MS Excel skills (pivot tables).*Working knowledge of SAS and/or statistical modelling would be advantageous as would knowledge of statistics"	"Warwickshire, UK"	"IT"	NA	"£30k - £50k per annum + Excellent Benefits package"	"Sentinel IT LLP"	"Charlotte Gray "	"JS-CG/25667"	"06/12/2018 14:23:07"	"http://www.jobserve.com/GlxdJ"	NA	NA	NA
"Senior Software Test Engineer - Cambridge"	""	"Cambridge, Cambridgeshire, GB-ENG"	"Permanent"	"Senior Software Test Engineer - Cambridge"	"Cambridge, Cambridgeshire, GB-ENG"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Summary of Role We are looking for a proactive senior software test engineer to join our small and highly skilled software team in Great Shelford. You will be working on market leading financial capital modelling software, as an integral part of the team. The Role  You will work with other team members to highlight the product risks, and help identify and implement the necessary steps required to enable the release of software which not only meets the end-user's needs, but is also reliable and of the highest quality. Your focus will be on providing information to all parties involved to help improve the product. You will be participating in design and development to ensure testability is considered at all stages, and will be using the appropriate testing techniques, including both manual and automated testing. The ideal candidate will be someone who is intelligent, flexible and adaptable and who has a desire to self-educate and share their knowledge with those around them. You will have a background in testing with a focus on communication and collaboration within the team to build the right product in the best possible way. The Requirements The essential skills/experience for this position are: Minimum of 5 years' experience working in the software testing domain In-depth knowledge of a variety of testing methodologies and promoting best practice quality techniques within high-calibre software development teams High numeracy skills, degree-educated with a 1st or at least 2:1 in Computer Science, Engineering, Mathematics or Science Due to the size and complexity of the product, previous experience of the following would be of considerable advantage: User interface testing or facilitating usability testing Exposure to WPF applications and Reactive extensions Knowledge of maths and statistics and the need for numerical accuracy Familiarity and adaptability to working with automation frameworks Interest in financial and capital modelling The Company  Willis Towers Watson is a leading global advisory, broking and solutions company that helps clients around the world turn risk into a path for growth. With roots dating to 1828, Willis Towers Watson has 40,000 employees serving more than 140 countries. We design and deliver solutions that manage risk, optimize benefits, cultivate talent, and expand the power of capital to protect and strengthen institutions and individuals. Our unique perspective allows us to see the critical intersections between talent, assets and ideas - the dynamic formula that drives business performance. Together, we unlock potential. Willis Towers Watson is an equal opportunity employer Willis Towers Watson believes that effectively managing a diverse workforce is vital to our business strategy. We have an obligation to our organization, ourselves and our clients to hire and develop the best people we can find. We will continually review our policies and practices to ensure that all areas of the employment process (including recruiting, hiring, work assignments, compensation, benefits, promotions, transfers, company-sponsored development programs and overall workplace experience) are free from discriminatory practices. We are committed to equal employment opportunities at Willis Towers Watson.Unsolicited Contact: Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Willis Towers Watson are considered property of Willis Towers Watson and are not subject to payment of agency fees. In order to be an authorized Recruitment Agency/Search Firm for Willis Towers Watson, any such agency must have an existing formal written agreement signed by an authorized Willis Towers Watson recruiter and an active working relationship with the organization. Resumes must be submitted according to our candidate submission process, which includes being actively engaged on the particular search. Likewise, for our authorized Recruitment Agencies/Search Firms, if the candidate submission process is not followed, no agency fees will be paid by Willis Towers Watson. Willis Towers Watson is an equal opportunity employer. "	"Cambridge, Cambridgeshire, GB-ENG, UK"	"IT"	"ASAP"	NA	"Willis Towers Watson"	NA	"JS180000M7"	"04/12/2018 07:03:43"	"http://www.jobserve.com/GkMki"	NA	NA	NA
"Data Scientist"	"Up to £500 per Day"	"City of London"	"Contract"	"Data Scientist"	"City of London - Up to £500 per Day"	"Contract"	"Posted: Thursday, 6 December 2018"	""	"Data Scientist London £500 per day 6 month contract Advantage Resourcing are recruiting for a Data Scientist on behalf of a major Oil and Gas client based in central London. The client are a highly reputable organisation and offer a vibrant and creative place to work.  Responsibilities Researching machine learning models for forecasting and time series analysis using the latest methods Write clean and maintainable production-level code, including tests; the tech stack we work with includes (you don't need to have an experience with all of them): Python (Pandas, Scikit Learn, etc.), GIT, Jenkins, Docker, Azure, SQL. Integrating models into production on a weekly or even daily basis Work closely with the customer and the Product Owner day-to-day Work in a highly-collaborative, friendly Agile environment, participate in Ceremonies and Continuous Improvement activities. Documenting and explaining the results of analysis or modelling to both a technical and non-technical audience Learning new engineering practices, technologies and continuously improving our Agile practices Required Skills and Experience Extensive experience in developing end-to-end models using machine learning for statistical forecasting in a business/industry environment, ie feature engineering, model creation and evaluation Ability to write clean, elegant and maintainable production-level code in Python and experience in version control, testing, refactoring Experience with the Python scientific stack, eg NumPy, Pandas, Scikit-learn, PyMc3 or similar, etc. Have experience in at least one out of the following three: Probabilistic Modelling (eg General Linear Models, Stochastic processes, Bayesian Networks, Hidden Markov Models, Hierarchical Modelling, Time Series Modelling, etc.) Financial modelling in a strongly collaborative environment (eg developing trading strategies and portfolios, etc.) Algorithms and optimization (eg linear programming, multi-objective optimization, meta-heuristics, etc.)  Knowledge of Bayesian Statistics and Bayesian/Probabilistic modelling Desired Skills and Experience Experience working with one of the big cloud environments (eg AWS, Azure, GCP, etc.) If you would like to apply for this role please give Sam Shabir at Advantage Resourcing a call. JOB ID: 820168 Advantage Resourcing is a service driven recruitment consultancy."	"City of London, UK"	"IT"	NA	"Up to £500 per Day"	"Advantage Resourcing"	"Advantage Resourcing "	"JS-ADVEU_821068"	"06/12/2018 09:30:15"	"http://www.jobserve.com/Glwlh"	NA	NA	"6 months"
"Senior Java Developer - Finance/London - ca DOE £105K+/£500-750 p/d"	"ca £105K +/£500-£750 p/d DOE"	"London"	"Contract/Permanent"	"Senior Java Developer - Finance/London - ca DOE £105K+/£500-750 p/d"	"London - ca £105K +/£500-£750 p/d DOE"	"Contract/Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Want great work, interesting tech but no politics? Want to work somewhere where productivity trumps presenteeism? You've found the right place. We are Adaptive, where you'll use the latest technology to design, build and operate bespoke, Real Time, front-to-back solutions for tier-one investment banks and commodity trading firms financial clients using the latest technology, in flat teams where innovation and collaboration are the backbones of our success. You'll be contributing to the development of information distribution applications, such as scalable and flexible electronic trading systems, Real Time workflow applications, and E-commerce web-based platforms. Our projects range from POC's that take a few weeks, to multi-year, large-scale E-commerce applications. You will be: Working with a skilled, collaborative and friendly team of Server Side developers, Front End engineers, BAs and PMs. You will work in a test-driven, Agile development fashion. You will remain abreast of the newest developments in technology and quickly adapt to them to achieve better results. Required skills and experience: Extensive Java Server Side software development experience Solid experience in object-oriented programming in Java Passionate about building distributed, scalable, reliable, and low latency web services Deep knowledge of concurrency, resiliency, caching, HTTP and REST Even-tempered and able to remain focused on solving production issues when they arise Experience working in an Agile environment (Scrum, Kanban) BSc/MSc in Computer Science or equivalent is good to have Excellent communication skills Language: English (fluent) Experience working with distributed teams Some of our success stories include: An app store that allows users to browse available apps and install to their desktop without Administrator rights. The system provides an auto-update mechanism and also captures usage statistics Adaptive brought our experience in large scale E-commerce platforms to quickly specify and agree an architecture with the client. The design enabled rapid development in the short term but also granted flexibility and agility in the long term. Please note that the successful candidate will need to have a background check due to the kind of projects we work on. "	"London, UK"	"IT"	NA	"ca £105K +/£500-£750 p/d DOE"	"Adaptive Financial Consulting Ltd"	"Marie Downes"	"JSAD498"	"05/12/2018 07:03:26"	"http://www.jobserve.com/GjIxq"	NA	NA	"Perm/Rolling Contract"
"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"£500- £600 per Day"	"London"	"Contract"	"Data Scientist - Market Research and Big Data - 12 month Contract - London"	"London - £500- £600 per Day"	"Contract"	"Posted: Monday, 3 December 2018"	""	" Senior Data Scientist - Market Research and Big Data - 12 month Contract - London  Our global client based in Central London are looking to extend their Global Data Science Team by building a new team in their London HQ in Canary Wharf. This new team will sit within the Technology & Data business unit, who are responsible for the entire life cycle of the data-driven products and the division Global Data Science is an essential part of it. Our Client develops its offerings with an agile mindset, which requires you to actively contribute to all phases of the solution development. It will be your responsibility to translate the product vision into data/analytic/algorithmic requirements, to conduct PoCs and to build prototypes, and at a later stage to work on high-performance implementations. The Role: Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutions Closely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketers Actively share Data Science knowledge within the team and be a true TEAM PLAYER. Essential Skills: Expert knowledge of Python programming, including pySpark Strong statistical modelling skills/knowledge on predictive analytics would be a plus Expert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithms Solid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive) Desirable Skills: Advanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano) Basic skills with regard to performance optimisation and scalability (eg, parallelization, code optimization, containerization, function as a service) Experience in working with relational and non-relational databases, including SQL Required Qualifications: Master degree that reflects strong modelling, statistics and IT skills, PhD welcome but not required 2+ years of professional experience in quantitative data analysis/data science or related areas To apply please click the Apply button and follow the instructions. For a further discussion, please contact James Money. 83zero Consulting Limited is a boutique consultancy specialising in Data Science | Change | Agile Transition within the UK. We provide high quality interim and permanent senior IT professionals."	"London, UK"	"IT"	"ASAP"	"£500- £600 per Day"	"83Zero Ltd"	"James Money "	"JSJM - DATA SCIENTIST"	"03/12/2018 08:46:47"	"http://www.jobserve.com/Ghmqx"	NA	NA	"12 months"
"Data Engineer"	"Competitive GBP"	"London"	"Permanent"	"Data Engineer"	"London - Competitive GBP"	"Permanent"	"Posted: Thursday, 6 December 2018"	""	"As one of the UK's leading digital retailers, Sainsbury's Argos generates a lot of data and we are always looking for better ways to dig into this data to find new insights and new information that will allow us to improve our understanding of our customers' needs and to optimise every aspect of our business.The next stage of our journey is to make use of the very latest Big Data tools from the Hadoop ecosystem to accelerate our ability to understand our ever-increasing amounts of data.To help with this journey, we are looking for a Data Engineer to join on Data Analytics team and build the data structures that will support the company for the future.Technologies in our stack for this role:Cloudera Hadoop (Hive, Impala, Spark, HBase, Sqoop, Flume), Talend, Python, Scala and Java. Snowflake, Kafka, Postgres, Jenkins, AWS and Linux.Team task:To develop the company's Big Data Platform so that it becomes the trusted source of data for the entire organisation.Challenges we're excited about tackling:Building a holistic view of our customers that helps the Business understand their needs.Supporting the Data Science communities and Machine Learning teams by supplying cleansed, productionised data feeds.We are looking for people with:An in-depth understanding of the Apache Hadoop ecosystem (Cloudera preferred), including Hive, Impala and HBaseDevelopment experience with Apache SparkProgramming in one or more of the following languages: Python, Java or ScalaData Warehouse Design and Development skills (OLAP, Star Schema, Kimball)Database Design & Development in one or more of the following: Oracle, Microsoft SQL Server, IBM DB2, MySQL, PostgreSQLETL Experience constructing data flows from multiple source systems (Talend or Pentaho preferred)Data Analytics experience (eg Regression, Clustering, Decision Trees, Forecasting, Statistics)SQL development (eg PL/SQL or T-SQL) including HiveQLExperience working with Structured, Semi-Structured and Unstructured dataLinux Shell ScriptingWorking environment:Flexible approach to working hours, including ability to work from home when required. Casual dress-code. Good social environment - \"Super Social Friday\". Close to all the amenities and transport link in Victoria - London.Benefits:Bonus - 10%Holidays - 22 with the option to buy up to 5 days per yearCompany pensionDiscount at Argos, Sainsbury's and HabitatSharesave scheme - Risk-free way to buy shares at a discounted rateShare Purchase PlanChildcare vouchersCycle to work schemeSeason Ticket Loan"	"London, UK"	"IT"	NA	"Competitive GBP"	"Argos"	"Argos"	"JSHRGOU341192/599290166"	"06/12/2018 10:08:03"	"http://www.jobserve.com/Glwvo"	NA	NA	NA
"Pricing Analyst"	"35k - 50k Annual (depending on experience) + bonus, generous Pension and extensive GBP"	"Staines"	"Permanent"	"Pricing Analyst"	"Staines - 35k - 50k Annual (depending on experience) + bonus, generous Pension and extensive GBP"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"The OverviewAs a Pricing Analyst, you can expect to play an integral role in the development of pricing strategies for our market leading insurance products, for new and existing customers, learning advanced techniques in price optimisation and statistical modelling along the way.In return, we will provide excellent opportunities for the continued development of your commercial and analytical skills within a leading FTSE100 company.- Location: Staines - free mini bus service from local train station - Total package circa: £35,000 - £50,000 (depending on experience) plus bonus, generous pension and extensive benefitsThe Role- Create accurate & insightful pricing analysis and recommendations, making full use of internal & external data. - Conduct competitor price reviews, working closely with your customer insight colleagues. - Review end-to-end customer journeys, identifying value opportunities, and forming new & innovative recommendations on price optimisation, for new & existing customers. - Develop and analyse complex models, customer life-time valuation, price elasticity test design, and customer behaviour. - Help with the implementation of price changes, and monitor the impacts of those changes on key business metrics.  - Contribute to the preparation of pricing governance materials, business case assumptions and financial models, liaising with other areas of the business as necessary. - Ensure that all pricing activity is aligned to regulatory requirements and has customer fairness at its core.The PersonWe are ideally looking for someone with a commercial home insurance pricing background and experience in RadarEssential- Strong academic record in a quantitative discipline, eg Maths, Statistics, Engineering, Economics etc. - Highly numerate, with the potential to develop a strong technical skill-set. - Energy, enthusiasm, creativity, and resilience, with good interpersonal skills.  - Ability to communicate pricing insights and recommendations in clear and simple terms. - Knowledge of statistical tools such as SAS, R, SQL, Emblem, etc., an advantage  - Would suit an inquisitive and experienced analyst from insurance, services or retail background with a passion for understanding our customers and the market place. - Experience in a similar analytics or pricing role is an advantage, though we will also consider applications from recent graduates."	"Staines, UK"	"IT"	"ASAP"	"35k - 50k Annual (depending on experience) + bonus, generous Pension and extensive GBP"	"Centrica"	"Centrica"	"JS2593841_RP576629899/584863414"	"03/12/2018 16:03:42"	"http://www.jobserve.com/GkQQ5"	NA	NA	NA
"Data Science Internship 2019 (1 Year FTC)"	"London: £23,406, Newcastle: £17,837 (at the end of the int GBP"	"Newcastle, Staffordshire"	"Contract/Permanent"	"Data Science Internship 2019 (1 Year FTC)"	"Newcastle, Staffordshire - London: £23,406, Newcastle: £17,837 (at the end of the int GBP"	"Contract/Permanent"	"Posted: Monday, 3 December 2018"	""	"About the NAOThe National Audit Office (NAO) supports Parliament to hold the government to account for the way public services are delivered. Our primary role is to scrutinise public spending for Parliament. We do this by certifying over 350 government accounts and produce around 65 Value for Money (VFM) reports each year.About the internshipWe are looking to recruit up to three people to participate in our year long, data science internship scheme starting from September 2019.We expect you will spend most of your time applying strong quantitative and qualitative analytical skills to build and implement analytical tools to support our range of assurance work. In addition, we also expect you to spend some of your time collaborating with our financial auditors to review high value, high risk quantitative models which underpin accounting estimates. For example, the value of the student loans book, the rate of fraud and error in tax credit and benefit payments and the money needed in the future, to compensate people who have experienced clinical negligence.Key skills/competencies requiredNo previous experience of audit is necessary and training will be provided in key Data Science skills such as R, SQL and Tableau dashboard building.But we have some minimum criteria which you will need to meet: 120 UCAS points (from the 2017 tariff) from your top 3 A Level grades (or equivalent) including Maths. General Studies does not count. If you have 104 UCAS points from the 2017 tariff (or equivalent) you may still be eligible to apply.  Took an undergraduate degree course with a substantive analytical component such as data science, operational research, mathematics, statistics, physics, engineering, management science, economics (the data science internship is unlikely to be suitable for people studying accounting finance degree courses), where:  o You are in your second year of a sandwich degree course  o You are in your final year and are expecting a 2.1 degree or better, or  o You have completed your undergraduate degree course and achieved a 2.1 degree or better You must be a UK, Commonwealth, EEA or Swiss national to comply with Civil Service nationality rules and must hold a valid work permit. We are not able to sponsor work visas.Some previous programming experience is desirable but not essentialThe deadline for applications is Sunday 2 December 2018, 23:55pm BST.If you pass the initial application stage, we will invite you to complete a technical exercise followed by a telephone interview. This will then be followed by a final interview.If you are successful, you will start the internship on 2 September 2019.  "	"Newcastle, Staffordshire, UK"	"IT"	NA	"London: £23,406, Newcastle: £17,837 (at the end of the int GBP"	"National Audit Office"	"National Audit Office"	"JS257006522_RP559289365/571260734"	"03/12/2018 15:55:41"	"http://www.jobserve.com/GkQQp"	NA	NA	NA
"Service Support Manager"	"up to £45,000"	"Peterborough, Cambridgeshire"	"Contract/Permanent"	"Service Support Manager"	"Peterborough, Cambridgeshire - up to £45,000"	"Contract/Permanent"	"Posted: Sunday, 2 December 2018"	""	"Fixed term contract up to 12 months Salary up to £45,000 Reporting to the Head of IT Operations and Service, the Operations Service Support Manager has primary accountability for the delivery of the Service Centre, Problem Management, Change Management, Service Architecture and Monitoring/Reporting Services. This includes developing, maintaining, supporting, and optimising key functional areas for Service Support, Problem and Change Management. This individual will develop, implement, and oversee policies and procedures to ensure consistent service levels and quick resolution of issues. Responsibilities  Strategy & Planning  Working with the Service Support Team and Service Architecture to :- Develop Service Level Agreements (SLAs) to establish service expectations and time frames. Develop policies and procedures that deliver infrastructure service effectively. Analyse performance of service activities, identify problem areas, and devise and deliver solutions to enhance quality of service and to prevent future problems. Work with stakeholders to define business and systems requirements for new technology implementations. Oversee all reports and documentation related to Operational Teams  Working with the Problem and Change Managers to:- Develop Service Level Agreements (SLAs) to establish service expectations and timeframes. Develop policies and procedures that deliver Problem and Change Management service effectively across a global scale. Analyse performance of service activities, identify problem areas, and devise and deliver solutions to enhance quality of service and to prevent future problems. Work with stakeholders to define business and systems requirements for new technology implementations. Oversee all reports and documentation related Problem and Change Management   Acquisition & Deployment  Conduct research on emerging products, services, and standards in support of service management. Work with vendors to maximise the investment made in tools and systems, oversee installation and resolve adaptation issues. Operational Management Manage and set priorities for Service Support, Problem and Change Management. Manage staffing, including recruitment, supervision, scheduling, development, evaluation, and disciplinary actions. Practice IT configuration management, including maintenance of component inventory and related documentation. Establish and maintain regular written and in-person communications with the Management Team regarding pertinent IT activities. Conduct feasibility studies for various service improvements, and act as a catalyst and driver for related technology improvements. Test service performance and provide performance statistics and reports; develop strategies for maintaining performance and quality  Position Requirements  Formal Education & Certification  University degree in the field of computer science or information systems and 5 years related work experience. Certifications in ITIL to expert and/or practitioner level are a requirement. Knowledge & Experience Strong knowledge of Service Management Toolsets, including Service Support, Problem and change Management functions. Proven experience in IT infrastructure planning and development. Excellent understanding of the organisation's goals and objectives. In-depth knowledge of applicable data privacy practices and laws. Strong understanding of human resource management principles, practices, and procedures. Strong understanding of project management principles. "	"Peterborough, Cambridgeshire, UK"	"IT"	NA	"up to £45,000"	"identifi global"	"identifi global"	"JSSERVICE-SUPPORT-MANAGER-1/594830116"	"02/12/2018 11:31:49"	"http://www.jobserve.com/GlEf0"	NA	NA	NA
"Data Scientist-12 Month Contract"	"£550 - £700 per Day"	"City of London"	"Contract"	"Data Scientist-12 Month Contract"	"City of London - £550 - £700 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"Data Scientist/Contract/London/£550-£700We are working with a large, global client based in Central London are looking to extend their Global Data Science Team by building a new team in their London HQ in Canary Wharf. This new team will sit within the Technology & Data business unit, who are responsible for the entire life cycle of the data-driven products and the division Global Data Science is an essential part of it.Our Client develops its offerings with an agile mindset, which requires you to actively contribute to all phases of the solution development. It will be your responsibility to translate the product vision into data/analytic/algorithmic requirements, to conduct PoCs and to build prototypes, and at a later stage to work on high-performance implementations.The Role:Design and develop analytical approaches based on product concepts, going all the way from feasibility checks to proof-of-concepts to prototypes to implementation in end-to-end solutionsClosely collaborate with machine learning engineers/software engineers on creating data-driven end-to-end solutions for marketersActively share Data Science knowledge within the team and be a true TEAM PLAYER.Essential Skills:Expert knowledge of Python programming, including pySparkStrong statistical modelling skills/knowledge on predictive analytics would be a plusExpert knowledge of optimization and/or machine learning algorithms and/or deep learning algorithmsSolid skills with regard to working in Big Data environments (eg, Cloudera Hadoop, Hortonworks Data Platform, AWS EMR, Map/Reduce, Hive)Desirable Skills:Advanced knowledge of the constantly evolving Data Science ecosystem and its frameworks (eg, Hadoop, Spark MLlib, H2O, Tensorflow, Torch, Theano)Basic skills with regard to performance optimisation and scalability (eg, parallelization, code optimization, containerization, function as a service)Experience in working with relational and non-relational databases, including SQLRequired Qualifications:Master degree that reflects strong modelling, statistics and IT skills, PhD welcome but not required2+ years of professional experience in quantitative data analysis/data science or related areasPlease send your updated CV to (see below) "	"City of London, UK"	"IT"	"ASAP"	"£550 - £700 per Day"	"Jefferson Frank International"	"Patrick Robinson "	"JS-05/12/2018PR"	"05/12/2018 18:11:16"	"http://www.jobserve.com/Glp5M"	NA	NA	NA
"BI Developer - Swindon - Financial Services"	"£400 - £500 per Day"	"Swindon, Wiltshire"	"Contract"	"BI Developer - Swindon - Financial Services"	"Swindon, Wiltshire - £400 - £500 per Day"	"Contract"	"Posted: Wednesday, 5 December 2018"	""	"BI Developer - Swindon - Financial Services 3 months rolling contracts + extensions Based in Swindon  Cloudstream Global is supporting a leading financial services organisation in Swindon who are looking for x4 BI Developers to join a major migration & transformation programme. BI Developer - What will you be apart of? As a BI Developer you will be part of the programme's Data Migration Team responsible for migrating data from Legacy system(s) to Microsoft Dynamics 365 using Microsoft BI Stack (SSIS, SSRS, SSAS, Power BI). Involved in Customer data cleansing, enrichment and de-duplication. BI Developer - KEY ACCOUNTABILITIES Develop ETL Jobs using SSIS to perform the data movement into Microsoft Dynamics 365 using 3rd party tools like Scribe and Kingsway Soft) Perform data transformations as per the mapping specification documents Develop SSIS ETL Framework for audit capture, error and exception handling Automate the migration jobs using scheduling tool(s) Ensure adherence to the overall migration design and standards Implement reconciliation reports to verify data migrated Work with the Data Analysts on the Data Mappings Work with the Business Analysts who will feed into the Data Transformation rules Use SSIS to make calls to other Data Quality engines to cleanse and enrich Customer data Develop ETL jobs to perform Customer de-duplication using a combination of business rules and fuzzy matching logic Documentation of the Technical Specifications Support various Test team(s) KEY PERFORMANCE INDICATORS Develop ETL Jobs/routines Develop ETL Framework Report Migration statistics using reporting tools (eg Power BI, SSRS) Ensure wider design alignment SKILLS AND COMPETENCIES SQL Server 2012 and above Strong SQL and MDX querying abilities ETL Design SSIS SSRS, SSAS Power BI Datawarehouse design VSTS Scribe/Kingsway Soft (Desirable) Attention to detail Analytical skills Ability to apply judgement to situations requiring balance between time and accuracy Professional manner Good communication skills "	"Swindon, Wiltshire, UK"	"IT"	"ASAP"	"£400 - £500 per Day"	"Cloudstream"	"Charlie Jinks"	"JSCJBIDEV1"	"05/12/2018 17:18:14"	"http://www.jobserve.com/GlpiO"	NA	NA	"3 months rolling"
"Data Analyst Excel, VBA (Permanent, London)"	""	"London"	"Permanent"	"Data Analyst Excel, VBA (Permanent, London)"	"London"	"Permanent"	"Posted: Monday, 3 December 2018"	""	"DATA ANALYST | SQL | VBA | EXCEL*Permanent role based in LondonI am currently looking for a Data Analyst to join our team in London. It is a fantastic opportunity for someone looking for the next chapter in their careers. You must have passion for technology and finance and be willing to learn new emerging technologies (ie AI).Essential SkillsExcellent Excel skills (ideally with some programming background eg VBA, .Net).Understand Data frameworks - Hadoop and TeradataExtensive Knowledge of Excel to enable usage for Data AnalysisKnowledge of Querying Language eg SQL, HiveYour RoleAssist in acquiring access to data to support data analysis work.Perform Data Profiling, Data Cleansing, Analysis and Reporting.Apply technical skills and statistical methods to analyse Use Cases and Data Issues.Identify, analyse, and interpret trends or patterns in complex data sets.Build models to address business problems.Use Data Mining and Business Intelligence/data visualization tools to present information.Ensure conformance with Data Governance principles and standards, Data Privacy etc.Desirable SkillsStrong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks).Knowledge of statistics and experience using statistical packages for analysing datasets (Excel, SPSS, SAS etc).Exposure to Big data tools like Hive HQL is preferablePython, R and SQL skills; familiarity with Scala, Java or C++ is an assetRisk and Control ObjectiveAll Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards."	"London, UK"	"IT"	NA	NA	"Resource Solutions - Barclays"	"Barclays"	"JS-GDS1DA"	"03/12/2018 14:49:13"	"http://www.jobserve.com/GlQJk"	NA	NA	NA
