"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"start_date"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"category"
"Lead Maths Teacher"	"GBP"	"London"	"Unspecified"	"Lead Maths Teacher"	"London - GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"* Lead Maths Teacher Vacancy * Fantastic Independent Secondary School in East London * Long term * Full-time An Independent Secondary school based in East London are seeking to appoint a dynamic, qualified Maths Teacher to lead the department. They are looking for someone who is able to plan and deliver engaging lessons across Key stage 3 and 4. This particular school is held in high regard by the local community and has a reputation for success and student attainment. This post would be suitable for experienced Teachers who have previously led a department Requirements: To teach Maths at Key stage 3 and 4Secure outstanding attainment and progress at all key stages.Provide extra-curricular support for pupils to ensure outstanding achievement and progress for exam groups and promote enjoyment and participation in the subject for non-exam groups. Show flexibility, innovation and intelligence in responding to the needs of the pupils and Academy as a whole.The ideal candidate will have: A recognised teaching qualificationA current DBSA confident and friendly approachA strong background in MathsExperience in leading a departmentActive Recruitment LTD is committed to safeguarding and promoting the welfare of children and young people and expects all staff and volunteers to share this commitment. All applicants are subject to a satisfactory enhanced check by the Disclosure and Barring Service (previously the Criminal Records Bureau) and at least two independent references. We are an Equal Opportunities employer. "	"London, UK"	"Education"	NA	"GBP"	"Active Recruitment Ltd"	"Active Recruitment Ltd"	"JS3561_36497783/596926571"	"07/12/2018 09:07:11"	"http://www.jobserve.com/Gl2m5"	NA
"Business Studies Teacher"	"42k Annual 00 GBP"	"Hemel Hempstead, Hertfordshire"	"Unspecified"	"Business Studies Teacher"	"Hemel Hempstead, Hertfordshire - 42k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Business Studies Teacher Wanted: Are you a talented Teacher looking for an exciting new challenge from January 2019? Would you love to become Business Studies Teacher at an amazing School with Sixth Form in Hemel Hempstead that offer unrivalled professional development, support from SLT and where students love the subject? Well, Educatus Recruitment might have the perfect post for you starting January 2019! @ Business Studies Teacher @ NQTs Welcome @ Creative Faculty @ Permanent Post, January 2019 Start @ MPS/UPS £25,000 - £42,000 @ Thriving location in Hemel Hempstead @ Inspirational SLT @ Excellent Career Development Available @ KS5 Business Studies Popular A talented Business Studies Teacher is required at a top school in Hemel Hempstead, one that is going through some exciting developments and expanding, Interested? They are searching for a creative Business Studies Teacher who can inspire students and support a strong department. Can you help? THE SCHOOL: Located in Hemel Hempstead this thriving secondary school & sixth form is a popular choice for parents. Business Studies is a thriving department with excellent resources and facilities and recently the school has seen fantastic progression in results thanks to some innovative teaching & learning. The school has a first class CPD programme for those teachers who really wish to excel, and leadership eagerly promote within those who show ambition. THEY ARE LOOKING FOR: From January 2019 they are keen to secure an outstanding Business Studies Teacher. Ideally, they would like to recruit a dynamic teacher with excellent potential to grow within the school, a Business Studies Teacher who can make a strong impact on this successful department. With big expansion plans afoot, the school would welcome a Business Studies Teacher who is committed to providing a passionate and innovative approach to this department, and with plenty of KS5 teaching on offer, this is a great opportunity for someone to make an impact. THEY CAN OFFER: As Business Studies Teacher this school will give the successful candidate full autonomy within the department to be as creative and innovative with regards to teaching & learning. This role comes at an exciting time for the school as they look to grow and expand and SLT will give the successful candidate access to some excellent professional development. So, if you'd like to become Business Studies Teacher at this thriving Hemel Hempstead school, get in touch with Educatus Recruitment ASAP. HOW TO APPLY: If you're a truly outstanding Business Studies Teacher in the making, and you'd like to be considered for this Business Studies Teacher post in Hemel Hempstead get in touch ASAP. Email a CV & Covering letter to Nigel Horne at Educatus Recruitment today. "	"Hemel Hempstead, Hertfordshire, UK"	"Education"	NA	"42k Annual 00 GBP"	"EDUCATUS RECRUITMENT LTD"	"EDUCATUS RECRUITMENT LTD"	"JS3561_36778516/599121669"	"07/12/2018 09:05:19"	"http://www.jobserve.com/Gl2lU"	NA
"Business Studies Teacher"	"35k Annual 00 GBP"	"Sevenoaks, Kent"	"Unspecified"	"Business Studies Teacher"	"Sevenoaks, Kent - 35k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Business Studies Teacher in Sevenoaks, KentRikama Education are currently looking for a Business Studies Teacher to work in Sevenoaks on a permanent basis from January/February 2019 your day to day duties will include: Classroom management Compiling and updating individual learning plans for students Teaching Business Studies to KS3, KS4.KS5, GCSE, A-Level, BTEC Marking and planning for all lessons Lead a strong and supportive team Maintaining and improving the academic results of their studentsTo be considered for this exciting Business Studies Teacher role, you will need the following experience: Hold qualified teaching status -QTS Have previous experience teaching the UK curriculum Have strong classroom management skills Have strong knowledge of the KS3, KS4 and KS5 curriculum Must work well with staff and pupils alike Experience teaching Business Studies up to BTEC Or A LevelOur client is looking for a Business Studies Teacher to join a busy team to support and develop students.They are a creative school where all students flourish and make exceptional progress resulting in an Very Good' ofsted report. The staff are dedicated and passionate to inspire the students to be the best they can be. The school helps students develop a range of transferable skills such as teamwork, leadership, independence, communication, and time management. The SLT team within the school is supportive of the staff and operates an open-door' policy, looking to staff to contribute towards ideas.If you are interested in applying to this Business Studies opportunity, please click apply now below "	"Sevenoaks, Kent, UK"	"Education"	NA	"35k Annual 00 GBP"	"Rikama Education Ltd"	"Rikama Education Ltd"	"JS3561_36314543/598331950"	"07/12/2018 09:05:16"	"http://www.jobserve.com/Gl2lR"	NA
"Dynamic Class Teacher"	"664.00 - 40372.00 Annual 00 GBP"	"London"	"Unspecified"	"Dynamic Class Teacher"	"London - 664.00 - 40372.00 Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Dynamic Class Teacher *January 2019 *Permanent contract *Wandsworth  Do you have the skills to teach the next generation?  We are working with a dynamic and thriving primary school that has a creative approach to education.  Are you an experienced teacher with a proven record of raising achievement?   Are you a NQT with a passion for teaching and learning?   Do you feel you can make a significant contribution to this school's on-going success?  We are looking for a dynamic class teacher to join this school's ever increasing team. The successful dynamic class teacher will:  Be innovative and creative in their teaching strategies Be open to work collaboratively Recognise the varying needs of the children The school can offer:  A caring and supportive whole school communityA supportive, warm and welcoming atmosphereHappy, enthusiastic and well behaved childrenA commitment to your on-going professional development We welcome applications from prospective dynamic class teachers. To express your interest, please contact Nurani by emailing  "	"London, UK"	"Education"	NA	"664.00 - 40372.00 Annual 00 GBP"	"REESON EDUCATION"	"REESON EDUCATION"	"JS3561_36546717/598325801"	"07/12/2018 09:05:02"	"http://www.jobserve.com/Gl2lB"	NA
"NQT - Secondary Teacher - Outstanding School - North London"	"GBP"	"Enfield, Middlesex"	"Unspecified"	"NQT - Secondary Teacher - Outstanding School - North London"	"Enfield, Middlesex - GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"NQT Secondary Teacher - Enfield  Are you looking to relocate to London in September 2019 and would like to secure a role before Christmas? We are recruiting for an extraordinary expanding secondary school that are seeking NQT Teachers in all subjects!  *NQT Teacher position in North London*Excellent CPD/weekly coaching*Position starting in September 2019!*Competitive salary + Benefits The School- Outstanding in all features!- History of supporting NQTs through induction and RQT year- Excellent behaviour policy- CPD, weekly coaching and fast progression into management  The NQT Role- Successful School, great GCSE and A-Level results- Opportunities to assist A-Level classes to prepare you for sixth form teaching- Lots of extra-curricular! Have a passion for something? Create your own club! The Ideal NQT- Desire to be an outstanding teacher- Keen to go the extra mile for both pupils and colleagues - A desire to contribute to extra-curricular with your own club!- Passion for high standards of education If you are looking for an exciting, trend-setting secondary school in Enfield where you can hone your teaching skills and move your career in the right direction, this Science Teacher NQT post is the position you have been waiting for. Click 'Apply now' to send your CV to Sophie Kelly at EduStaff. Please note: due to the volume of applications, only successful applicants will be contacted "	"Enfield, Middlesex, UK"	"Education"	NA	"GBP"	"Edustaff"	"Edustaff"	"JS3561_36783233/599522291"	"07/12/2018 09:04:45"	"http://www.jobserve.com/Gl2kw"	NA
"Food Technology Teacher - North London"	"42k Annual 00 GBP"	"Barnet, Hertfordshire"	"Unspecified"	"Food Technology Teacher - North London"	"Barnet, Hertfordshire - 42k Annual 00 GBP"	"Unspecified"	"Posted: Friday, 7 December 2018"	""	"Food Technology Teacher Janaury or ASAP Start! Academics is searching for a Food Technology Teacher required to start ASAP at a secondary school based in North London. The role will be start ASAP or in January 2019 What we need from you Qualified teacher Status (QTS) or a UK recognised equivalent teaching qualificationBe passionate and energeticNQTs are welcome to applyA valid DBSThe right to work in the UKApply Today! Call Ben Email  "	"Barnet, Hertfordshire, UK"	"Education"	NA	"42k Annual 00 GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36777474/599120063"	"07/12/2018 07:03:26"	"http://www.jobserve.com/Gl2Fp"	NA
"Science Teacher required for All-boys faith school in NW London"	"38k Annual 00 GBP"	"Barnet, Hertfordshire"	"Unspecified"	"Science Teacher required for All-boys faith school in NW London"	"Barnet, Hertfordshire - 38k Annual 00 GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"We are looking for an Science Teacher to work at an all-boys Faith (within the SEN department) school located in North West London to start in ASAP on a perm basis. Science is an intriguing and fascinating subject. If you have the knowledge and are keen to share this with young people then this teaching role in a popular secondary school will be of great interest. The role itself is will involve teaching Small classes of around ten students. All classrooms are equipped with brand new equipment. You will be required to keep up-to-date with new trends and educational developments in the world of Science which should be used as a basis for your teaching. Your passion, enthusiasm and knowledge of the subject will help you lead the next generation of Science experts. You must demonstrate: QTS or QTLS ideally but unqualified will be consideredExperience of teaching general Science successfully at secondary levelExcellent subject knowledge and a passion for ScienceAble to teach Chemistry, Physics and Biology to KS4Flexibility, resilience and excellent organisational skillsAn ability to be a strong team playerOpen To working with small classes of around 10 students with different SEN needsTo apply for this position, please send your CV ASAP to the following email address: or register on-line at . We are currently working with numerous vacancies so if this position is not quite for you please do send us your CV to discuss other opportunities more suitable to your requirements. ASQ Education partners with a number of exceptional secondary schools across London and the Home Counties to offer you the latest and best selection of educational positions. "	"Barnet, Hertfordshire, UK"	"Education"	NA	"38k Annual 00 GBP"	"ASQ EDUCATION"	"ASQ EDUCATION"	"JS3561_36523950/596918244"	"06/12/2018 07:02:27"	"http://www.jobserve.com/GlvD2"	NA
"PE Teacher"	"GBP"	"Walton-on-thames, Surrey"	"Permanent"	"PE Teacher"	"Walton-on-thames, Surrey - GBP"	"Permanent"	"Posted: Wednesday, 5 December 2018"	""	"Job Description Are you a strong Physical Education Teacher looking for a new role?Can you teach KS3-KS4 Physical Education?Do you have experience supporting those with social, emotional and mental health difficulties?Teaching Personnel are looking to appoint a Physical Education Teacher on behalf of a client school in Walton-On-Thames. The school provides education for children and young people aged between 11-16 years who have a diagnosis of social, emotional and mental health difficulties and associated disorders.They are looking to appoint a Secondary Teacher of Physical Education with an excellent knowledge of the KS3 and KS4 PE curriculum. Experience teaching students at GCSE level is essential and knowledge of SEN would be desirable.The ideal candidate would also be:Trustworthy and reliableCalm, patient and empatheticWell organised and efficientCompetent in classroom practice and delivery to ensure all pupils are engaged and learningAble to work as a member of a team, providing motivation and support for colleaguesThis post offers either a newly qualified teacher or an experienced teacher the opportunity to develop their professional expertise.All applicants will require the appropriate qualifications and training for this role. Please see teachingpersonnel.com/faqs for details.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Walton-on-thames, Surrey, UK"	"Education"	NA	"GBP"	"Teaching Personnel"	"Teaching Personnel"	"JSD6B95020/592977564"	"05/12/2018 10:56:42"	"http://www.jobserve.com/GlmPd"	NA
"Science Teacher - 2IC Science - January start - East London"	""	"Tower Hamlets, London"	"Permanent"	"Science Teacher - 2IC Science - January start - East London"	"Tower Hamlets, London"	"Permanent"	"Posted: Tuesday, 4 December 2018"	""	"Job Description Are you an experienced Science Teacher with a passion for your subject? Are you looking to progress in your career and take on new challenges? Have you considered becoming the second in charge of Science? Second in Charge of Science Experienced Science TeacherImproving School MPS or UPS Inner London This vibrant school, located in East London, has improved significantly in recent years, and is now rated as 'good' across the board. The dedication and commitment of the staff, especially in the Science Department, have directly contributed to the consistent improvements in results. A strong community atmosphere and an aim to achieve 95% good or outstanding lessons make this school one of the most progressive in the borough.The Head of Science is seeking an experienced Science Teacher to join him in further progressing the Science Department. The successful candidate will:*Be passionate about teaching and learning*Have experience teaching Science at KS3 and KS4*Employ a variety of teaching strategies to support, engage, and challenge studentsThe school is holding immediate interviews. Apply today with your most up to date CV.  "	"Tower Hamlets, London, UK"	"Science, Education"	NA	NA	"Academics Ltd"	"Academics Ltd"	"JS1A1E92C4/572846815"	"04/12/2018 12:43:27"	"http://www.jobserve.com/GlaXL"	NA
"DT Teacher - North London"	""	"Islington, London"	"Permanent"	"DT Teacher - North London"	"Islington, London"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description REESON Education is looking for a DT teacher (Product design) to work within an Outstanding North London school from January 2019. This is a part time post 4 days a week teaching product design for 2 terms in the first instance (maternity). This is an Outstanding mixed school with \"impeccable behaviour\" and an excellent reputation within the local community. The DT department is particularly successful and boasts an approachable and supportive head of department; the post will involve teaching DT & Product Design at Key stage 3 & 4. This post is suitable for both NQT's and experienced teachers. To be considered for this opportunity, or find out more, please forward a CV as soon as possible.School InformationThis is an Outstanding mixed school which was categorised in as Outstanding in all aspects of the report. Academically the school achieves 77% A*-C including English and Maths, the students are engaged and eager to learn and staff members are welcoming and friends. The school recently underwent a building project of £23.4 million which has resulted in state of the art facilities and several new buildings on campus. The school currently has over 1150 students currently on roll and recently opened a new 6th form. All in all this is a fantastic place to work both in terms of students and staff members.Required Skills and expertiseBe an excellent, inspiring teacherHave a proven track record of improvementBe able to creatively contribute to the development of the students and the curriculumCompany InformationREESON Education is London's Premier Recruitment Agency. Established in 2006 by experienced teachers, education professionals and recruitment specialists, we have built our business and reputation on the core values of honesty, integrity and excellence.We care about education and the provision of education and have established an excellent reputation with schools and teachers alike.At REESON Education we work closely with a large network of Nurseries, Primary Schools, Secondary Schools and Colleges across London. Our client base provides us with an abundance of available daily supply, long term and permanent opportunities across all age groups in all areas of London.ApplicationTo be considered for this opportunity or to find out more please forward an updated CV as soon as possible. "	"Islington, London, UK"	"Education"	NA	NA	"Reeson Education"	"Reeson Education"	"JS7BACBC97/591737440"	"02/12/2018 13:06:32"	"http://www.jobserve.com/GlEyQ"	NA
"Maths Teacher - Hounslow (£125-£225 a day)"	"125.00 Daily - 225.00 Daily GBP"	"Bedfont, Middlesex"	"Permanent"	"Maths Teacher - Hounslow (£125-£225 a day)"	"Bedfont, Middlesex - 125.00 Daily - 225.00 Daily GBP"	"Permanent"	"Posted: Saturday, 8 December 2018"	""	"Job Description Maths Teaching position available in January - HounslowExperienced Maths Teacher or NQT welcomeThere is a Secondary school based in Hounslow currently looking to interview Maths Teachers within the next two weeks. The school in question is of Christian denomination and has a high achieving Maths department, as such they are looking for strong teachers to uphold and their standards.Maths teaching position£125-£225 a dayJanuary 2019 start dateExperience teaching Maths at KS3 to KS5 levelFull time and long term roleThe Maths position, beginning in January 2019, would be a full time role working on a long term basis. If you are interested and available please apply below.The successful staff member would ideally be an ambitious Maths Teacher with high standards towards behaviour and a proven track record of good to outstanding, available to teach in the area of Hounslow.Whether you are an experienced Maths teacher or an NQT who has just qualified, you should be confident in your ability to hit the ground running and continue the high level of learning achieved by the science department.The successful Maths Teacher will be pro-active and self-motivated, aspiring to be an outstanding practitioner if not already. You should be an innovative Maths Teacher with the ability to prepare lessons that ensure progression.If you are an enthusiastic and ambitious Maths Teacher looking for a new role from September, please send your CV immediately for consideration and we will be in touch to discuss if you fit our criteria.Please send your CV today!All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. For Support staff our minimum requirement is GCSE E.n.g.l.i.s.h & M.a.t.h.s (A-C) or equivalent.All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided.Privacy Notice "	"Bedfont, Middlesex, UK"	"Education"	NA	"125.00 Daily - 225.00 Daily GBP"	"Teaching Personnel"	"Teaching Personnel"	"JS75E4F3C1/599779672"	"08/12/2018 11:04:26"	"http://www.jobserve.com/GmDiE"	NA
"ICT Teacher - 3 days a week"	"GBP"	"City Of Westminster, London"	"Permanent"	"ICT Teacher - 3 days a week"	"City Of Westminster, London - GBP"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Job Description REESON Education is looking for an ICT teacher to teach within a high-achieving all-girls school on a part-time basis (3 days a week) from January 2019. This is a part-time post teaching ICT across key stages 3 & 4 until the end of the academic year in the first instance. The school has a longstanding history of academic excellence (87% A*- C at GCSE including English & Maths) in addition to an Outstanding Ofsted report. This school has an extremely prestigious reputation and is an excellent place to work both in terms of students and staff members. To be considered for this opportunity, or find out more, please forward a CV as soon as possible.School InformationThis is an outstanding all-girls school based in the heart of London. The school has an academic history of excellence (87% A*- C at GCSE including English & Maths) in addition to state of the art facilities. This over-subscribed school has four applicants for ever space available and boasts a brilliant reputation within the local community. All in all this is an excellent school to work within both in terms of students and staff members.The School was judged to be 'outstanding' by OFSTED in March 2009 and November 2005. We are proud of our ethos of continual self-improvement, which characterises every aspect of our rich and culturally diverse school. In 2012 the school was named amongst the top 100 non-selective schools, in recognition of excellent attainment and progress of our students at KS4. In March 2008 the school was designated a High Performing Specialist School and our Training School initiative was launched in September 2008, building on our passion for excellent teaching and learning as well as our commitment to our language specialism and international ethos.Required Skills and expertiseBe an excellent, inspiring teacherHave a proven track record of improvementBe able to creatively contribute to the development of the students and the curriculumCompany InformationREESON Education is London's Premier Recruitment Agency. Established in 2006 by experienced teachers, education professionals and recruitment specialists, we have built our business and reputation on the cores values of honesty, integrity and excellence.We care about education and the provision of education and have established an excellent reputation with schools and teachers alike.At REESON Education we work closely with a large network of Nurseries, Primary Schools, Secondary Schools and Colleges across London. Our client base provides us with an abundance of available daily supply, long term and permanent opportunities across all age groups in all areas of London.SalaryMPS/UPSApplicationTo be considered for this opportunity, or find out more, please forward a CV as soon as possible. "	"City Of Westminster, London, UK"	"Education"	NA	"GBP"	"Reeson Education"	"Reeson Education"	"JS92E7846D/599178653"	"07/12/2018 07:06:19"	"http://www.jobserve.com/Gl2JA"	NA
"MFL - French Teacher - Birmingham- January 2019!"	"110.00 - 170.00 Annual GBP"	"City, Birmingham"	"Unspecified"	"MFL - French Teacher - Birmingham- January 2019!"	"City, Birmingham - 110.00 - 170.00 Annual GBP"	"Unspecified"	"Posted: Thursday, 6 December 2018"	""	"MFL - French Language Teacher - Birmingham- January 2019! Are you looking for a position to start in January 2019? Academics Ltd (one of the top 10 education Agencies nationwide) is supporting a 'good' secondary school in Birmingham with recruiting enthusiastic French teachers. We are looking for qualified & experienced French teachers to fill these positions urgently. This position requires organisation and confidence when working day to day, on a short term basis and long term roles. If you are a graduate who is also looking to get into teaching, this would be a great opportunity to gain some work experience in a mainstream secondary environment. It would also be good to see if teaching is the right career for you. The school itself is well known and would offer great support for new employees when working there. This is a brilliant opportunity to experience a secondary education setting. You will be looking to be teaching French to a KS3 & 4. Job Role Supervising young people in KS3 & KS4 in the classroomRegistrationsLead French classes when the teacher is not presentResponding to student queries about the work setDealing with any student emergencies (in accordance to the school policy) that may occurDeveloping and encouraging, supporting students' academic learning Job Requirements Reliability and flexibilityExcellent time-managementLeadership skillsValid DBSA French degree or in a relevant subjectQualification (QTS/PGCE) is desirableAvailable to start in January 2019Be able to travel around BirminghamAt least 1 year experience in a UK secondary schoolWe are expecting our staff to work between 3-5 days a week on a competitive rate of salary. All candidates are welcome for this role. It involves varied work which could be very rewarding as you would be working with the younger generation and helping them achieve their very best. This may be your perfect opportunity you. Please send your CV to OR CALL for an immediate interview! "	"City, Birmingham, UK"	"Education"	NA	"110.00 - 170.00 Annual GBP"	"ACADEMICS"	"ACADEMICS"	"JS3561_36766157/598101604"	"06/12/2018 07:03:24"	"http://www.jobserve.com/GlvFO"	"Graduate"
"History teacher - Twickenham £150 - £200 a day"	"150.00 - 200.00 Annual GBP"	"Twickenham, London"	"Unspecified"	"History teacher - Twickenham £150 - £200 a day"	"Twickenham, London - 150.00 - 200.00 Annual GBP"	"Unspecified"	"Posted: Wednesday, 5 December 2018"	""	"Location: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 Are you a qualified History Teacher looking for a new opportunity? Teaching Personnel are seeking an established History teacher who is looking for a great career opportunity with a chance to excel within an excellent Humanities department. The College offer an exceptional support network for the suitable candidate. Can you deliver History to students that have a strong interest in learning? We are looking for a Geography teacher with experience of teaching the full age range from KS3-KS5 to start in January 2019. You will be joining a thriving Humanities department, where students all achieve high results at GCSE. The successful candidate will have the ability to teach Geography across the full age range, preferably including AS and A Level. You will be passionate about your subject with excellent curriculum knowledge and able to motivate and inspire your pupils. If you are a proactive and enthusiastic History teacherlooking for a new role in the new academic year, please forward your CV to Conor at Teaching Personnel today for consideration.  The suitable candidate will have the following skills;  Be able to inspire and motivateKeen to progress and developHave excellent subject knowledgeExcellent team playerProvide new and innovative ideas for the facultyMinimum of 1 years' experienceLocation: Twickenham Salary: £120-£225 per day Job Type: Full Time, Long Term Subject: History Start date: January 2019 All candidates must possess a recognised Teaching Qualification (PGCE, QTS, BEd. or equivalent). All applicants will require the appropriate qualification and training for this role. For teacher roles, we require a formally recognised teaching qualification. For Support staff our minimum requirement is GCSE E.n.g.l.i.s.h & M.a.t.h.s (A-C) or equivalent. All pay rates quoted will be inclusive of 12.07% statutory holiday pay. Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided. Privacy Notice "	"Twickenham, London, UK"	"Education"	NA	"150.00 - 200.00 Annual GBP"	"Teaching Personnel Ltd"	"Teaching Personnel Ltd"	"JS3561_36518185/596908116"	"05/12/2018 12:42:48"	"http://www.jobserve.com/GlnAX"	NA
"Design Technology Teacher (Graphic Design/Food Technology)"	"£23,720 - £39,406 "	"Stockport, Cheshire"	"Contract/Permanent"	"Design Technology Teacher (Graphic Design/Food Technology)"	"Stockport, Cheshire - £23,720 - £39,406 "	"Contract/Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Teacher of Design Technology StockportContract type: Full-time, Temp to Perm Salary: MPS/UPS (£23,720 - £39,406)Knowledge and experience of teaching Graphic Design and/or Food Technology is desirable.We are currently seeking to appoint a Teacher of Design and Technology to join our partner school in Stockport. Our partner school is an Ofsted 'Outstanding' school located in Stockport with over 1200 pupils on roll. The successful Design Technology teacher will join our partner school in January 2019 and will be required until the end of the academic year. Whilst this is a temporary position in the first instance, there is potential for this to continue on to a permanent contract for the successful applicant.This position offers a unique opportunity to make a major contribution towards our continued high achievement. Our Design and Technology subject area delivers a vibrant and engaging curriculum at both Key Stage 3 and Key Stage 4. This popular and valued subject achieves excellent examination results on a consistent basis across a range of subject areas and Key Stage 4 qualifications. Knowledge and experience of teaching Graphic Design and/or Food Technology is desirable for this post.We are seeking a well-qualified teacher who has:A dynamic, innovative and creative approach with excellent interpersonal skillsExcellent classroom practice and behaviour managementThe ability to inspire, challenge, motivate and empower young people to achieve excellenceCommitment to achieving the very highest of standards.Our partner schools motto is \"Educating for life.\" The school aims to put pupils at the heart of everything it does, and hopes to ensure that they are fully prepared - in terms of qualifications, skills, knowledge and confidence - for whatever their next step in life may be. The school operates a college system, designed to help pupils feel safe and secure.The school hopes that the system will help students to feel part of a small community within the wider school, while also allowing staff to personalise the support that they offer pupils. The school aims to remain a \"vibrant, learning-focused organisation\" with which all pupils, parents, carers, staff and governors feel genuinely proud to be associated. The school wishes to meet with suitable applicants ASAP therefore all Design Technology Teachers either Graphic Design and/or Food Technology experienced are encouraged to apply without hesitation. All applicants will require the appropriate qualifications and training for this role. All pay rates quoted will be inclusive of 12.07% statutory holiday pay.Teaching Personnel is committed to safeguarding and promoting the welfare of children. All candidates must undertake or have undertaken a valid enhanced Disclosure and Barring Service (DBS) check. Full assistance provided."	"Stockport, Cheshire, UK"	"Media, Education"	NA	"£23,720 - £39,406 "	"Teaching Personnel"	"Teaching Personnel"	"JS497B7220/574190897"	"02/12/2018 15:42:44"	"http://www.jobserve.com/GlFOX"	NA
"KS1 teacher needed, Bath (BA1)"	""	"Bath, Somerset"	"Permanent"	"KS1 teacher needed, Bath (BA1)"	"Bath, Somerset"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Monarch Education is working closely with a primary school based in the Bath area who are currently seeking a primary qualified teacher to teach within Key Stage 1. This role is to start ASAP until the end of the academic year.It is essential that you have previous Key Stage 1 experience, and are in particular looking for teachers who have high expectations in terms of behaviour and achievement. You will have solid knowledge of the curriculum, and have proven experience of supporting pupils within a classroom environment.The school are looking to play a full part in the wider school life and fully support their ethos, values and aims. You must be will to contribute to the evaluation and monitoring of the school curriculum and to have and share a good knowledge and understanding of how to use and adapt a range of teaching and learning strategies.If this sounds like the next step in your career please forward your CV to along with a short covering letter explaining why you would be the perfect fit for the role.We are committed to providing equal opportunities for all candidates as well as adhering to strict Safeguarding procedures. Your application will be subject to 2 educational references and an enhanced DBS check."	"Bath, Somerset, UK"	"Education"	NA	NA	"Monarch Education"	"Monarch Education"	"JS17865474/591737268"	"02/12/2018 13:06:23"	"http://www.jobserve.com/GlEyF"	NA
"PE Teacher"	"GBP"	"Worcester, Worcestershire"	"Permanent"	"PE Teacher"	"Worcester, Worcestershire - GBP"	"Permanent"	"Posted: Sunday, 2 December 2018"	""	"Job Description Monarch Education are excited to be working in partnership with a school in Worcester and are looking to recruit a Qualified PE Teacher who can cater to secondary aged children and young people, including those with additional needs through Sports/PSHE lead workshops.We are looking for an enthusiastic individual who can and deliver P.E. lessons, workshops including Sports and Life Skills and extra-curricular sports sessions.The most ideal P.E. Teacher will be/have:*An inspiring and engaging PE Teacher with children and young people *Passionate about promoting mental health and wellbeing and empowering young people to build resilience skills and to make positive choices*Experience working with children in similar settings*Confident in communicating and building rapport with pupils*Experience supporting children with additional needs, including mental health, challenging behaviour and Autism*knowledge and understanding of mental health issues, or a willingness to learn.*Have a positive mindset - full of enthusiasm, up for a challenge and willing to put a lot of effort into their role.*A health-conscious individual who takes care of their own mental and physical health and wellbeingThis is a Full time role to start ASAP for a long term opportunity.Monarch Education has been working with schools across Worcestershire for over 8 years and has built up an excellent reputation for putting our staff first. The schools we work with appreciate the positive relationships we build with our teachers and this is evident when they speak to our staff.We are committed to providing equal opportunities for all candidates as well as adhering to strict Safeguarding procedures. Your application will be subject to 2 educational references and an enhanced DBS check"	"Worcester, Worcestershire, UK"	"Education"	NA	"GBP"	"Monarch Education"	"Monarch Education"	"JS7105E75D/590483864"	"02/12/2018 11:13:27"	"http://www.jobserve.com/GlEey"	NA
