"jobResultsTitle"	"jobResultsSalary"	"jobResultsLoc"	"jobResultsType"	"jobpositionlink"	"location_salary"	"job_type"	"posted_date"	"last_view"	"skills"	"location"	"industry"	"rate"	"recruiter"	"contact"	"ref"	"posted_date"	"permalink"	"company_summary"	"start_date"	"duration"	"category"
"DevOps Engineer (AI, Machine Learning)"	"£55k - £65k per annum + Flexible Working"	"London"	"Permanent"	"DevOps Engineer (AI, Machine Learning)"	"London - £55k - £65k per annum + Flexible Working"	"Permanent"	"Posted: Sunday, 9 December 2018"	""	"DevOps Engineer (AI, Machine Learning) £55,000 - £65,000 + flex workingWe are seeking a DevOps Engineer with strong development skills to help the improvement of DevOps process and tooling for a hugely talented team building artificial intelligence and machine learning platforms.The team offer a flexible working environment with the option of part remote work.We are looking for a DevOps Engineer who has:Strong development/programming knowledge using either Go, Python or Java (open to languages)Container knowledge using Docker or KubernetesBroad tech experience which could include CI tooling and process, automation or LinuxExperience with Solr search platformsAs the DevOps Engineer you will ensure vital, highly available Servers, systems and tooling are reliable, robust and scalable, proactively improving process and architecture, improving deployment process and working with the wider software engineering team to look into future operations improvements.DevOps Engineer (AI, Machine Learning)Salary: £55,000 - £65,000 plus benefits and flexible workingLocation: London"	"London, UK"	"IT"	"£55k - £65k per annum + Flexible Working"	"Understanding Recruitment"	"Jamie Carr "	"JS-(J2472)"	"09/12/2018 14:00:31"	"http://www.jobserve.com/GmT6C"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	NA	NA	NA
"React Developer - AI Machine Learning - Waterloo - £85,000"	"£75k - £85k per annum + Benefits"	"London"	"Permanent"	"React Developer - AI Machine Learning - Waterloo - £85,000"	"London - £75k - £85k per annum + Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Job Title: React DeveloperJob Type: PermanentLocation: WaterlooStart Date: ASAPSalary: £75,000 - £85,000React, Html, Css, Javascript, AI Machine Learning.My client a Machine Learning Start up based in Waterloo are now looking for a Passionate and energetic React Developer to join their close knit team. My client use Artificial Intelligence to create software solutions for business globally and have already made a huge name for themselves within their industry. They are quickly becoming pioneers in their field and are already working with some of the biggest companies across the world.They are very big on culture and have created an atmosphere of which their employees want to go to work and are excited to be there. It is very important to them that their employees are happy and excited about the work that they are doing every day and in turn believe this is when you you produce the best results.Essential: React Html/CSS/JavascriptUnderstanding or Interest in Machine learningPassionate about Development!Benefits: Access to benefits scheme (Huge discounts across companies, Access to therapists etc.)Excellent Pension Scheme25 days holiday per annum + UK Public Holidays Start an amazing journey at one of the fastest growing start ups in the UK  For more information please email your CV to (see below) and contact me. McGregor Boyall is an equal opportunity employer and do not discriminate on any grounds. "	"London, UK"	"IT"	"£75k - £85k per annum + Benefits"	"McGregor Boyall"	"Danielle Hill "	"JS-6283083"	"10/12/2018 14:27:12"	"http://www.jobserve.com/GmiHf"	"About McGregor Boyallwww.mcgregor-boyall.com/McGregor Boyall is one of the UK's leading financial services recruitment firms. We have been established for over a quarter of a century and have built an unrivalled reputation for helping organisations recruit the very best talent to ensure that they realise their business and operational objectives. We deliver recruitment solutions for contract, interim and permanent positions across the following areas: Accounting & Control | IT & Change | Compliance | Finance | Marketing & Communications |  Risk | HR and Talent Management | Business Intelligence |   "	"ASAP"	NA	NA
"Product Delivery Advisor - BA, Software, Design, Requirements"	"Benefits"	"Cambridge"	"Permanent"	"Product Delivery Advisor - BA, Software, Design, Requirements"	"Cambridge - Benefits"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Product Delivery Advisor - BA, Software, Design, Requirements, £competitive + benefits, Cambridge.A truly forward thinking company who has developed one of the most advancement pieces of software and have gone onto explore new insights into the world of data maximising the use of Machine Learning and Artificial Intelligence making new discoveries years ahead of their competitors.Backed up by on the UK's most talented and successful technology management teams you can be certain their exciting future is a promising one.We are looking for experienced product delivery/business analysts or something to this nature who has worked on complex technology requirements and that have been involved with software projects on a large scale, must be well versed in taking client requirements and guiding these, good project management/delivery abilities, you will naturally be able to understand technical client requirements and explain these to a wide audience.The product delivery advisor will provide you with lots of variety which could include gaining a deeper understanding of the company's core product and how this can aid customers, sharing ideas with the team to see where features can be improved, providing first class business analysis skills, managing workshops and acting as a consultant.Plenty of social outings throughout the year ranging from punting through to sports clubs and not too mention tasty treats+ nights out!We would hope this is enough to get you excited about the product delivery advisor role.This is an outstanding position, please don't delay in applying via the link or just give us a call.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Please note we are on the client's supplier list for this position.MODIS are operating as an Employment Agency. MODIS are an equal opportunities employerKeywords - Product, Software, Technology, Design, Business, Analysis, Project, Management, ConsultantModis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information "	"Cambridge, UK"	"IT"	"Benefits"	"Modis"	"Mark Chapman "	"JS-1155179"	"12/12/2018 15:06:09"	"http://www.jobserve.com/Gm7wm"	NA	"ASAP"	NA	NA
"Graduate Analyst - Spanish, Degree, Analyst"	"Benefits"	"Cambridge"	"Permanent"	"Graduate Analyst - Spanish, Degree, Analyst"	"Cambridge - Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Graduate Analyst - Spanish, Degree, Analyst, £competitive + benefits, CambridgeA top Cambridge based Technology Company who started out with a group of clever mathematicians and have now achieved global status. The company are certainly at the very forefront of technology and their reputation is now known within the fields of artificial intelligence and machine learning.If you are fluent in Spanish both written and verbally we would like to hear from you. Graduated from a premier university with a 2.1 or higher (or whatever the equivalent to this would be) in science, mathematics, computing, engineering, natural sciences or similar, a firm grasp of computing and it would be beneficial if you had any knowledge of computer networks although this is not essential, outstanding analytical capabilities which may have been gained from university such as working with data, enjoy working on investigative tasks and able to produce detailed reports is a must.You will have the opportunity to investigate a number of exciting projects, analysing patterns and anomalies and writing detailed reports for clients based on your findings.Plush offices in Cambridge, friendly team and company environment, mixing with other very bright academic minded candidates.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer. If the above job sounds of interest please apply via the link or give us a call.Please note we are on the client's supplier list for this position.Please be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.Modis operating as an Employment Agency. Modis are an equal opportunities employerKeywords - Analyst, Graduate, Research, Cambridge, Mathematics, Physics, Job, PhD, MSc, BSc, SpanishModis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information "	"Cambridge, UK"	"IT, Consulting"	"Benefits"	"Modis"	"Mark Chapman "	"JS-1154681"	"10/12/2018 11:00:58"	"http://www.jobserve.com/GmhSX"	NA	NA	NA	"Graduate"
"Pre Sales Information Security Consultant - cyber, security"	"Benefits"	"City of London"	"Permanent"	"Pre Sales Information Security Consultant - cyber, security"	"City of London - Benefits"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Pre Sales Information Security Consultant - cyber, security, networking, degree, £competitive + benefits, Central London + travelThere is no doubt that this entrepreneurial and heavily funded cyber security organisation is on the of the worlds most successful cyber companies around. Their approach to cyber security involves the use of artificial intelligence and machine learning making them a pioneering cyber company to work for.It doesn't get much better than this.The type of person we would like to speak to will have operated in an Information Security type environment, solid understanding of networking principles, it is essential that you have graduated from at least a Russell Group university or an international university of similar standard holding the equivalent a 2.1 degree in computing, engineering, physics, mathematics, natural sciences or something related, breath and depth of consulting on various security topics or networking Cisco and Firewalls, confident with pre sales cycle and able to give examples of where you have collaborated with different IT teams to build and find solutions for clients, implementing some form of software system, providing after care and support, anyone that is fluent in another language would be a welcomed applicant but please do not be put off from applying if you do not possess another language, confident and well versed in speaking to clients from various backgrounds from ground floor to Senior management.Please ensure you are able to travel on an international basis and happy to do so at minimal notice - we think that's pretty exciting though.In return for you hard work you will be joining one of the elite cyber security companies, learning about a truly fascinating field, being the point of contact between clients and different departments within the company and deploying the companies cutting edge product.Plush Central London location, chance to travel, rubbing shoulders with some incredibly bright people, competitive salary + company bonus is all on offerFeel free to apply via the link or just give us a callPlease be assured that your CV will be treated in the strictest confidence and we would always speak to you before discussing your CV with any potential employer.MODIS are operating as an Employment Agency. MODIS are an equal opportunities employer Please note we are on the client's supplier list for this position.Keywords - Security, Cyber, Information, Networking, London, University, Degree, Sales, Cisco, Firewalls,Modis International Ltd acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. Modis International Ltd UK is an Equal Opportunities Employer.By applying for this role your details will be submitted to Modis. Our Candidate Privacy Information Statement explains how we will use your information "	"City of London, UK"	"IT"	"Benefits"	"Modis"	"Mark Chapman "	"JS-1153642"	"10/12/2018 11:57:21"	"http://www.jobserve.com/Gmhdf"	NA	NA	NA	"Graduate"
"QA Engineer"	"£45k - £60k per annum + Pension"	"Oxfordshire"	"Permanent"	"QA Engineer"	"Oxfordshire - £45k - £60k per annum + Pension"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Are you a Test Engineer looking for a fresh challenge? I am currently working with a client focused in the health sector. They developing software that connects patients, clinicians and researchers and uses artificial intelligence to analyses anonymized real-world data and make new discoveries.You responsibilities will include design, building and maintain automation test frameworks as well as assisting in writing clear and accurate user stories and acceptance criteria. You will be ensuring traceability of all testing, assist in planning and estimation of test activities and research and drive innovative quality assurance practices. You will have a central involvement in achieving regulatory compliance of products for CE marking and ISO standards. You will write test reports and engage in scrum ceremonies keeping us focused on quality outcome for the patientRequirements:Familiarity with testing micro-services which conform to contractsExperience of modern CICD tools with yaml/json configuration (eg CircleCI)Full understanding of web technologies such as HTTP communicationComfortable mocking HTTP requests using tools such as Postman/Charles/FiddlerAbility to write and perform integration tests, exploratory tests, performance tests, security testsAble to comfortably use version control (eg git)Fastidious attention to detailAbility to work at pace without compromising qualityComfortable with challenging assumptionsDegree in science based subject or equivalent industry experienceIn return, they can offer you a competitive salary as well as great benefits. Please get in touch ASAP to find out more regarding this role. I look forward to hearing from you.Computer Futures, a trading division of SThree Partnership LLP is acting as an Employment Agency in relation to this vacancy "	"Oxfordshire, UK"	"IT"	"£45k - £60k per annum + Pension"	"Computer Futures - South West"	"Jake Heal "	"JS-CF-32976276"	"10/12/2018 17:07:48"	"http://www.jobserve.com/GmkZE"	NA	NA	NA	NA
"Data/BI Analyst"	"Up to £80k per annum"	"Waterlooville"	"Contract/Permanent"	"Data/BI Analyst"	"Waterlooville - Up to £80k per annum"	"Contract/Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Senior Data/BI Analyst - Waterlooville - £80,000SQL, BI, T-SQL, SSRSBI Analyst required for a well-established client based in Waterlooville, Hampshire. You will work alongside a team of technical and product specialists delivering vital solutions. The role will be to undertake data analytical duties in support of Business and Artificial intelligence as well as Machine Learning projects. This role will initially be a 6-month fixed term contract.Skills required:SQLT-SQLSSRSQlikView or PowerBIProblem solving skillsAnalytic skillsKey responsibilities:Analyse data generated within the systems to help identify trends and patternsProvide support in relation to testing BI, AI and ML solutionsProvide input into data interface and/or integration projectsAnalysing data quality issues within our systemsIf you feel you have the skills and experience required, please contact Oliver Wilson (see below) "	"Waterlooville, UK"	"IT"	"Up to £80k per annum"	"Spectrum IT Recruitment (South) Ltd"	"Oliver Wilson "	"JS-VR/IT9571"	"11/12/2018 16:00:38"	"http://www.jobserve.com/Gmuz3"	NA	NA	NA	NA
"Full-Stack Developer"	"£50k - £60k per annum"	"London"	"Permanent"	"Full-Stack Developer"	"London - £50k - £60k per annum"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"I have a new exclusive role with an AI/FinTech business! Based in London Victoria, they have just created version one of an extremely innovative, complex and disruptive AI FinTech platform. This has been extremely well received already.This platform combines Artificial Intelligence with the investment world at corporate level.We are hiring an entrepreneurial Full-Stack developer to join a small but experienced team of engineers to support development and maintenance of our data pipeline as we transition to full commercialization of our enterprise-facing web-application. We seek passionate, innovation-minded developers who enjoy building software and want to expand their career in an entrepreneurial, high-growth setting.Start date:January 2019.This job is for you if: You have 3+ years of experience as a software engineer (preferably with B2B/enterprise software and/or data-centric applications)You have previously worked in the finance and/or accounting industries (familiarity with corporate financial reports and/or accounting knowledge would be ideal)You are interested in working in a start-up environment with fast growth potential that prioritizes innovationYou are passionate about technology design/development, are a self-starter, and seek an entrepreneurial role with broad responsibilitiesLocation - London, VictoriaRemuneration - £50,000 - £60,000 - depending on experience + equityPlease let me know or ideally send your CV if you are interested.Hope to hear from you!RyanCharlton Howard is a Trading Name of Talent Point Ltd. Talent Point Ltd and Charlton Howard are equal-opportunity employers and do not discriminate against these or any other class protected by applicable law. No terminology in this advert is designed to discriminate on grounds of gender, race, colour, religion, creed, disability, age, sex or sexual orientation."	"London, UK"	"IT"	"£50k - £60k per annum"	"Charlton Howard"	"Ryan Howard "	"JS-FS - DEC - AI"	"07/12/2018 15:51:46"	"http://www.jobserve.com/Gl6PM"	NA	NA	NA	NA
"Software Developer"	"£28k - £55k per annum"	"Belfast"	"Permanent"	"Software Developer"	"Belfast - £28k - £55k per annum"	"Permanent"	"Posted: Monday, 10 December 2018"	""	"Work for one of Ireland's 'Best Managed Companies' and develop only the best enterprise mobility solutions Your new company Recently announced as one of Ireland's 'Best Managed Companies', my client focuses on developing powerful enterprise mobility solutions that combine mobile workforce management with dynamic scheduling, IoT and intelligent analytics. Bolstered with artificial intelligence, they have a proven track record of transforming organisations by increasing efficiency and driving operational excellence. Want to join an award-winning team? Look no further!Your new role As the new software developer, you'll utilise a number of sought-after technologies including C#, .NET Core, REST API, Swagger, Angular, Bootstrap, SQL Azure, Microservices, Docker (and others) to developing high-quality app solutions within an agile team. You will actively participate in all aspects of Agile processes, incl. Sprint planning, sizing from elaborated stories, daily stand-ups, shift-left automated testing, demos and retros. Other responsibilities include supporting the drive of turning applications fully cloud native, as well as share the common mindset of moving towards full Infrastructure as code and continuous deployment.What you'll need to succeed To succeed in this role you'll need 2+ years' experience in the software industry, ideally working within the .NET stack or equivalent, as well as experience in Server Side application developing utilising OO design, design patterns and refactoring. What you'll get in return In return you'll receive a competitive salary, on-site parking (unusual for Belfast city-centre!) and a number of other benefits.What you need to do nowIf you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found on our website."	"Belfast, UK"	"IT"	"£28k - £55k per annum"	"Hays DT - Northern Ireland"	"Juliann Deegan "	"JS-3481897"	"10/12/2018 19:00:56"	"http://www.jobserve.com/GmluQ"	NA	NA	NA	NA
"Data Engineer - London"	"£40k - £60k"	"London, England"	"Permanent"	"Data Engineer - London"	"London, England - £40k - £60k"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"Be-IT are currently working with a Consultancy who are looking to revolutionise the industry with their unique approach and are about to embark on an exciting array of projects across the UK. Be-ITs client is building Artificial Intelligence focussed on optimising large-scale project delivery. They are changing the consulting industry and need passionate and experienced people to join them. What you need to have. 3+ years Data Engineering experience in Consulting/SI/Commercial/Banking Strong Data Analysis and stakeholder management skills Gathering, challenging, documenting and presenting requirements in an Agile transformation programme Proactively driving data infrastructure, building ETL processes, and undertaking quality assessment Excellent client-facing skills and ability to communicate at a technical and non- technical level Key skills and experience 3+ years work experience in data Engineering Strong SQL knowledge, specific knowledge of Postgres would be valuable Strong Python experience in data ingestion and processing pipelines A strong understanding of data modelling, data structures, databases, and ETL processes An in-depth understanding of large-scale data sets, including both structured and unstructured data Experience with Hadoop and/or Spark is beneficial Must be proactive, highly analytical, and detail-oriented with strong time management skills Strong communication skills, including prioritising, problem solving and interpersonal relationship building Proven time management with organisation skills (must be able to prioritise workload and meet deadlines) If you are interested in finding out more about this position please apply online."	"London, England, UK"	"IT"	"£40k - £60k"	"Be-IT Resourcing"	"Alastair Philp"	"JS"	"11/12/2018 10:58:15"	"http://www.jobserve.com/GmtZu"	NA	NA	NA	NA
"Java Developer"	"£40k - £60k per annum + Additional benefits"	"Glasgow, Scotland"	"Permanent"	"Java Developer"	"Glasgow, Scotland - £40k - £60k per annum + Additional benefits"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Java Developer/Glasgow/£40k - £60k DOE/Excellent benefits packagesSanderson are currently working with a market leading organisation, based in Glasgow City Centre who require two experienced Java Developers with varying levels of experience to join their organisations on a permanent basis.Working on a multitude of exciting projects (including robotics, artificial intelligence and big data) and using the latest development technology, you will play a key role in the delivery of business critical transformation programmes. This organisation are also incredibly focused on providing additional mentoring/training programmes and encourage their employees to continuously develop their core skills. Among a variety of additional benefits you can expect to become part of a friendly team with a great culture.Key skill/experience requirements are listed below:4 + years Java Development ExperienceKnowledge of JavaScript Front End development and Oracle PL/SQL Back End would be advantageousAppreciation of JQuery, HTML and CSS would be useful but not essentialExperience of using CI/CD tools (teamcity, ansible, jenkins, GIT etc.) would also be advantageousExperience in Test Driven DevelopmentExperience of delivering within an Agile methodologyIf you possess 4 + years hands on Java development experience, and you are interested in taking your career to the next level with a globally respected organisation, please respond with your CV ASAP."	"Glasgow, Scotland, UK"	"IT"	"£40k - £60k per annum + Additional benefits"	"Sanderson Recruitment Plc"	"Conor Ferguson "	"JS-553CFJD388"	"07/12/2018 13:05:15"	"http://www.jobserve.com/Gl5XR"	NA	NA	NA	NA
"Senior Java Developer Contract - Dynamic Hedge Fund"	"£600 - £640 per Day"	"London"	"Contract"	"Senior Java Developer Contract - Dynamic Hedge Fund"	"London - £600 - £640 per Day"	"Contract"	"Posted: Tuesday, 11 December 2018"	""	"Senior Java Developer Contract - Dynamic Hedge Fund £600/640 a day - 6 month contract (views to be extended) We are seeking a Senior Java developer to join a young, Dynamic hedge Fund based in the heart of the city. The ideal Senior Java Developer will be join a small team with big plans, who enjoy a flat hierarchy where all ideas are heard.The Senior Java Developer will be Developing Big data analytics and Artificial intelligence algorithms based on behavioural-finance analysis. The Senior Java Developer will then deploy these algorithms to analyse investors' behaviour and to make investment decision. The ideal candidate will be competent in GCP (Google cloud platform) or AWS.The requirements of the Senior Java DeveloperExperience with micro-services and cloud-based deploymentExpert level in GCP or AWS (google cloud platform)You can demonstrate your skills and experience in Java (and other languages)Experience working with a TDD/BDD environmentApply now for immediately consideration for an excellent Senior Java Developer opportunityUnderstanding Recruitment is acting as an employment agency for this vacancy"	"London, UK"	"IT"	"£600 - £640 per Day"	"Understanding Recruitment"	"Oscar Gibbon "	"JS-BBBH1757"	"11/12/2018 17:01:27"	"http://www.jobserve.com/GmvSM"	"About Understanding Recruitmentwww.understandingrecruitment.co.uk/Understanding Recruitment are a multi-award winning technology recruitment specialist based in St. Albans, Hertfordshire.We avoid using the specialist term unless it is true. This is why we are proud to have teams across Java, DevOps & Cloud, Mobile & Web and .NET that focus purely within their niche in an ever evolving market. Our Corporate Solutions team cover a wide variety of technology, digital roles & can also provide a managed service solution.Within Corporate, we have a specialist Not-For-profit team focused on delivering high quality candidates within the Charity sector.With a dedicated Contracts team we can accommodate & ensure you deal with specialists, not just within their technical niche, but also within the recruitment process you are operating in.Our teams focus on finding highly skilled individuals to help our clients meet their requirements & candidates find their dream move. Best Staffing Firms to Work For 2017 | SIA AwardsRecruitment Company of the Year 2016 | APSCo Awards for Excellence"	"ASAP"	NA	NA
"Software Developer"	"£60k - £80k per annum + Bonus"	"London"	"Permanent"	"Software Developer"	"London - £60k - £80k per annum + Bonus"	"Permanent"	"Posted: Friday, 7 December 2018"	""	"Software Developer - C# .NETWe're looking for a Software Developer (C# Developer/.NET Developer) to join an exciting project for a client based in Central London. The company are building out an application advising consumers on their finances, it is a revolutionary piece of software that helps customers reduce costs, save money and is completely personalised to them.The technology being used to power their platform is the latest Microsoft .NET and Open Source technologies on the market. Your work will see you involved with Artificial Intelligence (AI), which will see a Virtual Assistant answering/advising consumers on their finances helping them to reduce debt, increase savings, advise on hidden charges eating their savings and access trusted financial advisers at a fraction of the cost.As a Software Developer (C# Developer/.NET Developer/Full Stack Developer),on the Back End you will work with C#.NET, .NET Core with some MVC in parts, WebAPI 2/REST APIs, React, Redux, ES6, DynamoDB and AWS/Amazon Web Services. There are also messaging tools such as CQRS being employed too.The development team are an agile, closely knit team of Full Stack Developers, Cross Functional and Scrum based. You will join as a Senior Developer (C# .NET) and be part of a highly collaborative team of people, working flexible and where possible remotely.Software Developer Experience:C# .NETAsp.NET MVC or .NET Core Web API/REST APISQL Server, ideally NoSQL tooIdeal Software Developer Experience:AWS/Amazon Web Services or other Cloud technology such as Windows AzureVueJS or ReactJS with Redux, HTML5 and CSS3Messaging experience in SQS, RabbitMQ, Service Bus, CQRSDocker, Kubernetes, Mesos etcApply today for a full job description!Salary - Up to £80k with BonusSoftware Developer - C# .NET"	"London, UK"	"IT"	"£60k - £80k per annum + Bonus"	"Oliver Bernard"	"Reece Graves "	"JS-C#FINTECH/APP"	"07/12/2018 04:00:39"	"http://www.jobserve.com/Gl1rm"	"About Oliver Bernardwww.oliverbernard.co.uk/Oliver Bernard is a leading technology recruitment consultancy, specialising in placing both permanent and contract IT professional's in London. Founded by experienced recruiters who have a successful reputation of providing a high level of service to clients and candidates alike, within Java, Web, JavaScript, PHP, Ruby, Python, C++, C#/.NET, QA, Devops, Project Management and BA."	NA	NA	NA
"Chief Technology Officer (CTO) - Manchester."	"£150k - £200k per annum + Benefits"	"Manchester"	"Permanent"	"Chief Technology Officer (CTO) - Manchester."	"Manchester - £150k - £200k per annum + Benefits"	"Permanent"	"Posted: Wednesday, 12 December 2018"	""	"Chief Technology Officer (CTO) - Manchester.Are you experienced in managing technical teams and are either an CTO or have strong aspirations to be a CTO? Do you thrive in working in a nimble, open-minded, fast-paced environment? Are you a passionate, ambitious and pragmatic individual? Are you looking for a fresh and exciting challenge with an innovative, rapidly-growing UK banking services provider? Do you want to earn a highly competitive salary of up to £200k? If so, then Adria Solutions could have the perfect opening for you. Our client, FinTech innovators, are looking for a highly driven CTO to take care of all aspects of the technology side of the business, including:* Service Operations * Technical/infrastructure services* Technical Project Delivery* Database Architecture* System Architecture* Security* Data Analysis* Artificial Intelligence* Programming* Software Design* Supplier ManagementReporting directly to the Managing Director, this senior management position will be directly responsible for the delivery of:* Technical Transformation* Infrastructure Maintenance* IT Service DeliveryThe CTO will also be responsible for setting key objectives, ensuring delivery against SLAs in an agile and multi-supplier environment of the constantly-evolving Financial Services sector. Principle ResponsibilitiesThe principle responsibilities of this exciting role with this ambitious and forward-thinking FinTech provider include:* Lead and define the overall Technology strategy incorporating all processes managed by the area within a DEVOPs/Agile environment. Establish formal policies and frameworks to support consistent service delivery* Lead and define the Technical Architecture strategy and delivery, ensuring cost-effective solutions in accordance with IT risk, security & policy standards* Accountable for ensuring Service Operations, Technical Services & Technical projects are delivered in accordance with IT policies, standards & agreed SLAs and with respect to all relevant Financial Services regulation* Accountable for the IT Architecture, ensuring the required levels of IT resilience are provisioned for both internal technology and technology supplied by 3rd partiesEssential experience required for the roleThe successful candidate for this highly rewarding and stimulating position with a leading FinTech firm in the heart of the North West must have experience and knowledge in the following:* Knowledge in database architecture, system architecture, security, data analysis, Artificial Intelligence, programming and software design* Experience of running an IT function within a strong regulatory regime (eg FCA for Financial Services), all aspects of IT resilience & managing of major outsourcing suppliers* Pursuit of Service Excellence* Customer contact experience with a strong emphasis on telephony & digital business models* A proven track record delivering technical transformation in relation to data centre/cloud solutions, telephony platform & Office 365 applications - all underpinned by a robust network & security infrastructure.* A proven track record of achieving outstanding results within an ITIL service operations environment including management of 3rd party suppliers and effective use of service management & system monitoring tools* Conversant in delivering and maintaining robust technical infrastructure ensuring the highest standards of security is maintained and service availability aligned to a 24/7 business* Experience in all aspects of supplier selection and supplier management in a fast-paced, highly regulated environment* Extensive knowledge and experience of the ITIL lifecycle and how this works within an Agile Delivery Environment* Experience in balancing BAU service & infrastructure maintenance, alongside transformational change.Desirable criteria for the role* Experience of working within the Financial Services Sector or for Financial ServicesRequired education and qualifications* BSC/BA in Science and Information Technology, engineering or relevant field* MSc/MA/MBA is preferredThe successful applicant for this rewarding position will show awareness and be able to conform to our client key values centred on:Passion, Professionalism, Trust, Respect, Openness and HumilityIf you have the above experience, characteristics and aspirations to be a leading figure in driving the ongoing success of one of the UK's most credible and growing FinTech companies, get in touch with Adria Solutions to discuss your suitability for the role further. Call 01625 874399 or email (see below) Don't let this unmissable FinTech opportunity pass you by. "	"Manchester, UK"	"IT"	"£150k - £200k per annum + Benefits"	"Adria Solutions Ltd"	"David Berwick "	"JS-DB345676"	"12/12/2018 17:17:13"	"http://www.jobserve.com/Gm956"	"About Adria Solutions Ltdwww.adriasolutions.co.ukAdria SolutionsWelcome to Adria Solutions, one of the UK's most trusted, credible and successful specialist IT recruiters. Our experienced and professional team of IT recruitment experts successfully place candidates in many specialist areas of IT, including  .NET, C#, PHP, JavaScript, Java, UX, UI, Business Intelligence, IT Support, Developers, Business Analyst, Project Managers, and more.   We operate from the heart of the North West but recruit nationally, finding the best calibre of IT professionals to fill diverse roles to help organisations of all sectors fulfil their IT demands. Visit our website to learn more about how Adria Solutions can meet and exceed your IT recruitment needs."	"ASAP"	NA	NA
"Senior PHP Developer"	"£40k - £55k per annum + Benefits"	"Reading, Berkshire"	"Permanent"	"Senior PHP Developer"	"Reading, Berkshire - £40k - £55k per annum + Benefits"	"Permanent"	"Posted: Tuesday, 11 December 2018"	""	"I'm currently working with a large letting agency, they're looking to expand their rapidly growing Internal development team and require a Senior PHP Developer.The group has ambitious plans to become a front-runner in digital, this not only includes developing sophisticated websites to increase our client base, improve client retention and client experience, but also establishing new touch points via new digital platforms (eg mobile applications, client portals, artificial intelligence) to ensure the group maintains a competitive advantage. We are looking to develop our own software in-house to give us full control of functionality and give us a massive increase in speed to market of new functionality verses our competitors.Skills required:- PHP- Bootstrap- SQL- 3 years experience minimum requiredFor more info please contact me. GCS Computer Recruitment Services is acting as an Employment Agency in relation to this vacancy."	"Reading, Berkshire, UK"	"IT"	"£40k - £55k per annum + Benefits"	"GCS"	"Kane Fitzgerald "	"JSJS-SENIOR PHP/RG"	"11/12/2018 12:55:01"	"http://www.jobserve.com/GmuWJ"	NA	NA	NA	NA
